"accepted_species","traits"
"t1",0
"t2",0
"t3",1
"t4",0
"t5",0
"t6",0
"t7",1
"t8",1
"t9",1
"t10",NA
"t11",1
"t12",1
"t13",0
"t14",NA
"t15",0
"t16",0
"t17",0
"t18",0
"t19",0
"t20",1
"t21",1
"t22",0
"t23",0
"t24",0
"t25",1
"t26",1
"t27",0
"t28",1
"t29",0
"t30",1
"t31",1
"t32",1
"t33",1
"t34",NA
"t35",1
"t36",NA
"t37",1
"t38",1
"t39",0
"t40",1
"t41",1
"t42",0
"t43",1
"t44",1
"t45",1
"t46",1
"t47",1
"t48",0
"t49",0
"t50",NA
"t51",0
"t52",0
"t53",0
"t54",1
"t55",1
"t56",NA
"t57",1
"t58",1
"t59",0
"t60",0
"t61",NA
"t62",NA
"t63",0
"t64",1
"t65",0
"t66",0
"t67",1
"t68",1
"t69",1
"t70",1
"t71",0
"t72",0
"t73",0
"t74",1
"t75",NA
"t76",NA
"t77",1
"t78",0
"t79",0
"t80",1
"t81",0
"t82",0
"t83",0
"t84",1
"t85",NA
"t86",0
"t87",1
"t88",0
"t89",1
"t90",0
"t91",1
"t92",1
"t93",0
"t94",0
"t95",1
"t96",NA
"t97",0
"t98",0
"t99",0
"t100",0
"t101",1
"t102",1
"t103",0
"t104",1
"t105",1
"t106",0
"t107",1
"t108",0
"t109",0
"t110",1
"t111",0
"t112",1
"t113",1
"t114",1
"t115",0
"t116",0
"t117",NA
"t118",1
"t119",1
"t120",1
"t121",0
"t122",1
"t123",NA
"t124",0
"t125",NA
"t126",0
"t127",0
"t128",1
"t129",0
"t130",0
"t131",0
"t132",1
"t133",1
"t134",1
"t135",0
"t136",0
"t137",1
"t138",1
"t139",0
"t140",1
"t141",1
"t142",0
"t143",0
"t144",1
"t145",1
"t146",0
"t147",0
"t148",0
"t149",1
"t150",0
"t151",1
"t152",1
"t153",1
"t154",NA
"t155",1
"t156",1
"t157",0
"t158",1
"t159",1
"t160",1
"t161",0
"t162",1
"t163",1
"t164",1
"t165",0
"t166",1
"t167",0
"t168",0
"t169",0
"t170",0
"t171",NA
"t172",1
"t173",0
"t174",NA
"t175",0
"t176",1
"t177",1
"t178",1
"t179",0
"t180",1
"t181",1
"t182",1
"t183",0
"t184",NA
"t185",0
"t186",0
"t187",1
"t188",0
"t189",1
"t190",0
"t191",1
"t192",0
"t193",1
"t194",NA
"t195",0
"t196",1
"t197",1
"t198",0
"t199",1
"t200",NA
"t201",1
"t202",0
"t203",0
"t204",0
"t205",0
"t206",0
"t207",1
"t208",0
"t209",0
"t210",0
"t211",1
"t212",1
"t213",0
"t214",0
"t215",1
"t216",1
"t217",1
"t218",NA
"t219",0
"t220",1
"t221",0
"t222",1
"t223",0
"t224",0
"t225",0
"t226",NA
"t227",NA
"t228",1
"t229",0
"t230",0
"t231",0
"t232",1
"t233",1
"t234",NA
"t235",0
"t236",1
"t237",1
"t238",1
"t239",1
"t240",1
"t241",1
"t242",1
"t243",0
"t244",0
"t245",0
"t246",1
"t247",1
"t248",0
"t249",0
"t250",1
"t251",0
"t252",0
"t253",0
"t254",0
"t255",0
"t256",0
"t257",NA
"t258",NA
"t259",0
"t260",0
"t261",1
"t262",1
"t263",0
"t264",0
"t265",1
"t266",1
"t267",1
"t268",0
"t269",0
"t270",1
"t271",0
"t272",0
"t273",0
"t274",0
"t275",1
"t276",1
"t277",NA
"t278",0
"t279",1
"t280",1
"t281",0
"t282",0
"t283",0
"t284",0
"t285",1
"t286",0
"t287",0
"t288",NA
"t289",1
"t290",1
"t291",1
"t292",1
"t293",NA
"t294",1
"t295",1
"t296",1
"t297",1
"t298",1
"t299",1
"t300",1
"t301",1
"t302",1
"t303",1
"t304",1
"t305",0
"t306",0
"t307",0
"t308",0
"t309",1
"t310",1
"t311",1
"t312",1
"t313",NA
"t314",0
"t315",0
