,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
t1,1.4529425,9.561858,8.197673,7.647325,4.392737,3.0220687,7.217617,5.954157,4.381085,4.045584,7.104583,3.2440903,4.5262017,3.971007,3.5475032,4.3417206,5.6211357,4.3366284,4.547062,4.001155,5.3868504,5.9118032,2.5519247,4.4194727,5.3407784,4.6253233,4.317223,3.5444021
t7,1.6876179,9.771891,8.282545,7.7205205,5.1013637,3.3722947,6.8641686,5.909701,4.5345364,3.773924,7.7006226,2.7026339,3.8529723,3.8867183,3.8679283,4.595724,5.2818465,4.0635896,4.7517233,4.379035,5.139288,5.929106,2.2388775,4.884457,5.1927915,5.3013434,4.559057,3.3098383
t13,1.6894758,9.730975,8.300458,7.7166157,5.0715075,3.3634405,6.8980412,5.9424386,4.5130115,3.819409,7.678227,2.7198036,3.8811812,3.8872538,3.8654659,4.5686584,5.3054028,4.0616083,4.754885,4.36695,5.1843333,5.9458585,2.2398245,4.8758974,5.180693,5.2728877,4.53281,3.3469296
t14,1.7222807,9.738539,8.315852,7.714339,5.1373854,3.406355,6.871007,5.9434485,4.52704,3.8027515,7.734948,2.6681657,3.818021,3.8698173,3.9025366,4.5895247,5.2776885,4.0309234,4.785832,4.4022846,5.173315,5.9583225,2.2040038,4.9206376,5.1601677,5.3355746,4.5506077,3.3353913
t60,2.1489003,9.95615,8.460362,7.5466213,5.8676267,3.9008327,6.600937,5.802398,4.5806117,3.5885649,8.63501,2.1998477,3.1510963,3.5052063,4.3258023,4.875255,4.9853973,3.601016,5.1402063,4.6714473,4.9438295,6.2575774,1.8182588,5.324902,4.9791703,5.9932184,4.887021,2.972869
t61,1.8525419,9.851813,8.357291,7.7062993,5.485018,3.5867763,6.711919,5.8874373,4.5987444,3.6631384,8.0809555,2.448183,3.495544,3.780858,4.0469923,4.7308893,5.13139,3.8993747,4.889537,4.5571384,5.039468,6.0035863,2.067772,5.1148005,5.097742,5.656054,4.688719,3.2095761
t112,2.1484118,10.014074,8.475501,7.469799,5.9720488,3.935887,6.5593204,5.7006392,4.578448,3.5556624,8.727118,2.1039808,2.998962,3.53408,4.33283,4.917715,5.0382876,3.6093466,5.1429086,4.689677,4.950747,6.2292166,1.7762141,5.383811,4.9732523,6.1338644,4.9170656,2.9383402
t121,2.207539,10.000615,8.4552145,7.4720936,5.985615,3.990571,6.5561223,5.666483,4.5273256,3.596325,8.77934,2.0987842,2.9782698,3.4778395,4.3919773,4.9051876,5.0228024,3.550737,5.199507,4.6565714,4.9159417,6.2864065,1.7646275,5.359597,4.976936,6.154624,4.9421196,2.8930633
t189,2.149831,9.996748,8.46148,7.4806657,5.985719,3.9378738,6.532592,5.700313,4.589043,3.547882,8.751583,2.1187477,2.9945483,3.5307498,4.3357387,4.946075,5.023919,3.609336,5.143072,4.711584,4.933532,6.231681,1.7921026,5.412249,4.9939966,6.1361938,4.94108,2.925433
t190,2.1549473,9.993539,8.46218,7.499068,5.9941783,3.9454622,6.5154033,5.702585,4.592544,3.5480232,8.773123,2.1209774,2.987062,3.5233092,4.343172,4.9622183,4.9903474,3.6033802,5.1458116,4.7281566,4.894658,6.238858,1.8032264,5.4194436,4.99723,6.144293,4.9668803,2.9105983
t64,2.2075667,9.971895,8.44306,7.484324,5.963905,3.9780977,6.5557814,5.698097,4.531193,3.5948606,8.759321,2.1356826,3.026376,3.4787197,4.388672,4.9112253,5.0264544,3.5522282,5.202273,4.651359,4.938338,6.2845902,1.7754724,5.368359,4.992778,6.1067224,4.9316487,2.910602
t40,2.2221882,9.945167,8.429113,7.5039897,5.937505,3.9815664,6.5664825,5.7191334,4.5165453,3.6160965,8.74201,2.1662362,3.0697567,3.4619472,4.4015603,4.9002743,5.019156,3.5373175,5.2182646,4.629445,4.938788,6.3006763,1.7825401,5.3520365,5.0002503,6.0658126,4.9246974,2.9154463
t156,2.2526639,9.955797,8.44236,7.4818377,5.9274964,4.015857,6.5977736,5.705885,4.4823565,3.640048,8.7411375,2.1484864,3.0763392,3.4491322,4.432237,4.8683023,5.044565,3.5110416,5.2555213,4.5878496,4.9647784,6.3133593,1.7415824,5.3296566,4.974732,6.059434,4.8971353,2.925741
t157,2.2007387,9.929558,8.406465,7.4817657,5.9771957,3.9649599,6.5168915,5.7129736,4.558682,3.5697165,8.770519,2.1754634,3.0489402,3.4823406,4.379221,4.96771,5.0446053,3.5628304,5.194383,4.678728,4.9684296,6.2784686,1.7954135,5.44402,5.0412807,6.0806994,4.946224,2.9091322
t71,2.175899,9.93114,8.44358,7.5443416,5.892095,3.9278564,6.572333,5.805158,4.5855694,3.5821164,8.681451,2.2109857,3.150296,3.4787383,4.352546,4.9071527,4.9711146,3.575131,5.1645184,4.6803093,4.934405,6.279577,1.8119787,5.3557262,4.997705,5.9914994,4.9182286,2.948182
t28,1.7708975,9.784381,8.330368,7.7201595,5.279057,3.4729514,6.808008,5.924397,4.5623713,3.7459161,7.8525867,2.5770857,3.686237,3.8453605,3.9547126,4.6390424,5.2224073,3.9849784,4.8273177,4.4608727,5.1227784,5.9707623,2.1459937,4.9925747,5.1375947,5.465834,4.597978,3.2868056
t34,1.7962523,9.805252,8.3433275,7.728627,5.3271275,3.5019252,6.782448,5.919417,4.58119,3.7238028,7.8821297,2.5428693,3.6409113,3.825323,3.9807022,4.65897,5.197444,3.959807,4.8504467,4.487161,5.100354,5.9883327,2.1187363,5.017023,5.126322,5.511031,4.6183,3.265438
t39,1.7794906,9.786167,8.337562,7.7247815,5.3005247,3.4814754,6.8045006,5.929354,4.567284,3.744518,7.8649673,2.564453,3.666187,3.8410766,3.9616437,4.64032,5.218576,3.9774957,4.835913,4.466535,5.1220975,5.978319,2.1349475,5.0002255,5.1323,5.4859376,4.5994062,3.2840776
t86,1.8940436,9.874475,8.367203,7.6919637,5.562877,3.6357236,6.6783004,5.8679132,4.606619,3.637889,8.178834,2.400774,3.424083,3.744248,4.0902348,4.764753,5.0971556,3.8566074,4.923548,4.5895777,5.0092006,6.0291333,2.0337179,5.1608324,5.0835466,5.726743,4.7252293,3.1752079
t87,2.1963947,9.902363,8.408376,7.549817,5.868243,3.9395926,6.5919476,5.7804084,4.526816,3.6425335,8.648284,2.2271948,3.1600578,3.470573,4.373329,4.870928,5.0131135,3.5545468,5.1917686,4.607274,4.940915,6.2880826,1.8109121,5.3054852,5.013649,5.9808683,4.896552,2.949486
t42,1.7927725,9.793008,8.36432,7.7492685,5.3133545,3.4877675,6.7940874,5.9373317,4.578815,3.734069,7.8771553,2.55985,3.6556456,3.8353164,3.9710605,4.6417327,5.2119455,3.96715,4.851866,4.470166,5.1116242,5.995784,2.1121716,4.994212,5.118545,5.4966655,4.6031337,3.2769542
t45,1.8166397,9.831964,8.342261,7.713489,5.4223633,3.5441368,6.7431283,5.8962045,4.5870266,3.686955,8.006427,2.4927592,3.5545475,3.813455,4.007671,4.69923,5.164829,3.9373415,4.859769,4.5216537,5.0665836,5.9812074,2.0983233,5.069842,5.1158333,5.597289,4.656058,3.2350554
t46,1.8614062,9.851082,8.366433,7.706102,5.498622,3.5981505,6.710299,5.89263,4.5982995,3.6635165,8.099186,2.438568,3.4831572,3.7752588,4.0553455,4.7329903,5.1298213,3.891061,4.8976603,4.559224,5.0403233,6.011287,2.0567288,5.1213994,5.0883603,5.668412,4.692649,3.205413
t31,1.9442502,9.85726,8.416431,7.645659,5.603103,3.6863651,6.704195,5.8912153,4.5706854,3.676296,8.225259,2.359719,3.384968,3.6959455,4.1373014,4.7640586,5.107984,3.8075786,4.9732265,4.571081,5.0441337,6.0839815,1.9820851,5.1830688,5.0355988,5.762483,4.7520146,3.131131
t48,1.7567476,9.776387,8.297855,7.6902924,5.3465433,3.4799385,6.8045583,5.9182854,4.547546,3.7478354,7.912552,2.546629,3.6244445,3.862513,3.944313,4.6552267,5.2195363,3.9981637,4.8097205,4.474952,5.12871,5.944719,2.1637228,5.0472326,5.139703,5.5262513,4.60333,3.296826
