,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
t1,-0.001176992,-0.045974217,-1.0287293,0.0779162,-0.036828265,4.068792,2.8331094,5.060209,-0.051491834,-0.032996364,3.3931139,8.456935,-1.6484592,0.023338694,-0.020739792,0.8525769,-2.111077,0.01292915,-1.6907778,-0.21466774,-0.3054754,-0.042518858,0.017721673,-1.0322087,3.9377182,-1.0020729,-3.7694373,0.062875025
t7,-0.0009786681,-0.015784133,-0.9537399,0.33573267,-0.012830251,4.586016,1.7237221,7.732756,0.30737242,-0.34038168,1.0345062,6.0891404,-0.55478805,0.019264447,-0.020964794,-0.11544896,-1.9367766,0.016842242,-1.4865602,-0.28032345,-0.4153798,0.38939577,0.025157325,-0.9071074,1.3186284,-0.5624629,-2.69117,0.14925209
t13,-0.0012493433,-0.019332781,-1.1989526,0.3571515,-0.025556205,5.9015584,2.2641742,9.894266,0.21545735,-0.50874895,1.5076426,8.128425,-0.861919,0.0259329,-0.0320308,-0.083921574,-2.4700933,0.025986183,-1.8995737,-0.35235423,-0.5503868,0.49328503,0.031484306,-1.2334355,2.0929565,-0.75012237,-3.4901161,0.19757098
t14,-0.0010924833,-0.011719277,-1.0705832,0.36020312,-0.030048661,5.355712,1.893861,9.401978,0.4487602,-0.47766945,0.76762563,7.0628157,-0.5559655,0.021483213,-0.02788977,-0.14162889,-2.2168047,0.021479204,-1.682964,-0.33063388,-0.53412324,0.8056719,0.02802684,-1.0686626,1.3590025,-0.58836544,-2.965248,0.19497721
t60,1.7512867,2.2211137,5.927809,0.29465058,-0.13596337,5.315208,4.2188697,10.581445,7.0473847,-0.31834504,-0.04309279,-0.0077136033,10.104935,0.027379287,1.6021177,-0.30059075,-0.93463385,4.4075656,-0.0004971827,-0.21780622,-0.41237143,1.1482346,0.020628057,-0.15114526,-0.08768578,6.080667,8.188781,0.2963197
t61,-3.208127e-05,1.8080386,0.8917158,0.3899966,-0.13749361,4.649212,9.895436e-05,10.309182,3.5058448,-0.4627806,-0.044455517,1.4962872,6.1155396,0.0077385614,0.4906521,-0.39633596,-1.2151407,1.3860147,-0.40946662,-0.28538746,-0.5393295,2.5224495,0.02030551,-0.37154078,-0.112735726,2.5590427,1.4522074,0.2363858
t112,2.8440752,2.1474707,8.154075,0.3196777,-0.13333946,6.5366254,5.960275,11.641985,8.854544,-0.24403544,-0.054521333,-0.01095622,12.883232,0.03954182,2.0484238,-0.36767787,-1.0123111,5.831991,0.44910446,-0.20096074,-0.35652775,0.83024514,0.020745374,-0.16011687,-0.07189845,8.355581,10.864195,0.3720058
t121,3.2196336,2.039358,8.923315,0.31534836,-0.13153031,6.8214784,6.5910387,11.8644085,9.307459,-0.21098568,-0.056802657,-0.012468558,13.593518,0.04404421,2.223828,-0.36694998,-0.97378224,6.3672233,0.7623212,-0.17705399,-0.30349907,0.5239583,0.020957801,-0.14475548,-0.06034969,9.153374,11.850305,0.38552386
t189,4.375968,1.804365,11.252757,0.30483973,-0.13068756,7.604231,8.397781,12.610603,11.171668,-0.0883901,-0.06487269,-0.02214291,15.799312,0.06316002,2.6935027,-0.37792838,-0.84505546,8.061443,1.476025,-0.08729784,-0.10847016,-0.08082786,0.021810533,-0.11076956,-0.02256321,11.736588,15.169725,0.42453915
t190,4.3575964,1.7358168,11.304086,0.3047664,-0.13077392,7.6777234,8.374069,12.648199,11.118824,-0.087555334,-0.06491029,-0.021439934,15.771921,0.063281745,2.717907,-0.37944174,-0.84390783,8.083139,1.475064,-0.09052943,-0.11365564,-0.07670272,0.02167324,-0.09556247,-0.023393141,11.714557,15.178529,0.42492247
