accepted_species,estimate
t18,-0.08143305679001475
t45,-0.1496460061823368
t46,-0.1534801823448241
t31,-0.1287554476370932
t23,-0.09676783998442379
t51,-0.29679320183440355
t71,-0.3013399711045803
t80,-0.2874721070165063
t81,-0.3015105373978371
t194,-0.2980133205312324
t144,-0.2977440851554303
t279,-0.29803925118117586
t280,-0.29803925118117586
t175,-0.29803788395337566
t201,-0.2980459741533065
t165,-0.2982022142731212
t156,-0.2981790386841409
t121,-0.29796675372765646
t113,-0.29741922860808556
t114,-0.29741922860808556
t75,-0.30882598294121383
t227,-0.2983531722800404
t228,-0.2983531722800404
t180,-0.2981933377532859
t221,-0.29807462864063505
t189,-0.29815791786925927
t119,-0.29868879367155293
t48,-0.2980334201237596
