,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
t6,1.9018404,-0.005863932,0.18768746,9.871894,1.6018608,-0.06413646,-0.30046558,-0.38411915,-0.020289976,0.56870526,-0.20412101,0.14099783,8.245653,4.0261254,0.11255262,2.3501217,-0.24553859,9.1759615,2.1400676,0.16717774,8.370125,0.0579204,-0.09935838,0.18944946,-0.039409325,-1.0446289,-0.5934283,1.6155647,-0.003723582,-0.3589816,0.02046276,0.032890584,1.6958872,-0.11664494,0.6361342,-0.019675907,-0.00031904818,-0.238767,8.719219,0.21177739,-0.20609617,0.0015845187,0.006690668,0.28767955,3.9464495,-0.3565161,1.9461068,4.6321607,5.2807817
t29,-0.03518687,-0.044740092,0.25046882,12.672703,-0.015122951,-0.023960974,-0.7065914,-0.43764833,-0.024577202,0.45507765,-0.18602148,0.15726173,9.422344,7.292861,1.7385811,-0.043453105,-0.29081783,17.307661,3.2867672,-0.021431703,5.801077,0.046022326,-0.067836225,0.6092209,-0.036488447,-0.695414,-0.6536834,7.2641907,7.344,-0.34072846,0.032309834,0.0221394,-0.055772025,-0.16540465,0.040530823,-0.036318146,3.1049938,-0.32237998,10.7340355,0.24396023,-0.17767559,-0.10340231,0.039296195,11.510493,0.7625309,-0.30173522,0.28557107,2.2791548,16.957024
t30,-0.06468426,-0.05193064,0.2725505,13.712733,-0.037269358,-0.021467885,-0.8214484,-0.41871282,-0.026655184,0.43567917,-0.17728887,0.14642267,9.285647,7.7459555,2.3915596,-0.10037028,-0.30085236,18.88391,3.6431856,-0.036233786,4.8657002,0.040764373,-0.07404658,1.1085234,-0.035215113,-0.55786604,-0.63460064,8.939415,9.540466,-0.29483774,0.032813225,0.021331633,-0.082948275,-0.16423677,-0.00075956376,-0.03871469,3.9248157,-0.33830604,10.6893835,0.24708118,-0.16440357,-0.10532833,0.053916022,14.706967,0.1684632,-0.27279776,-0.06908192,1.7186849,20.17235
t39,-0.052963346,-0.049669553,0.2639855,13.358872,-0.030876547,-0.021076297,-0.77767956,-0.43564525,-0.025996806,0.44394562,-0.17433868,0.15539186,9.3711195,7.6607,2.1658392,-0.080473065,-0.27190366,18.539284,3.5675786,-0.03307164,5.219508,0.043517537,-0.067391835,0.9290058,-0.036240302,-0.6087039,-0.6366582,8.186237,8.759782,-0.3178797,0.033671945,0.021115893,-0.07140764,-0.16930607,-0.018406592,-0.038444743,3.5252213,-0.33292553,10.909847,0.2520755,-0.17046465,-0.11385394,0.04945984,13.536233,0.444417,-0.28159687,-0.041243736,1.9180644,19.129496
t73,-0.09750434,-0.06230887,0.30628437,15.566707,-0.06951914,-0.027146596,-0.99709815,-0.40874997,-0.030128641,0.41743472,-0.1744047,0.13672644,9.18082,8.542791,3.460369,-0.19367577,-0.27064908,21.265577,4.1634245,-0.061283045,3.59318,0.036161043,-0.078163415,2.2321148,-0.03260857,-0.38122666,-0.6042763,11.483523,12.748254,-0.22371991,0.03359897,0.019565092,-0.12365466,-0.17290048,-0.026433181,-0.04116281,5.100441,-0.357779,10.82103,0.267535,-0.15171316,-0.11376029,0.07730365,19.45402,-0.0007843179,-0.26367807,-0.303312,1.2625595,25.01205
t80,-0.11482971,-0.06637841,0.32326958,16.388048,-0.08511378,-0.027736487,-1.0758024,-0.39355668,-0.032078255,0.40387487,-0.16774556,0.12978002,9.079652,8.873373,3.922181,-0.23315714,-0.27008656,22.202776,4.3878713,-0.06775928,2.8888698,0.03328931,-0.087625,2.7885988,-0.031236378,-0.28870308,-0.5935819,12.769536,14.2985325,-0.18437816,0.032718,0.017682148,-0.14387512,-0.17105272,-0.029188344,-0.0415609,5.648291,-0.3685307,10.679102,0.2762307,-0.14608867,-0.11790326,0.08837002,21.673151,-0.0016916986,-0.24451216,-0.3825319,0.99908376,27.23544
t81,-0.13586596,-0.07031393,0.34483218,17.38873,-0.10680391,-0.03050023,-1.1544756,-0.369441,-0.034842007,0.39209375,-0.15538916,0.12773955,8.908799,9.238601,4.372435,-0.27208024,-0.27115512,23.132437,4.518933,-0.07084854,2.0416598,0.03091223,-0.106251106,3.503713,-0.02979919,-0.18386456,-0.58229816,14.111237,16.003712,-0.14136676,0.031232942,0.015439849,-0.16448565,-0.16949645,-0.042478207,-0.04094182,6.223426,-0.3795751,10.422731,0.29313496,-0.14359288,-0.12919311,0.10219071,24.027674,-0.0024975191,-0.20609106,-0.44708252,0.8170086,29.620157
t69,-0.09368959,-0.06009425,0.3013673,15.221854,-0.06452696,-0.02759701,-0.9671076,-0.411184,-0.029353136,0.4230073,-0.17329425,0.13925767,9.181143,8.36657,3.225878,-0.17992835,-0.27670044,20.83581,4.077189,-0.059020117,3.8133547,0.037657496,-0.07757409,2.0286822,-0.03341382,-0.4110801,-0.6107842,10.987908,12.208107,-0.23672384,0.03350784,0.020235378,-0.11523753,-0.17206705,-0.02821327,-0.04076207,4.888032,-0.35121605,10.829211,0.2658509,-0.15537539,-0.11040173,0.073221736,18.580782,-0.0005376609,-0.26186168,-0.26281828,1.3421971,24.126604
t70,-0.20160323,-0.075374804,0.40615377,20.666708,-0.17186765,-0.06268208,-1.366035,-0.3191351,-0.040943585,0.3935096,-0.08473519,0.13233541,8.456749,10.264738,5.725797,-0.39301735,-0.26858464,25.63666,4.864095,-0.09596146,-0.007444897,0.030067695,-0.15743043,5.6854835,-0.02759175,0.9121594,-0.53753453,17.595787,20.786959,-0.028432675,0.028159434,0.010085269,-0.2120602,-0.1743142,-0.09629906,-0.038384143,7.8312664,-0.39724675,9.813428,0.3610215,-0.13990855,-0.18269604,0.1421794,30.84218,-0.0040495587,-0.07574335,-0.61020654,0.09185773,36.47652
t23,-0.0040902984,-0.036369685,0.22476305,11.471252,0.43570447,-0.0341667,-0.5735334,-0.45064393,-0.02318131,0.48506746,-0.1939005,0.16323322,9.433505,6.6405983,0.9174308,0.31194657,-0.27369446,15.205017,3.0928113,-0.0017533043,6.8789835,0.05114684,-0.06880346,0.07701412,-0.038051262,-0.8493092,-0.6693317,5.646763,4.9333444,-0.38725019,0.030732242,0.024940634,-0.020709626,-0.16043244,0.33861968,-0.032093436,2.1526346,-0.3003064,10.529764,0.24175265,-0.19680049,-0.08041219,0.024809755,7.9454184,1.5274951,-0.33111572,1.1662713,3.0771952,13.288339
