accepted_species,estimate
t3,-0.56622094
t8,-0.16350843
t9,-0.16350843
t272,0.70789677
t241,0.70789677
t143,1.6525334
t200,2.0753376
t356,1.9147615
t46,-0.25037313
t212,0.7720176
t217,0.0534871
t115,0.14368369
t78,0.039903313
t251,0.37267733
t325,0.12118526
t330,1.272991
t331,1.272991
t351,0.71612304
t137,0.85706747
t300,1.0342935
t203,0.9485594
t219,0.9485594
t28,-0.3863089
t242,-1.3172092
t75,-1.5979384
t235,-0.3855482
t121,-0.5596931
t255,-1.4579297
t204,-1.2082638
t101,-0.351491
t102,-0.351491
t192,0.04246634
t305,-0.6957511
t135,0.24078803
t151,0.39641532
t25,0.41234025
