"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111","c112","c113","c114","c115","c116","c117","c118","c119","c120","c121"
"t13",0.0234972205603875,-0.103826374570951,0.10270429497695,-0.00600830062911505,0.0204394382962559,-0.00966313653426798,0.00133863124648538,0.000809159162255757,0.00152872191382448,0.00478443680094252,-0.00196975852687973,0.0021282034083981,-0.000310440409359991,-0.000243182702301775,0.00733681626323624,-0.00646172172782319,0.0507861951365628,0.159061310834341,0.062504837311578,0.00560605788863276,-4.24760078780709e-05,-0.00913268663312835,-3.6708199341282e-06,-0.00111447031146112,-0.0339235747451392,0.218622558983907,0.0435272217554389,-0.00218070074507936,-0.00128438033807128,-6.18148610918044e-06,-4.41860444979999e-05,-4.81581129605466e-05,0.0485962506678932,0.000956353450222118,2.82743071632482e-06,0.000906604628563804,-0.000239595325471611,-0.0113637994131928,1.3143629751714e-05,-0.0120989097319494,1.30279763465803e-05,2.18722925089234e-05,-4.08267757307976e-05,-0.00035016326895697,0.000140122734091605,-0.000196622988589861,0.00111489681237848,-4.31792914267019e-15,0.0568680212155617,-0.0175950236496871,0.843624257113433,0.00539147764261126,0.00163586326590344,0.399489652836479,0.000452456849131369,-0.000112900067338925,0.000362550535329873,-0.000268678620258464,0.000975144561635244,0.0178373822719359,0.0144613590804286,-0.00414556233289687,0.0102494170398909,1.73806791082664e-16,5.03336069491032e-16,0.0844943431977176,0.00852285661688798,-0.025578142100262,-0.015699197919182,0.00141230365403243,-2.60378497224034e-06,8.13727637274941e-05,0.00204778606768711,-3.03400970620761e-17,5.91333813017618e-16,6.1923848194461e-17,0.000433833847283147,4.2284202904435e-05,-4.33674633531873e-05,-1.60322795497668e-16,-4.67242360998127e-16,-0.000860927952368724,0.0039100183995674,0.00408612519336913,-4.29748473247505e-16,6.49157867015116e-16,-8.19471216062771e-06,-0.000626014386423884,-2.24968221517273e-15,-6.73467802219874e-05,9.98378288908624e-17,-0.00594448467309418,-3.74021772001206e-16,-0.00260213627534731,5.04335719652552e-06,-2.50155037011689e-15,-2.53905038227786e-16,-3.24402478522853e-09,-8.32711943795751e-16,9.02258907722769e-07,-1.5343121386015e-16,-0.00834985444792473,-0.000937603964228974,8.10408396255185e-16,6.23275114882745e-16,-0.000810506007982307,-3.02963000351457e-16,-1.59763900905385e-16,-8.40088424680172e-16,-6.09811161225009e-16,-1.8146076852613e-15,-6.10263887690958e-16,-1.83458296305864e-16,-2.23197299878229e-14,6.32722553816313e-15,-2.28514603048808e-15,-9.75665129343929e-16,-3.86769268240764e-16,-3.10495646511945e-15,-1.57713775481373e-14,-0.090909090909097
"t15",0.0249193716080087,-0.112812347122032,0.116664862603182,-0.00769943142336071,-0.0334341693462448,0.0114410850665439,9.6412838232332e-05,0.000283337542342312,0.000882177753868239,0.00320672015572866,-0.00142265928634167,0.00161601523871771,-0.000286781854239949,-0.000225827112019428,0.00769712602669695,-0.00716912888479697,0.0786192005556454,0.195060210095988,0.079301563993392,0.00806102764837116,-6.36627066856491e-05,-0.0139449114488811,-6.77401330779863e-06,-0.00237872069935334,-0.0826650136914161,0.557256514107434,0.118757351940577,-0.00669094368100325,-0.0050942442655824,-2.68566424323902e-05,-0.000399980236692149,-0.000559235951308731,0.71313251650045,0.0217221910017853,-0.000249066558730091,-0.0168498648544099,0.00146274646284352,0.0333232636857643,-3.52847379747452e-05,0.0288389932258368,-2.89959896221542e-05,-2.33214166226777e-05,3.31687912803047e-05,0.000257770039770974,-9.36004200508695e-05,0.000120784539263809,-0.000614009873924932,6.33419121559553e-16,-0.0189200166472587,0.00549707877968962,-0.260604949433972,-0.00166371234219673,-0.00086979679485857,-0.0375483640654916,-5.74764721615009e-05,1.55547308767104e-05,-4.65028275389993e-05,3.31601765070544e-05,-0.000116229397400016,-0.00102715732265104,-0.000703133280906157,0.000123080929149103,-0.00029003416902694,-2.37776290784384e-16,-1.79297675985505e-16,0.00151526203301975,0.00342580292226101,-0.000708614760808838,-0.000720941080164468,0.000101525972469847,-2.20786000673472e-07,6.92651684037242e-06,0.000186170588014504,7.70761708294512e-16,-7.8398953187858e-16,-2.09552298293814e-16,5.01130570706418e-05,5.12501589568237e-06,-5.42142422280559e-06,1.87705161098031e-16,4.09592804121611e-16,-0.000114803817569493,0.000527448851289173,0.000552955688525827,2.62720607853168e-16,1.6894248163541e-16,-1.19180361573954e-06,-0.000101764375761836,2.4172128790109e-16,-1.11306828305533e-05,-2.60328104365556e-16,-0.00406136087422612,-9.68708809255081e-16,-0.00179954077193869,3.59231470292567e-06,1.533614298232e-15,6.17297889391153e-16,-6.66833816230882e-10,3.22564305748337e-16,1.97471197840754e-07,-1.6224380995524e-17,-0.00194071538819234,-0.000724291616928846,2.8348230901064e-16,-8.0437303339459e-16,-0.000195947071793008,3.34348601658615e-16,-2.8777917648446e-16,-1.8174259267136e-15,4.60273392844905e-17,-2.41929694785815e-15,-7.13499101770491e-16,-1.62941244893683e-15,-1.11042433021148e-14,6.64361429711427e-15,-2.17875121892646e-15,-6.86621220468129e-16,-9.24652435843914e-17,-3.03953299172174e-15,-1.6015526888199e-14,-0.0909090909090902
"t81",0.0280044237046981,-0.132584070005207,0.148105891306522,-0.0116992020708925,-0.188846077071935,0.072869835692083,-0.00383880695458118,-0.00152169692130828,-0.00176337917366372,-0.00434259442668948,0.00156265818660302,-0.00154060873885389,0.000170625748361404,0.0001332546149668,-0.00441043735937737,0.00492826093148967,-0.265668106266389,0.00370008539828526,-0.00219854761059558,-0.000643452659979114,5.26347551112014e-06,0.00115918134554271,5.17763927813752e-07,0.000162180656536567,0.00506939032868328,-0.0329983415503124,-0.00667913775258202,0.000345799194965441,0.000223371501699917,1.11825935474096e-06,1.22252149129647e-05,1.59399813980008e-05,-0.0192697769385287,-0.000544855325733938,5.19068693207811e-06,0.000299473492726709,-1.53451381616956e-05,-1.45392284960771e-05,-4.12863280986314e-08,0.00010043998129216,-1.41968066426474e-07,-5.58981283249487e-07,1.09629011289539e-06,9.46337607880703e-06,-3.79727508401942e-06,5.33179941571964e-06,-3.02420861637861e-05,5.74035359831168e-16,-0.00176979864247882,0.000599003355644759,-0.029398106697872,-0.000451048727854394,-0.000490561396683833,0.0351004832519838,2.37738455060459e-05,-5.39404489699387e-07,6.72842491463061e-07,-2.43192403723077e-07,2.41521992971024e-07,-4.21168481579452e-05,-3.24317384798775e-05,7.2249492058503e-06,-1.7343901077394e-05,-1.73361073831969e-17,3.36531867158185e-16,0.000326974505804567,0.207543387126048,0.0021312928277887,5.33472446056031e-05,-9.9786867844089e-07,2.82537729329816e-10,-7.87490194709535e-09,1.70634487798354e-07,-7.37194671199178e-15,7.33178799430311e-15,3.89536172902517e-15,4.06411518557336e-08,-7.00221492244522e-09,1.8433211347635e-08,3.01115382487402e-15,1.22739091188489e-15,1.13504059188202e-06,-6.04839260810035e-06,-6.59635763253327e-06,6.88844596191515e-15,-1.250601407002e-14,3.18906323028006e-08,8.91460635672646e-06,3.42721480171586e-14,1.18976918789103e-06,-1.11937483988861e-15,0.0283600516117689,2.81838072714526e-15,0.890013353427903,0.00056231766808206,-1.68768970250575e-14,9.7333176159865e-15,-1.93207561834645e-10,-6.21792092093316e-15,4.18137763941283e-08,8.1360900435676e-15,-0.00035223962468213,-0.00121000822854525,-9.41289496968606e-15,8.72047807258596e-15,-3.31217366972225e-05,-1.43131839240656e-15,1.58229705853616e-15,-2.3520858964189e-15,1.22684491447126e-15,-4.7509908586752e-15,-2.94904225530979e-15,1.51763772806817e-14,-4.0357413495569e-14,7.81664893602553e-15,-2.43288371158719e-15,-1.40651357003894e-15,1.25696840458755e-15,-2.55037940090873e-15,-1.33662287976185e-14,-0.0909090909090661
"t108",0.0280735444433881,-0.13302560791231,0.148804349014302,-0.0117871247282549,-0.192140722924994,0.0741702634011007,-0.00392109268082158,-0.00155905611745957,-0.00181716841350339,-0.0044943815671337,0.00162229705716967,-0.00160342674210409,0.000179898850719754,0.00014055175238189,-0.00469417320379996,0.00526355370153029,-0.284984176934818,0.00399969416469718,-0.00238167679248984,-0.000702770013515282,5.76372943228479e-06,0.00127080732931098,5.73696497119788e-07,0.000180949289426981,0.00568699509568186,-0.0370809919652739,-0.007523540019069,0.000390982954676997,0.000254270616057273,1.2754859860343e-06,1.4093863596808e-05,1.84157699351863e-05,-0.0222977109849214,-0.000631793027062821,6.04766203299727e-06,0.000350177089911397,-1.81084251673589e-05,-1.74031797839881e-05,-4.95405887238256e-08,0.000120959450158794,-1.71361329589319e-07,-6.9871621905059e-07,1.39661378361889e-06,1.21509416199542e-05,-4.91623282824037e-06,6.95551372738341e-06,-3.98694665433049e-05,-5.80536722696769e-16,-0.00247762472869866,0.000846984310192409,-0.0416513883542913,-0.000657284345914973,-0.000720607834761166,0.0520697225106189,3.54062249947141e-05,-8.31406100087476e-07,1.05022444570372e-06,-3.81968507920486e-07,3.81420267431135e-07,-7.32049452055e-05,-5.7409275843518e-05,1.33677290673122e-05,-3.22060267827063e-05,-6.44167627514834e-15,-1.80780375032378e-16,0.000713839990528847,0.478069568972106,0.00492762800228561,0.000137957707863838,-3.38631891703569e-06,1.20529810277501e-09,-3.38387896157709e-08,8.48206388536567e-07,1.99020614754974e-15,7.14520962921787e-15,1.758864107206e-15,1.77552081093626e-06,2.13178825308938e-07,-2.47694538450143e-07,3.35714960068123e-15,1.87253417446019e-15,-6.2936507356202e-06,2.98416147706142e-05,3.15563382865846e-05,-5.91023454991312e-16,6.67842889343074e-15,-8.29975005609146e-08,-1.03933388372314e-05,-9.90433403539197e-15,-1.23068907272558e-06,1.3380526810398e-15,-0.0131461972051553,1.23710459702147e-15,-0.303398218855471,-5.69282636513128e-05,3.49874431701636e-14,-7.29441502905702e-15,3.35410805839577e-12,1.00091567282899e-15,5.66666637595967e-09,-5.36878837123984e-15,-8.97991573517439e-05,-0.000329921591478562,8.70974741731929e-15,1.32277929946952e-14,-1.07040630176071e-05,7.31062826367434e-15,5.62010414239691e-16,-4.16495346932739e-15,-9.28673821258828e-14,-3.91233160872944e-14,4.6782074442699e-15,-3.37743578636414e-12,-0.707106781186547,4.52506500174324e-13,-1.32179416443559e-12,2.41486147158606e-14,-3.10480655692216e-14,3.86553162811343e-14,-3.966453205175e-14,-0.0909090909089222
"t109",0.0280735444433886,-0.13302560791231,0.148804349014303,-0.0117871247282545,-0.192140722924993,0.0741702634011002,-0.00392109268082092,-0.00155905611745931,-0.00181716841350308,-0.00449438156713305,0.00162229705716999,-0.00160342674210413,0.000179898850719686,0.000140551752381011,-0.00469417320379846,0.00526355370153252,-0.284984176934813,0.00399969416470001,-0.0023816767924904,-0.000702770013513372,5.76372943256043e-06,0.00127080732931194,5.73696496684258e-07,0.000180949289426664,0.00568699509568286,-0.0370809919652779,-0.00752354001907011,0.000390982954678557,0.000254270616058346,1.27548598759722e-06,1.40938635964637e-05,1.84157699336726e-05,-0.0222977109849361,-0.000631793027062718,6.04766203341749e-06,0.000350177089911281,-1.81084251646955e-05,-1.74031797861721e-05,-4.95405859675465e-08,0.000120959450156581,-1.71361329150772e-07,-6.98716220069018e-07,1.39661378402273e-06,1.21509416190467e-05,-4.91623282905641e-06,6.95551372783461e-06,-3.98694665409274e-05,-1.52210160672983e-15,-0.00247762472869291,0.000846984310187926,-0.0416513883542816,-0.000657284345915274,-0.000720607834759343,0.0520697225106043,3.54062249945122e-05,-8.31406097850385e-07,1.05022444144412e-06,-3.81968506177252e-07,3.81420263139253e-07,-7.32049452068132e-05,-5.74092758447093e-05,1.33677290675096e-05,-3.22060267793522e-05,-8.32142622938727e-15,2.91307310596445e-16,0.000713839990526431,0.47806956897207,0.00492762800228688,0.000137957707861654,-3.38631891708616e-06,1.20529815773764e-09,-3.3838791970081e-08,8.48206388542761e-07,5.27924724017e-15,9.712345157861e-15,-1.94512868676543e-15,1.77552080723157e-06,2.13178831582875e-07,-2.47694538547012e-07,3.26527096633466e-15,-3.16880695073702e-15,-6.29365074238141e-06,2.98416147727723e-05,3.15563382966057e-05,-1.07883376542169e-14,1.58391500953314e-16,-8.2997506477075e-08,-1.03933388407853e-05,-2.24887649662406e-14,-1.23068907565882e-06,1.45977752301866e-15,-0.0131461972051448,-6.49471931372172e-16,-0.303398218855431,-5.69282637342263e-05,-8.04503138722756e-15,-2.7198838024833e-15,3.34031794348729e-12,-2.59506238073913e-15,5.66666408764396e-09,-4.22475083089847e-16,-8.97991573260349e-05,-0.000329921591449577,-3.11916684436737e-15,-1.63898422526596e-14,-1.07040629979282e-05,-6.49523411407507e-15,-1.46029390013641e-15,6.62154744454514e-15,8.88504054767713e-14,4.00769503486548e-14,-4.33712908231098e-15,3.36901783570126e-12,0.707106781186548,-4.43799894325046e-13,1.31672306860896e-12,-2.53168524118425e-14,3.0074952870471e-14,-4.61694311905026e-14,8.12729525382115e-15,-0.0909090909092594
"t76",0.0279916014253597,-0.132501772362097,0.147974714635393,-0.0116824368135551,-0.188184150455776,0.0726080301582457,-0.00382193557385114,-0.00151391642203565,-0.00175184438198198,-0.00430934104113776,0.00154939259917333,-0.00152646459693014,0.000168405610645212,0.000131504376851309,-0.00433951053553472,0.0048431286773892,-0.26066763907205,0.00361987919758674,-0.00214906788569108,-0.000626859021961506,5.1219921734417e-06,0.00112745976195522,5.01158346200512e-07,0.000156451080506246,0.00487672859914273,-0.0317162878960687,-0.00641147085439333,0.000331265634400239,0.000213171224153158,1.06596154808262e-06,1.15782021352883e-05,1.50759293986377e-05,-0.0182068851585004,-0.000514101551335092,4.88221339814413e-06,0.000280982271143334,-1.43037756597823e-05,-1.34047858078891e-05,-3.79888691674013e-08,9.21398176919937e-05,-1.29985588829169e-07,-4.95019467295718e-07,9.50259104651057e-07,8.12409432764297e-06,-3.2252210381337e-06,4.48221151022236e-06,-2.50417229097552e-05,7.82967362386916e-16,-0.001314548428177,0.000434983020300168,-0.0212484064436001,-0.000302832627373226,-0.000321604515128313,0.0223031947645528,1.49083574479543e-05,-2.95685973979094e-07,3.47348492493542e-07,-1.21545996763932e-07,1.17150708825837e-07,-6.90506464284943e-06,-2.83219742764219e-06,-8.92201134708014e-07,2.46982052236322e-06,4.26374978647777e-15,-1.29183752648767e-15,-0.000441103513734804,-0.407258751145886,-0.00428413433133185,-0.00020743254283023,1.68758124939253e-05,-3.29921117341621e-08,1.03290694074432e-06,2.68768824162606e-05,-1.82910578064668e-15,-8.7091794714576e-15,-1.56238118873643e-15,6.70409476527966e-06,6.80584925402249e-07,-7.17647517954087e-07,-5.86281219840906e-15,-5.10834742446658e-16,-1.51617268285622e-05,6.96781881179082e-05,7.305650900912e-05,-4.368051060672e-16,5.54234290799237e-15,-1.58790792441992e-07,-1.42749494164091e-05,-2.04687008570838e-15,-1.58745452068822e-06,-7.3262644352862e-15,-0.00826790477061059,-4.8461278657083e-15,-0.0859594203751388,-0.816660392635811,1.47572225763097e-12,-4.30360396369286e-15,-7.028710621865e-11,-2.91801881322303e-14,2.26786275424358e-08,6.47546870186395e-15,-0.000234643514844694,-0.000826624000990127,2.30087544179326e-15,1.55603220786044e-15,-2.41656782326227e-05,-3.34562561615794e-15,-7.36016008792949e-16,2.46018091905141e-16,-2.59416756211209e-15,-1.43361198383563e-15,-1.88125302155349e-16,-1.30774730843203e-14,-7.62753166246591e-14,9.86988099446609e-15,-4.69361165350264e-15,1.35115493849755e-15,1.7672469124122e-15,-7.12664777663795e-16,-1.56102990819459e-14,-0.0909090909090661
"t77",0.0279916928485448,-0.132502355815888,0.147975636186591,-0.0116825524634836,-0.188188436753368,0.0726097212477355,-0.00382204215139711,-0.00151396464155621,-0.00175191334381554,-0.0043095346644385,0.00154946839811075,-0.00152654419857793,0.000168417178537123,0.000131513475408733,-0.00433986036581351,0.00484354026730485,-0.260691219091532,0.00362024133222977,-0.00214928861175788,-0.00062692974686579,5.12258654325944e-06,0.0011275921839414,5.01223738470989e-07,0.000156472811212124,0.00487743813506766,-0.0317209668886984,-0.00641243524038954,0.00033131695629095,0.000213205971601726,1.06613783236529e-06,1.15802634041603e-05,1.50786513417516e-05,-0.0182102060037813,-0.00051419658619903,4.88314314670969e-06,0.000281036963209921,-1.43067120192941e-05,-1.3407756787545e-05,-3.79973949347728e-08,9.21608789537414e-05,-1.30015637033514e-07,-4.95153245444008e-07,9.50535623427628e-07,8.12652737602541e-06,-3.22621559854325e-06,4.48362993296582e-06,-2.50499263207429e-05,1.54322768902052e-15,-0.00131506005957625,0.000435156639861128,-0.0212569294129675,-0.000302962425062248,-0.00032174483518702,0.0223131351177231,1.49150576321399e-05,-2.95828341748937e-07,3.47519739971799e-07,-1.21606606317841e-07,1.17209703193584e-07,-6.90911324084924e-06,-2.83390041605968e-06,-8.92769096352689e-07,2.47139972848765e-06,5.83120460446599e-15,7.35694833681711e-16,-0.000441437348955064,-0.407581331327926,-0.00428753787951303,-0.000207611449616512,1.68927042811829e-05,-3.3028161668345e-08,1.0340386080338e-06,2.69076368367666e-05,6.33403745653688e-16,-8.87099823667686e-15,-7.94654922918246e-16,6.71364888028516e-06,6.81616034402282e-07,-7.18783369303724e-07,-1.46101162188021e-16,7.06765585432895e-16,-1.5188381270509e-05,6.98032922177368e-05,7.31884589529891e-05,3.15573879895354e-15,1.77919283038032e-15,-1.59125269237049e-07,-1.43174472752363e-05,3.5301817100887e-14,-1.59251983260274e-06,3.77601863795757e-15,-0.00831687542209643,-2.58717197544489e-15,-0.0866656998901054,0.408084231321913,0.707106781185798,2.25713420873086e-14,-6.89181573635209e-11,-5.99457529306062e-15,2.25581584398034e-08,-2.63468400401487e-15,-0.000233928109861411,-0.000824279943671261,1.07206409546484e-15,-2.69509489547776e-15,-2.41094810906507e-05,1.66538089528882e-15,-1.68530988746254e-15,-3.57814033911063e-15,4.61166487732281e-15,-3.86805613447275e-15,-2.46641662498828e-16,4.47098969267309e-15,1.71218826359942e-14,1.0294960746236e-14,-9.79128481510921e-15,-2.44988503175011e-15,-4.04649027548509e-16,-6.18238275796009e-15,-1.6525774967608e-14,-0.0909090909091276
"t78",0.0279916928485448,-0.132502355815888,0.147975636186591,-0.0116825524634842,-0.188188436753368,0.0726097212477356,-0.00382204215139711,-0.00151396464155616,-0.00175191334381537,-0.00430953466443808,0.00154946839811082,-0.00152654419857838,0.000168417178537273,0.000131513475408607,-0.0043398603658134,0.00484354026730473,-0.260691219091532,0.00362024133223012,-0.00214928861175913,-0.000626929746865444,5.12258654367442e-06,0.00112759218394129,5.01223737881066e-07,0.000156472811212272,0.0048774381350679,-0.0317209668886978,-0.00641243524038987,0.000331316956291891,0.000213205971601682,1.06613783296472e-06,1.15802634033082e-05,1.50786513427964e-05,-0.0182102060037759,-0.000514196586198609,4.88314314654436e-06,0.00028103696320927,-1.4306712018526e-05,-1.34077567872067e-05,-3.79973941094078e-08,9.21608789537856e-05,-1.30015636276328e-07,-4.95153244802115e-07,9.50535625213963e-07,8.1265273780371e-06,-3.22621560059433e-06,4.48362993122806e-06,-2.50499263199362e-05,-5.02666957292339e-16,-0.00131506005957335,0.00043515663985807,-0.02125692941297,-0.000302962425063386,-0.000321744835185965,0.0223131351177201,1.49150576275088e-05,-2.95828343817589e-07,3.47519740072691e-07,-1.21606606461711e-07,1.17209703016154e-07,-6.90911323949226e-06,-2.83390041584805e-06,-8.92769093075254e-07,2.4713997286093e-06,5.93870242191054e-15,5.16792859958138e-16,-0.000441437348939809,-0.407581331327899,-0.00428753787951941,-0.000207611449621679,1.68927042831068e-05,-3.30281732594701e-08,1.03403860018977e-06,2.69076368365602e-05,1.9755814344721e-15,-8.20816855567648e-15,-1.74636005527978e-15,6.71364888237506e-06,6.81616028211789e-07,-7.18783375102947e-07,-4.02578377479906e-15,-1.06805375131062e-15,-1.51883812697974e-05,6.98032922134607e-05,7.31884589604606e-05,1.91615338660082e-15,-1.91086952451647e-15,-1.59125282741336e-07,-1.43174472711548e-05,-3.77822329719455e-14,-1.59251982897548e-06,2.00605092772981e-15,-0.00831687542207865,3.38917032687986e-15,-0.0866656998901347,0.408084231319344,-0.707106781187297,-1.66599605258706e-14,-6.89391141868551e-11,4.10220638666273e-14,2.25581048864064e-08,-4.90222662139899e-15,-0.000233928109872689,-0.000824279943680722,1.30672726089357e-15,-5.07991925914551e-15,-2.41094811043036e-05,8.77964485788682e-16,4.65465219673817e-16,-2.79762762636668e-15,-3.10452665591083e-15,-2.06644236849959e-15,-6.75368614555891e-16,-8.64207059099424e-16,-2.61213041731556e-14,2.43296500743964e-15,1.02636239491224e-14,-1.97635727066674e-15,-3.58139555523483e-15,-1.95287457404698e-15,-1.68275874861112e-14,-0.0909090909090973
"t37",0.027298633088688,-0.12806237059354,0.140919157201892,-0.010785638107643,-0.153309851047594,0.0588207943610048,-0.00293652844545603,-0.00110643370935865,-0.00114837389019345,-0.00256584275634351,0.000851440660439499,-0.000779121400854336,4.46345841026898e-05,3.36488688503561e-05,8.2861384359286e-05,-0.000912913197557923,0.143394755626165,-0.0371353137469217,-0.0116334693073903,-0.000542589467728786,3.3820666668087e-06,0.000665840354105917,8.76001025344227e-08,-1.72578040472256e-06,-0.000696631203202477,0.00578010717418975,0.00152389995693464,-0.000107158221532733,-0.000101666925828095,-5.56781846986277e-07,-8.92320977660713e-06,-1.23882643757409e-05,0.0156494527111102,0.000468098111982068,-5.02239986315342e-06,-0.000314845664021484,1.95090111095077e-05,2.37994477176682e-05,7.03301947359361e-08,-0.000181181442643701,2.65203635219764e-07,1.67612554369092e-06,-4.11966844822399e-06,-3.89017364678861e-05,1.71311332901352e-05,-2.61657879222779e-05,0.000166623312260542,-1.03713531552332e-16,0.0191697405526305,-0.00733482677433668,0.369133724156807,0.00835221414645094,0.010308458807354,-0.874143682491965,-0.000637316300570744,3.612176088769e-05,-8.77698892840595e-05,5.76738393106595e-05,-0.000189768231345272,-0.00096325017966924,-0.000625996264571703,9.9502812855342e-05,-0.000232966239649117,1.67954091399344e-16,-3.65477919283762e-16,0.00105141431711304,0.0388809449682867,-7.06429256391483e-05,-0.000422955406433111,5.66879010471642e-05,-1.20022904650624e-07,3.76288620623267e-06,9.99809154546314e-05,-1.74015607588589e-15,-1.31271283829885e-15,-1.64588748092575e-16,2.57494760457719e-05,2.61001883113215e-06,-2.74549416078743e-06,-2.03245507054399e-15,-1.08983912850511e-15,-5.74907805359003e-05,0.000263635043989077,0.000276243254074038,8.00921579753721e-16,-7.29466591498592e-16,-5.89368470691869e-07,-5.02701819974314e-05,7.34862369088157e-16,-5.52265702577559e-06,8.3740884914141e-16,-0.0516641183279033,-5.2271625877004e-15,-0.00739996501884631,1.56435061741428e-05,-2.92655746970695e-16,4.56650933833462e-16,-2.82744883878811e-10,-8.58356602384662e-16,8.40415421882684e-08,-2.47528706686505e-17,-0.000829818577291132,-0.00703968973430824,3.5172080162798e-16,4.36609356529434e-16,-8.21895287047595e-05,-5.00881624165535e-16,-7.79632168441487e-16,-1.19996111418082e-15,-1.73133519292345e-15,-2.51048433595873e-15,-6.72481753596337e-16,-1.03634269866616e-15,-3.1751253909493e-14,7.44385283923037e-15,-3.66844920179365e-15,-5.09525360042892e-16,-7.79461291611876e-16,-2.70000439999592e-15,-1.59583157037781e-14,-0.0909090909090992
"t82",0.0277454038169748,-0.130912748656641,0.145418293199985,-0.011349116654345,-0.173850108409045,0.0669160896983223,-0.00344104813077748,-0.00133183926666435,-0.00145998653170494,-0.00340891261270997,0.00116992369620027,-0.0011016267269431,7.48614313877277e-05,5.67688529754429e-05,0.000162527630754768,-0.0019149088603947,0.3303018753505,-0.104191257120621,-0.0348275168218063,-0.00220539214926142,1.55881774913215e-05,0.00326276363721729,1.09748071531384e-06,0.000312050194413822,0.00923862774721623,-0.0592953977494715,-0.0117837685208628,0.0005948764210984,0.00037027159643502,1.83648785941551e-06,1.92733692373758e-05,2.49622560386979e-05,-0.0300366761750359,-0.000844295724333392,7.94581370949072e-06,0.00045466136562716,-2.28861998020989e-05,-2.12424368263671e-05,-6.01487382232534e-08,0.000145757275028337,-2.05556979809781e-07,-7.93438981880429e-07,1.55468541464362e-06,1.34406653601834e-05,-5.40847002180822e-06,7.62257639009549e-06,-4.35450992422165e-05,1.0113439573883e-16,-0.00281361106427789,0.000981910356623072,-0.0485200970939633,-0.000848004017533871,-0.000972244171062449,0.0752759564998847,5.29086293495195e-05,-2.16145531189e-06,4.63500197695627e-06,-2.85908109147695e-06,8.89390730620471e-06,1.30109898002047e-05,5.87598016274049e-06,-1.38738358320615e-07,1.97924081334088e-07,-4.10174502524726e-16,1.325609910697e-15,1.31416432072279e-05,0.000534187393685793,-9.73928628876628e-07,-5.69756670249188e-06,2.79119291186489e-07,6.13462561969298e-10,-2.04531612837169e-08,-1.18847270125382e-06,-2.92134906685724e-16,2.70254439133526e-15,3.0296034348465e-15,-1.56804838821513e-06,-2.09261084500312e-07,2.62818813856276e-07,1.2915212321085e-15,-2.41589987158574e-15,8.04329581905832e-06,-3.95649002973039e-05,-4.22711715076613e-05,-1.12315543750998e-14,-1.67328960770569e-15,1.44164541478161e-07,3.14314555071387e-05,1.19793424051783e-14,4.16649487808962e-06,-1.27742564285613e-14,0.875141370473402,6.7354603171152e-14,-0.0332264727448642,2.04559540557054e-05,1.0344245267004e-14,-1.37067266471751e-15,-2.9904800537311e-10,-3.17065849006183e-15,6.78704614509676e-08,1.12272852294163e-14,-0.000716156109444052,-0.130311488573006,-4.19111479856086e-17,3.19109444448561e-15,-4.47531309960273e-05,1.73715152412549e-15,1.89025975049773e-15,-1.5129468776247e-15,2.51005426152324e-16,-1.76862213605958e-15,7.46170058850788e-16,2.24724382697361e-15,-2.4675857673039e-14,2.7088325934037e-15,-2.65564208231024e-15,-2.77834121084422e-15,-3.33230217971161e-15,-3.69319491527488e-15,-1.6404971671681e-14,-0.0909090909090638
