,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
t1,7.3226786,6.5414853,5.8632483,2.7902806,6.683183,4.3747783,2.9567213,3.9229364,0.6803566,4.659712,6.168159,6.316854,4.804963,4.5879884,4.6664753,2.3568301,3.8445652
t2,7.3239,6.6750607,5.722407,2.7558374,6.6855693,4.444144,2.955913,4.060223,0.77326536,4.6448226,6.249509,6.3938823,4.9246225,4.6010785,4.7743297,2.4398615,3.9407618
t11,6.925017,7.2036324,5.094094,2.2627697,6.363747,4.8266835,2.5296195,4.483831,0.9052158,5.025684,6.4259305,6.7976675,5.861964,4.1078553,5.480675,2.8539941,4.4068327
t62,4.1183834,3.919943,-0.8568032,1.4783057,4.999591,1.5343437,1.6085241,7.5486565,3.489123,8.254467,3.0813837,6.055975,4.7287564,0.9147276,6.553612,4.1122684,8.60499
t63,4.1283817,3.9691055,-0.77067393,1.4284761,5.021396,1.4905292,1.5832624,7.5036597,3.449275,8.208703,3.1044102,6.0795417,4.769828,0.9084395,6.491479,4.1251187,8.502492
t73,4.0280967,3.9030933,-0.6682241,1.5664265,4.9637156,1.6819923,1.394301,7.4115915,3.5172472,8.27665,3.077173,6.233433,4.695218,0.7900054,6.4201946,4.3565106,8.57639
t159,3.9676738,3.7709322,-0.8530177,1.4203049,4.9459386,1.6066082,1.3316796,7.524726,3.5700197,8.363233,2.9500742,6.245934,4.613341,0.69648015,6.5288477,4.25505,8.710784
t160,3.8306453,3.7637408,-0.8647965,1.4288082,4.8839984,1.6730534,1.4215169,7.5907345,3.6711414,8.489022,2.8637128,6.290079,4.7298493,0.7339765,6.6018734,4.366169,8.755181
t102,3.968471,3.7456346,-0.8739492,1.4254342,4.863115,1.6127214,1.3298527,7.5275464,3.5895622,8.4380045,2.9215195,6.209448,4.681406,0.6317895,6.536689,4.2412405,8.693752
t72,3.8652527,3.8040056,-0.8787392,1.4296833,4.8851256,1.6445773,1.3782748,7.609958,3.61341,8.439864,2.8832214,6.2954392,4.693293,0.7380229,6.569864,4.3132706,8.702852
t139,3.8856447,3.7335205,-0.8483756,1.4549549,4.9305396,1.7629609,1.3212705,7.5397778,3.6495821,8.431929,2.8746324,6.312294,4.6171007,0.62754726,6.5603,4.4333515,8.656372
t140,3.8339407,3.7485104,-0.88078076,1.4387846,4.840737,1.6444699,1.3698444,7.584484,3.648583,8.50706,2.8522458,6.2595563,4.731131,0.6695558,6.585646,4.281286,8.677212
