,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
t7,-2.167972,0.5934189,-0.19489753,0.5877907,-0.6861422,1.002012,-1.4782212,6.294657,-0.10779128,1.4482783,2.5221858,1.8533368,-0.010729221,-1.7355534,4.7466025,0.0040224083,0.018956175,3.710419,0.09465272,15.29341,15.920122,-0.5158646,12.797232
t19,-1.4123279,0.011228796,-0.008006316,4.2253327,2.978935,1.0358771,-0.9273853,3.8618474,1.3349125,-0.008523464,-0.017094597,-0.031973094,2.7141712,-1.8157115,5.6411333,0.0027718057,0.016071822,3.7124047,0.22751877,12.276864,8.971225,-0.2960825,7.7910213
t46,-1.3651954,-0.15392782,0.29818982,5.966224,5.2568455,1.095552,-0.83789676,3.703789,2.1334054,-0.02945344,-0.020552661,-0.11203176,3.6865678,-1.8870146,5.8751526,0.002385856,0.0038904436,3.8255692,0.21119937,12.201331,7.9058614,-0.28863814,6.3920693
t56,-1.3122133,-0.20608197,0.3744029,6.712267,6.178889,1.0880576,-0.8093369,3.5980062,2.150535,-0.017383784,-0.022649622,-0.14449526,4.269936,-1.8893489,5.828398,0.0022613464,0.010786353,3.9066536,0.1953499,12.058145,7.656414,-0.26190546,5.8061237
t57,-1.1227734,-0.7466392,-0.0028531835,12.215868,14.316666,1.1177453,-0.5573655,3.0265899,2.0509114,0.1750271,-0.036250364,-0.30829728,8.93661,-1.7829721,5.22217,0.0011400265,0.098919734,4.3763275,0.04738403,11.923692,5.3290925,-0.04076308,1.5011672
t93,-1.0305178,-1.8735995,4.2695494,23.551794,17.841677,1.3535008,-0.95722413,7.8105526,-0.035131775,3.302253,-0.053200964,-0.7604169,9.368398,-3.239898,0.077815704,0.0064124377,0.1041377,14.931435,0.098110385,17.722605,6.4762034,-0.5302999,3.4602816
t94,-1.1109875,-1.555145,4.263723,20.488716,13.897826,1.3421673,-1.0869955,8.187321,-0.0320094,3.2895358,-0.046061493,-0.6700168,7.0045376,-3.2768862,0.03125968,0.006845518,0.061152413,14.527229,0.18294951,17.886238,7.724453,-0.6245728,5.562498
t105,-1.1539794,-1.873048,6.0134807,24.68939,13.6869335,1.3804089,-1.2253085,9.783313,-0.03433559,3.932912,-0.047073435,-0.9172624,6.2923355,-3.9609156,0.147167,0.008607946,0.05550644,17.750553,0.14607684,18.48132,8.184385,-0.71517926,6.0376167
t139,-1.0515478,-2.3378377,5.9795732,29.129787,19.323254,1.3964084,-1.0403552,9.255293,-0.038811225,3.9563727,-0.057489973,-1.0613431,9.566414,-3.9284005,0.2097557,0.007998529,0.11786114,18.410343,0.021541568,18.357983,6.3310127,-0.5626015,2.9516623
t140,-1.0487952,-2.3421519,5.9715357,29.199503,19.32643,1.4017105,-1.0380358,9.344586,-0.038256824,3.9252114,-0.05717734,-1.0601628,9.608696,-3.9438412,0.21132974,0.007989041,0.118692055,18.449764,0.022254962,18.396107,6.3444843,-0.57062954,2.934347
t207,-1.0233403,-2.3679879,6.3127027,29.542458,19.177706,1.3930476,-1.0606976,9.396441,-0.041231688,4.1239495,-0.056202747,-1.0847704,9.395197,-4.023473,0.22291544,0.00833251,0.113200985,18.808754,0.026168952,18.406237,6.5475235,-0.58701324,3.0810626
t208,-1.0236586,-2.365875,6.3169,29.545622,19.166052,1.3928342,-1.0600636,9.400225,-0.040758144,4.1299424,-0.056167014,-1.0842854,9.394442,-4.0234423,0.22354852,0.008329898,0.1129712,18.818676,0.02532142,18.39668,6.5462565,-0.58632594,3.0778766
t218,-1.0488297,-2.3923647,6.3061767,29.597775,19.18459,1.3942101,-1.0611093,9.458088,-0.02688038,4.190219,-0.05624869,-1.0957885,9.397818,-4.039562,0.2230165,0.008277483,0.11088466,18.993874,0.021630637,18.50734,6.520343,-0.5941262,3.1336517
t219,-1.0483389,-2.3922427,6.3069263,29.59423,19.181139,1.3934252,-1.0609555,9.460674,-0.027101275,4.1921315,-0.056250248,-1.0959076,9.394629,-4.039442,0.22328225,0.008277536,0.11090923,18.995195,0.021662088,18.506853,6.5185757,-0.5940396,3.1323547
t143,-1.0993834,-2.1178052,6.3469157,26.99604,15.842178,1.3848925,-1.1695609,9.796218,-0.031997643,4.1598606,-0.050693307,-1.0151535,7.439261,-4.048918,0.18731081,0.008649619,0.07617634,18.51606,0.09531954,18.509832,7.57068,-0.6808058,4.917847
t116,-1.0325736,-2.3355331,6.2139053,29.039469,18.750452,1.3830156,-1.0609925,9.385939,-0.028584976,4.0972147,-0.056230705,-1.0825187,9.201175,-3.9926088,0.20730068,0.008207855,0.10996289,18.57305,0.028134283,18.267372,6.609408,-0.59969014,3.288338
t159,-1.0857725,-2.229841,6.3772993,28.119884,17.033836,1.3892636,-1.1241007,9.730324,-0.026627641,4.1057763,-0.05305008,-1.0514207,8.229857,-4.0513988,0.20546472,0.008542417,0.08972086,18.652739,0.064678945,18.369295,7.186962,-0.6607197,4.328151
t203,-1.0593011,-2.3971443,6.376974,29.701157,19.029797,1.395632,-1.0593523,9.590213,-0.02657458,4.174437,-0.056673903,-1.1024326,9.297628,-4.0539412,0.2282509,0.00834545,0.107471906,19.074257,0.01967185,18.436636,6.5533257,-0.6134271,3.2752972
t204,-1.0596246,-2.398956,6.3772707,29.717812,19.028248,1.3956821,-1.0589541,9.602217,-0.02643551,4.1710086,-0.05665329,-1.1018189,9.305204,-4.0541406,0.22973347,0.008349844,0.10739594,19.092503,0.019538542,18.430508,6.552743,-0.6144417,3.2688863
t200,-1.0577875,-2.396628,6.3742485,29.699394,19.015709,1.3944207,-1.0585786,9.5862055,-0.027486045,4.173258,-0.056680642,-1.1005402,9.303806,-4.051839,0.2299999,0.008345674,0.107543476,19.089634,0.02016134,18.431696,6.5488386,-0.6120708,3.2753747
t196,-1.020266,-2.3403704,5.8184166,28.963667,19.290434,1.3846327,-1.0417526,9.239511,-0.05071821,3.9352913,-0.057365645,-1.0170851,9.705236,-3.8889253,0.2173369,0.007967806,0.11221361,18.304804,0.03224943,18.14378,6.3858175,-0.5851638,3.0099628
t232,-1.0195735,-2.3466334,5.8389134,29.018507,19.273657,1.3836832,-1.0449605,9.258886,-0.051201362,3.946608,-0.057381626,-1.0222044,9.663488,-3.8956666,0.21946712,0.007999546,0.11152624,18.3423,0.031344905,18.112999,6.3927736,-0.58934593,3.0217671
t233,-1.019432,-2.346331,5.839422,29.017756,19.271824,1.3836024,-1.0449412,9.258405,-0.0512375,3.946161,-0.05737885,-1.0222781,9.661791,-3.895694,0.21954665,0.007999938,0.1115155,18.341028,0.03138011,18.112123,6.3927917,-0.5893775,3.0213752
t61,-1.5949949,-1.2836688,-0.135007,9.050475,15.890289,1.6411858,-1.1403018,7.4815445,-0.11091336,5.0119314,-0.039325327,-0.29020694,7.8242254,-1.6763283,4.687224,0.0027072276,0.07996742,11.570453,0.29883814,24.837503,5.490086,-0.33206847,6.251779
t188,-1.5259305,-2.2064595,-0.24116234,15.460479,27.570099,1.7842667,-0.8873358,7.393683,-0.20526648,6.1446524,-0.058423515,-0.47911182,14.631538,-1.2895819,4.3096743,0.0008842164,0.2022243,13.554896,0.1024861,26.424795,0.94031715,-0.037721995,0.18290861
t189,-1.5178438,-2.2383363,-0.2458573,15.849161,28.069828,1.7896916,-0.8748117,7.35755,-0.20405896,6.135391,-0.05924265,-0.48788562,14.936231,-1.2910049,4.2797446,0.00083291467,0.2064701,13.59572,0.09186113,26.38188,0.81141305,-0.032258704,0.0031353892
t110,-1.4824381,-2.2072103,-0.24098897,15.869573,27.86649,1.7791469,-0.87706643,7.295165,-0.21251582,6.124736,-0.057943903,-0.49100336,14.771276,-1.3070102,4.193013,0.00090950524,0.20301946,13.520731,0.0989901,26.320295,0.8484155,-0.024491405,0.0047247848
t88,-1.6640679,-1.5658551,-0.1985149,9.489825,18.745121,1.739407,-1.126056,8.03309,-0.17095448,5.930546,-0.043014895,-0.301781,9.422137,-1.4405085,4.964073,0.0020616443,0.111830354,12.689573,0.27334625,26.651457,3.8600202,-0.21964858,4.964679
