,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
t7,-0.1505599,7.145948,9.595549,8.469218,4.8362427,5.253065,5.3470454,3.4990299,3.1447823,4.707774,5.4963517,6.3349338,4.386577,5.175094,5.022293,5.500536,3.409824,7.1308403,5.7436247,4.6279936,4.917583,3.6340218,4.800926
t19,-0.453587,7.534727,9.559736,8.630364,4.9873633,5.366149,5.3898067,3.3609962,3.3085964,4.5969067,5.4418364,6.426935,4.4910154,5.02844,5.106027,5.4060836,3.3024552,6.984913,5.503724,4.6982307,4.81243,3.524682,4.7868915
t46,-0.49501953,7.6626554,9.649413,8.708069,4.9612393,5.4368563,5.369807,3.372683,3.3465476,4.5949144,5.4464064,6.374815,4.4780273,5.0209017,5.1106563,5.385945,3.2811081,7.001864,5.388715,4.7084923,4.787392,3.449727,4.7866898
t56,-0.54635286,7.6900535,9.623587,8.672624,5.0415215,5.431299,5.381336,3.361174,3.4388335,4.60509,5.3636227,6.3792863,4.514089,4.9355392,5.115138,5.3355374,3.2879899,6.9567275,5.2800717,4.6955976,4.8111577,3.4799414,4.743019
t57,-0.6224176,7.8836117,9.742479,8.764764,5.0889807,5.5375986,5.306003,3.3898737,3.5490155,4.639851,5.3458533,6.335103,4.529393,4.903258,5.0831695,5.2736278,3.3062708,6.986519,5.215113,4.6421585,4.844067,3.4367673,4.672514
t93,0.3887858,13.176037,-0.74989307,1.5272615,6.006202,10.258333,5.0034013,1.3376261,4.1989665,6.7341247,5.9542713,4.6014967,3.1099434,4.165585,2.5597348,2.5906148,3.6804945,3.7061062,5.6989765,4.2994847,5.198213,5.3275867,6.9396176
t94,0.3653187,13.193598,-0.77529234,1.5870041,6.0282726,10.263725,4.999944,1.3575945,4.210313,6.7223825,5.9467764,4.614763,3.098001,4.1852326,2.5789397,2.5769567,3.640631,3.7098117,5.701385,4.334889,5.173429,5.3112326,6.905075
t105,0.3382301,13.262406,-0.82016677,1.5214795,6.0501695,10.29055,5.0112705,1.3651294,4.235987,6.6797333,5.947074,4.667675,3.07717,4.1738453,2.5422173,2.5889022,3.679429,3.686046,5.622794,4.32753,5.129824,5.290244,6.910194
t139,0.34502175,13.207775,-0.73266387,1.304716,6.036913,10.313081,5.0759835,1.2485093,4.2733355,6.682311,5.9608145,4.6768274,3.1226606,4.0803814,2.4493232,2.694435,3.8549197,3.7014806,5.584107,4.1604958,5.1916428,5.3467135,7.063222
t140,0.39637282,13.175278,-0.71802986,1.3446413,5.9854975,10.268802,5.023373,1.3353467,4.2116885,6.728998,5.981414,4.629183,3.121543,4.135684,2.5110269,2.6055148,3.7688215,3.6606274,5.61897,4.2463145,5.2014494,5.336377,6.9881473
t207,0.37841898,13.28451,-0.71376216,1.2373947,5.984779,10.279551,5.0548477,1.3629321,4.24967,6.639469,5.962608,4.754683,3.0540984,4.1121845,2.4607444,2.5934775,3.8122838,3.6504579,5.467943,4.2137804,5.0973706,5.258036,7.0305424
t208,0.36610296,13.274796,-0.7091796,1.2206066,5.988941,10.290156,5.0787096,1.356698,4.2715917,6.6539316,5.984393,4.7621293,3.0778203,4.0904274,2.4404473,2.5970902,3.8158708,3.6278312,5.453513,4.203226,5.1095667,5.285567,7.0616994
t218,0.44940633,13.231252,-0.6872969,1.1396631,5.9313464,10.242349,5.052524,1.3401299,4.2112594,6.6613107,5.957043,4.717125,3.0607963,4.0854926,2.4485867,2.6345696,3.8880436,3.5995655,5.492014,4.1602993,5.1667666,5.302658,7.104241
t219,0.319923,13.2937565,-0.7987247,1.3036546,6.0425,10.356494,5.0574436,1.3328941,4.2770658,6.665102,6.0088186,4.7161574,3.1225975,4.0908895,2.4044263,2.6407938,3.8371887,3.6248226,5.5155835,4.1925755,5.1497517,5.3267546,7.0137744
t143,0.3627242,13.208508,-0.7491718,1.4126631,6.004862,10.311659,5.056159,1.3391027,4.2536163,6.724632,5.9964414,4.6546254,3.1261153,4.120899,2.4882236,2.5944896,3.7485204,3.6441188,5.6093416,4.25439,5.178038,5.336219,6.9841137
t116,0.34581354,13.275638,-0.732527,1.2577237,6.0006685,10.325196,5.0943384,1.3643535,4.294288,6.6746798,6.0128245,4.7557683,3.106445,4.0787897,2.4170349,2.5833063,3.8025918,3.6152503,5.4681244,4.1994786,5.127666,5.3130403,7.0680256
t159,0.42998815,13.273905,-0.8133517,1.412716,5.977597,10.25607,4.9769735,1.3135486,4.1566606,6.64742,5.9381976,4.657509,3.0622003,4.107057,2.4600573,2.6300457,3.8194551,3.687524,5.619237,4.2547135,5.1490808,5.2898965,6.9768395
t203,0.44180506,13.254743,-0.75632286,1.1509602,5.9592814,10.246841,4.999983,1.2934996,4.169168,6.658005,5.978805,4.681238,3.1030266,4.0449286,2.3933923,2.6428368,3.932826,3.6522377,5.5144005,4.1966987,5.184358,5.3428802,7.082693
t204,0.3943545,13.308385,-0.7956566,1.1345773,6.000567,10.262766,5.005028,1.349504,4.2069793,6.6212835,5.9686875,4.723822,3.076583,4.0796824,2.3953497,2.6353245,3.9141498,3.6146877,5.4704623,4.2077613,5.1492,5.315138,7.0766315
t200,0.39630798,13.313552,-0.8056846,1.158916,6.0023074,10.25761,4.992393,1.3480881,4.1964016,6.612974,5.950908,4.719424,3.05754,4.103961,2.4262013,2.6456447,3.9079573,3.6217563,5.4750295,4.2234554,5.1331944,5.2929463,7.032597
t196,0.44004518,13.159524,-0.7490006,1.2859812,5.954318,10.265673,5.007348,1.3205655,4.172928,6.757438,6.0203376,4.596076,3.16444,4.0859146,2.442466,2.6379309,3.8342984,3.5827956,5.6713996,4.210794,5.2744546,5.4123936,7.0462646
t232,0.44605833,13.14174,-0.72625226,1.2618444,5.9548426,10.23947,4.9956594,1.3261867,4.162454,6.753967,5.9999495,4.5896487,3.1508243,4.104778,2.4722867,2.625303,3.8210497,3.6157904,5.664201,4.2189946,5.269595,5.3966746,7.04601
t233,0.41350555,13.172433,-0.7670857,1.2801243,5.97573,10.279377,5.014615,1.3526638,4.1942544,6.7620816,6.026484,4.607276,3.1649547,4.103463,2.4505532,2.609535,3.8085482,3.5769062,5.648499,4.221378,5.268289,5.4112296,7.0412016
t61,-0.6979822,8.23109,10.243292,9.268593,4.8671517,5.8997173,5.056715,3.3802292,3.3712814,4.5850964,5.565893,6.3058753,4.4469547,5.0918946,5.0208106,5.2302957,3.2790782,7.1435747,5.505842,4.6976056,4.7321897,3.1030712,4.7648377
t188,-1.3053616,9.48687,11.332827,10.426944,4.8601246,6.854975,4.3706446,3.0235894,3.2526872,4.1292872,5.6855063,6.641813,4.336187,4.891747,4.89688,4.778931,3.1294343,7.0977736,5.8055105,5.011515,4.0867696,2.4164336,4.748662
t189,-1.2927294,9.410684,11.258397,10.362777,4.912681,6.793921,4.4402246,3.0647182,3.2480075,4.229979,5.665064,6.5682263,4.3374567,4.8881836,4.9369435,4.7457438,3.163746,7.1556296,5.722067,4.9335346,4.185748,2.429107,4.7861414
t110,-1.297515,9.528232,11.340993,10.422627,4.909929,6.8332534,4.391216,3.0309186,3.30174,4.141456,5.6828837,6.6330314,4.3265934,4.858495,4.908809,4.7889395,3.134469,7.10851,5.7772493,4.9848905,4.0876737,2.443016,4.725575
t88,-1.046129,8.66658,10.729392,9.799027,4.763878,6.4054193,4.6967626,3.2228193,3.170319,4.429119,5.620486,6.4559283,4.4579535,5.0639215,4.9679747,4.9255958,3.2122667,7.141138,5.662437,4.827219,4.5589795,2.718056,4.8289204
t80,-1.2865012,9.48729,11.285528,10.358043,4.944692,6.777587,4.455419,3.0488355,3.3236718,4.2037606,5.670665,6.60876,4.311379,4.8043976,4.9387074,4.7626815,3.1099558,7.1059465,5.719963,4.927707,4.145794,2.4787357,4.7478995
t100,-1.122735,8.766949,10.8326645,9.928804,4.7285423,6.5246086,4.6141114,3.1743236,3.1132877,4.3686643,5.6302133,6.508998,4.4406714,5.0459833,4.947441,4.8561916,3.173228,7.1160264,5.723997,4.884702,4.48579,2.6238382,4.8478055
t158,-1.332227,9.224577,11.217882,10.336981,4.7767835,6.8545375,4.3773365,3.005356,3.1410913,4.1445055,5.659123,6.623099,4.352911,4.905294,4.898729,4.7379837,3.0900078,7.0722613,5.827804,5.002664,4.1649065,2.3727996,4.816535
t160,-1.2950395,9.176874,11.14467,10.264525,4.703862,6.8002353,4.4269595,3.0285428,3.0792327,4.173287,5.6639385,6.643486,4.369081,4.9643035,4.903737,4.703627,3.0555646,7.032716,5.8706527,5.019462,4.2018414,2.3783588,4.8797665
t161,-1.3426521,9.224827,11.26151,10.388258,4.761447,6.9056582,4.3455777,3.0183623,3.1159208,4.1662745,5.655544,6.5897503,4.353895,4.9170012,4.8729486,4.7083373,3.1053324,7.076925,5.8027744,5.006257,4.1369023,2.3412073,4.8626456
t130,-1.2816634,9.244289,11.174017,10.272534,4.7386475,6.770498,4.453789,3.0292082,3.1205926,4.153812,5.6505747,6.6625915,4.3488493,4.9422135,4.8983893,4.741234,3.0512714,7.020159,5.874365,5.051,4.175402,2.4259822,4.829869
t142,-1.2617705,9.130772,11.105871,10.267447,4.6410213,6.775993,4.4560227,3.0739918,3.0298316,4.2014694,5.658406,6.6227365,4.3936253,4.9716787,4.929107,4.702604,3.020428,7.009425,5.8682785,5.004475,4.202548,2.4383318,4.9304194
t180,-1.3515086,9.160705,11.2004385,10.356548,4.674511,6.8739204,4.3605413,2.9997177,3.0430663,4.1219897,5.675836,6.654342,4.365245,4.949613,4.8783054,4.6763506,3.042028,7.025527,5.890118,5.060779,4.139244,2.3355958,4.8972597
t181,-1.334356,9.16042,11.155548,10.315319,4.676521,6.854793,4.384016,3.0103078,3.053452,4.1415563,5.6960235,6.654163,4.3639383,4.94091,4.890029,4.673068,3.0546727,7.0287023,5.8655224,5.076757,4.1427073,2.3481407,4.8890853
