,Ev Model,Missing Type,Tree Type,Variable Type,Signal,phylopars,phylnn_fill_means,linear_eigenvecs,linear_umap,linear_autoencoded,xgb_eigenvecs,xgb_umap,xgb_autoencoded
0,Seed Mass,mcar,ultrametric,continuous,1.00804154012907,0.38990050049815,0.8240507629824695,0.4853921040858561,0.6130540010861146,0.6018071674001204,0.36758356144165133,0.42115380484011106,0.7102414206578633
1,Seed Mass,phyloNa,ultrametric,continuous,1.00804154012907,0.22642600962775256,0.05402097615665391,0.30493944758200486,0.34681329589193377,0.8434315506121827,0.1897945359070947,0.08731360726080732,0.6077795634670947
2,Seed Mass,mcar,ultrametric,continuous,0.362812892910389,0.44356074766186104,0.46933525828704603,0.2692885874906752,0.241209039996356,0.3899818817432001,0.31943405954477594,0.19032916454477594,0.27540493094477597
3,Seed Mass,phyloNa,ultrametric,continuous,0.362812892910389,0.027989759108965406,0.02851855555991628,0.0933600254385272,0.11284589754156482,0.17640670540911085,0.1669674152357358,0.1625719952357358,0.1621662842357358
4,Seed Mass,mcar,ultrametric,continuous,0.951190879836614,0.4237463856184019,0.3826149445900554,0.4310972731261994,0.321736231927639,0.35201705271292755,0.39091179594686526,0.2986122159468653,0.34766793382941585
5,Seed Mass,phyloNa,ultrametric,continuous,0.951190879836614,0.034216931390439596,0.2127256825913792,0.051329984163716924,0.3678915539737426,0.2129002714728172,0.02652058437838518,0.13245648316383857,0.1342573071638386
6,Seed Mass,mcar,ultrametric,continuous,0.569454967335768,0.6228467749935499,0.4666172757006081,0.6808279293446816,0.7844570911744561,0.7138131024573735,0.5822969707022929,0.6762538671822929,0.5007800070822929
7,Seed Mass,phyloNa,ultrametric,continuous,0.569454967335768,0.4943336548939878,0.4712380380998951,0.2737206644421004,0.3508856788076807,1.5146689344864277,0.6990282116517197,0.2622248976517197,0.8011594576517197
8,Seed Mass,mcar,ultrametric,continuous,0.789341369010442,0.1094260405056526,0.09787902701026226,0.18044919816702054,0.18177595027097157,0.19125988599074187,0.16314712650994312,0.39234664450994317,0.18038818015653987
9,Seed Mass,phyloNa,ultrametric,continuous,0.789341369010442,0.24012348805942424,0.6524444935151013,0.33788258596744464,0.3528271794557669,0.35527798261543597,0.276116140465133,0.35971868136292334,0.319909006565133
10,Seed Mass,mcar,ultrametric,continuous,0.462924125156358,1.1307739840754887,1.3701108805819593,1.0656562903465985,1.1268204100690642,1.3736196875644708,1.0903496583638845,1.0631475284540943,1.054549830824434
11,Seed Mass,phyloNa,ultrametric,continuous,0.462924125156358,0.19934453315536368,0.08466752188227784,0.2723000014730573,0.2641387520955611,0.3763453601927865,0.2616891200020327,0.2219339890020327,0.2086411888865017
12,Seed Mass,mcar,ultrametric,continuous,0.96336072237897,0.6942339241064153,0.5211562765164034,0.9901382417003497,1.1292541626095296,1.1325731035614122,0.7391071525665667,0.651875406188787,0.9110519485526007
13,Seed Mass,phyloNa,ultrametric,continuous,0.96336072237897,2.2416403766933617,0.5972868722323417,2.650775667418165,3.016901718584922,0.7625316561279354,2.413283327898056,3.0746869578980562,0.5982693390981663
14,Seed Mass,mcar,ultrametric,continuous,0.408734082432288,1.200322398461106,0.6158919694439476,0.5867928141527285,0.7220733574990073,0.6902055068193849,1.6555213061548872,0.5129883156970492,2.0957077081566737
15,Seed Mass,phyloNa,ultrametric,continuous,0.408734082432288,0.1486442962138705,0.44621161621335953,0.24500839578678843,0.12158331985015439,0.3557217276820027,0.07105646376463122,0.31405793497616824,0.2621441698761682
16,Seed Mass,mcar,ultrametric,continuous,0.378429147202898,0.5501825168826473,0.5018187634043192,0.4501060371067628,0.602202549750062,0.516794185547579,0.5121992716586528,0.4744147812081018,0.6239643361607247
17,Seed Mass,phyloNa,ultrametric,continuous,0.378429147202898,0.6712182199389921,0.6198044823120065,0.942272329767045,0.9918379156950146,1.125778016921442,0.8902402034466845,0.7803215499382397,0.8356233938466845
18,Seed Mass,mcar,ultrametric,continuous,0.448659077267747,0.286902895184914,0.33502006208596574,0.30137748655817403,0.45049145074491104,0.4388013200433364,0.18885477786154029,0.5330855800269375,0.23192254500202666
19,Seed Mass,phyloNa,ultrametric,continuous,0.448659077267747,1.4607663993484636,1.6084911925765417,1.4425130336612053,1.483715055634117,2.2448606967890266,1.4866433953820521,1.524332166282052,1.3771691351441535
20,Seed Mass,mcar,ultrametric,continuous,0.910729276945948,0.5379278806516112,0.7501634352396948,0.44771386731845764,0.6137215301689819,0.6424111854100396,0.6034118849077318,0.5466000897902952,0.3805390093220128
