,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
t1,6.131289,1.1011118,5.5744767,11.998916,-0.06177135,-0.01660236,-0.028659761,-0.4440977,-0.007851674,0.13910832,-0.038780622,0.019376172,-0.030801924,1.78389,0.050210543,0.035645477,4.8050256,-0.0028066987,5.017468,1.9649615,0.08910403,6.649487,1.2745672,-0.22478841
t2,8.064582,2.5255818,8.033741,16.595257,-0.078313686,-0.026755057,-0.03772917,-0.7100539,-0.00814859,0.18985389,-0.08953072,0.029954363,-0.046243798,1.7713039,0.044061597,0.2642864,7.6605825,-0.0005024552,5.844127,3.3081353,0.1147201,9.244548,1.4070674,-0.19520983
t3,9.935989,3.8324583,10.459745,20.632456,-0.09134308,-0.03382913,-0.044621073,-0.95640796,-0.0051333825,0.24971974,-0.14239927,0.042188223,-0.06332386,1.8974372,0.032760803,0.34937721,10.68806,0.45951095,6.5507245,4.5613823,0.13877262,11.82775,1.786197,-0.11322019
t4,7.5577793,2.1033797,7.319242,15.289229,-0.074063845,-0.023370797,-0.034372807,-0.63551897,-0.009012053,0.17290525,-0.07308356,0.026169846,-0.041335512,1.7786866,0.046394132,0.25457102,6.712039,-0.0016475493,5.5784187,2.9285393,0.10808839,8.442492,1.303174,-0.21042006
t5,7.3995776,1.9826198,7.104778,14.888312,-0.07271697,-0.022403419,-0.03331223,-0.6127658,-0.009208273,0.16772497,-0.0684745,0.025121488,-0.040012076,1.7760894,0.0469754,0.24741374,6.4362326,-0.0019506933,5.5010195,2.8102424,0.10593645,8.206861,1.2762953,-0.21423909
t6,9.437211,3.4585507,9.845526,19.548004,-0.087942325,-0.032507125,-0.04330798,-0.8913209,-0.005641119,0.23464116,-0.12673266,0.039009113,-0.05923132,1.9123186,0.035531208,0.32767433,9.894866,0.35619,6.3630304,4.1587024,0.13284265,11.122069,1.727311,-0.13092197
t7,9.695507,3.6550303,10.161411,20.130142,-0.0895188,-0.033444285,-0.04481366,-0.9228267,-0.0054042055,0.24244884,-0.13374448,0.040688183,-0.061527494,1.9172353,0.033730444,0.349616,10.322011,0.4422733,6.464178,4.3623195,0.13600765,11.4872,1.7703701,-0.118393
t8,10.488108,4.2596674,11.212238,22.057632,-0.09695675,-0.039419062,-0.04932581,-0.9976991,-0.0051166974,0.2646274,-0.15978737,0.04602996,-0.068393394,1.8777527,0.030698476,0.41372237,11.60826,0.67101824,6.8640313,4.965334,0.14839536,12.739978,1.8089536,-0.08785566
t9,9.759608,4.6152,11.210458,20.748125,-0.092134506,-0.039080255,-0.044312768,-0.93186164,-0.0023608615,0.25525498,-0.17580684,0.04353829,-0.062118676,1.616404,0.017499084,0.37973422,11.44396,1.1811041,6.1216917,4.8896117,0.13664396,12.02884,1.4775976,0.08717153
t10,10.999877,3.0144877,9.820261,21.623066,-0.09514861,-0.016094193,-0.057109326,-1.1007867,-0.006265263,0.27290046,-0.084330976,0.04220366,-0.07320234,2.6546948,0.03882814,0.38425857,10.655581,-0.0032057895,6.4511943,4.366263,0.15508632,13.088143,2.6857605,-0.20701763
