,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
t1,9.304856,6.0310698,4.4382524,6.9863276,2.9966755,4.531706,8.685696,5.712493,5.3032403,2.3588324,5.5093985,2.9611645,4.2762065,2.0220249,4.5790076,3.2761586,5.771151,6.8456783,6.4677806,4.7876487,5.3981066,6.121735,3.6182363,4.649008
t2,9.282151,5.9526787,4.4302964,6.9776163,2.9523957,4.471107,8.576059,5.610135,5.3829007,2.4213214,5.529332,2.9769325,4.385456,2.0040834,4.576826,3.3055599,5.8785496,6.90479,6.4735613,4.8467026,5.2939696,6.082001,3.587688,4.725586
t3,9.35433,6.0259366,4.315522,7.0872655,3.0447502,4.3870425,8.513088,5.416625,5.335201,2.3195305,5.469592,3.1666257,4.3683743,1.8608936,4.5462713,2.921925,5.9413104,6.9511356,6.149518,4.937334,5.2388997,6.25516,3.5474555,4.807065
t4,9.375731,5.9636526,4.477816,6.939475,3.033639,4.47101,8.573344,5.5760117,5.399087,2.4925733,5.5484695,3.0377626,4.4329653,2.0217905,4.5585294,3.224611,5.8674192,6.909876,6.4124403,4.893853,5.289669,6.0209484,3.5440426,4.772593
t5,9.300178,5.9494596,4.4477787,6.968673,2.956861,4.4774475,8.582109,5.6243396,5.394028,2.4438365,5.5390697,2.9829817,4.3943105,2.009853,4.570099,3.3082244,5.877661,6.906366,6.4756246,4.8498573,5.295782,6.0623875,3.5806165,4.7312355
t6,9.357639,5.9965415,4.338673,7.0371904,3.0179067,4.4024706,8.507345,5.4872317,5.3276668,2.3465772,5.478984,3.1127772,4.405175,1.930621,4.5882883,3.0633523,5.908362,6.909695,6.2766047,4.916311,5.237884,6.192437,3.5533247,4.8134866
t7,9.276363,6.022491,4.340405,7.1428504,2.9474905,4.428593,8.574564,5.5220356,5.3605566,2.277108,5.456255,3.104865,4.3277206,1.8235625,4.519355,3.0699153,5.983689,7.024686,6.273257,4.870158,5.277381,6.294942,3.5291157,4.753811
t8,9.375592,5.9923234,4.30371,7.134563,2.9948208,4.3608313,8.489756,5.428423,5.3751307,2.314303,5.4696097,3.192594,4.3850346,1.8068697,4.508249,2.9517953,5.9966393,7.001634,6.1513658,4.9518166,5.2088604,6.3032064,3.533317,4.833899
t9,9.349369,6.0156984,4.30371,7.1106405,3.0081098,4.3725038,8.490102,5.402544,5.3590236,2.3118367,5.449964,3.209469,4.402323,1.8170553,4.528456,2.9051635,5.994592,7.0117016,6.122455,4.94003,5.216263,6.296456,3.50676,4.8510866
t10,9.361593,6.019568,4.354124,7.1395373,3.002907,4.410863,8.545522,5.453191,5.377747,2.32131,5.494252,3.1266844,4.324605,1.8094308,4.490651,2.9618876,5.9782534,6.997963,6.176269,4.917736,5.264758,6.279477,3.5653899,4.7630873
t11,9.305046,5.9407296,4.3039093,7.054111,2.8990645,4.38189,8.525332,5.551358,5.345178,2.3333364,5.4722238,3.1130004,4.4432945,1.9014378,4.6044493,3.1108072,5.94719,6.95397,6.2932854,4.904294,5.239683,6.222359,3.5493712,4.833083
t12,9.381435,5.965553,4.38678,7.0584226,2.9750261,4.4101167,8.499172,5.484855,5.408951,2.4031296,5.502985,3.1124558,4.4171243,1.8768725,4.5165057,3.0904346,5.970235,6.9915867,6.2763643,4.915026,5.2349367,6.199492,3.5387146,4.814447
t13,9.344408,5.947794,4.326835,7.0705905,2.9246972,4.3984427,8.556768,5.5842643,5.3244734,2.3214295,5.5025935,3.0284982,4.377374,1.9203441,4.6086845,3.1527562,5.903313,6.877411,6.3565288,4.9056873,5.2654676,6.202455,3.6337714,4.747384
t14,9.360027,6.0012484,4.3144155,7.0960636,3.0024607,4.389258,8.542197,5.4897957,5.317475,2.3057904,5.490466,3.0954697,4.3437343,1.8821774,4.575712,3.0068016,5.91313,6.8968425,6.2263827,4.9336514,5.256711,6.238882,3.6120179,4.759038
t15,9.333571,6.0368676,4.3097086,7.0719576,3.053547,4.3683085,8.469886,5.322777,5.3601484,2.3460896,5.4349704,3.2664976,4.4522424,1.8311307,4.532079,2.7922556,5.978905,7.0333767,6.031241,4.960377,5.20981,6.2723384,3.4598124,4.898402
t16,9.211927,5.9650774,4.3967724,7.030903,2.894246,4.495268,8.693364,5.7350883,5.3320913,2.3275115,5.5126004,2.9023757,4.2811112,1.9867289,4.5943675,3.34741,5.8312387,6.8820434,6.4999537,4.7804165,5.3883686,6.152739,3.6562777,4.6238985
t17,9.228759,5.958928,4.3725357,7.058617,2.8882544,4.4732223,8.67792,5.711809,5.342659,2.303068,5.5095043,2.9253006,4.2749686,1.9605457,4.5843997,3.3173006,5.849124,6.895816,6.470606,4.803502,5.371496,6.181796,3.6648333,4.6364145
t18,9.149531,5.8881445,4.4000626,7.0312567,2.8344107,4.464386,8.671411,5.726481,5.405304,2.3619483,5.539294,2.8537273,4.3249907,1.9886849,4.5948787,3.4264557,5.888092,6.9263334,6.5621014,4.79803,5.35586,6.112397,3.6744413,4.626401
t19,9.264317,5.949127,4.33841,7.05379,2.922189,4.4306993,8.627348,5.6687975,5.361763,2.2895849,5.5104513,2.95497,4.2981596,1.9613713,4.580099,3.3028104,5.8651867,6.885072,6.4498034,4.843249,5.324219,6.1833324,3.674324,4.6785116
t20,9.380957,6.055037,4.426054,6.920772,3.1529164,4.4845996,8.565494,5.536542,5.2701073,2.3806496,5.50446,2.9786313,4.3420715,2.0768812,4.6124945,3.2131135,5.7511983,6.768544,6.4522,4.859558,5.325553,6.071592,3.6156218,4.700495
t21,9.361269,6.0038724,4.424421,6.958076,3.0627894,4.467063,8.55402,5.556089,5.3251276,2.4004815,5.513642,2.9998088,4.376602,2.024885,4.5921016,3.2216446,5.825689,6.8427877,6.4411182,4.8710346,5.294776,6.0905285,3.5964475,4.733354
t22,9.388264,6.035187,4.3960133,6.9775615,3.1126788,4.4496555,8.531337,5.493341,5.3028674,2.3753982,5.501144,3.0405273,4.362478,2.002247,4.58662,3.134038,5.827236,6.835574,6.3695974,4.889521,5.281141,6.125159,3.590841,4.7435675
t23,-2.2887638,8.163101,4.9159045,5.1851716,6.8473325,4.287366,9.9828205,4.266363,7.0795727,1.7513553,4.586677,5.9433637,4.892669,3.7689836,6.900761,3.3238158,4.829025,7.2134533,3.4023383,4.816638,5.7560024,4.3208003,1.9918908,4.802191
t24,-2.3611338,8.464005,4.907594,5.192176,6.8749785,4.260398,10.05988,4.2621527,7.1821218,1.748465,4.592633,5.97932,4.8362007,3.709407,6.8633637,3.2533803,4.842584,7.274905,3.3361442,4.8366246,5.796439,4.3311586,2.0366814,4.770188
t25,-2.2096815,8.061111,4.9249206,5.147668,6.8023357,4.342865,9.918446,4.2308545,6.9834394,1.7248433,4.5555506,5.860841,4.9571867,3.8517969,6.9521904,3.4160879,4.8026433,7.12628,3.4874983,4.792433,5.6858354,4.2859645,1.9241145,4.838895
t26,-2.2599142,8.052671,4.874693,5.145988,6.8457427,4.300384,9.903025,4.1988254,7.026735,1.7748916,4.613645,5.911714,4.9727025,3.8003933,6.976701,3.3694324,4.8511224,7.1739674,3.4411182,4.8387265,5.726048,4.3320904,1.949123,4.8771725
t27,-2.403254,8.565018,4.838839,5.1352496,6.8447733,4.1897883,10.104867,4.2140136,7.2371764,1.7353805,4.640198,6.0172477,4.7962165,3.6592655,6.817597,3.2071798,4.851476,7.2952237,3.3425076,4.8372383,5.7657847,4.3171253,2.020854,4.794043
