"accepted_species","estimate"
"t172",-0.919711973446053
"t134",-0.457755398951012
"t25",-0.311213178637824
"t23",-0.30577693202055
"t45",-0.0067206527331449
"t46",-0.0067206527331449
"t94",-1.04931123768401
"t213",-1.40738744409
"t189",-1.44967623921022
"t28",-0.58552813411544
"t237",-0.887352400531003
"t181",0.885673205854655
"t121",0.951319387240056
"t232",-0.282133513727082
"t132",0.428978666044116
"t75",0.631705236515128
"t15",0.064232255414653
"t260",0.00109593431450112
"t133",0.0662541578599822
"t116",0.722575088540737
"t167",0.535286176764875
"t276",-0.578684110667592
"t144",1.39949685700549
"t308",-0.0314546099662234
"t264",-0.101771350660753
"t199",0.733917463745495
"t229",-0.123153105351201
"t151",1.07323691368769
"t34",1.00174549783761
"t21",0.69982997426753
"t37",0.706602536578831
"t24",0.652048426806581
"t223",-0.142150660823336
"t5",0.171903799287848
