,Unnamed: 0,Ev Model,Missing Type,Tree Type,Variable Type,Signal,corHMM,phylnn_fill_means,logit_eigenvecs,logit_umap,logit_umap_supervised,logit_autoencoded,logit_autoenc_supervised,xgb_eigenvecs,xgb_umap,xgb_umap_supervised,xgb_autoencoded,xgb_autoenc_supervised
count,1224.0,1224,1224,1224,1224,1224.0,1224.0,1224.0,1224.0,1224.0,1224.0,1224.0,1224.0,1224.0,1224.0,1224.0,1224.0,1224.0
unique,,5,2,2,1,,,,,,,,,,,,,
top,,bBMT,mcar,with_extinct,binary,,,,,,,,,,,,,
freq,,366,612,638,1224,,,,,,,,,,,,,
mean,198.2941176470588,,,,,0.013154175608677862,0.09750914796981743,0.14214603963427724,0.14176288479749344,0.14312445393809206,0.1421499493827334,0.14445181933443074,0.1445057304054206,0.12419645653494127,0.1340145141739714,0.15923692423776964,0.127234455221446,0.12326053593881663
std,116.01394916287241,,,,,0.5697819115006644,0.08546906424291816,0.10275648998751337,0.0986767384647735,0.10515252779944514,0.11202375739499952,0.10402889183861316,0.10554385197361434,0.10894283122438202,0.10784479195519858,0.13358275345872578,0.1110927172011454,0.10642644783862291
min,0.0,,,,,-4.65218350580921,4.182121351996924e-07,0.0,2.5878816693469888e-11,2.638025683406594e-13,1.1526509999126846e-10,2.1385590595895137e-23,1.9083420635475696e-33,2.644462001600132e-07,7.681188803754994e-08,6.648995649999979e-07,3.622817170000593e-09,5.379850362998804e-08
25%,96.75,,,,,-0.13496348584787848,0.019065905918907174,0.06007039247601135,0.0601832709907895,0.05382423035666847,0.04649960694941488,0.05868742395158075,0.055712841337080675,0.029982970650402098,0.038986709887414026,0.048380129314101274,0.0300935398430711,0.03059437227089955
50%,199.0,,,,,0.1398637932518515,0.0841927449950054,0.14242333205329405,0.1416906277702915,0.13951437499083796,0.13268860104494756,0.14291982513030935,0.1442168360626067,0.10023703755673155,0.12250978841829549,0.1418385346672631,0.106922174562532,0.10307484161222985
75%,298.0,,,,,0.329291392341726,0.15328708772765035,0.21421621287681772,0.21669726678204582,0.21675677684719613,0.2179250373083053,0.22242952352378495,0.22175626059752396,0.1874127456407051,0.20499124981517258,0.24599434529084008,0.19771524269027074,0.19116775834177765
max,399.0,,,,,0.495937494742547,0.447214775142278,0.6223456790123457,0.5471540575144738,0.7703138554588769,0.8031822672295884,0.7980373816621219,0.933671781748092,0.6673288378080401,0.7872545988707584,0.7934080848207681,0.8843692413460056,0.7396554158669479
