accepted_species,estimate
t12,-2.2909083
t5,-2.0794675
t83,0.88946444
t29,-1.9600548
t56,0.2744949
t355,0.5506276
t312,0.5606208
t23,-0.078190394
t175,0.07872673
t213,1.9941367
t201,1.3990142
t286,2.089891
t57,1.5772434
t115,-0.17983308
t287,0.9007183
t298,0.8679449
t33,1.0512427
t68,-0.23201345
t179,-1.4805633
t277,-0.97551394
t278,-1.4220002
t177,0.022693643
t105,-0.2435048
t242,-0.8188176
t307,-0.8700588
t75,-0.110005155
t215,0.16046813
t108,0.46585873
t38,-0.47974575
t112,-0.8943972
t248,-0.6923275
t184,-1.1304814
t84,-1.2500447
t93,-0.21300481
t151,-0.24357505
t7,0.6419168
