accepted_species,estimate
t316,-0.45528856
t149,-0.9673477
t142,1.2719934
t108,0.7110044
t58,1.0913562
t396,2.244649
t217,1.1171248
t368,0.84292823
t388,0.885514
t178,1.3653935
t29,0.93737584
t45,0.49313736
t138,-0.01070526
t245,-0.9479776
t246,-0.9777016
t285,0.10170162
t286,0.04065433
t431,1.1111019
t325,-1.8830609
t326,-2.073045
t439,-0.9826406
t352,-0.39234233
t209,-0.48329115
t289,-0.25914988
t402,-0.07264636
t111,-0.0036164552
t84,-0.5797594
t25,-0.17504114
t8,0.05278821
t416,-0.18537423
t443,-0.21897651
t466,-0.069978625
t304,-0.15114278
t93,-0.5974133
t86,-0.1115329
t290,-1.0465629
t152,-0.53939456
t444,-0.14909162
t374,-0.16834576
t301,-2.0409265
t277,-2.080667
t120,0.42140138
t75,0.09918465
t394,-0.34729153
t327,-0.45352465
t270,0.43369192
t362,0.36691123
t10,-0.17356777
