"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94","V_95","V_96","V_97","V_98"
"t13",-0.143781259365731,-0.00974323316169572,0.00883934342839817,0.0641669496291424,0.1783137930044,-0.00185740504740769,0.00235811785122672,-0.0159588718140372,3.1053058987037e-05,-9.30221589299524e-05,0.000312764714937952,-0.00457953458672917,0.000787089912087266,-0.00039836530144261,0.000133261157563954,0.00137413796664128,-0.000372087527413204,-0.00147883388760336,0.290011397542906,-0.000202470371951901,0.00012216463846207,-0.00230341886528408,0.00131322325514171,-0.013710326815016,0.0013272710114457,-0.0410899307373652,4.80237507478294e-05,-0.0522370264194627,-2.24097506864375e-05,0.00307611242356243,-0.00136185158867088,-0.00130201793747929,0.0151451427995098,-0.000481350624298323,-0.000171588818177579,0.0789048583123681,-0.000589737334160616,0.00280970444761862,-0.00186044129385024,-0.000433377599853532,-0.000140065008249105,-0.910640429322397,0.000268601212029675,0.00048349367162672,-0.000658752012089336,-0.00013545287439651,-0.000147331472771907,-5.94764904241436e-06,-0.000599256246593427,0.0148958235794897,0.000131772241918975,0.00013237900937097,-0.0144203785767213,0.0801155576304451,1.16048908223546e-05,2.7919932198898e-06,-0.0084300457107351,-9.20934755779392e-05,-0.000212291554115189,0.000269888812240797,1.80752323806286e-16,4.23935032373943e-06,-0.0361915743637434,-3.06438336067262e-17,-6.91849931783125e-06,-1.18270013411439e-16,0.0123392082104479,6.58371645358143e-17,8.66700643951121e-17,-0.000100202650448134,-5.33777086978857e-07,1.35854603268567e-05,-2.91093792229958e-17,-2.51591600428246e-05,1.33077637755017e-17,-1.40214902515875e-16,-1.80964638700921e-16,1.1787800802758e-17,-9.98697685873858e-17,-2.36220067289398e-17,3.89970678596276e-05,-4.00282920535915e-17,4.61723005981135e-17,4.83231023698455e-18,-0.000176738096680707,-6.25540968554071e-17,-3.02580339457282e-17,-3.22077845715541e-16,-4.29527362949838e-16,5.79260673686653e-17,-5.81984582278196e-16,-5.41053157091483e-17,-4.54007321779088e-17,-3.47953877246857e-17,5.58014029268517e-17,-4.45955020080916e-17,-1.09045552938821e-17,1.92769650650988e-17
"t92",-0.148291483725533,-0.0103544545181775,0.00986699013594937,0.0718392473923536,0.209498506612788,-0.00223004335843589,0.0028945657498962,-0.0205215290401445,5.0441889251433e-05,-0.000179596012746299,-0.00297572164344037,-0.00330441045617037,0.000637605097552246,-0.000367377148285201,0.000135011562218055,0.00154853814341997,-0.000443157303924481,-0.00207872908876769,0.546962416021442,-0.000505473518880989,0.00218380756490742,0.0392399623896699,-0.0115363278109923,0.0717638487473329,-0.00447635134313503,0.222432742495373,-4.4437347456141e-06,0.066679605068459,2.58442880765634e-05,-0.00350490701316097,0.00147294449250722,0.00137402558737015,-0.012478478757844,0.000390827192202116,0.000122487358212834,-0.0399548980274889,0.000272989312566487,-0.00105266911410824,0.000620359335126156,0.000137405659906887,3.90995059522995e-05,0.237470572002183,-6.14804118608842e-05,-0.000106141527513966,0.000134975422596268,2.71895002076199e-05,1.91336399917417e-05,5.40400606428453e-07,4.85827919667464e-05,-0.00115993458831903,-9.45761114953811e-06,-6.74502196622276e-06,0.000710956885815459,0.00870769272725763,-1.30617347684476e-07,-3.11574804124952e-08,6.2888785274886e-05,1.88789661850746e-07,-3.89541797619497e-07,6.41793007871559e-06,-7.73278544050769e-18,1.77064002378538e-07,-0.00161565098723359,1.3927270710931e-16,-5.27822945879524e-07,-5.36261739070231e-17,0.00325967197063406,-2.43007978530649e-16,-3.14020573376107e-16,-1.19394224319159e-05,-6.92305058202306e-08,1.86959181301964e-06,-6.02394301370583e-16,-3.64557341319036e-06,-9.93902906801535e-17,2.74238239954426e-16,-2.72441461045751e-16,-1.58701604226829e-16,-2.14548050138223e-16,-2.12036659961416e-16,6.79856661952964e-06,-3.64566994791075e-16,3.94108118632029e-16,-1.69277154258016e-15,-3.56764824085043e-05,1.64795398439832e-15,5.73709683950386e-16,2.34442423177819e-15,-3.5913419439818e-15,2.19136928710095e-15,-0.707106781186548,-4.21559079376095e-13,-5.95363096890887e-16,-5.50924740078709e-14,-1.34653389628368e-15,-1.80508285360192e-15,-1.30467912218443e-15,1.74908914928924e-17
"t93",-0.148291483725533,-0.0103544545181777,0.00986699013594936,0.0718392473923538,0.209498506612788,-0.00223004335843581,0.00289456574989628,-0.0205215290401443,5.0441889251513e-05,-0.000179596012746099,-0.00297572164344067,-0.0033044104561706,0.000637605097552462,-0.000367377148285212,0.00013501156221804,0.00154853814342023,-0.000443157303924734,-0.00207872908876796,0.546962416021442,-0.000505473518880809,0.00218380756490721,0.03923996238967,-0.0115363278109925,0.0717638487473328,-0.00447635134313538,0.222432742495373,-4.44373474535771e-06,0.066679605068459,2.58442880764835e-05,-0.00350490701316094,0.00147294449250727,0.0013740255873705,-0.0124784787578437,0.000390827192202016,0.000122487358212382,-0.0399548980274889,0.000272989312566475,-0.00105266911410812,0.00062035933512591,0.000137405659906539,3.90995059525094e-05,0.237470572002183,-6.14804118610703e-05,-0.000106141527513779,0.000134975422596386,2.71895002074971e-05,1.91336399913952e-05,5.40400606387135e-07,4.85827919672496e-05,-0.00115993458832005,-9.4576111497931e-06,-6.74502196624606e-06,0.000710956885815982,0.00870769272725678,-1.30617348077614e-07,-3.11574802394799e-08,6.2888785273228e-05,1.88789660790823e-07,-3.89541797961746e-07,6.41793007952066e-06,-6.37191839594424e-18,1.77064002751117e-07,-0.00161565098723235,-1.48530406179951e-16,-5.27822945222719e-07,1.93405964813036e-16,0.00325967197063545,1.72259923613609e-16,3.79470488844496e-16,-1.19394224295659e-05,-6.92305068580735e-08,1.86959181253228e-06,-3.68657254773575e-16,-3.64557341264189e-06,1.2103884081598e-16,-1.98271371851293e-16,3.05273680359068e-16,1.27687731129945e-16,2.42397229155118e-16,2.81051763744894e-16,6.79856661993771e-06,2.13921653154092e-16,-4.21724465322864e-16,1.47606582951533e-15,-3.56764824094279e-05,-1.84790103555779e-15,-5.65772042648898e-16,-2.16836250294528e-15,3.30904404850572e-15,-2.00181867841729e-15,0.707106781186548,4.21577859710653e-13,5.63104287077031e-16,5.50172775190088e-14,5.85692754902067e-16,1.86594248062961e-15,1.34423941217802e-15,-8.30269103190442e-17
"t102",-0.159915201730856,-0.0120103092981155,0.0128770966181153,0.0944145497012195,0.308001738852243,-0.00344287387828078,0.00469246316377624,-0.0367146400067027,0.000135198983300661,-0.000594542853106666,-0.0236463233473853,0.0158133158962524,-0.00235532701138721,0.000989217582358628,-0.000285604191299587,-0.00249346072446675,0.000622526737816871,0.0020244737002845,-0.331688567346274,0.000227008762926593,-0.000452460724108155,-0.00573448892905116,0.00133110300338188,-0.00474483530183121,-0.000171432381305321,0.332730692309792,0.000210015378102429,-0.0444959232098038,-8.07331139239067e-06,0.00105576356249451,-0.000386625389320714,-0.000340512256393428,0.00192910556747118,-5.88932964683382e-05,-1.47062024500508e-05,0.00224400301760695,-1.13394310965419e-05,8.77080868461457e-06,6.05794590187079e-06,2.42530653265697e-06,1.4830538002238e-06,0.0116581135583369,-4.38737348683716e-06,-8.36444626285999e-06,1.2351032437363e-05,2.59373241435472e-06,3.73042227788832e-06,1.72413387183001e-07,1.81070432320496e-05,-0.00045695495331892,-4.17318033432622e-06,-4.95492719405133e-06,0.000550924942169367,0.316848002577706,1.08238974786385e-06,2.08995997640773e-07,-0.000167461476995074,-3.03482148488876e-07,4.92592709441025e-07,-3.75081732804758e-06,2.09823415111221e-16,-7.33436810378361e-08,0.000642032803612131,-1.27710813337647e-16,1.78875212022875e-07,8.11898860139973e-16,-0.186343967864438,-5.35532168227029e-16,-2.73515214776921e-16,-4.03675688257694e-07,-3.77263331014181e-10,-2.77525288793681e-09,-3.71273314486611e-16,1.15460708946102e-08,-3.08764825642379e-16,-1.19626001239201e-17,-5.41296275715119e-16,-4.66210207772369e-16,2.3190574485021e-16,7.58853917717559e-17,4.80875658201499e-08,9.97235041170419e-17,8.81248529165634e-17,-8.17888752511026e-16,-8.55714956329655e-07,6.71093044236987e-16,-6.1804702131293e-16,1.53055410970353e-15,1.5814867266329e-15,-3.09326235390035e-16,6.6569641119847e-16,2.19426099500722e-15,4.50780581286391e-16,3.7463529674859e-14,-0.707106781186547,-3.09092955887433e-15,-7.77782370995819e-16,-2.77939007403412e-17
"t103",-0.159915201730856,-0.012010309298116,0.0128770966181154,0.0944145497012193,0.308001738852242,-0.00344287387828064,0.00469246316377647,-0.0367146400067028,0.000135198983300634,-0.000594542853106593,-0.0236463233473856,0.0158133158962525,-0.00235532701138732,0.00098921758235877,-0.000285604191299623,-0.00249346072446648,0.000622526737816693,0.00202447370028454,-0.331688567346274,0.000227008762926169,-0.000452460724108073,-0.0057344889290513,0.00133110300338195,-0.00474483530183084,-0.000171432381305328,0.332730692309792,0.000210015378102259,-0.0444959232098037,-8.07331139280636e-06,0.00105576356249444,-0.000386625389320792,-0.000340512256393148,0.00192910556747083,-5.88932964678008e-05,-1.47062024498644e-05,0.00224400301760675,-1.13394310961255e-05,8.77080868463278e-06,6.05794590203678e-06,2.42530653295602e-06,1.48305380026063e-06,0.0116581135583375,-4.3873734873189e-06,-8.36444626305327e-06,1.23510324370075e-05,2.59373241412186e-06,3.73042227793761e-06,1.72413386903107e-07,1.81070432318031e-05,-0.000456954953318459,-4.17318033490883e-06,-4.95492719414712e-06,0.000550924942170091,0.316848002577706,1.08238974768242e-06,2.08995997718047e-07,-0.000167461476994657,-3.03482148747878e-07,4.92592709576048e-07,-3.75081732782645e-06,2.14264632245962e-16,-7.33436809262829e-08,0.000642032803611728,-1.06125677074649e-16,1.78875211551828e-07,2.4726153431838e-16,-0.186343967864438,-3.59465573050068e-16,1.89981108070115e-16,-4.03675688406644e-07,-3.77262380541914e-10,-2.77525262975651e-09,1.89102841523085e-16,1.15460708630659e-08,8.39430072982414e-17,4.46001203872834e-16,3.311131017919e-16,2.94669242515898e-16,-3.54437046514943e-16,2.02166144175624e-16,4.80875671722771e-08,-4.9311725392283e-16,6.50991937693486e-17,6.58112819957346e-16,-8.55714955616741e-07,-7.8471333242984e-16,3.62020365146217e-16,-1.58301617910144e-15,-1.41969796007361e-15,7.47155629068565e-16,2.83317379868035e-16,-1.88409365374635e-15,-4.2191545692484e-16,-3.73735065325133e-14,0.707106781186547,2.90621405034766e-15,8.56757868100175e-16,-5.471949089981e-18
"t61",-0.158407369547587,-0.0117965637256285,0.0124913741735708,0.0915228879054159,0.295463305554707,-0.00328888546779232,0.00446474568803458,-0.0346730641180675,0.000124672686863722,-0.000543310683415602,-0.0211318070538758,0.0135548850057063,-0.00200372451231786,0.000831303033883989,-0.000237098500369844,-0.00203378100197775,0.000502375948055462,0.00157588008917365,-0.241586186325905,0.000156464815561971,-0.000264205690883852,-0.00315134567798496,0.000709578320260855,-0.00241935374714825,-8.17210626704929e-05,0.141517530991997,8.76350076457043e-05,-0.0175374170578886,-2.87800332456123e-06,0.0003732190116516,-0.000131805065629061,-0.000114073356510632,0.000526272000590537,-1.58350567091371e-05,-3.42504572885942e-06,0.000276026905793765,-1.0298261000634e-06,8.26947738866331e-08,-2.3347698542564e-07,-1.45336501150708e-07,-1.71299881896559e-07,-0.00170286045627943,9.03581708438324e-07,1.88575472811033e-06,-3.18587514613016e-06,-6.94281137307191e-07,-1.77686013794242e-06,-1.10666598711314e-07,-1.25287680254025e-05,0.000324080186901832,3.10273049981229e-06,4.34124193492644e-06,-0.000489153431295544,-0.360547755174561,-1.2697995499574e-06,-2.46628536791277e-07,0.000207187533689394,3.95677707147778e-07,-6.66091520786009e-07,6.26195171684991e-06,-3.16444192297677e-16,1.47745385785727e-07,-0.00133506973632705,7.8816697278104e-16,-5.52275496409204e-07,-2.16738655944418e-15,0.811323216551579,1.83876963864004e-15,-3.07282169910545e-16,2.83008682603632e-06,3.6498350512457e-09,3.70493610016208e-08,-6.13726149103411e-16,-2.3328298072109e-07,2.40049842374611e-16,-2.6239498313424e-16,-2.55128510767992e-17,4.51881837678292e-16,-1.05081235571292e-15,-3.54806218913909e-16,1.03967145641077e-06,3.2283670980264e-16,-1.57200616784182e-16,-4.31110426268771e-16,-6.75052124059736e-06,1.65054899207326e-16,2.20958344453986e-16,-1.43672870729483e-16,-5.6250927606879e-16,-1.85914660934021e-16,-6.61813276095545e-16,-5.55722784280228e-16,-1.76190105112937e-16,-2.73973449171972e-16,-5.37140232207119e-16,2.09184556555934e-16,-2.39455992820061e-18,1.21433491271247e-16
"t47",-0.156379530561821,-0.0115096290881976,0.0119749555836955,0.0876520041227423,0.278716167015294,-0.00308339122196521,0.0041611172198724,-0.0319551875297739,0.000110728789604221,-0.000475571287440554,-0.0178221943793519,0.0106069590764538,-0.00154545974717994,0.000625974596796396,-0.000174177777868127,-0.00143950403644414,0.000347358050523279,0.00100098945574189,-0.127490816455052,6.79825605178762e-05,-3.42342747148671e-05,-2.36731424141604e-05,-3.97387296738048e-05,0.000367226685072259,2.48324168221851e-05,-0.0824520089487579,-5.53938471071487e-05,0.0137686361487147,3.09181328042882e-06,-0.000410418133788883,0.000159713244884525,0.000144540537698768,-0.00104731212949457,3.24084443756413e-05,9.08053022438953e-06,-0.00183322551773069,9.90759257955593e-06,-8.8929398564555e-06,-6.62889055944893e-06,-2.73937574793289e-06,-1.80856445077058e-06,-0.0147820165769819,5.97049268063994e-06,1.16305026784106e-05,-1.77754372351e-05,-3.77028532699986e-06,-6.50725106406481e-06,-3.36039407412444e-07,-3.63264880065454e-05,0.00092553251760742,8.60826537153093e-06,1.08864029416531e-05,-0.00121654027507191,-0.764581881940354,-2.63776307901295e-06,-5.10269150916451e-07,0.000414834958064535,7.63093213485012e-07,-1.25050800323578e-06,9.87640623651022e-06,-1.44597625858372e-16,1.9078124274691e-07,-0.00165535071360693,-3.51456108296433e-16,-2.55454895882848e-07,1.1685800602068e-15,-0.519868056097854,-1.10162165164712e-15,7.32090598759389e-16,-1.28278116344482e-05,-6.37376402057882e-08,1.5914053027857e-06,-5.41466923342503e-16,-2.93152738877194e-06,7.46507777924673e-19,-2.56036671067246e-16,-2.7492992091826e-16,-2.22368858836297e-16,1.38389001681324e-15,7.93643105136502e-17,4.68381790537417e-06,-1.15788352058681e-16,6.64165080449371e-17,1.81139209555744e-16,-2.24571171729503e-05,-1.98914920082504e-16,-2.63133414761078e-18,2.31608397514715e-16,-5.95648072882841e-16,2.47919720771741e-16,-1.31029063383964e-18,6.93140895690333e-18,2.28351082200618e-18,1.22089693452846e-16,4.59048567264342e-16,-8.55035474773718e-17,-1.79868597560319e-16,-1.26384492632119e-16
"t51",-0.155329414744605,-0.0113580591504305,0.0116941991220221,0.0855442065771388,0.269377314165527,-0.00296770955790326,0.00398865459037244,-0.0303855005313233,0.000102243948186282,-0.000433541665783013,-0.0156695260745429,0.00851893484185007,-0.00121592969988194,0.000474706697706048,-0.000126703248308974,-0.000975590130077794,0.000223862149420582,0.000511092985539943,-0.0179557851655501,-2.53958372460005e-05,0.000282192279466822,0.00469062423603983,-0.00122078793879237,0.00505048322016698,0.000221723107383514,-0.56563091147998,-0.000371859131646969,0.0884010904650662,1.92656907301529e-05,-0.00255592887790883,0.000994712332754687,0.000901448194545317,-0.00693770328969345,0.000216076129406614,6.51929203642462e-05,-0.0204238552153593,0.000139306046960032,-0.000539934121441123,0.000320515581504604,7.12758329845096e-05,2.05304626164312e-05,0.125656404495042,-3.30908457112707e-05,-5.74778466639957e-05,7.38818800512713e-05,1.49330180868355e-05,1.15214550408154e-05,3.64629319262987e-07,3.43423358548452e-05,-0.000834770659876142,-7.07647512206968e-06,-6.24967321676359e-06,0.000676211333949548,0.197561615284856,5.98126481136081e-07,1.12647193397551e-07,-7.20778378694616e-05,-9.46619090081433e-08,1.13586105758589e-07,8.22302336480436e-07,-3.15455752810425e-16,4.24898423643286e-08,-0.000407381541280116,-2.01186612092835e-15,-1.83637811199649e-07,-8.16597835357137e-16,0.030569285135376,-2.26854510256699e-15,-5.51964682747128e-16,-4.28160840354935e-06,-2.59400734453708e-08,7.17353242015723e-07,-0.707106781186547,-1.42441418561371e-06,8.14171442741409e-14,2.85825414646014e-15,-5.86237379419585e-15,4.12740937003755e-15,-1.04038304758777e-15,-2.96737315495848e-15,2.8055279385875e-06,-4.36446794814695e-16,-1.6745496914535e-16,-4.27883107503761e-16,-1.52798717755922e-05,1.79656810673646e-17,1.08579946665789e-16,1.51981809912533e-16,7.42697016187429e-16,-4.41608618461749e-16,1.94852967612996e-16,9.78599014316298e-17,-5.0757362081155e-16,4.88720532794012e-16,2.70177278608975e-16,-5.00733908825668e-17,-2.04792979738844e-17,7.93918485558486e-17
"t52",-0.155329414744605,-0.0113580591504305,0.0116941991220218,0.0855442065771388,0.269377314165527,-0.00296770955790321,0.00398865459037242,-0.0303855005313232,0.000102243948186195,-0.000433541665782919,-0.0156695260745429,0.00851893484184979,-0.00121592969988199,0.000474706697705912,-0.000126703248309071,-0.000975590130077642,0.000223862149421092,0.000511092985540123,-0.01795578516555,-2.53958372460586e-05,0.000282192279467165,0.0046906242360401,-0.0012207879387923,0.00505048322016716,0.000221723107383309,-0.565630911479977,-0.000371859131647397,0.0884010904650671,1.9265690729885e-05,-0.00255592887790881,0.000994712332754749,0.000901448194544885,-0.00693770328969354,0.000216076129406604,6.51929203637796e-05,-0.0204238552153601,0.000139306046960348,-0.000539934121440596,0.000320515581504973,7.12758329838715e-05,2.05304626164384e-05,0.125656404495041,-3.30908457107547e-05,-5.74778466642229e-05,7.38818800511541e-05,1.49330180864414e-05,1.15214550406006e-05,3.64629319398156e-07,3.43423358545375e-05,-0.000834770659874383,-7.07647512151712e-06,-6.24967321690529e-06,0.000676211333947997,0.197561615284854,5.98126477315264e-07,1.12647192195682e-07,-7.20778378686462e-05,-9.46619096622425e-08,1.13586107274195e-07,8.22302335862441e-07,1.28806384064627e-16,4.24898434204042e-08,-0.000407381541282392,1.86850142893354e-15,-1.83637810563805e-07,7.44207258705246e-16,0.0305692851353763,2.41974987657482e-15,4.07378554440739e-16,-4.28160840062661e-06,-2.59400800508823e-08,7.17353238846986e-07,0.70710678118655,-1.42441421912073e-06,-8.13208049901295e-14,-1.95837232238243e-15,6.00658387785799e-15,-4.10139052976308e-15,8.85056667319182e-16,2.95069743824163e-15,2.80552793430541e-06,3.53979584773928e-16,1.8758385456158e-16,2.49827034023655e-16,-1.52798717748097e-05,2.38994244829179e-16,-1.30535821340926e-16,1.73001880547303e-16,-4.07568606305924e-16,3.54537087768796e-16,-1.45161057369655e-16,4.18685792017268e-16,5.47440478810158e-16,-4.31654297051952e-16,-3.03898589613736e-16,1.56493575572956e-16,-3.3924662721881e-17,8.45516018803945e-17
"t86",-0.160592476448175,-0.0124596810394169,0.0174269725314511,0.133159274887342,-0.166218070010867,-0.000359626798788593,0.00128773626952799,-0.0136161279752869,3.18222617982679e-05,-2.53527037982412e-05,0.382622198328932,0.015356617931206,-0.00210183446216956,0.000786799987299441,-0.000205374066177945,-0.0015633717427368,0.000359175585043524,0.000850129390913478,-0.0398947101337121,-4.40342011424132e-05,0.0016884620831683,0.40745190358018,0.0204347466888736,-0.041624936248565,0.00100264727054881,-0.000731889694792653,4.7928941984963e-06,0.000887202910392376,2.34986676237227e-06,-0.000340292775609933,0.000184333152253006,0.000192362349952185,-0.0218620819181454,0.00324922744261142,-2.14659063831588e-05,-0.00103203570841165,1.01650948150381e-05,-4.88945021229494e-05,2.66090085123691e-05,5.42933970172285e-06,1.00513231379343e-06,0.00355022729206067,8.12714011582638e-07,2.61289776929576e-06,-6.25463583885327e-06,-1.45619828455699e-06,-6.18681804807322e-06,-4.64992983749834e-07,-5.62041759009932e-05,0.00149137235086409,1.51276306324701e-05,5.71594201654845e-05,-0.0268009848823715,-0.000381087445556261,1.00532110436996e-05,2.73055902840916e-06,-0.316957689896929,8.91858929849921e-05,0.00012041320002512,-0.000459992428741103,8.8297109028433e-16,-3.93811832590425e-07,0.00310543996717938,-3.91473791656954e-16,2.4517033410123e-07,-1.79388270162011e-16,-5.50650937873598e-06,-7.45848415415415e-19,5.57597243132913e-16,-1.93440213662834e-06,-4.73714383588249e-09,1.88924118791383e-07,4.85775399503113e-16,-4.62136538422749e-07,-6.40455910033709e-17,6.27166825017034e-16,-1.45864252715094e-16,-1.43912377748283e-16,1.24547254439793e-15,-7.35041332201216e-16,1.37523358756386e-06,-6.18379882377262e-16,1.05912006628462e-16,2.99776431207492e-15,-8.85649042423942e-06,9.0892884904857e-15,-8.43797686773569e-15,4.9718161671763e-14,0.707106781186548,1.19458022090006e-15,-3.42863680895636e-15,-1.14374885048456e-15,1.34935918669224e-15,-2.32065345595768e-15,1.27782924979674e-15,-7.54783882245593e-16,1.59062929793234e-16,3.53836663664494e-16
