"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94","V_95","V_96","V_97"
"t13",-0.132910110968696,-0.00072680186722319,0.119857482711389,-0.291989129145393,-0.00131079677397678,0.00625558792411066,-0.00249854429387405,0.0250060243633218,-0.00998340739878781,0.000378626355834151,-0.00429238767359443,7.55076864962551e-05,-0.000432834007796498,0.000140973179351137,-3.03504957987701e-05,0.000165550142016717,-2.19756087291159e-05,0.00113366957613272,-0.0573122160786883,0.14844610114121,-2.84715415423951e-05,0.000134776233739043,-7.36333792856154e-05,0.000134347409111787,-0.000151826220704314,0.000109530281904315,-0.000526453489786926,2.72060739316662e-05,-1.59847708604897e-05,-0.000940507156279283,-0.00359206495590967,0.0238997826628499,0.00619892558104001,-0.0142627636274033,-0.900957811874483,0.1510122304031,0.000598169631413095,-0.00139807376127458,-0.002593196272845,0.0329387952781537,4.89206387488746e-05,-0.00856697653435665,0.0841629483262968,-0.000622212527975565,-0.000139207451116765,-6.50271102112027e-05,-1.62382907336059e-16,0.0034996260136892,3.49403191005475e-06,6.65991105316534e-06,-0.000553860025539024,-2.18125539569779e-06,-5.84265383246067e-06,-1.3086649420093e-05,0.0526599787351111,6.69111630768247e-05,2.41874324025506e-16,-3.12996279191904e-05,-7.90832427821412e-17,-3.02888594129026e-06,2.2928115367786e-05,-7.16903374693015e-06,-4.21936828146165e-06,-9.33370822570148e-17,8.01855971404945e-05,-6.71768600669957e-05,-1.91650633848898e-16,-4.05826522351365e-06,-9.6526297365286e-18,-1.15376846237179e-17,-1.28322550670466e-16,-2.47600108835502e-17,-1.96680282789542e-07,-1.77399983877284e-17,7.89535162890585e-18,5.41946092355359e-18,3.23086579411368e-05,-1.45544729886898e-16,-4.70355305328264e-05,6.97668529524108e-05,-2.38043872758903e-17,-2.62050355210925e-06,3.48694300696003e-05,1.9663024724355e-19,-3.20601819366442e-18,5.78148623945378e-17,-2.71812098817404e-17,-1.5053111722602e-17,2.29384781872422e-16,1.58291506623022e-15,-2.95410750134908e-17,3.65772735677802e-17,1.44483136782381e-17,1.7297805088166e-17,-2.79208629185967e-18,2.871072100166e-17,2.81013907606096e-17
"t92",-0.134516507298622,-0.000748078199655525,0.123806401134756,-0.304736854788556,-0.00137528318099749,0.0067612922620231,-0.00279275760648493,0.0283208561297,-0.0115324625730333,0.000448126538199593,-0.00521354377831811,9.26490792118649e-05,-0.00055596681730128,0.000194214207248584,-6.97688406106895e-05,0.000322959890253855,-4.52987762396256e-05,0.00261588638754615,-0.189683671982557,0.516975941799436,-0.000648109076288209,0.0134484210701879,0.000931605306312709,-0.00154495323705493,0.00116942832538022,-0.000297344311658283,0.000559212024163996,-2.42130609658234e-05,8.81552138409864e-06,0.000325054083987102,0.00118751651784704,-0.00748891322404236,-0.00191475405688857,0.00412894094317858,0.239004748669468,-0.0398661634205883,-0.000126614139342041,0.000280504841929209,0.00014582449072866,-0.00125340853566016,2.7486749093605e-08,-0.000312970008152011,0.00499897347880659,-6.59791241543786e-05,-1.60871229587246e-05,-9.20953356559129e-06,5.42686437337377e-18,0.000633991784455344,6.35321125754396e-07,1.47466705445516e-06,-0.000138387040739103,-5.70047383957933e-07,-1.55335462654465e-06,-3.49797539988896e-06,0.0153134806398162,1.85975871111914e-05,3.99773881421079e-18,-1.00380510986788e-05,-2.12023046060297e-16,-9.98589003925031e-07,8.03134585494007e-06,-2.72979637796882e-06,-1.69538941540243e-06,5.41100173362898e-16,3.25456697164767e-05,-2.7501383621837e-05,2.91008714133976e-16,-1.67976378920456e-06,-6.11396633379403e-17,1.40250238310765e-17,-2.82484891526767e-16,-2.0529013653187e-16,-8.59327714889585e-08,9.71653975946272e-17,1.52050056980992e-16,2.01702257050185e-16,1.43575842302207e-05,4.34335098883024e-17,-2.1351386512978e-05,3.16861528383657e-05,1.10297281821136e-16,-1.2237548568146e-06,1.65015271264959e-05,3.0693328127198e-16,-1.85259050183592e-16,-8.88450163939894e-16,1.56168440350143e-15,3.236539295178e-15,3.84839888581063e-15,0.707106781186547,5.25408442808492e-14,5.64179119466776e-15,4.33270782970081e-15,-5.80221683711218e-15,-1.35216390261082e-16,7.07712912772258e-16,4.23957390679802e-16
"t93",-0.134516507298622,-0.000748078199655543,0.123806401134755,-0.304736854788557,-0.00137528318099739,0.00676129226202329,-0.00279275760648495,0.0283208561296999,-0.0115324625730334,0.000448126538199552,-0.00521354377831815,9.26490792119142e-05,-0.000555966817301282,0.00019421420724845,-6.97688406107008e-05,0.000322959890253827,-4.529877623964e-05,0.00261588638754617,-0.189683671982556,0.516975941799436,-0.000648109076287872,0.0134484210701878,0.000931605306313198,-0.00154495323705497,0.00116942832538021,-0.000297344311658356,0.000559212024163971,-2.42130609656132e-05,8.81552138431448e-06,0.000325054083986951,0.001187516517847,-0.00748891322404267,-0.00191475405688817,0.00412894094317867,0.239004748669467,-0.0398661634205885,-0.000126614139342021,0.000280504841928756,0.000145824490728549,-0.00125340853565985,2.74867490148106e-08,-0.000312970008151799,0.00499897347880692,-6.59791241543805e-05,-1.60871229582775e-05,-9.2095335660128e-06,8.12194222321227e-17,0.000633991784455297,6.35321125918358e-07,1.47466705438855e-06,-0.000138387040740776,-5.7004738406436e-07,-1.55335462683563e-06,-3.49797540000943e-06,0.0153134806398151,1.85975871112093e-05,2.59862224343468e-17,-1.00380510986602e-05,2.11087991589119e-16,-9.98589003812365e-07,8.03134585486571e-06,-2.7297963783549e-06,-1.69538941498066e-06,-5.40896444141176e-16,3.2545669716466e-05,-2.75013836217694e-05,3.50734333050519e-16,-1.67976379017416e-06,1.4870681127148e-16,4.02686206107771e-18,2.70961483342294e-16,2.51969060191187e-16,-8.59327712838634e-08,-1.04735585538175e-16,-6.36727126805115e-17,7.83090764848262e-18,1.43575842301356e-05,-1.63731294092888e-16,-2.13513865102125e-05,3.1686152838448e-05,-4.57285958080412e-17,-1.22375485700856e-06,1.65015271257108e-05,-3.7672147470764e-16,1.55514939274874e-16,1.11676870536805e-15,-1.66417316297602e-15,-3.37944612485102e-15,-4.18493059893873e-15,-0.707106781186547,-5.24579054285509e-14,-5.64488440873483e-15,-4.4091599664284e-15,6.31464677134272e-15,1.33714144408773e-16,-7.60250285991247e-16,-3.70398262572967e-16
"t102",-0.136509036080831,-0.000775315312087781,0.128895922047339,-0.321493934543021,-0.00146092158798399,0.00747334852055721,-0.00323648678380173,0.0334607092039473,-0.0140385833651935,0.00056676908582027,-0.00688187583680156,0.000124442141519363,-0.000811249132012875,0.000327030485612102,-0.000554182161023221,-0.00104236328591019,0.000115906977717977,-0.00438102793651702,0.123491363277544,-0.304177470116133,4.22077691955448e-05,-0.000379879373812467,4.68300026809139e-05,-8.68622888992271e-05,0.000100733902257196,-6.04787642895873e-05,0.000189126937510955,-8.79212634605686e-06,3.75469033626177e-06,0.000155656210636658,0.000574069921466492,-0.00366061551283723,-0.0009386599084703,0.00205016800058747,0.120638157973037,-0.0201403660392233,-6.64064263500731e-05,0.000148342061732393,8.75151760033571e-05,-0.000766920653105421,1.75952152654963e-08,-0.000210326860680698,0.00348068810187691,-5.0205691034638e-05,-1.25130074424636e-05,-7.68333218481814e-06,-1.94673842005906e-16,0.00061526614503811,6.18587283046165e-07,1.90106971498818e-06,-0.0002827003601129,-1.72765618160009e-06,-5.9867783396715e-06,-1.47756242167847e-05,0.476411914865233,-0.000136359684040717,1.71221440294595e-15,3.08749421119816e-06,-3.31813531788048e-16,1.52751746297554e-07,5.19531898778471e-07,-6.45630258324673e-07,-5.26215242472202e-07,-3.88057938732811e-16,1.04884794092089e-05,-9.13143382108109e-06,-1.8223601633214e-15,-5.77872537187765e-07,1.18831132918537e-16,-2.12897623644515e-16,-5.68450516656526e-18,-3.68196691058697e-16,-3.40681177578756e-08,7.26551833867469e-17,-1.90268564784356e-16,-7.10195407369855e-16,5.90200961079367e-06,-9.48750649372163e-17,-9.14793291044084e-06,1.35885841351572e-05,-1.12150462182964e-16,-5.5090906140106e-07,7.58884994873968e-06,2.70210597507477e-16,1.54317114556385e-16,-2.85123394439093e-16,-3.97955354696278e-16,7.55298943477194e-16,8.65651396821963e-16,5.8777322376569e-15,-1.45106259667825e-15,-8.77664783995364e-16,-5.85746020869646e-16,0.707106781186547,6.36592735026441e-18,-4.40554407721107e-17,-9.85167898225794e-17
"t103",-0.136509036080831,-0.000775315312087712,0.128895922047339,-0.321493934543021,-0.00146092158798408,0.00747334852055714,-0.00323648678380181,0.0334607092039474,-0.0140385833651933,0.000566769085820321,-0.00688187583680168,0.00012444214151914,-0.000811249132012797,0.000327030485612176,-0.000554182161023281,-0.00104236328590979,0.000115906977717892,-0.00438102793651695,0.123491363277543,-0.304177470116132,4.2207769195621e-05,-0.000379879373812405,4.68300026807495e-05,-8.68622888993193e-05,0.000100733902256995,-6.04787642898171e-05,0.000189126937510972,-8.79212634596954e-06,3.75469033631414e-06,0.000155656210636657,0.000574069921466583,-0.00366061551283698,-0.000938659908470664,0.00205016800058745,0.120638157973037,-0.0201403660392235,-6.64064263503353e-05,0.000148342061732177,8.75151760032847e-05,-0.000766920653105491,1.75952152106594e-08,-0.000210326860680881,0.00348068810187664,-5.02056910347296e-05,-1.25130074424826e-05,-7.68333218471565e-06,-1.06594552082998e-16,0.000615266145038184,6.18587283481256e-07,1.90106971507627e-06,-0.000282700360113321,-1.72765618188947e-06,-5.98677833993562e-06,-1.47756242169749e-05,0.476411914865233,-0.000136359684040384,1.84780571419851e-15,3.08749421156305e-06,-2.19350891795941e-16,1.52751746223067e-07,5.19531898431403e-07,-6.4563025840315e-07,-5.2621524260054e-07,-2.18197845164156e-16,1.04884794098521e-05,-9.13143382097129e-06,-1.64472039134454e-15,-5.7787253786476e-07,1.15342157541093e-17,1.86105355846921e-16,-1.30447787349735e-16,3.03209621242493e-16,-3.4068117310924e-08,2.8840229965077e-17,1.85265457182331e-16,6.80025454661326e-16,5.90200961005874e-06,5.57861065750573e-18,-9.14793291045679e-06,1.35885841351971e-05,7.27189940689937e-17,-5.50909061592398e-07,7.58884994833012e-06,-3.52579199015336e-16,-2.14175304928013e-16,1.57603823371803e-16,-9.67503130582007e-16,-8.21670863811259e-16,-7.18756729882545e-16,-6.03992596743091e-15,1.35323694827788e-15,9.03251101879656e-16,4.87757230189563e-16,-0.707106781186548,-6.29112924114329e-17,2.60607576044894e-17,1.69590351022154e-16
"t51",-0.136032722955351,-0.000768930585656191,0.127707788153743,-0.317628415151819,-0.00144128668043547,0.00731555200885481,-0.00314181891145443,0.0323801962849836,-0.013523200985226,0.000543014885903849,-0.00655714253422901,0.00011832138245346,-0.000764440382860178,0.000304368822902323,-0.000493809857335228,-0.000907225673821906,0.00010054461565353,-0.00377215373255144,0.104011582482865,-0.255531472943139,3.40420269264996e-05,-0.000304742927492685,3.7055184867787e-05,-6.8649544653942e-05,7.9105912041241e-05,-4.59391837764989e-05,0.000134384405736199,-6.13552743350454e-06,2.47270450937303e-06,9.58435526648534e-05,0.000351094051389842,-0.0022204802026184,-0.000568123687357232,0.00122850069834499,0.0713153264530175,-0.0118969992253492,-3.7903175763888e-05,8.3973996038568e-05,4.20718780602773e-05,-0.000356929614103635,7.52092935600915e-09,-8.0654663820688e-05,0.00121730208808703,-1.30901046515069e-05,-2.97909434407467e-06,-1.2689862770423e-06,-5.03201956182098e-17,6.11126303072486e-06,4.11187555105896e-09,-4.76773633663227e-07,0.000159949279185241,1.29132878365388e-06,4.96091393531903e-06,1.26320831108211e-05,-0.520947562761481,0.000176185047897506,-1.62432935332401e-15,-1.56365742910116e-05,3.52252757007581e-16,-1.38797795658064e-06,9.31944875431445e-06,-2.70674398615182e-06,-1.57031368408459e-06,2.67035508741818e-15,2.98235887354868e-05,-2.49828383928791e-05,-0.707106781186546,-1.50992598771069e-06,4.41034659574603e-14,1.77365214826538e-15,9.74740634896615e-16,5.45859178151596e-16,-7.39403074279852e-08,-2.76507944199389e-16,7.5642596436177e-16,5.67250314461927e-16,1.22157053435052e-05,8.85647236815635e-18,-1.79374994466311e-05,2.66122853233646e-05,5.97700766448498e-16,-1.01318607442434e-06,1.35801910288407e-05,-3.32975477502733e-16,-8.61256114311044e-17,-4.82590541266892e-17,8.40612300738741e-16,1.30450269475974e-17,-1.14231070263048e-16,5.53285848049374e-16,-1.2682425060796e-16,-1.66962723437441e-16,-3.46103213828638e-17,-7.22807907046533e-17,-1.45736033136615e-16,1.1868173141789e-16,1.07860072983575e-16
"t52",-0.136032722955351,-0.000768930585656413,0.127707788153743,-0.317628415151819,-0.00144128668043535,0.00731555200885489,-0.00314181891145441,0.0323801962849836,-0.0135232009852265,0.000543014885903855,-0.00655714253422906,0.000118321382453634,-0.000764440382860286,0.000304368822902238,-0.00049380985733519,-0.000907225673821742,0.000100544615653516,-0.00377215373255145,0.104011582482865,-0.25553147294314,3.40420269263454e-05,-0.000304742927492543,3.70551848674502e-05,-6.8649544654135e-05,7.91059120417027e-05,-4.59391837762002e-05,0.000134384405736093,-6.13552743372205e-06,2.47270450914093e-06,9.58435526647898e-05,0.000351094051389854,-0.00222048020261863,-0.000568123687357188,0.00122850069834493,0.0713153264530173,-0.0118969992253487,-3.79031757639056e-05,8.39739960377733e-05,4.20718780605304e-05,-0.000356929614103215,7.52092917249438e-09,-8.06546638207669e-05,0.00121730208808739,-1.30901046516864e-05,-2.9790943438239e-06,-1.268986277616e-06,4.41662295790471e-16,6.11126303158875e-06,4.11187591942978e-09,-4.76773633161537e-07,0.000159949279185323,1.29132878343146e-06,4.96091393572734e-06,1.26320831097379e-05,-0.520947562761476,0.000176185047898235,-2.32340344618972e-15,-1.56365742916376e-05,3.37461601472271e-16,-1.38797795711799e-06,9.31944875410646e-06,-2.70674398654597e-06,-1.57031368448354e-06,-1.60399424663658e-15,2.98235887574996e-05,-2.49828384194819e-05,0.70710678118655,-1.5099262051462e-06,-4.42500131898763e-14,-1.73770180775372e-15,-1.16985600127228e-15,-4.34639641544623e-16,-7.39403025890071e-08,2.68207346557078e-16,-7.1578326230794e-16,-3.56573580444604e-16,1.22157053414536e-05,-2.66651478907764e-16,-1.7937499445404e-05,2.66122853231127e-05,-5.75377569394768e-16,-1.01318607464504e-06,1.35801910286996e-05,3.24047826063233e-16,1.33146572025947e-16,1.0816642019184e-16,6.33225800160355e-16,-1.23813803126023e-17,-2.65196763807484e-16,7.60942219341715e-16,3.30496121072982e-16,1.85872065459272e-16,7.6344606593135e-17,2.25255652860382e-17,1.09668801264175e-16,-2.2819467328669e-16,-1.16163804578974e-16
"t75",-0.186191998001399,0.00361344878621583,-0.185529821257351,0.0461998719011568,-5.65866435209561e-05,0.00285523456601555,-0.00171731972671041,0.0197034645995684,-0.00996645947936295,0.000604291171866443,-0.217332362670053,-0.000204569980276521,-1.03140807532712e-05,6.62608800136562e-05,-0.000144977086968547,-0.000224181869492069,2.37071766946772e-05,-0.000771874698724289,0.00358804628467643,-0.000340459286082284,-0.000150394985102187,0.00399395259882011,0.302325222024949,0.00336279376211083,-0.000272675965032303,-2.49141451655021e-05,7.65863272808028e-05,-3.34363366019795e-06,1.07937058920544e-06,2.19473066922736e-05,7.04250403752198e-05,-0.000363365279624322,-8.70493737910701e-05,0.000126640371905555,0.00192171849280004,-0.000266436822752122,8.60391511426189e-06,-2.53756319247509e-05,-0.000395370102982017,0.0202243618361023,1.11593162616267e-08,-0.000437430412023668,0.00595836270518325,-6.75381014250887e-05,-1.63003286846092e-05,-9.38744080490847e-06,2.04198739493134e-16,0.000736560378085175,7.41114886729743e-07,2.84195209693619e-06,-0.293670537211481,1.65462609260182e-06,2.9939226465258e-06,6.02730393607035e-06,-0.000117773520252308,-1.73739129136699e-05,-2.94784877174091e-16,9.23702208275506e-07,3.39322596258113e-16,3.38492027265221e-08,4.48637514394942e-07,-3.40887776075352e-07,-2.39653474644334e-07,-5.398208453763e-16,0.00011750604563045,-3.82392840721814e-06,-3.52991452039397e-16,-5.74497669663531e-06,3.51240119568496e-16,3.59634536123392e-16,2.26062314466215e-15,-4.64858956269567e-16,-2.39512745641849e-09,-2.48153855232339e-17,-2.23204245155809e-16,-8.90536081055752e-16,-2.12550150659767e-06,5.66182809623338e-15,0.832279999906099,0.000558436797940425,3.73769347571094e-16,-7.3022087699747e-07,0.00189687280033718,-4.35068183490457e-17,1.05347182206517e-15,-5.3313762811997e-16,-1.51745646248607e-16,5.12754712327945e-16,-6.42748401396442e-16,2.49676627965598e-15,4.14854962902879e-16,-1.87988597519076e-16,-1.59594019232152e-16,-2.61982667377548e-16,-1.70255660817869e-16,3.15278109601806e-17,1.66378136840631e-16
"t86",-0.186349956918651,0.00362065394877393,-0.185943561046546,0.0463339342688941,-5.67699655462661e-05,0.00286967067220974,-0.00172926459593929,0.0198543729935816,-0.010052915046906,0.000610249387754381,-0.219734240621403,-0.000206922631118374,-1.04522433615473e-05,6.7316660946946e-05,-0.000148493682935144,-0.00023054793788506,2.43938577946399e-05,-0.000795200588832641,0.00370933915078212,-0.000352108222827906,-0.000156463740352342,0.00415818834210255,0.315338586798851,0.00350809586643043,-0.000284695918968664,-2.61210280327674e-05,8.09001657818605e-05,-3.5385085996037e-06,1.14857570579453e-06,2.34865748966689e-05,7.54041050771278e-05,-0.000389301353844847,-9.32784259498986e-05,0.000135804958554253,0.0020628497388179,-0.000286019708647635,9.25868014133724e-06,-2.73220399068218e-05,-0.00042979796611077,0.0220208779247453,1.21974929067931e-08,-0.000480155606229254,0.00656063602485157,-7.49322589965325e-05,-1.81177160708695e-05,-1.04919701982186e-05,-2.20156866392754e-16,0.000831858948788351,8.37172978590711e-07,3.25588776124353e-06,-0.340989533458618,1.9334662714225e-06,3.50748075300518e-06,7.06685394465689e-06,-0.000139008893757231,-2.06054224571543e-05,-5.07854135658257e-16,1.14035122124244e-06,5.72460086928021e-16,4.23242575385145e-08,5.82744146863693e-07,-4.88904141677637e-07,-3.97226204093701e-07,-5.66617639836555e-16,0.000203706311786056,-6.9445504529767e-06,4.47996504384792e-17,-1.12413784457466e-05,1.15064224498751e-17,3.60372934949535e-17,-1.9804427434673e-16,-2.91478288196815e-16,-3.09231582014103e-08,1.69191237317322e-16,-9.17568355359883e-17,2.61330737171664e-16,6.53035800318293e-06,-3.07176356004737e-15,-0.391476433257051,-0.000249989181073056,-2.17211909054842e-15,-1.68117300866803e-07,0.000715927917611786,-2.4939381849638e-15,-5.4469020177544e-16,5.65319174941534e-16,-0.707106781186548,-2.17667450324091e-15,-7.73134192023026e-16,1.83002736206963e-15,5.73136738095212e-16,-1.29440468769375e-15,-4.09429005762983e-16,1.93719928920437e-16,8.3512735890356e-17,4.18246152521681e-16,-1.18504450730973e-16
"t87",-0.186349956918651,0.00362065394877393,-0.185943561046546,0.0463339342688941,-5.67699655465992e-05,0.00286967067220964,-0.00172926459593938,0.0198543729935817,-0.0100529150469056,0.000610249387754228,-0.219734240621403,-0.000206922631118439,-1.04522433614779e-05,6.73166609469582e-05,-0.000148493682935071,-0.000230547937885077,2.43938577946817e-05,-0.000795200588832812,0.00370933915078241,-0.000352108222827708,-0.000156463740352384,0.00415818834210247,0.315338586798851,0.00350809586643056,-0.000284695918968604,-2.61210280323737e-05,8.09001657817465e-05,-3.53850859970995e-06,1.14857570605829e-06,2.34865748970493e-05,7.54041050769409e-05,-0.000389301353844768,-9.32784259499823e-05,0.000135804958554241,0.00206284973881809,-0.00028601970864734,9.25868014138565e-06,-2.73220399067668e-05,-0.000429797966110861,0.0220208779247462,1.21974922554315e-08,-0.000480155606229035,0.00656063602485196,-7.49322589963745e-05,-1.81177160710273e-05,-1.04919701984295e-05,3.62837625810507e-16,0.000831858948787813,8.37172978508859e-07,3.25588776132427e-06,-0.340989533458618,1.93346627179187e-06,3.50748075291439e-06,7.06685394456903e-06,-0.000139008893755677,-2.0605422457296e-05,-4.869922261464e-16,1.14035122099392e-06,2.24838344998942e-16,4.23242571829267e-08,5.82744147191813e-07,-4.88904141603613e-07,-3.97226204232012e-07,3.56686571497268e-16,0.0002037063117853,-6.94455045303867e-06,9.43427038221841e-16,-1.12413784459718e-05,-1.94217780436861e-16,1.42190016467061e-17,-1.8735687916523e-15,1.02558591806657e-15,-3.0923158528766e-08,5.94931420210831e-17,1.0203232896844e-16,1.05567839189833e-15,6.53035800309446e-06,-2.48751438106961e-15,-0.39147643325705,-0.000249989181073822,1.81937454380012e-15,-1.68117301617813e-07,0.000715927917611289,2.51228840546169e-15,-3.76946919440794e-16,3.80456813170709e-17,0.707106781186547,1.97346499946554e-15,1.62580122546093e-15,-1.7826511518777e-15,-1.03651660640227e-15,1.5835770998287e-15,4.12671345568158e-16,1.76247467619475e-16,-1.04329062051537e-16,-2.95217786136907e-16,-2.8182620950521e-17
