,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
t1,10.767589,4.84085,5.6962214,7.5607634,5.739743,5.5129614,7.034349,3.2212064,8.427892,6.2768264,3.6465638,1.8716667,4.0618744,4.59,5.680044,5.2565885,8.6492605,6.7314515,4.8339324,5.9744053,2.6144521
t2,10.734739,4.898274,5.7228203,7.632296,5.7989016,5.45915,7.060582,3.154252,8.507793,6.3190036,3.7231658,1.8198137,3.993823,4.511008,5.61647,5.195447,8.715253,6.672119,4.9058084,5.9065924,2.5356917
t3,10.746293,4.897187,5.7108946,7.6014185,5.7680473,5.494184,7.036759,3.187796,8.4700575,6.2984357,3.6882026,1.8485678,4.029743,4.5610986,5.6422896,5.2331233,8.672363,6.6773953,4.9224825,5.937076,2.5890234
t4,10.70767,4.850462,5.7617517,7.620135,5.7831926,5.4867835,7.0371885,3.156079,8.494951,6.349004,3.7061317,1.8295848,4.0509186,4.557961,5.625188,5.2226396,8.677844,6.720955,4.887162,5.907423,2.5977368
t5,10.665108,4.8907757,5.7599874,7.6505594,5.814148,5.447334,7.073031,3.191664,8.476742,6.3372355,3.714284,1.7914195,4.0446396,4.547654,5.600899,5.199667,8.69218,6.7105613,4.837544,5.8869452,2.5922668
t6,10.683817,4.9897914,5.6937747,7.613604,5.813837,5.404572,7.093194,3.2472956,8.422823,6.2783556,3.6637466,1.7728657,3.9737082,4.486217,5.63466,5.19032,8.710976,6.6029034,4.8634477,5.918484,2.5421412
t7,10.717361,4.8678694,5.73644,7.60791,5.7765527,5.4813237,7.0468054,3.1972854,8.459653,6.314759,3.6840012,1.8324541,4.055664,4.564705,5.639548,5.2290025,8.6709175,6.713412,4.850112,5.926931,2.6047785
t8,11.373324,5.6421323,4.6789947,7.097536,5.4992514,5.671496,7.0267987,3.9084148,7.784553,5.381614,3.1014786,2.164175,3.7151456,4.4209557,6.0795217,5.4069614,8.589879,5.907578,5.1329136,6.573931,2.4495516
t9,11.384987,5.674472,4.6685133,7.054568,5.461532,5.703288,6.9935794,3.8971684,7.8195243,5.350776,3.107543,2.199765,3.7504768,4.460737,6.1198764,5.4353595,8.55939,5.8704233,5.1254125,6.603339,2.4639153
t10,11.354569,5.715854,4.6183887,7.00563,5.4391747,5.7500577,6.950086,3.84651,7.887351,5.3223815,3.0756342,2.2427227,3.8010495,4.5338855,6.1566277,5.463504,8.496107,5.8234544,5.119543,6.636345,2.4842904
