,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
t1,0.085914314,1.4033678,4.024924,-0.004697325,1.1957294,2.634457,6.154,1.9157333,-0.0015629604,2.745426,3.0431104,0.12545966,0.24435544,7.218297,0.74375445,-0.0056533725,6.385178,-0.0022491505,5.8957477,-0.036034193,-0.20486441
t2,0.23136048,1.5372669,4.600196,-0.002599833,1.8823763,3.1124208,6.989933,1.9194663,0.40693218,4.1008615,3.716786,0.15722036,0.2782173,9.315336,0.6599518,-0.034140866,7.4987726,-0.0010652549,7.5991817,-0.065942585,-0.27081424
t3,0.40285936,1.8172877,5.4020953,0.3958753,2.7556589,3.5859241,8.296923,1.6759139,1.8817753,6.022802,4.284474,0.19249634,0.28606892,12.378562,0.46564382,-0.073490754,8.86615,0.25235498,9.845535,-0.10168088,-0.3543552
t4,0.23141009,1.5782357,4.137266,-0.0039766664,1.5435086,3.084031,6.250227,1.7316784,0.5916514,3.7901375,3.3460886,0.15799966,0.25658065,8.621485,0.7407811,-0.041224655,7.213438,-0.0012806017,6.7618794,-0.023928644,-0.25672486
t5,0.12571144,2.7515895,5.041962,-0.010364306,1.3713295,3.250616,6.6919274,2.2358842,0.5330096,3.2963622,1.8337806,0.20134327,0.35340402,11.171365,1.1845523,0.84462476,9.076297,-0.002839757,5.6689725,0.95759964,-0.1147462
t6,0.2511795,2.6872642,5.326001,-0.0065008397,1.7761542,3.3229883,7.1616507,2.122217,1.3923963,4.181661,2.1014242,0.20700109,0.3258701,12.186652,0.7669726,0.3594667,9.260323,-0.001604614,6.8549895,1.0349067,-0.1488648
t7,0.22428107,2.738373,4.940248,-0.010430583,1.2267915,3.2264535,6.4416842,2.1898715,1.1597569,3.3754787,1.7311275,0.20597121,0.32162827,11.0187025,1.1519455,0.8305,8.647835,-0.002031081,5.9091363,1.1936638,-0.11438227
t8,0.8634808,-0.03724006,4.7130604,3.1262002,6.8696456,3.6040654,12.279033,-0.069570646,4.0970817,12.694827,7.7512655,0.16232398,0.20537789,16.625582,-0.3959777,-0.51566935,7.0152955,3.7561526,16.193182,-0.5593871,-0.70668983
t9,0.9341842,-0.044097103,4.4570236,3.6104162,7.4957275,3.4822278,12.575106,-0.091200925,3.9739826,13.111699,7.9158354,0.15294668,0.22109672,17.018513,-0.44452846,-0.5702177,6.5301704,4.1537194,16.56333,-0.6418155,-0.74721205
t10,0.8689609,-0.068352535,2.807079,3.9043636,6.808556,2.5140746,10.5258665,-0.13335705,2.7302842,11.2940445,6.8465266,0.100595124,0.19928214,13.430481,-0.43148345,-0.57810926,4.165012,4.092153,13.56905,-0.69127357,-0.70327526
t11,0.58172536,-0.09093193,2.0494711,1.8583013,2.423334,2.985841,8.242596,-0.14626072,2.6878858,9.73156,7.9129024,0.15396357,0.1636269,8.963741,-0.29627493,-0.3536392,5.66805,1.1596534,11.607369,-0.4525603,-0.6105096
t12,3.9255617,6.3602424,7.594506,-0.051439513,-0.1841814,6.264015,7.6384416,7.629646,-0.009736242,0.009062778,-0.090989605,0.4473512,0.7845352,12.437662,4.810107,7.7314887,15.9756155,-0.015989225,0.13508411,6.744884,3.8717542
