"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94","V_95","V_96","V_97","V_98","V_99","V_100","V_101","V_102","V_103","V_104","V_105","V_106","V_107","V_108","V_109","V_110","V_111","V_112","V_113","V_114","V_115","V_116","V_117","V_118","V_119","V_120","V_121","V_122","V_123","V_124","V_125","V_126","V_127","V_128","V_129","V_130","V_131"
"t1",-0.090673263771706,0.162990025790757,-0.0123079959888083,0.020775779163037,-0.056593040938697,0.119521249734663,-0.0100232626914663,0.000176866654512583,-0.0160466770186775,-0.000817274334999718,0.0011241059713007,-0.00444317886471914,9.21558697395214e-18,0.000109067216267431,-0.00336543141392014,0.0160620911315749,-6.72700301576635e-16,-0.0160296567434465,0.298373266807547,-0.0356167167600576,0.114063472194949,-0.0306811704246722,0.0316451461955162,1.16664147343501e-05,-7.30848288393003e-16,-3.27154117857393e-15,-0.267613785658725,0.00244177144563051,2.29452148567683e-05,-0.00552505844318561,0.00071678715614171,-2.91720539777865e-15,0.112147605046983,-0.00166115036750367,0.00750641867512484,-0.0299119718126664,0.00166734787613672,-0.0335329993606563,0.00194538157934162,-1.64141076138795e-15,-0.0579655145484172,0.0285990204248403,-0.0160347915483743,6.33790298192486e-05,-0.0620799472583024,0.498167910278234,-0.129270205693542,0.00456531342349596,-0.0611139244671831,-9.16516531269023e-05,-0.0211722817323674,0.0551823065877901,0.0548250959778627,-8.26162055433954e-17,-0.0106315075612923,0.00569695064686647,2.07461914528268e-16,0.000859973791031241,2.93158472467373e-06,-0.213202908317049,0.00198604835134709,5.6863003257647e-05,-0.000960549136889536,-0.00252996625280531,-0.00807020040064067,0.0025606286693658,0.00193741736092844,0.0548948237455453,-0.000878182310227781,-0.00264136974925159,-0.00381170042794357,-0.000580689458817831,-0.000137312665637299,0.465414551914915,9.51729562562631e-14,7.18474665440697e-17,-0.0593978215649285,0.28282216942035,0.00176635632335637,-0.0559458819480338,-0.00176870197535984,-6.00861798219531e-08,-1.11831505406381e-06,-0.000236446600003122,-0.00059531820696278,0.0151838780927434,3.89681673176649e-05,1.42300978279336e-14,-0.00906959731888322,-1.25098629818013e-15,-1.26054141946982e-05,-0.000104666149922765,0.273577592030374,1.3371634702256e-05,-0.191111287089902,2.72893686814601e-16,2.63786388565723e-16,-4.31946145518225e-16,5.48335248734544e-17,-1.54163384532072e-16,2.73557760645249e-17,1.04151171194389e-16,2.44162329243736e-16,4.06169238867382e-17,-8.90129983610599e-17,-8.22773923644937e-17,1.34020941046364e-16,-5.88450729116508e-17,-4.77048955893622e-18,4.23787524170272e-17,-1.82932011552617e-16,-4.15012262836717e-17,-1.19587499625151e-16,-2.42210765333262e-16,-5.32614317233504e-17,1.72008674664825e-16,-1.49321744205566e-16,-2.52741078933527e-16,7.81032140004245e-17,-3.71542422568927e-15,-6.4401609045639e-17,4.66206934168767e-18,-2.47198095326695e-17,-3.56404359150297e-16,-4.22855787928292e-17,3.82994417430504e-17,-6.8738417735581e-16,-6.3629114997743e-17,3.49736515789512e-16,-3.87821658196907e-16,6.05635333550403e-16
"t2",-0.08701451038165,0.151837508617285,-0.0113524584860164,0.016728195355403,-0.0424062700399765,0.0804082648929917,-0.00632518479649987,4.83858043389864e-05,0.00971515265574708,-0.00146199201135648,0.00173569217396511,-0.00669821687057188,3.0956040012317e-16,0.000151305576331064,-0.00456634078484745,0.0196546990853441,-9.05475116554872e-16,-0.019057172650477,0.340348944689036,-0.0389130478927726,0.122240077202174,-0.0322433282300862,0.03173147118615,1.12835544060267e-05,-5.71033229061541e-16,-3.00460573063114e-15,-0.246961768693254,0.00213815111941507,1.92879707141675e-05,-0.00421186782816075,0.00054213747424353,-1.26644991813228e-15,0.0508460081394002,-0.000515691217455307,0.000579181025613635,-0.00194223994455499,0.0284621120480135,-0.225816511606272,0.00562813550140456,-2.24839721400113e-15,-0.124319331929799,0.0331666552430825,-0.0136109676677785,5.34580191991281e-05,-0.0417645443449884,0.186118288931956,-0.0448749582148965,0.00141003065297799,-0.0149147276293837,-2.10797604123174e-05,-0.0017218726651375,0.00259757292681435,0.00214176003996139,-4.63574000600439e-15,0.000429474562611473,-0.00482625925267465,2.55095643573496e-15,-0.00115894154125753,0.000141290089091411,-0.28258258748133,0.00105733421808425,2.63673319868176e-05,-0.000133225728463304,0.000253633387802539,0.00114166810243589,-0.000415621589111411,-0.000550217595127765,-0.0227618393328155,0.000376353199059519,0.00129958396372117,0.0022234001716637,0.000353602865397463,8.67960990903943e-05,-0.393650729877905,-7.64287689875568e-14,-1.36190126152677e-15,0.116878720638583,-0.0847187804054086,-0.000744711115624531,0.0373891094374886,0.00189324431517547,6.97788000041355e-08,1.3734350834265e-06,0.000290533083775771,0.000740724660302986,-0.0190764835301336,-4.91110242688153e-05,-5.84994982984596e-15,0.0124936747942815,2.12335469421906e-15,2.07506427402926e-05,0.000194122270077944,-0.567186361668638,-1.54771182847557e-05,0.259205917898178,6.89534153732782e-16,2.44001342097305e-15,3.64376724095534e-15,7.93026305888683e-16,1.35877970791664e-15,-2.43827307113296e-16,5.73744959951049e-16,-4.87007104166067e-15,-1.43705973994352e-15,3.48737464354359e-16,7.6028499172593e-16,-9.74371936816178e-16,-6.94631220292117e-16,5.19583429533074e-16,4.14493705567283e-17,-6.05891640100117e-17,4.06316838565796e-16,1.1734599444431e-15,7.33530255931332e-16,-3.93223091867103e-16,-4.691092384637e-16,1.11980023377513e-15,-9.37547515369951e-16,1.84768444388897e-15,1.07052095331662e-14,2.26817286842395e-15,-4.5021343624991e-16,-1.55169297291842e-15,1.37624000634398e-15,4.53505202691888e-16,-2.55202453879116e-15,6.79102223583254e-15,-1.74833318544035e-16,-4.93098621087084e-15,4.7992276918892e-15,-9.57554498269637e-16
"t4",-0.0829022866315868,0.139429716208014,-0.0102926725886991,0.0123788691333475,-0.0273305706299456,0.0393565546982841,-0.00246573180529656,-8.16761616429342e-05,0.035103002332701,-0.00201537351044474,0.00222120948279945,-0.00845013423739262,7.23481454104735e-16,0.000180417390519149,-0.00535222113313709,0.0209344427009056,-7.53696038549312e-16,-0.0196565121436346,0.33375802342262,-0.0359985492681832,0.109967064153716,-0.0281606913514493,0.025683388801605,8.56839130115097e-06,5.50197832222707e-17,-2.12085488585546e-15,-0.171246698796015,0.00132254335878224,1.07886402355319e-05,-0.00174194375032924,0.000217693032942248,-1.4863780224489e-17,-0.0276726784461405,0.000813669295198808,-0.00656636898221052,0.0267612230391934,0.0423424322474965,-0.313916790645856,0.00658597057732456,-1.57405204768062e-15,-0.128015066261597,0.0173207666840396,-0.00126212619562685,4.42247288538807e-06,0.0127081114705126,-0.308242091490131,0.0840836902130475,-0.00317235780696907,0.04683788917019,7.16090158451772e-05,0.0196395509009662,-0.0529015819249778,-0.0529504452416833,-5.00286655499402e-15,0.0109966172105163,-0.00921566805864035,-8.05239371401501e-17,-0.00167676252192231,8.82772136086044e-05,0.0510791231856107,-0.00147765418478771,-4.46260698220972e-05,0.0009142918117337,0.00258514977850152,0.00828947451718438,-0.00263497787482789,-0.00199187123579226,-0.0551135749210076,0.000878185459600048,0.00258454840098639,0.00357638236337799,0.000537215210201605,0.000125313550927538,-0.360084957687985,-7.53731018718328e-14,-7.49203340334279e-16,0.000645358721160359,-0.228639256900931,-0.00128011398681089,0.029953677780895,0.000162508325735876,-2.84905168698872e-09,-1.79734273452427e-07,-3.82595355316991e-05,-0.000112780320609258,0.0032096662804859,8.51662834485264e-06,-9.79234126883387e-15,-0.00405644259706852,1.51036040423668e-15,-1.34348538951031e-05,-0.000167501017840285,0.579074297536119,1.16368540556539e-05,-0.229413442051486,2.00183075163637e-16,-3.26091300633673e-15,-6.04034344142774e-15,-9.26738523353073e-16,-2.26281266637731e-15,9.89484766592779e-17,-1.21049872364626e-18,6.52642764577359e-15,1.86884888612847e-15,-4.45254931386005e-16,-8.30383100164286e-16,1.38244120036085e-15,1.18658675240915e-15,-1.33672319589708e-15,2.32935546786981e-16,3.71404885003859e-16,-7.47047633583368e-16,-2.54737544635033e-15,-1.02188039116895e-15,5.23430906159745e-16,1.6608770399407e-15,-1.47307110675944e-15,7.10930613314331e-16,-1.83997937978147e-15,-1.06680746053205e-14,-3.29404761588491e-15,1.37744743695476e-16,1.78284075045934e-15,-2.80194965202461e-15,5.47903212812076e-16,4.24266632350561e-15,-1.02192150658275e-14,-6.46909885624644e-16,7.63737027853431e-15,-6.79473624483367e-15,4.237922755189e-15
"t5",-0.0783580231033369,0.125869226606302,-0.00913837019576384,0.00780625344217981,-0.0116819624627799,-0.0026440822081647,0.00145662965738676,-0.00020906917394994,0.0591395792928135,-0.00244284699445321,0.00254539321724737,-0.00956733985635618,3.5899362043708e-16,0.00019387705750544,-0.00565164477342129,0.0197507283030431,-5.10809168109861e-16,-0.0177513101687803,0.279541004326581,-0.0273383978838606,0.0792975929867787,-0.0191480013559133,0.0146701294556788,4.08214772784739e-06,6.16748079818489e-16,-3.66404546409405e-16,-0.0573501480562448,0.000190248168987802,-4.19089600337086e-07,0.00120638200308631,-0.00016690086683118,6.48481572284712e-16,-0.0968210525160851,0.00185286606832781,-0.011236838773873,0.0453549454157015,0.0370102299190348,-0.257187685976869,0.00435514124709522,-4.20182868593435e-16,-0.0671900335581527,-0.00918576501269452,0.0120070484225685,-4.78489391810057e-05,0.0567874017120478,-0.500666267785411,0.129542423558785,-0.00454397218504259,0.0597468811655018,8.9165616355288e-05,0.0192040859496441,-0.0490462948668833,-0.0484884979102656,4.09587023820792e-16,0.0089190908751133,-0.00189267770478824,-1.01797407034421e-15,-2.27925527672541e-05,-8.43033703075648e-05,0.311887792964297,-0.00176782930553265,-4.70780450044871e-05,0.000450677125554769,0.000308822842694033,0.000450447151958223,-5.57411035458767e-05,0.000353086300221147,0.0222321739080172,-0.00037634585029086,-0.00141258745477102,-0.00260191384933349,-0.000419651616395759,-0.000104120053594991,0.489999090497757,9.92820959669423e-14,-4.13503753199163e-16,-0.117203128829225,0.230947760519196,0.00158053268849377,-0.0582123416607568,-0.00203111338930504,-6.72091701092577e-08,-1.20356614697944e-06,-0.000254357757311799,-0.000632911888241755,0.0159817234785916,4.08764096891938e-05,1.69749391420536e-14,-0.00823191607856858,-2.09055411537595e-15,-3.89105908160492e-06,4.07208399113855e-05,-0.303336675135388,-3.32613232182422e-06,0.112984757231388,-6.25694613531002e-16,1.18058124297799e-15,2.36534282790069e-15,6.02184473033045e-16,8.67446835360268e-16,-5.67766503662321e-18,-1.0370495656571e-16,-2.33486620611645e-15,-4.69298981236539e-16,1.97752094721149e-16,6.26679830996697e-16,-3.53767418154143e-16,-2.81144374847184e-16,5.14595570470178e-16,9.64917229402853e-16,4.97483313121072e-16,-1.68562457260416e-16,1.32308471659107e-15,1.13125239419037e-15,-1.1821775695143e-16,-5.88060951713071e-16,8.45060335656863e-16,6.72332089643776e-16,2.77918851944861e-16,8.85096868555497e-17,9.03333695531406e-16,-1.69582681648745e-16,-9.87110984774531e-16,1.20146670053848e-15,4.88622573649432e-16,-1.1125841681844e-15,4.41165870557441e-15,3.58337603090021e-17,-2.98121852133878e-15,2.72206429295766e-15,-3.07075370757925e-15
"t21",-0.0775766816885378,0.121872914267447,-0.00875126273546045,0.00388693787796762,0.00556731194407017,-0.0626567104925857,0.00773665952078156,-0.000577838100031411,0.178819209702995,0.00419580020403782,-0.000862929452428252,0.00186044635359559,2.00782505233592e-16,3.92547547094613e-05,-0.00161458608238692,0.0113064234415686,-1.17650763753783e-16,-0.0110738112110915,0.187192522472328,-0.0181032000450314,0.0497461624650743,-0.0106966245052132,0.00177131695392925,-3.65978835327849e-06,2.43237274408976e-15,5.44908242003806e-15,0.368508148705792,-0.052543964625186,9.71821786428117e-05,-0.00730740422351444,0.000893970574082193,5.34952270535303e-16,-0.227168276896158,0.0136095642711819,0.113007772122024,-0.416719122650627,-0.0209218943180625,0.10751333625831,-1.73985543435869e-05,-9.26917237105126e-16,-0.0268550876836546,0.018124130473069,-0.00729384349065129,2.85816385282074e-05,-0.0200269390874724,0.0589742708599955,-0.0133213116623066,0.000372960958922121,-0.00290409392168712,-3.70030590766005e-06,0.00105088815754778,-0.0436645966885123,0.00869126793238898,1.50887048127261e-14,0.000464034763061575,-0.00139165476691419,2.34478740045408e-16,-0.000290855550198424,2.39900817178821e-05,-0.0203661372202892,-9.32396463374668e-05,-3.34233943426206e-06,0.000102338182055072,0.000312113643420613,0.00100058487582019,-0.000317577569482855,-0.000233627979885775,-0.00605813177348577,9.56447491490976e-05,0.000268242469106981,0.000339585987494301,4.95158078963868e-05,1.12212176901285e-05,-0.0217376964770959,-3.69015031031986e-15,1.26363658037328e-15,-0.00499623695348703,-0.00661009644750989,-2.01837483977115e-05,-0.000845250090045949,-0.000124558284205447,-5.34897070360175e-09,-1.45933449571576e-07,-3.11156957407472e-05,-0.000112846620693061,0.0142155046498436,-2.305770483639e-05,6.3271551430471e-15,-0.00073479395270827,1.09452481862007e-15,-1.10007881988328e-06,-6.41145357383299e-06,0.00695999254305715,3.43627061648045e-07,-0.00252579173552687,-0.0501863523336508,-0.107090057340997,0.0878657216247077,0.020141564158163,0.0407857022822622,-0.00192788785737552,-0.0349271786061346,-0.0632879826499235,0.014952421650338,0.00808162935776695,0.0415071180559185,0.0189211855975012,0.0276208777437902,0.00565812260123505,0.0608712921786945,0.097066116884191,-0.0242556895809633,0.0269179717189901,0.117208511979005,0.0448464064794302,-0.0198728967585544,0.0420296131475695,0.15213621801017,-0.0768540116530287,-0.508277370643529,0.0489543030735358,-0.0216030204168856,0.0388878373681348,0.13974132521476,0.0426187676766592,-0.0267138681409936,0.212719731581414,-0.0194250050498925,-0.112059142104653,0.120051727685476,-0.221476156783721
"t41",-0.0775766816885377,0.121872914267447,-0.0087512627354609,0.00388693787796819,0.00556731194406987,-0.0626567104925858,0.00773665952078153,-0.000577838100031474,0.178819209702994,0.00419580020403774,-0.000862929452428603,0.00186044635359545,2.81306312678163e-16,3.92547547096946e-05,-0.00161458608238642,0.0113064234415691,-1.01316668281941e-16,-0.0110738112110911,0.187192522472327,-0.0181032000450314,0.0497461624650748,-0.0106966245052133,0.00177131695392936,-3.65978835335755e-06,2.69708893820561e-15,5.23844435014476e-15,0.368508148705788,-0.0525439646251862,9.71821786426805e-05,-0.00730740422351407,0.000893970574082556,5.42849007755291e-16,-0.227168276896156,0.0136095642711818,0.113007772122024,-0.416719122650623,-0.0209218943180621,0.107513336258307,-1.73985543438426e-05,-1.04621685000878e-15,-0.0268550876836535,0.0181241304730679,-0.00729384349065183,2.8581638528044e-05,-0.0200269390874713,0.0589742708599932,-0.0133213116623035,0.000372960958919427,-0.00290409392168641,-3.70030590838593e-06,0.00105088815754449,-0.043664596688514,0.00869126793238901,1.01644904925973e-14,0.000464034763060752,-0.00139165476691331,8.71372857958928e-16,-0.00029085555019323,2.39900817175591e-05,-0.0203661372202866,-9.32396463388036e-05,-3.34233943455941e-06,0.000102338182053689,0.000312113643419933,0.00100058487581987,-0.000317577569484396,-0.000233627979887641,-0.00605813177349172,9.56447491501244e-05,0.00026824246910393,0.000339585987486108,4.95158078944721e-05,1.1221217690487e-05,-0.0217376964770869,-5.07658482802681e-15,-1.51825774214749e-15,-0.00499623695348281,-0.00661009644750782,-2.01837483988352e-05,-0.000845250090043857,-0.000124558284203114,-5.34896902749362e-09,-1.45933450437216e-07,-3.11156957344001e-05,-0.000112846620695006,0.0142155046498441,-2.3057704837916e-05,8.06009434215638e-15,-0.000734793952704258,1.15000759971878e-15,-1.10007882141163e-06,-6.41145357535948e-06,0.00695999254305738,3.43627061668831e-07,-0.00252579173552887,0.0501863523336517,0.107090057340998,-0.0878657216247084,-0.020141564158163,-0.0407857022822625,0.00192788785737546,0.0349271786061349,0.063287982649924,-0.0149524216503383,-0.00808162935776697,-0.0415071180559188,-0.0189211855975014,-0.0276208777437903,-0.00565812260123531,-0.0608712921786951,-0.0970661168841918,0.0242556895809635,-0.0269179717189905,-0.117208511979006,-0.0448464064794307,0.0198728967585547,-0.04202961314757,-0.152136218010172,0.0768540116530296,0.508277370643535,-0.0489543030735358,0.0216030204168859,-0.0388878373681352,-0.139741325214761,-0.0426187676766596,0.0267138681409934,-0.212719731581415,0.019425005049893,0.112059142104654,-0.120051727685477,0.221476156783724
"t17",-0.0810409105036181,0.130881300051799,-0.00947923347698776,0.00461458268083814,0.00683954771879169,-0.080069941009454,0.0100713721636324,-0.000835593032615936,0.286184834958413,0.0140398283494685,-0.0066457258734738,0.0218443810510366,-5.45926468552541e-18,-0.000269520892210538,0.00681232115561975,-0.0113748197548813,2.28072127413791e-16,0.0080902694557882,-0.0878625800676619,0.00535003952916788,-0.0118456449855791,0.00202077601837501,-0.000172609974771337,1.61390582464502e-07,-4.66499489336747e-16,2.55156413303418e-16,0.00462295289465435,-0.00354520391558147,1.06186417709854e-05,-0.00170465029955859,0.000220526668220558,-1.2613979868452e-15,0.0595485352522653,-0.00189045017279702,-0.0088004060691851,0.0317195341573678,0.000139078201258422,-0.0004839583417721,1.2180274479019e-08,1.88585073323009e-16,1.13904365186754e-06,-0.000532221512844978,0.000818674272478554,-3.28091889067445e-06,0.00463589030690943,-0.048514137124496,0.012442212935621,-0.000422638004345146,0.00473681413493252,6.58714890635527e-06,-0.00769954926522245,0.694201856827097,-0.18591555814003,-2.20381621851273e-13,0.0049032986019035,-0.00217109972889765,-5.42680405385658e-15,-0.00039750571003538,2.56437887814431e-05,-0.0175642827028241,-6.52006680364543e-05,-2.26133901016734e-06,5.61156252476043e-05,0.000137008310228795,0.000419501975529542,-0.000129948963468512,-8.15059317726811e-05,-0.00169822947517878,2.60855665875971e-05,6.36614768486181e-05,6.24577503224625e-05,8.33833532261287e-06,1.72990280148302e-06,-0.000355101361736582,4.16026284153418e-16,-2.57309338756704e-17,0.00195995077615674,0.00577350364293019,1.90052644724112e-05,0.00101343043102935,0.000439800912831144,3.51608336533677e-08,2.393542386027e-06,0.000517285892238799,0.00283480898475182,-0.589019287540778,0.00120696691287058,-2.93466574891834e-13,-0.00606599818350126,-3.93273293731273e-14,-2.98787336957111e-06,-1.2974869125427e-05,0.0123266519049114,5.4415763409437e-07,-0.00397733473640711,3.52719353128673e-16,2.13876098073208e-15,2.74462149048034e-15,4.65350147330144e-16,7.83787995574097e-16,1.33334758295919e-16,7.7627196479304e-16,-3.74173108362164e-15,-2.67502543141756e-16,7.37892904195434e-16,-4.32584240517921e-16,2.4943294105039e-16,-8.88318895943338e-16,1.83906991778133e-15,-1.15471921692291e-15,-7.64684090489764e-16,-9.18504532172657e-16,1.12417173006409e-15,6.53653241760565e-16,-4.56930699629417e-16,-1.67247258751289e-16,7.46968073036537e-16,-3.52698932420354e-16,9.1676360905983e-16,6.23340680455625e-15,1.39820469677941e-15,8.34154964137677e-16,-1.24115363168602e-15,1.84097341082362e-15,-4.50453603283543e-16,-2.2913864919784e-15,4.83440095426429e-15,9.3037032426306e-16,-2.88820925919113e-15,3.92509888667621e-15,9.54135796049371e-17
"t22",-0.082337234659517,0.134248200236898,-0.00975121722846261,0.00488555532344304,0.00731284337612503,-0.0865411641345955,0.0109386184830512,-0.000931128362839986,0.325915656518491,0.0176659936365611,-0.00877425958409593,0.0291996211860895,-3.37325068397404e-17,-0.000383218748067545,0.00991676733249697,-0.0197982144454641,1.66613478961023e-16,0.0152471765659163,-0.191867764469923,0.0144012661169177,-0.035907173583664,0.0070620700745062,-0.000979067931026773,1.82227153167074e-06,-1.30984524853464e-15,-2.10432753600108e-15,-0.166488283547761,0.02236786171298,-4.09336891394728e-05,0.00345577026490332,-0.000431153662927225,4.2252608355805e-17,-0.0414468601054468,0.00102539078218112,0.00360708498231305,-0.0128491146142892,-1.50150495186764e-05,4.24446557352361e-05,-4.05332993948584e-10,5.39742661709172e-17,9.02497828900173e-09,-9.31410431440076e-05,0.000237133428347733,-9.57541858355907e-07,0.0016825954832516,-0.0235149575757305,0.00615639084315327,-0.000215165775399337,0.00252187883577902,3.53916548864879e-06,-0.00450257680625597,0.41274672236767,-0.110951288431774,-1.32641033068029e-13,0.00302763043853307,-0.00157594289365687,-1.24639728081984e-15,-0.000298087274351031,2.0836587911899e-05,-0.0157737081331829,-6.71189338348455e-05,-2.38849283116034e-06,7.18564625973218e-05,0.000225543880913163,0.000730398667862936,-0.000233152754973832,-0.00017880081646152,-0.00492107499057774,7.82542986700409e-05,0.000227224750824776,0.000303890624369568,4.50391966134096e-05,1.03611923208902e-05,-0.0232049198007602,-5.77166722269511e-15,-8.74857743840458e-16,-0.00774643448603887,-0.0142250313764998,-4.5176890011018e-05,-0.00216818527287709,-0.000692088677834016,-5.06816679105658e-08,-3.23180080850852e-06,-0.000698026310608921,-0.00376785461633407,0.773707700871778,-0.00157938190300241,3.85911207164763e-13,0.0070981912071312,5.18541413422114e-14,2.78350839497083e-06,1.05508417445113e-05,-0.00922089260586584,-3.73897524361616e-07,0.00272006151238894,-1.45966332110893e-16,-2.36776669002544e-15,-2.03524841787124e-15,-2.67878311346779e-16,-8.66141968805918e-16,4.43302000475923e-16,-1.77891372140098e-16,2.30058666390119e-15,3.42421659527563e-16,-1.00980427097195e-15,4.86632950728952e-16,-6.19739646097886e-16,3.87741764112215e-16,-2.41386695550824e-16,3.03769629083171e-16,2.0823946474589e-17,1.51735409746381e-15,-1.92913506660873e-15,-1.49423286579918e-15,-1.57785415984267e-16,-7.277657568874e-16,-2.9719174593767e-16,3.61062484809598e-16,-1.22488736585506e-15,-2.15869487135576e-15,-9.67322980943551e-16,8.20200141296436e-18,6.86976901636904e-16,-9.89372551951176e-16,-5.14466983142019e-17,1.38449688876664e-15,-2.62776202501917e-15,-5.51108433203546e-16,2.57930291815556e-15,-1.41158757906453e-15,7.88034784436132e-16
"t24",-0.0832044637681724,0.136505240001192,-0.00993365661014382,0.00506840254499852,0.00763284578296258,-0.0909257914450863,0.0115267866937362,-0.000996236963710217,0.353100516041747,0.0201884974030161,-0.0102654906574573,0.0343616011812348,-9.41631553083351e-18,-0.000463670383932709,0.0121198908863683,-0.02589185664519,5.40052339231581e-16,0.020461359264899,-0.268494092695825,0.0211539368992136,-0.0539617689234312,0.0108670173326116,-0.00159625002605102,3.10649023419136e-06,-2.02688583398576e-15,-4.25423221054926e-15,-0.300478984216493,0.042924868067799,-8.22099542156153e-05,0.00766710950291455,-0.00096370450704896,1.96139848548093e-15,-0.128407834012637,0.00357556570356839,0.0146549471884138,-0.0525636797144756,-0.000162295347854899,0.000549265287740453,-1.27946925667158e-08,-1.0890087869859e-16,-1.12554236984808e-06,0.000403266185848355,-0.000517323368955594,2.06645606768493e-06,-0.00264681490337807,0.0245181204140186,-0.00624307958365576,0.000210077820143802,-0.00232292953918403,-3.22211017837048e-06,0.00369156514920356,-0.331801394661198,0.0888015441246734,1.03723965577267e-13,-0.00232941604020398,0.00102211509927483,2.16320045788989e-15,0.000187422355661348,-1.21928796852781e-05,0.00851456279296224,3.29281151905711e-05,1.1528526517605e-06,-3.11663320940373e-05,-8.79362749691027e-05,-0.000279218190535788,8.82410191862828e-05,6.38103920990743e-05,0.00165093580426093,-2.60849117446264e-05,-7.35963614440283e-05,-9.46206306141281e-05,-1.38757486839281e-05,-3.16228439626221e-06,0.00656406936603343,2.2372249895612e-15,8.68264990367306e-17,0.00193401813303205,0.00332428585510336,1.0491967534447e-05,0.000493851104501078,0.000147354390047911,1.05502192885703e-08,6.60869815945064e-07,0.000142715054296673,0.000767085820303347,-0.156989635195233,0.000320116426474695,-7.84073815367056e-14,-0.00139146670575748,-1.16969577364036e-14,-5.05189743574578e-07,-1.81783195895709e-06,0.0015351262252368,5.99995464340765e-08,-0.000435578132338202,0.0215853773535129,0.0626422975876825,0.206948782324161,0.0256628421131497,0.0721145395950378,-0.00629157682724575,0.00169240324281405,-0.199328856180616,-0.0545234637908844,0.0142995613453562,-0.00146551888694493,-0.0299034884743785,-0.0385657055400232,0.0656893728271151,-0.0387786306983077,-0.0282940598228061,0.030015199002429,0.0234528080532973,-0.00238207886343381,-0.0233679000047002,-0.0615234027875335,0.0339809670858194,0.00816551022784407,0.0372438113185797,0.327514350988874,0.0940855372072045,0.0202479150003623,-0.0397960505969576,0.101937847745504,-0.0507078709381871,-0.161362695106612,0.351617963049323,0.0441385714523984,-0.220654354349771,0.234796173282237,-0.00768324262229131
"t32",-0.0832044637681723,0.136505240001192,-0.00993365661014381,0.00506840254499843,0.00763284578296283,-0.0909257914450863,0.0115267866937362,-0.000996236963710345,0.353100516041748,0.0201884974030166,-0.0102654906574572,0.0343616011812342,-6.50003243919741e-17,-0.000463670383932425,0.0121198908863685,-0.0258918566451896,5.69940188443454e-16,0.0204613592648993,-0.268494092695823,0.0211539368992132,-0.0539617689234311,0.010867017332612,-0.00159625002605127,3.10649023383465e-06,-2.02207845563139e-15,-4.57172712530276e-15,-0.300478984216491,0.0429248680677982,-8.22099542158336e-05,0.00766710950291495,-0.000963704507048872,1.30862571301472e-15,-0.128407834012638,0.00357556570356818,0.0146549471884146,-0.0525636797144773,-0.00016229534785511,0.000549265287742171,-1.2794692308242e-08,-1.04640835495231e-16,-1.12554236948725e-06,0.000403266185846969,-0.000517323368956194,2.06645606658855e-06,-0.00264681490338111,0.0245181204140241,-0.00624307958365777,0.000210077820141427,-0.002322929539185,-3.22211017797737e-06,0.00369156514920244,-0.331801394661187,0.0888015441246714,1.0779303300062e-13,-0.00232941604020685,0.00102211509927362,1.55696299129439e-15,0.00018742235566167,-1.21928796854673e-05,0.00851456279295462,3.29281151899558e-05,1.15285265035562e-06,-3.11663320940733e-05,-8.79362749694336e-05,-0.000279218190536424,8.8241019188957e-05,6.3810392097759e-05,0.00165093580425639,-2.60849117450362e-05,-7.35963614450886e-05,-9.46206306172957e-05,-1.38757486820825e-05,-3.16228439427264e-06,0.00656406936603532,1.06394149538555e-15,1.26411201588835e-16,0.00193401813302195,0.00332428585511403,1.04919675346146e-05,0.00049385110449697,0.000147354390051061,1.05502198141022e-08,6.60869814972665e-07,0.000142715054298149,0.000767085820304044,-0.156989635195249,0.000320116426476408,-7.73449595368245e-14,-0.00139146670575454,-9.15085852583743e-15,-5.0518974302606e-07,-1.81783195879211e-06,0.00153512622520141,5.9999545789653e-08,-0.000435578132325046,-0.0215853773535132,-0.0626422975876816,-0.206948782324162,-0.0256628421131498,-0.0721145395950379,0.00629157682724529,-0.001692403242814,0.199328856180617,0.0545234637908844,-0.0142995613453558,0.00146551888694493,0.0299034884743791,0.0385657055400236,-0.0656893728271167,0.0387786306983087,0.0282940598228067,-0.0300151990024302,-0.0234528080532963,0.00238207886343492,0.0233679000047005,0.0615234027875349,-0.0339809670858197,-0.00816551022784455,-0.0372438113185791,-0.327514350988877,-0.0940855372072049,-0.020247915000363,0.0397960505969572,-0.101937847745505,0.0507078709381884,0.161362695106613,-0.351617963049326,-0.0441385714523989,0.220654354349772,-0.234796173282239,0.0076832426222916
