"accepted_species","Medicinal"
"Ornichia_lancifolia",0
"Secamone_letouzeana",0
"Palicourea_mamillaris",0
"Hypobathrum_salicinum",0
"Vangueria_gillettii",0
"Matelea_attenuata",0
"Pavetta_tetramera",0
"Scyphostelma_beckii",NA
"Airosperma_trichotomum",1
"Hymenodictyon_glabrum",0
"Psydrax_merrillii",NA
"Psychotria_nekouana",NA
"Rhytidostemma_laurae",0
"Spermacoce_paulista",0
"Orbea_namaquensis",0
"Ophiorrhiza_nonggangensis",0
"Eumachia_evansensis",0
"Vallaris_solanacea",1
"Vangueria_pallidiflora",0
"Ceropegia_alpina",0
"Landolphia_camptoloba",1
"Vincetoxicum_hybanthera",1
"Hekistocarpa_minutiflora",1
"Forsteronia_elachista",NA
"Tarenna_collinsiae",0
"Ditassa_subalpina",0
"Strychnos_villosa",0
"Strychnos_xantha",0
"Strychnos_axillaris",1
"Strychnos_ramentifera",0
"Urophyllum_malayense",0
"Orthosia_stipitata",0
"Gardenia_philastrei",0
"Gardenia_vogelii",1
"Lomatogonium_lijiangense",0
"Cynanchum_pachycladon",0
"Cynanchum_napiferum",0
"Swertia_banzragczii",0
"Ceropegia_mwinilungensis",0
"Ceropegia_digitiformis",0
"Psychotria_tripedunculata",0
"Danais_hispida",0
"Psychotria_macrocarpa",1
"Galium_elbursense",0
"Galium_lanuginosum",0
"Psychotria_eladii",0
"Galium_ephedroides",NA
"Psychotria_hypargyraea",0
"Psychotria_rufovaginata",0
"Galium_festivum",0
"Asperula_sherardioides",0
"Astiella_longifimbria",0
"Coprosma_raiateensis",NA
"Porterandia_congestiflora",0
"Ixora_platythyrsa",0
"Ixora_havilandii",0
"Ixora_kuakuensis",0
"Hoya_parviflora",0
"Hoya_sapaensis",0
"Crusea_andersoniorum",0
"Tabernaemontana_lagenaria",0
"Mussaenda_nicobarica",0
"Tabernaemontana_muricata",1
"Coffea_dubardii",0
"Ephippiocarpa_orientalis",0
"Faramea_lutescens",0
"Faramea_sellowiana",NA
"Coffea_labatii",0
"Aspidosperma_macrocarpon",NA
"Aspidosperma_salgadense",0
"Secamone_triflora",NA
"Kopsia_teoi",0
"Secamone_falcata",0
"Palicourea_skotakii",0
"Spermacoce_tenuissima",NA
"Gonolobus_macrotis",0
"Timonius_pubistipulus",0
"Timonius_longistipulus",0
"Lasianthus_membranaceus",0
"Lasianthus_nervosus",0
"Cinchona_calisaya",1
"Randia_dioica",0
"Randia_guerrerensis",0
"Gleasonia_macrocalyx",0
"Wendlandia_longipedicellata",0
"Faramea_oblongifolia",0
"Stenostomum_revolutum",0
"Vincetoxicum_assadii",0
"Remijia_steyermarkii",0
"Gonzalagunia_discolor",0
"Ophiorrhiza_rufipilis",0
"Raphionacme_keayi",0
"Pyrostria_madagascariensis",0
"Ophiorrhiza_cantonensis",1
"Oldenlandia_succosa",0
"Faramea_acuminatissima",0
"Gentiana_yakushimensis",0
"Gentiana_longicollis",0
"Coffea_callmanderi",0
"Machaonia_pubescens",0
