,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
t1,7.699415,5.6335154,3.3497963,6.745543,3.8658884,7.18744,6.4252014,4.9563904,6.3067102,5.085959,3.866163,5.257164,4.9947667,3.0007572,5.3814573,4.8785315,3.4406161,4.9926863,3.461505,4.0456023,6.1584673,2.9831681,5.965407,5.484704,6.1802835,3.8840113
t2,7.5977387,5.7816014,3.3101358,6.7076006,3.8299918,7.1514187,6.496718,4.983902,6.2306767,5.0647407,3.8839045,5.2652993,5.008507,3.0070095,5.4377155,4.8337917,3.3858018,5.015995,3.4799058,4.0040736,6.1834183,2.9936128,5.94182,5.49384,6.170585,3.8173635
t3,7.959384,5.248414,3.4388196,6.83004,3.951231,7.226256,6.2551703,4.879893,6.488562,5.163595,3.8093088,5.224441,4.936661,3.0053833,5.2532196,4.953573,3.5641587,4.912591,3.4509275,4.1146684,6.120261,2.9325986,6.01701,5.495239,6.1745424,4.0460925
t4,7.9467993,5.2832775,3.405911,6.7791243,3.9149132,7.259103,6.281296,4.917193,6.453343,5.122624,3.8479054,5.2535276,4.9833603,2.9948118,5.2365603,4.9830656,3.5638187,4.9576573,3.4050105,4.14989,6.11779,2.9783897,6.0004745,5.4545174,6.2096705,4.0225983
t5,7.9874268,5.250981,3.4184852,6.793059,3.9245372,7.2609453,6.2567005,4.9080386,6.48314,5.130995,3.844169,5.259956,4.9743524,2.9995673,5.216256,4.9948745,3.5735204,4.9524484,3.4095027,4.154483,6.120368,2.9660141,6.00007,5.456768,6.2107596,4.04521
t6,7.483948,5.947386,3.2846916,6.6831923,3.8053074,7.1280417,6.557492,5.0026245,6.1588616,5.0435467,3.8935206,5.260714,5.0209165,3.004086,5.502555,4.7989655,3.3388186,5.036518,3.4979813,3.966499,6.196466,3.006679,5.9286885,5.5053654,6.159801,3.7555628
t7,7.9294515,5.320257,3.4406784,6.7801814,3.9525936,7.2444916,6.2650285,4.8767796,6.4371295,5.160555,3.8105848,5.219737,4.9567795,3.0149405,5.2444797,4.919258,3.6141887,4.9251637,3.4475164,4.1271377,6.1199155,2.9579782,6.0475564,5.5031796,6.158751,4.046901
t8,6.8897524,6.830585,3.2675023,6.6559887,3.7047024,7.0975337,6.743501,5.1147757,5.854771,4.8841224,3.8719149,5.1817503,5.156276,2.9329379,5.7863674,4.715307,3.186197,5.0866323,3.5568988,3.847122,6.1886563,3.1597626,5.9089847,5.540422,6.139128,3.4792004
t9,7.3415046,6.155586,3.2363942,6.645511,3.764462,7.083845,6.6193047,5.0275493,6.086384,5.0365644,3.9141116,5.2783914,5.013358,3.0247142,5.555458,4.768855,3.288128,5.0456676,3.5168905,3.9323502,6.230195,2.9978468,5.898075,5.5140557,6.1515923,3.699314
t10,7.2916965,6.2154603,3.253468,6.6491003,3.763179,7.102626,6.6240325,5.030708,6.060754,5.0046897,3.904904,5.2501707,5.0450754,2.9976575,5.586781,4.770264,3.2809515,5.0606885,3.5144796,3.9218266,6.2071466,3.0297072,5.9073095,5.513535,6.150099,3.6758728
