,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
t1,0.5509395,4.473747,12.20526,-0.60047156,1.1149793,9.711162,-0.33279967,-0.35327396,-0.449078,1.6518003,0.6133515,-0.0009183234,-0.33595777,6.588193,0.3430447,5.6458807,5.9985266,1.6909692,1.3058583,8.052597,-0.24283879,9.200296,-0.51032054,0.25935817,9.363656,1.5508678
t2,0.5206037,4.3700695,11.566083,-0.5688863,0.7041546,8.951991,-0.3293726,-0.24619097,-0.42950204,1.5114591,0.5775978,-0.0008482105,-0.27023935,5.7053638,0.316245,4.771913,5.947656,1.8992814,1.0669932,7.50927,-0.2720705,8.680681,-0.43821535,0.23112272,8.355593,1.002481
t3,0.49075672,4.2790294,10.426845,-0.5410724,2.6096714,9.76905,-0.18765655,-0.77373123,-0.38709974,1.2286758,0.55853415,-0.00092789484,-0.41461724,7.975804,0.9290443,8.036141,4.2567143,-0.0041408394,2.8954399,8.389562,-0.057257537,8.043093,-0.6456793,0.30049592,10.8009815,3.5930645
t4,0.5262978,4.50752,11.0345335,-0.5729583,2.94936,10.409038,-0.18209086,-0.8538888,-0.41465196,1.30799,0.5838887,-0.0009926808,-0.46330017,8.597078,0.99287754,8.597451,4.4054365,-0.0072542024,3.1788101,8.89839,-0.042429954,8.565421,-0.69447064,0.3221029,11.565673,3.966045
t5,0.53091335,4.5227,11.128854,-0.5787991,3.0392036,10.592534,-0.1805928,-0.86833096,-0.42276546,1.4022259,0.5902287,-0.0010072581,-0.4754359,8.802645,1.0008788,8.704999,4.4126444,-0.0073362878,3.2145834,8.960567,-0.0366692,8.691973,-0.7047663,0.32897308,11.760533,4.0635943
t6,0.46934417,4.1285934,10.558865,-0.51640344,-0.0003519026,7.5928836,-0.31591445,-0.0847706,-0.39593923,1.257395,0.51388246,-0.0007275229,-0.16855355,4.326184,0.24061584,3.3053806,5.8123603,2.1916766,0.69904906,6.5697284,-0.30987588,7.8001933,-0.32542118,0.18595567,6.6475997,0.21566658
t7,0.5004615,4.4064856,10.600942,-0.55138445,2.6755664,9.964574,-0.1859857,-0.79450625,-0.39780736,1.3388929,0.56363285,-0.00095063273,-0.4407341,8.199955,0.9842241,8.184031,4.300433,-0.005867532,2.9667578,8.517343,-0.052628934,8.231071,-0.6647043,0.30741954,10.978433,3.7056167
t8,0.5310589,2.7220938,6.7177796,-0.2809209,-0.06854021,2.3045847,-0.3453535,7.5600705,0.20633164,-0.11951942,0.15822986,-0.00035050348,8.458905,-0.043697484,2.3939126,-0.22544472,8.325896,3.4603744,-0.007699832,1.633737,-0.26584494,7.3155155,2.138204,0.076253235,-0.10950489,0.9826199
t9,0.3991916,4.3176694,9.190806,-0.4354279,-0.028275311,5.628893,-0.36595052,1.4452307,-0.2971844,0.6318307,0.40000042,-0.0006111274,0.7734417,2.7018423,0.060023587,1.5478538,5.8096247,3.0154562,0.059499003,5.0705523,-0.3503907,7.0229783,-0.20607004,0.115516104,3.6544604,0.14618038
t10,0.39653948,4.2602153,8.686099,-0.4075713,-0.033115897,5.0654817,-0.3574309,1.8814629,-0.25911692,0.36029345,0.35503986,-0.0005886206,1.474565,2.0530698,0.04614793,1.1324893,5.7909503,3.1062315,0.04593993,4.68288,-0.34946984,6.758067,-0.16553031,0.10165781,2.850076,0.20157602
t11,0.4304781,4.0972157,9.724545,-0.47854802,-0.009994198,6.64531,-0.31405267,0.10387392,-0.3721744,1.1061835,0.4529945,-0.0006477779,-0.07995323,3.5054457,0.19022593,2.4139502,5.674685,2.433185,0.5737045,5.6847954,-0.3210855,7.2414756,-0.24947718,0.14967954,5.3899016,0.05166378
t12,0.43881673,4.0999393,9.906114,-0.488085,-0.006990525,6.879451,-0.31047186,-0.013443887,-0.38251176,1.2132314,0.46952257,-0.000662466,-0.11090398,3.7035332,0.1857565,2.6124375,5.697818,2.3762789,0.602794,5.86072,-0.3202369,7.3540573,-0.26615447,0.15578032,5.7260303,0.030228386
t13,0.27264407,4.7827578,8.083424,-0.3945954,1.4381638,5.427227,-0.12081114,-0.7718303,-0.371442,-0.11287486,0.5162768,-0.00059655384,0.6422789,4.2342763,1.3619725,10.0029,3.6389663,-0.00570534,2.908946,6.483206,-0.112568215,3.618404,-0.4086672,0.29167178,8.850536,5.474118
t14,0.27578992,1.0770348,4.5569506,-0.30057272,3.406014,7.7398815,-0.07315272,-0.6221325,-0.13988532,1.9859474,0.3113153,-0.000587991,-0.27251843,6.472756,1.3642063,5.2641907,1.7562863,-0.018122535,3.43737,6.0079374,1.1093532,4.5644684,-0.455253,0.2123775,7.5438714,1.7426353
t15,0.47025073,2.4053245,8.320408,-0.51293504,5.41222,12.13931,-0.05089256,-1.0764896,-0.34371257,2.6120906,0.50606424,-0.0010131812,-0.5241033,10.894503,1.7206047,8.947415,2.9033363,-0.030209495,5.5437255,9.627736,2.0363703,8.140393,-0.7573107,0.3279865,12.338948,3.8857257
t16,0.44309497,2.2227578,7.8925853,-0.48270306,5.1655517,11.520624,-0.04702679,-1.0124218,-0.31679735,2.45013,0.4769778,-0.0009571069,-0.4914122,10.250538,1.6961044,8.394827,2.6944327,-0.029220667,5.2773438,9.16967,1.8909937,7.644583,-0.71576434,0.31135067,11.629685,3.6004386
t17,0.43665892,2.2318609,7.6263146,-0.47223303,5.080242,11.341636,-0.058367703,-0.99309963,-0.3020573,2.495166,0.47161865,-0.0009398349,-0.4779297,10.082017,1.6511985,8.243885,2.7005012,-0.028428713,5.16195,8.983941,1.8651325,7.445127,-0.70292753,0.304205,11.411849,3.483484
t18,0.30210215,3.656561,6.0308237,-0.35003915,-0.046296965,2.8923619,-0.37224823,2.2217183,-0.12541984,-0.004641528,0.25985143,-0.00032933368,2.1198428,1.0610147,0.086639315,0.7719059,5.5793076,3.0170774,-0.0041513946,3.1153433,-0.24265072,4.520767,-0.040194243,0.04573694,1.3903042,0.28389508
t19,0.32508275,3.7612548,7.188143,-0.39813003,-0.031025425,4.155848,-0.36446247,1.2177049,-0.20811984,0.41032735,0.3324703,-0.0004266142,0.9408581,2.0437686,0.16429506,1.3541902,5.4354396,2.7609677,-0.00215087,3.976394,-0.25736275,5.141135,-0.11739341,0.06930666,2.7928066,0.1711356
t20,0.34681258,4.6835165,8.656511,-0.4459212,1.99957,6.937834,-0.11106333,-0.85806715,-0.32904658,-0.058264453,0.5294198,-0.00068740407,-0.07941258,5.5205493,1.2275515,9.618782,3.663753,-0.007495294,3.050802,7.08767,-0.07007425,5.098267,-0.5181526,0.2989716,9.832068,5.1442027
t21,0.38866535,4.712903,9.228289,-0.48472342,2.5475183,7.952051,-0.10935782,-0.94140565,-0.3476282,-0.043547124,0.56645584,-0.000757898,-0.13881655,6.2337193,1.2927322,10.1997385,3.8665977,-0.008649073,3.3150465,7.7313757,-0.046647757,5.7247367,-0.5793502,0.32662272,10.947333,5.4508295
t22,0.43788788,1.4301751,6.8435726,-0.46664745,5.7110085,12.030416,-0.045233633,-1.0170302,-0.21763368,3.0012965,0.43709564,-0.0009532629,-0.48526603,10.843302,1.6854578,8.088089,2.089646,-0.035226595,5.5945525,9.317298,2.5910907,7.5938015,-0.7330478,0.31355035,11.505959,2.9855168
