,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
t1,12.319243,4.543259,4.6685033,5.7858095,6.7458267,2.9151363,2.6893475,4.699352,6.354287,2.8237827,3.5558069,4.818504,4.413373,4.810778,6.2623043,5.1100903,5.3164787,4.692047,4.4106755,6.9200206,7.077015,4.723495,5.1047163,6.131876,6.621132,7.9611835,3.329934,5.562957,6.6725497,6.830088
t2,12.279635,4.51459,4.6390424,5.821223,6.7302785,2.8677607,2.700593,4.6566625,6.388808,2.8640404,3.584234,4.823011,4.42628,4.797656,6.278467,5.1361756,5.320456,4.6792493,4.3808107,6.9472356,7.1008005,4.6943855,5.1222596,6.164141,6.612167,7.994228,3.3019028,5.536752,6.674392,6.81081
t3,12.271185,4.5789886,4.627239,5.7655764,6.695156,2.8761685,2.6599183,4.679209,6.344432,2.8385038,3.5171866,4.845023,4.374101,4.8260574,6.2220764,5.1074452,5.3589087,4.735698,4.390131,6.9103985,7.1067047,4.709698,5.0774765,6.168838,6.553616,7.922535,3.370009,5.599337,6.703469,6.7993736
t4,12.216016,4.48938,4.6755056,5.859887,6.7691865,2.92827,2.6204796,4.666206,6.428004,2.8681142,3.5855641,4.8074822,4.446276,4.7967224,6.3009553,5.1303825,5.2946,4.657492,4.4141917,6.951119,7.0409894,4.7202168,5.1253014,6.116402,6.5268774,8.005076,3.3016956,5.5259466,6.6333585,6.745157
t5,12.321226,4.520099,4.639421,5.798889,6.732398,2.8594158,2.7340457,4.668058,6.3747535,2.8501494,3.5883374,4.8258166,4.425133,4.8016562,6.275524,5.135655,5.3193755,4.680348,4.376836,6.939562,7.1127095,4.6915727,5.1238036,6.168401,6.655719,7.992197,3.3049386,5.539608,6.6788964,6.843111
t6,12.331921,4.5776315,4.62488,5.7559347,6.696762,2.8734694,2.71696,4.6756964,6.328033,2.8320944,3.5332232,4.8180223,4.382433,4.7836266,6.233698,5.1149693,5.345123,4.727717,4.383058,6.935912,7.120681,4.7029204,5.0762835,6.16934,6.6317954,7.94267,3.342034,5.57522,6.7161937,6.8514132
t7,12.16919,4.484488,4.7506456,5.8548837,6.80087,3.016973,2.5074496,4.748146,6.4525037,2.8119488,3.5570278,4.831995,4.433868,4.853835,6.2765255,5.1003423,5.3111567,4.686094,4.470335,6.920635,6.9484262,4.769985,5.116069,6.037089,6.4044943,7.9605117,3.3704321,5.5553813,6.5402246,6.6701183
t8,12.213407,4.522412,4.762814,5.8100147,6.793014,3.0450802,2.5191765,4.788074,6.411469,2.7731297,3.5257251,4.832369,4.411523,4.8623705,6.257044,5.0840254,5.30727,4.7001724,4.482024,6.891896,6.956692,4.7775364,5.0980487,6.0313725,6.4319544,7.9200106,3.403497,5.591633,6.5686398,6.705646
t9,12.229078,4.5405087,4.797032,5.7860937,6.7999444,3.0940087,2.4908562,4.8338304,6.3962255,2.7358236,3.5020652,4.833137,4.4000688,4.87612,6.2455544,5.0693913,5.3016057,4.7095814,4.505296,6.8712053,6.9330497,4.7938285,5.087187,6.0015435,6.4155974,7.8895707,3.438843,5.6166253,6.560809,6.7086654
t10,12.13574,4.4262605,4.5465903,5.979006,6.7206354,2.7488515,2.7074482,4.4980626,6.489711,3.0331602,3.6444652,4.8361816,4.434553,4.7754006,6.306728,5.141242,5.3275023,4.6501594,4.3618565,7.0122037,7.1198306,4.6778507,5.137154,6.2085686,6.572784,8.090066,3.2283983,5.499518,6.6584353,6.7444477
t11,12.149281,4.450417,4.6173725,5.941944,6.740751,2.835632,2.6436653,4.5856705,6.4651585,2.9595504,3.6006758,4.8491087,4.412639,4.816416,6.2762985,5.112899,5.3428383,4.6744113,4.408594,6.972779,7.0630937,4.7187867,5.120711,6.149409,6.523682,8.037285,3.2834716,5.536723,6.6144457,6.7246623
t12,12.115813,4.4170384,4.5716248,6.0077195,6.675189,2.8068674,2.6647885,4.541271,6.550441,3.0063014,3.6423538,4.863228,4.410939,4.789698,6.282694,5.1323695,5.365524,4.6834164,4.373601,7.0708175,7.07445,4.688844,5.1283746,6.1568203,6.535077,8.105068,3.2657597,5.478947,6.603003,6.7110558
t13,12.06514,4.4371543,5.111877,5.746631,6.9529514,3.6110334,1.9859961,5.2986765,6.55267,2.5122702,3.4346428,4.920603,4.3388247,5.0646915,6.2421026,4.9544873,5.208878,4.6943965,4.783448,6.7493076,6.5455365,4.9597983,5.061981,5.6642113,5.8931756,7.689389,3.743707,5.795539,6.2036037,6.3857765
t14,12.058324,4.455122,5.1494184,5.7836275,6.9654856,3.5764003,2.020282,5.263842,6.539437,2.5085742,3.421009,4.900954,4.376819,5.068222,6.218677,4.9627686,5.2456675,4.718111,4.747791,6.7605343,6.5809712,4.9410105,5.0905457,5.669936,5.927162,7.7124343,3.7076578,5.774969,6.2218966,6.401475
t15,5.452014,0.9159075,4.069848,10.805616,8.390396,3.290833,1.0472027,4.208763,5.194044,3.1195607,3.771587,5.2160897,4.5941234,5.864548,7.2185106,4.347816,4.5988364,4.226393,5.083855,7.392772,6.0835004,5.563008,5.7820683,5.750886,3.924693,6.626219,3.0839431,4.920361,6.4352117,5.213225
t16,12.187473,4.418178,4.5370407,5.9359007,6.7368183,2.7532227,2.7452059,4.5140367,6.4801936,2.9927382,3.7135644,4.814343,4.481351,4.750825,6.3650618,5.1812625,5.2664886,4.6047893,4.300127,7.0341196,7.1533914,4.624,5.180342,6.2293286,6.62299,8.127138,3.1895976,5.4377503,6.7151875,6.781049
t17,12.056711,4.4346333,5.141618,5.7557883,6.961951,3.6111732,1.9899182,5.2954817,6.5599904,2.5002708,3.4317794,4.9225664,4.3475294,5.0718374,6.2434015,4.948404,5.215566,4.6921544,4.783611,6.7374477,6.5440493,4.9711275,5.059915,5.6478677,5.8981595,7.68087,3.742856,5.805654,6.188812,6.370046
