,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
t1,4.6666927,0.11237975,-0.016795848,4.1338644,-0.1474665,-0.106485955,0.04512507,3.1700597,0.04637384,-0.075325035,2.080744,5.109871,-0.12817274,2.2776546,7.0907063,2.035575,3.4721885,-0.09678317,-0.34632328,4.698175,1.5310302,0.029593425,-0.11755534,-0.055296704,1.6721872,-0.007950579,-0.2690601,2.5542543,7.1039705,4.2126975
t2,3.886386,0.07900607,-0.040891346,3.4327118,-0.117316306,-0.042437248,0.036306627,2.8875892,0.0375385,-0.0732235,1.6230272,4.339658,-0.113561176,2.4649844,6.399926,1.351234,3.2264936,-0.04110514,-0.30890793,3.944243,1.5578811,0.24684024,-0.11130727,-0.047402915,1.8406103,-0.0058005066,-0.22315554,2.0827305,5.9112563,3.2418602
t3,5.4166574,0.16465731,0.4867773,4.8722506,-0.1818651,-0.1637184,0.055808593,3.3020525,0.059380826,-0.07461851,2.5346885,5.818987,-0.14920376,2.0148625,7.9379296,2.8127081,3.5567334,-0.14802825,-0.3854329,5.6847577,1.3951452,-0.032003544,-0.13146609,-0.05730217,1.5231781,-0.041300394,-0.31509203,3.10085,8.498384,5.6376925
t4,5.649347,0.19099535,0.8098306,5.2769675,-0.18581976,-0.19594836,0.06048991,3.3414695,0.060698893,-0.07443566,2.6613252,6.0546103,-0.1580381,1.7926738,8.208011,3.0853553,3.726826,-0.17590544,-0.40164977,6.082082,1.3492793,-0.045704182,-0.13336886,-0.05508048,1.4955556,-0.05138795,-0.3380706,3.2716665,9.068987,6.0973225
t5,2.045903,0.0017354545,-0.054449625,1.808563,-0.019705273,0.61805785,0.02355371,1.9697645,0.012736747,-0.07068591,0.55280775,2.2086961,-0.07688502,2.7524128,4.3577266,0.06217168,2.0488553,1.5922642,-0.16491874,1.9206319,1.6544981,0.8103394,-0.105517484,0.1179331,1.9367269,-0.0081704855,-0.110234685,1.0963799,3.3636315,1.1315004
t6,5.029036,0.1541114,0.28150383,4.7089744,-0.142812,-0.13452804,0.052077424,3.1068778,0.045975372,-0.07091399,2.36662,5.3273964,-0.14032891,2.0114133,7.236026,2.4117546,3.2834592,-0.12443911,-0.34916535,5.269154,1.5149643,-0.023921445,-0.12282891,-0.04516375,1.3710849,-0.038809344,-0.30232656,2.8364859,7.9291472,4.9887486
t7,8.430739,0.48081112,4.52633,7.1141195,-0.13822709,-0.46715572,0.10455435,3.7077587,0.063318305,-0.094120726,4.1220927,8.38654,-0.1979177,0.009936379,8.641195,6.2252274,4.0812473,-0.44486544,-0.6011859,9.744345,1.5162767,-0.1807984,-0.15268174,-0.018594654,0.696018,-0.1616489,-0.50868416,4.063546,14.195524,9.988623
t8,8.307195,0.47055385,4.2361426,6.640698,-0.12118717,-0.40929395,0.10077525,3.8440557,0.058918025,-0.10150259,4.1711206,8.479916,-0.18793066,0.1392011,8.254839,6.0337834,3.9214594,-0.4160513,-0.5925422,9.559927,1.7603002,-0.16273871,-0.15339428,-0.012944837,0.8489461,-0.17011186,-0.4811566,3.7569797,14.006574,9.821948
t9,8.901899,0.5109549,4.487956,5.65074,-0.07956559,-0.29136157,0.09929319,4.9155626,0.046845503,-0.146618,4.7793202,10.050813,-0.16436917,0.3599674,7.3762426,6.271375,3.65355,-0.37477723,-0.632096,10.302433,2.6100075,-0.13659537,-0.16805087,0.25959986,1.4389864,-0.23115489,-0.4091428,3.1299505,15.151835,10.613319
t10,4.246768,0.30634278,4.342867,9.150102,-0.2917646,-0.61414534,0.058586266,-0.005501247,0.18188208,1.9075762,0.40291113,1.5768703,-0.20139012,1.1581475,7.6943336,3.3021963,2.7905726,-0.4323164,-0.4022228,6.2210917,-0.09241488,-0.2733029,-0.07749704,-0.07343314,-0.07348799,-0.05813636,-0.27046236,3.654566,6.729948,3.1541045
t11,6.100171,0.31021568,4.9925194,9.917892,-0.29068145,-0.7445227,0.07840222,0.3534401,0.14785631,0.680084,1.5210512,2.713632,-0.2279728,1.0134276,8.728949,4.5927024,3.145968,-0.4960487,-0.44981802,7.860782,-0.066064,-0.29440576,-0.09962982,-0.063938804,-0.06954674,-0.042818245,-0.4745132,4.6174464,9.760278,5.4972734
