accepted_species,estimate
t111,0.10406616
t242,0.11580589
t171,0.25463036
t56,0.11420849
t113,0.40558437
t306,-0.24220148
t110,-0.3495367
t293,-0.3908265
t289,-0.361747
t274,-0.2612666
t155,-0.12778313
t236,-0.1137012
t268,0.7740905
t136,0.073632546
t340,0.14838082
t341,0.14838082
t258,-0.44868758
t216,-0.020044483
t20,0.06630412
t188,0.15857911
t248,0.009076632
t30,0.04012207
t102,0.037143156
t40,0.087589525
t313,-0.68098265
t224,-0.032772943
t342,0.17551523
t303,0.3861033
t222,0.036235083
t230,0.28524405
t195,0.07521267
t253,0.0045218747
t38,0.08351505
t4,0.116489604
