"accepted_species","trait_ARD"
"t2","0"
"t10","0"
"t93",NA
"t94","0"
"t99","1"
"t100","1"
"t13","0"
"t4","0"
"t62","1"
"t63","0"
"t47","0"
"t7",NA
"t71","0"
"t72","0"
"t40","0"
"t41","0"
"t28","0"
"t52","0"
"t85","0"
"t86","0"
"t1",NA
"t30","1"
"t31",NA
"t29","1"
"t37","1"
"t38","0"
"t6","1"
"t56","1"
"t57","1"
"t22","1"
"t68","1"
"t69","1"
"t64","1"
"t95","1"
"t96","1"
"t70","1"
"t65","1"
"t32","1"
"t66","1"
"t67","1"
"t33","0"
"t36","1"
"t91","0"
"t92","0"
"t20","0"
"t21","0"
"t97","0"
"t98","0"
"t87","0"
"t88","0"
"t46","0"
"t9","0"
"t23","0"
"t34","0"
"t25","0"
"t79","0"
"t80",NA
"t61","1"
"t83","0"
"t84","0"
"t17","0"
"t89","0"
"t90","0"
"t12","0"
"t73","0"
"t74","0"
"t35","0"
"t24","0"
"t11","0"
"t14","1"
"t48","1"
"t44","1"
"t54","0"
"t55","1"
"t3","0"
"t5","0"
"t77","0"
"t78","0"
"t39","0"
"t42","0"
"t43","0"
"t16","0"
"t51",NA
"t75","0"
"t76","1"
"t50","0"
"t18","0"
"t19","0"
"t59",NA
"t60","0"
"t58","0"
"t53",NA
"t49","0"
"t26",NA
"t27","0"
"t81",NA
"t82","0"
"t45","0"
"t15","0"
"t8","0"
