,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
t1,0.31371915,0.5996951,-1.1916041,1.2164582,-0.04418552,0.27853313,6.404864,0.81391746,-0.042737465,5.903386,-0.5858531,-0.36796334,2.6902375,7.7121005,1.8022232,6.5689178,-0.059153724,3.9942966,0.3644334
t2,0.53673893,-0.074168466,-1.9991215,1.2155104,-0.15236798,0.84516084,6.696988,1.1701502,1.4873165,9.376243,-0.8875001,-1.1148012,3.1891866,12.412478,0.75751483,7.218161,-0.0008686013,3.9786804,-0.24953088
t3,0.599177,-0.3868094,-2.3346999,1.5701488,-0.23432297,1.1924764,6.238685,1.3441195,3.5155227,10.630543,-1.062514,-1.5179479,3.1954083,15.598496,0.04104649,6.8844075,2.4037619,3.6575942,-0.44054636
t4,0.64235854,-0.45207378,-2.5078814,1.6701043,-0.2544934,1.3023905,6.543984,1.4489939,4.080908,11.471835,-1.1420918,-1.6454381,3.4455771,16.914658,-0.013648546,7.175305,2.7203653,3.8135505,-0.49366817
t5,0.58786815,-0.4723864,-2.2828774,1.7274617,-0.22966701,1.1747344,5.9691987,1.3144481,3.4899838,10.149132,-1.0527232,-1.4591948,3.0671294,15.257095,0.027745487,6.8484297,2.4349227,3.5298564,-0.46675935
t6,0.34290174,-0.028300427,-1.2779273,1.9150848,-0.045159828,0.3147612,6.905158,0.8987126,-0.01072996,5.6218915,-0.66324556,-0.2957667,2.5619566,8.229895,2.382889,8.000413,-0.06738783,4.452156,0.068740256
t7,0.28905863,0.11715258,-1.0958892,1.918929,-0.017565813,0.17973079,7.02773,0.8231106,-0.037949532,4.8468723,-0.6168621,-0.11172623,2.4770925,7.2236953,2.5343583,7.940307,-0.07995083,4.5815873,0.75548387
t8,0.5286441,-0.42678303,-2.0056944,1.8180078,-0.18801369,0.9943572,5.455187,1.1528888,2.7678087,8.487328,-0.9287071,-1.2604036,2.8191643,13.229177,-0.04809174,6.517179,1.9005418,3.4083545,-0.42094135
t9,0.5454745,-0.46966836,-2.087687,1.8061451,-0.20120053,1.0520452,5.490359,1.2010249,3.0255692,8.920839,-0.9739687,-1.3322304,2.8757672,13.901163,-0.015531384,6.561246,2.0747879,3.4284332,-0.44238037
t10,0.11782228,-0.0058495034,-0.48358622,2.451395,0.95557487,1.8941578,7.9935083,0.62439895,-0.09876054,1.9007161,-0.43569067,4.4973326,2.3057938,5.0677547,3.677723,7.5946736,-0.08619778,6.486539,2.1571152
t11,0.24684668,-0.80462164,-1.1963902,1.9561149,-0.15005206,0.67182845,2.0855744,0.6880197,2.3479776,3.7286491,-0.66099834,-0.7289364,0.88665974,8.322801,0.08692414,3.9108822,2.7621217,1.0355235,-0.40158248
t12,0.011155324,-0.0013312334,-0.29269394,2.9354913,1.0858703,3.2090592,8.487004,0.5623619,-0.101190865,0.6889663,-0.40541086,6.2585483,2.2411053,4.4514713,3.8331268,7.433238,-0.07821821,7.0991206,3.0012817
t13,0.019074626,-0.029185623,-0.26168734,2.983647,1.1069479,3.3289342,8.34817,0.5596869,-0.09947595,0.56490386,-0.4178551,6.369558,2.1866176,4.2888513,3.898856,7.360241,-0.07580935,7.035032,2.9093695
t14,0.41548333,7.6101246,-1.2236049,0.017983211,0.9297132,0.45277008,12.902557,1.0006301,-0.19677995,10.862363,-0.5771102,-0.16625597,6.3857555,9.232555,1.9481912,3.5639684,-0.1624649,5.880978,2.6046143
t15,0.13346052,0.22550845,-0.42534244,2.540834,0.8241677,2.2388844,7.925374,0.61785835,-0.087921195,1.6137004,-0.43659085,4.3777637,2.2208054,4.6438794,3.3431482,6.8496504,-0.09135022,6.0739903,2.0397806
t16,0.31199828,-0.2273821,-1.2669291,1.4204787,-0.11856048,0.51647925,4.194144,0.7248882,0.4826424,5.0768313,-0.5399914,-0.6611865,1.9749599,8.276819,0.852608,5.610719,0.29892206,2.717931,-0.15130542
t17,0.3029909,-0.20538472,-1.2018298,1.4455922,-0.11243827,0.4772337,4.116452,0.6981765,0.30619732,4.7793107,-0.51276475,-0.601209,1.8463262,7.8465023,0.9563421,5.5728626,0.17393301,2.6991353,-0.1323568
t18,0.38991413,9.102651,-0.6957223,0.042454805,2.5194745,2.6703904,15.150938,0.96420723,-0.20219052,8.07736,-0.56585586,5.1804533,5.2921815,8.085432,1.8094517,1.7076507,-0.17521974,6.9816937,4.111218
t19,0.4921209,7.9173713,-1.5103408,0.023777513,0.8831566,0.099903524,13.129179,1.0991735,-0.18922111,12.335273,-0.67448467,-0.43355936,6.2398286,9.98358,1.1926694,4.081439,-0.17602637,5.9504085,2.1764646
t20,0.2364069,-1.906962,-2.1642816,3.7532077,-0.27512994,1.2937737,0.90017104,1.2989875,7.6622424,5.2126684,-1.2656472,-1.425184,0.58320266,16.83367,-0.2578426,4.0222664,8.637494,1.2078632,-0.90790063
t21,0.5922696,11.525311,-1.3189532,0.055598345,2.5384648,0.17247994,17.113232,1.2512649,-0.25446245,13.059826,-0.9484506,0.22306533,5.025125,10.056805,-0.054735955,2.3132205,-0.2644952,8.450828,3.8706286
t22,0.043571368,0.50519055,-0.22753918,2.9728465,0.97216994,3.454943,8.466669,0.53891325,-0.0998599,0.372928,-0.3745579,6.246588,2.1679366,4.042146,3.4578185,6.270069,-0.079613626,6.609291,2.856203
t23,0.04075641,0.5092077,-0.21931607,2.998361,0.9852736,3.4981523,8.536684,0.5376058,-0.09904622,0.33279124,-0.37278083,6.3500347,2.166314,4.042038,3.476799,6.278122,-0.079126135,6.640269,2.9207351
t24,0.14039193,13.01144,1.2894897,0.11516202,4.10487,8.865211,20.921034,0.9424164,-0.33036932,3.5343935,-0.19389997,17.136662,6.0848494,8.714181,7.068955,-0.16610515,-0.22209342,4.6373696,6.816638
t25,0.07545292,-1.7463981,-1.5752939,3.587966,-0.18368348,0.85129935,-0.0026439147,0.9847097,5.521295,2.3233166,-1.0581582,-0.9546216,0.006378773,12.364041,-0.11695394,3.221041,7.4266195,0.62357897,-0.7292654
t26,0.1912167,-1.8771139,-1.6136011,3.2621791,-0.24089341,0.943584,-0.09293928,1.0382059,7.676554,0.583117,-1.0532987,-0.9494895,0.15559295,13.461592,0.47713664,1.7178681,8.30376,1.1069006,-0.7773852
t27,0.578031,11.79902,-1.2631232,0.056059737,2.5995314,0.33196256,17.415949,1.2387302,-0.25511476,12.683119,-0.9372921,0.8488898,4.95011,9.920249,-0.08657906,2.0939598,-0.2655,8.47126,4.0236053
t28,0.6079735,11.398694,-1.5080904,0.04842434,2.268654,0.06349491,16.800253,1.2672782,-0.2528511,13.914268,-0.92712617,-0.21150315,5.328768,10.457248,-0.07253902,2.752519,-0.26171458,8.218988,3.3345509
t29,0.20236494,-1.9572607,-2.114533,3.8514357,-0.25190052,1.2298208,0.8886368,1.2899773,7.324366,4.913981,-1.3177011,-1.3919559,0.77052367,16.480343,-0.29574847,4.2434525,8.5882845,0.8038978,-0.9072027
t30,0.18813942,-1.9330788,-2.057168,3.7877915,-0.24720119,1.194499,0.7231484,1.2583216,7.1822176,4.639154,-1.2863454,-1.345257,0.6438105,16.075928,-0.26953733,4.095929,8.521971,0.8159422,-0.8862407
t31,0.16394861,-1.9267299,-1.9705024,3.8151133,-0.22938293,1.1231723,0.67467934,1.2099438,6.801238,4.1568975,-1.2647157,-1.2707771,0.59243286,15.365367,-0.24731754,3.9836586,8.246321,0.689877,-0.865471
t32,0.034213677,-2.0613809,-1.8223404,4.0299563,-0.26626074,1.0394769,-0.14345257,1.1325926,7.984971,1.3734465,-1.0549328,-1.0610864,0.09929194,15.02227,1.0706854,1.3980076,8.994808,2.1141877,-0.8227568
t33,0.06446791,-1.790315,-1.6203743,3.5542562,-0.1855812,0.88305557,-0.012755388,1.0161767,5.7372894,2.3889806,-1.1104813,-0.9893027,0.0024579526,12.782391,-0.1510988,3.2655356,7.6272125,0.5810031,-0.7503259
t34,1.0195336,-1.3892072,-0.8953495,3.9111195,-0.043529034,0.3326724,-0.124420814,0.6054736,3.9195888,0.014075091,-0.74994814,-0.4451475,0.057652332,7.128504,0.11083776,2.232252,6.1914673,0.5486111,-0.4910151
t35,0.39053148,-1.9210912,-1.5454656,4.271465,-0.20190997,0.81728154,-0.1879479,0.98823416,7.4850087,0.0040516774,-0.91804874,-0.8372871,0.104091495,12.90539,1.2865435,1.1513795,8.294166,2.376694,-0.7354722
t36,0.07559819,-2.1464543,-1.993883,4.0110116,-0.28721985,1.1594739,-0.10427821,1.2449365,8.431801,2.3605127,-1.166738,-1.1969639,0.07341979,16.337933,0.7299701,1.8230053,9.293187,2.1585913,-0.89625245
t37,0.2637422,8.774433,-0.5615961,0.04792975,2.6181998,3.687226,15.122066,0.8807086,-0.21029168,7.184713,-0.44494382,6.416642,5.86932,7.839617,2.6211524,1.5050846,-0.16059244,6.455766,4.161574
t38,0.29975653,8.246691,-0.74809843,0.030627297,1.9907429,2.7316089,14.340346,0.893628,-0.19976676,8.19055,-0.49304852,3.92536,6.2309318,8.078566,2.0645075,2.0619817,-0.15614106,6.417055,3.8362257
