,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
t2,7.6607194,6.120302,4.845555,3.291935,4.7614374,4.865444,3.0379152,2.8810883,5.152996,3.6728072,4.578873,7.188961,4.6920605,6.635042,1.4826654,6.2544312,5.4357834,3.9754038,6.4413695,2.248773,5.031194,5.113379,4.84965,4.149063
t137,4.96921,5.042407,5.3410106,2.0635684,5.7111135,5.2857604,2.8559844,2.9194186,6.115537,1.943058,4.6317043,6.0750203,2.8007963,7.261956,2.6857495,4.7608724,6.895039,5.3068657,5.2461004,2.7395978,4.8601527,5.798117,3.8342986,4.6321545
t138,4.9214253,4.9999967,5.367214,2.0223527,5.758825,5.2627583,2.8924978,2.9251106,6.1640315,1.8992435,4.6484833,6.031242,2.7541528,7.2440076,2.7251158,4.724732,6.907585,5.35332,5.1990943,2.7208881,4.835294,5.820841,3.8524115,4.6718802
t201,4.894298,4.974955,5.373214,1.9893368,5.772046,5.2454653,2.9028893,2.8687174,6.1746716,1.9002283,4.6153545,6.005958,2.7248487,7.281364,2.7415593,4.7054715,6.944732,5.371891,5.1718993,2.7396562,4.866363,5.82741,3.794856,4.6972885
t243,4.9363813,5.0152144,5.3044353,2.0271826,5.7174897,5.3094406,2.8274186,2.8910143,6.1560497,1.9013611,4.5826554,6.055248,2.7689078,7.300113,2.6818419,4.730275,6.95444,5.3415256,5.218212,2.7835276,4.906811,5.816501,3.7793586,4.637376
t244,4.9068313,4.988206,5.32921,2.000488,5.7478013,5.285268,2.8602312,2.8846662,6.178391,1.8839177,4.5929947,6.024864,2.7387867,7.293224,2.7108207,4.7103405,6.9621997,5.365835,5.1871457,2.7696936,4.8925157,5.827805,3.7841036,4.670292
t181,4.9411254,5.025692,5.3178053,2.030418,5.698882,5.299738,2.8379202,2.891615,6.134015,1.924645,4.600365,6.059145,2.768954,7.284649,2.6963477,4.7577305,6.9424753,5.3186817,5.2190504,2.7657366,4.8890834,5.816098,3.7932205,4.635172
t110,4.897882,4.962958,5.333061,2.0080037,5.794573,5.2947965,2.882164,2.9258935,6.222132,1.8320183,4.600481,6.0201583,2.7461505,7.274973,2.689906,4.6675024,6.9840336,5.403814,5.186338,2.780038,4.86808,5.834751,3.8278031,4.6925206
t111,5.477275,5.416803,5.456697,2.6107655,5.4331365,5.26787,2.8496394,3.0414457,5.492001,2.4927464,4.8767514,6.4365654,3.3486304,7.205674,2.4974668,5.104458,6.36077,4.8112783,5.763809,2.5815291,4.7096615,5.4673758,4.046353,4.3902826
t90,5.580785,5.5381656,5.3708687,2.6331692,5.3429604,5.2656107,2.7699056,3.0481534,5.447325,2.5691235,4.808885,6.550577,3.3623116,7.182219,2.398315,5.2228966,6.372438,4.734366,5.7486553,2.6321402,4.781395,5.491642,4.0067673,4.301162
