,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
t2,-0.02449747,14.419889,0.031500667,0.6930627,-0.03664354,7.723769,0.55125445,1.6644446,5.6518703,-0.33958635,-0.38719067,0.53188324,-1.5099865,8.8259325,-0.5784578,-0.016010212,0.1973116,2.1800182,-0.2498749,6.5705748,8.106938,1.0470132,3.380937,4.530106
t137,-0.46074125,10.60145,17.447876,1.1018288,-0.045725796,-0.765056,0.6613938,0.44651648,14.093043,5.604861,26.513977,0.5912188,-1.3972278,9.79779,20.548227,-0.04108675,-0.091541275,1.1113688,18.58633,0.17056108,0.6670581,7.056005,12.148378,15.807666
t138,-0.48930076,9.80647,19.03546,1.182381,-0.044270203,-0.84356356,0.7497905,0.30597827,13.668616,6.7968025,29.429409,0.59251237,-1.1811594,9.046585,22.706905,-0.032038923,-0.090310544,0.89033484,20.57538,0.2039946,0.74660844,8.559006,13.348302,16.266003
t201,-0.48382726,10.225804,18.86386,1.2192264,-0.043188244,-0.85543966,0.73919463,0.35698342,14.057201,6.634602,29.079838,0.59435517,-1.2762898,9.41772,22.480621,-0.040275313,-0.0934807,0.9868355,20.483383,0.19641271,0.7286047,8.265031,13.262515,16.393082
t243,-0.48702046,10.124446,19.100456,1.2340046,-0.043079212,-0.86786956,0.7526651,0.3336876,13.988887,6.7965283,29.529284,0.5919326,-1.241986,9.327544,22.812634,-0.03909041,-0.09343192,0.95060354,20.790058,0.2016191,0.7437191,8.47642,13.433084,16.472408
t244,-0.4870987,10.120587,19.100025,1.2340864,-0.043106876,-0.8677252,0.75277543,0.33333498,13.98904,6.7967553,29.52821,0.59193194,-1.2425169,9.329867,22.81098,-0.039069965,-0.09339615,0.9500319,20.787348,0.2016381,0.74388105,8.477715,13.432026,16.468773
t181,-0.4886041,10.1046915,19.110924,1.2291414,-0.042973716,-0.86672133,0.7521895,0.33735403,13.934885,6.8323407,29.56188,0.5973666,-1.2532508,9.29511,22.800707,-0.03798406,-0.093053855,0.95456445,20.791002,0.20202218,0.7372703,8.526755,13.459757,16.44116
t110,-0.49238494,9.789241,18.93956,1.1936823,-0.042306315,-0.8437099,0.7412835,0.3181669,13.48243,6.851288,29.334433,0.58830416,-1.1370649,8.868316,22.592735,-0.034943447,-0.09101528,0.88604337,20.712688,0.20362017,0.74614805,8.583935,13.200387,16.228727
t111,-0.419207,11.995374,14.478078,0.95814896,-0.04602213,-0.6235075,0.50094527,0.70227814,14.893295,3.5216644,21.213957,0.5939934,-1.7634717,10.893131,16.656443,-0.059886925,-0.09271292,1.5009017,14.86734,0.11104886,0.52265215,4.430759,9.887083,15.093017
t90,-0.38926995,12.769268,12.714173,0.860948,-0.047385532,-0.54198885,0.40874118,0.8444686,15.370168,2.2035978,18.039064,0.59409946,-1.9960296,11.606039,14.3253145,-0.06865259,-0.09322763,1.7258357,12.586301,0.075802036,0.43768907,2.8829827,8.579334,14.570209
t70,-0.362416,13.248766,11.258057,0.7567487,-0.04800573,-0.46885127,0.3278539,0.94567066,15.289226,1.2367774,15.319631,0.5933631,-2.1185768,11.987835,12.231811,-0.06825971,-0.09139126,1.8442439,10.653168,0.04831741,0.35965624,1.9333428,7.513689,13.931379
t82,-0.4019611,12.207185,13.586996,0.87774605,-0.046538584,-0.5783332,0.45369384,0.7433372,14.647054,2.9660606,19.659695,0.5886828,-1.8278259,10.98202,15.394443,-0.055628955,-0.09082882,1.5234112,13.8193245,0.09809191,0.47833982,4.010579,9.328655,14.576987
t83,-0.39998505,12.188767,13.51736,0.8706285,-0.046808355,-0.5847501,0.45433336,0.7389907,14.664155,2.9650137,19.637888,0.5915764,-1.8169587,10.967271,15.384834,-0.054929145,-0.09153169,1.5195708,13.726119,0.098082416,0.47904977,4.035446,9.3374815,14.607243
t75,-0.36648762,13.166255,11.461305,0.76574385,-0.04781953,-0.4820375,0.3398598,0.9251739,15.266866,1.3873683,15.765655,0.594749,-2.1030126,11.902811,12.558219,-0.067511946,-0.091848195,1.8186474,10.964687,0.053335294,0.3715425,2.0988517,7.692761,14.004592
t66,-0.42784086,11.100168,15.595586,0.97661287,-0.044092443,-0.6849872,0.5656464,0.55409986,13.919206,4.428257,23.237274,0.58294535,-1.5090588,9.933366,18.104868,-0.04142937,-0.09107877,1.2410511,16.29607,0.14085376,0.5744255,5.8482046,10.874289,15.096789
t46,-0.3154298,13.604189,9.265244,0.66148734,-0.044677094,-0.3872893,0.24255718,1.0583863,14.687055,0.38699245,11.723769,0.59416676,-2.2268574,12.199367,9.543751,-0.067804344,-0.08249569,1.9778429,7.9130883,0.012210274,0.2414049,1.1135684,6.3337255,12.68745
t53,-0.45244357,9.750624,17.97621,1.0838939,-0.04500841,-0.78964204,0.70762813,0.38427523,13.146817,6.58414,27.643728,0.5564838,-1.0854752,8.557141,21.11787,-0.023015676,-0.087613456,0.8889305,19.617186,0.19299757,0.6892717,8.295591,12.78515,15.561897
t95,-0.42439422,11.260011,15.158791,0.94437766,-0.047320824,-0.64594746,0.53751534,0.69358593,14.054779,4.154274,22.268,0.5826076,-1.5899552,10.192353,16.98958,-0.042252067,-0.090028375,1.398243,15.700796,0.13150388,0.5116376,5.420569,10.675936,14.954002
t97,-0.41144237,11.693928,14.152964,0.88741076,-0.047731124,-0.6026629,0.48306197,0.7784279,14.414796,3.4137206,20.513968,0.58970296,-1.7317641,10.652788,15.66663,-0.04823899,-0.09093745,1.5431131,14.374537,0.11036706,0.46258914,4.489158,9.908622,14.673283
t227,-0.49347237,9.357126,19.109415,1.1403883,-0.045303572,-0.84326446,0.7434884,0.3745973,13.088014,6.999293,29.387428,0.58553994,-1.0655754,8.699196,22.099981,-0.02016972,-0.0916737,0.9124136,20.709438,0.2125957,0.6906013,8.903096,13.608222,16.069334
t228,-0.49716958,9.242134,19.335922,1.1509835,-0.0452514,-0.8529141,0.7555683,0.35623166,13.02151,7.1587443,29.78202,0.58498657,-1.0335025,8.600355,22.37664,-0.018978437,-0.09160104,0.8838913,20.998466,0.21703032,0.70093113,9.09466,13.7671,16.126593
t160,-0.46467435,9.767156,18.633127,1.0848281,-0.045939468,-0.84270835,0.7095923,0.4005724,13.023089,6.742796,28.656174,0.57547164,-1.154539,8.980036,21.56957,-0.021973066,-0.08771515,0.95901895,20.10154,0.19982478,0.68475926,8.637365,13.418869,15.975304
t161,-0.48005238,9.432205,19.22343,1.1089479,-0.045876842,-0.8641317,0.7427392,0.3698161,12.918676,7.0876594,29.739954,0.57750696,-1.0726019,8.714099,22.228241,-0.018819084,-0.0876111,0.902103,20.857168,0.21207236,0.7074308,9.096652,13.816632,16.090143
t131,-0.47069907,9.273996,19.380095,1.1235137,-0.047912683,-0.85119677,0.7458663,0.35918516,13.014514,7.1380916,29.694574,0.56938815,-1.0683254,8.791846,22.42319,-0.02198246,-0.087205335,0.89934194,20.79826,0.21087019,0.72047806,9.060675,13.781905,16.164772
t133,-0.45219514,9.871615,18.127592,1.0669894,-0.04783129,-0.79794645,0.6774004,0.45605582,13.295777,6.23842,27.500057,0.56725496,-1.2186882,9.286425,20.826073,-0.028702145,-0.08785337,1.0474205,19.289265,0.18653172,0.66510135,7.9731374,12.842826,15.802795
t134,-0.47726128,9.375035,19.374416,1.1252943,-0.04776376,-0.85229456,0.74106485,0.36566418,13.025173,7.129029,29.81781,0.5766594,-1.0878217,8.824229,22.389206,-0.021891955,-0.087467544,0.9041489,20.831104,0.20986399,0.71728075,9.063417,13.798017,16.158474
t56,-0.35979077,12.844603,11.285292,0.73529196,-0.04704161,-0.47672617,0.33720028,0.9752609,14.833486,1.452934,15.351364,0.5867842,-2.0118885,11.540807,12.009177,-0.058846995,-0.08887831,1.8265364,10.652658,0.05521703,0.341717,2.3610134,7.6774235,13.786132
t57,-0.3419374,13.378098,10.32672,0.687837,-0.04692284,-0.43269885,0.28879824,1.060344,14.989487,0.7840628,13.445768,0.59495395,-2.1249864,12.077875,10.630015,-0.062898815,-0.08667671,1.9518728,9.306313,0.03399841,0.29114562,1.6661897,6.9346633,13.432364
