"accepted_species","traits"
"t17",1
"t22",1
"t27",1
"t32",1
"t35",1
"t36",0
"t38",1
"t39",1
"t41",0
"t43",1
"t47",0
"t48",0
"t50",1
"t54",0
"t55",1
"t58",0
"t68",1
"t69",1
"t71",1
"t73",0
"t74",NA
"t76",1
"t78",0
"t80",NA
"t81",1
"t83",1
"t84",NA
"t85",1
"t86",0
"t87",0
"t88",1
"t89",0
"t90",0
"t91",1
"t92",0
"t93",0
"t95",1
"t96",0
"t97",1
"t99",0
"t100",0
"t101",1
"t102",NA
"t103",0
"t104",0
"t106",0
"t107",0
"t108",1
"t109",1
"t110",0
"t111",NA
"t112",1
"t113",0
"t114",0
"t115",1
"t116",0
"t117",1
"t118",1
"t119",1
"t120",1
"t122",1
"t123",1
"t124",1
"t125",0
"t126",0
"t127",0
"t128",1
"t129",1
"t130",1
"t131",1
"t134",NA
"t135",1
"t136",1
"t137",1
"t138",1
"t139",1
"t140",1
"t141",1
"t142",1
"t143",1
"t144",1
"t145",1
"t146",1
"t147",1
"t148",NA
"t149",0
"t150",NA
"t151",1
"t152",NA
"t153",1
"t154",1
"t155",1
"t156",1
"t157",1
"t158",1
"t159",1
"t160",1
"t161",1
"t162",NA
"t163",1
