"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111","c112","c113","c114","c115","c116"
"t1",-0.0426659387825632,0.0021474734831339,-0.0227426235681047,0.00295604534740539,0.00508072272588677,0.0146765639725064,-0.0205918213383628,0.0429302944184646,-0.00642416877724661,0.00110282871890267,0.00921639992755216,-0.014516744864236,0.0102347643893914,0.0461782658543355,-0.0645974659665246,0.0184657050460743,0.00921436234221624,0.00170401959923152,-0.0243656154977133,-0.00554682797361213,0.0697186833738686,-0.0762366410077314,-0.00539212745008925,0.0511868883422502,-0.089543235403624,0.00253719014610506,0.00234059963957444,-0.0313622313656735,0.000412437987659062,-0.00924388942552318,0.000936505367269634,-0.0473156506895277,7.75312379828086e-16,0.173509846250241,0.11143493084577,0.0400949101232291,0.916877781794474,-0.230941491605483,0.105867449748469,0.000584523662684524,2.29913410112931e-15,0.00201783663143172,-0.00368263214426752,-0.0382123763095225,7.24750579925955e-05,0.000368914758610115,0.000284432170240033,4.27545881686402e-15,-8.66633192695759e-06,0.00098247556335925,-0.0196015263864569,0.00474890233578649,-0.00284046436748334,-0.000110830521745698,0.00275606132093988,-0.0365297174288145,0.00735307509508479,-1.48215732222509e-16,0.00152264541025009,8.40931770988631e-05,0.00601349630172014,0.000821042184393809,-0.00018807743216832,-8.57092411268404e-05,0.00396998300568593,-0.00210248583006869,-0.000545356954764424,7.05255859096757e-05,-0.000629358425287502,-5.72902865759919e-07,0.00151812212778432,-0.000125178504615976,-1.80969020178813e-16,-0.00242818445769515,0.0361146087741291,-1.47667352333306e-15,-0.00753682686436392,-1.00602037900053e-14,0.000717576692567038,-0.000207291128718012,4.43202440075445e-16,5.44002973809746e-17,2.4464086693914e-06,0.000161185077821727,7.72769898434408e-17,4.18738881984972e-06,3.57639813670324e-07,-2.61252283536245e-16,-0.00013438535962054,-1.71443723343795e-16,1.36437652281531e-17,-1.97900625521379e-17,-1.67753801013076e-15,3.09380262080775e-06,5.44889061192559e-16,-3.43848338610638e-16,-4.5358140718694e-16,1.0565635207278e-16,-7.86470768275724e-16,1.50974008464002e-16,3.57250047138026e-05,-7.5713535038214e-16,6.35861129090602e-17,-2.0940244003588e-16,-1.02681091605023e-15,-2.6518629454259e-16,9.45829355485244e-17,-7.8333709350642e-17,5.89416985880017e-16,1.3776018321458e-15,-3.58493183056164e-15,-2.24035410330655e-15,3.09411445394137e-15,1.00475361698194e-14,5.09634745779776e-15,0.0928476690885273
"t73",-0.0930842744455874,-0.0480622433089627,-0.284649780349466,-0.0609369907450715,-0.0130039005530243,-0.0250996986200558,0.0126514057756464,-0.0212538155432321,0.00314563016539786,-0.000581964791121301,-0.00897586752720447,0.00967920423336136,-0.00706964915495756,-0.242864977913121,-0.0151069390075467,0.0037037233616628,0.0012101223436917,9.90951039224332e-05,0.00203955472804588,0.282847334246186,0.00111123313808893,-0.000709284495528529,-5.97500469044201e-05,4.53212525106314e-05,0.000231647596881206,-9.12165456306538e-06,-0.000548442996748002,0.000137172554765527,-1.85932237706853e-06,5.04920564173739e-05,-8.6025188605851e-06,0.000313444495417119,-1.72314369642236e-16,-0.0011166969517828,-0.000693852343803171,-0.000226417631411034,-0.00470722680695557,0.00114886015792079,-0.00051865122922512,-2.85230966349467e-06,2.69794824061115e-15,-9.49291586504054e-06,1.69879362261989e-05,0.000174285749916942,-3.25333790822196e-07,-1.62723198200387e-06,-1.16208334174478e-06,-4.29397746372074e-15,3.2511798465445e-08,3.58172901320539e-07,4.59133322833027e-05,-1.05865817012332e-05,4.88202966574588e-06,1.26755933405216e-07,9.98284486332227e-06,1.76749593538868e-05,0.0150988929260024,1.66138076374352e-15,9.80262042950307e-07,6.21772136499507e-08,8.20328944831214e-06,1.18693589782503e-06,-2.79055340412512e-07,-1.4837821884262e-07,7.08576528380507e-06,-1.5658558446703e-05,-1.02448241910436e-06,1.35990799801393e-07,-1.24031023142099e-06,-1.17292549835009e-09,3.16443954822426e-06,-2.52246842821733e-07,3.88310300393848e-15,-6.7882070806652e-06,6.45511772783894e-05,-2.06721681303828e-14,-6.20678838569345e-06,7.12259088835778e-12,-0.504510799356387,-5.39247873685159e-06,6.82658452893761e-15,-3.6989599596832e-15,2.62448872282016e-08,1.62182896933741e-06,-1.85129464681381e-15,4.16641114514678e-08,3.47607940250248e-09,2.33421606520736e-15,-1.29259216419417e-06,-5.24138605230668e-15,-3.24232806388622e-14,5.24699295603628e-14,0.707106781186496,2.98948105808138e-08,-1.01154872198521e-14,2.74480418742934e-14,1.59288009559751e-14,1.80694928261761e-15,-5.87317906847768e-15,-2.0624448659192e-15,3.54516828928089e-07,-5.79124273760665e-16,-1.1615191176707e-14,-7.7304027750135e-17,-3.59379911097737e-16,8.27217749043639e-14,-4.49148746506444e-15,2.25523784183791e-15,-2.27618648384247e-16,-3.17638199290864e-15,-5.68635452828793e-15,-1.61936560082717e-15,2.05322285340961e-15,6.65482502558961e-15,8.23550849471659e-15,0.0928476690885389
"t74",-0.0930842744455877,-0.0480622433089627,-0.284649780349466,-0.0609369907450717,-0.0130039005530246,-0.0250996986200562,0.0126514057756468,-0.0212538155432333,0.00314563016539814,-0.000581964791120443,-0.00897586752720536,0.00967920423336307,-0.00706964915495833,-0.242864977913122,-0.0151069390075454,0.0037037233616618,0.00121012234369059,9.90951039230432e-05,0.00203955472804723,0.282847334246185,0.00111123313808641,-0.00070928449553412,-5.97500469051552e-05,4.53212525088099e-05,0.000231647596886761,-9.12165456391042e-06,-0.00054844299674968,0.000137172554769422,-1.85932237736979e-06,5.04920564172716e-05,-8.60251886225755e-06,0.000313444495420124,4.58149722669359e-16,-0.00111669695178835,-0.00069385234380667,-0.000226417631410258,-0.00470722680695333,0.00114886015792279,-0.000518651229223743,-2.85230966378012e-06,1.11769812279791e-15,-9.49291586431268e-06,1.69879362266398e-05,0.000174285749916189,-3.25333789368514e-07,-1.62723197862376e-06,-1.16208334024388e-06,4.62063753758559e-15,3.2511799285904e-08,3.58172898390113e-07,4.59133322820278e-05,-1.05865817014263e-05,4.88202966635024e-06,1.26755935567869e-07,9.98284486363867e-06,1.76749593483083e-05,0.0150988929260034,1.52443309512287e-15,9.80262042244099e-07,6.21772134895036e-08,8.20328945009061e-06,1.18693590134855e-06,-2.79055337491239e-07,-1.48378214510648e-07,7.08576528982946e-06,-1.56585584498456e-05,-1.02448241166423e-06,1.35990800357015e-07,-1.24031022909941e-06,-1.17291749205314e-09,3.16443955050429e-06,-2.52246844334698e-07,-1.15958924054147e-16,-6.78820708329861e-06,6.45511772795876e-05,-1.07692812434909e-14,-6.20678836170516e-06,7.12260480952997e-12,-0.504510799356249,-5.39247872993507e-06,3.51866247297688e-15,2.43580603873414e-14,2.62448951521473e-08,1.62182896124786e-06,1.59217224770757e-15,4.16640913777306e-08,3.47603397001001e-09,-1.97734597347455e-15,-1.29259218214753e-06,-5.92983678309347e-16,8.40136545729662e-14,-5.58868678237982e-14,-0.707106781186598,2.98947262586975e-08,1.18417050849289e-14,-2.54779480296472e-14,-8.77780421573903e-15,-2.0871044892927e-15,3.06927369280587e-15,7.24698554678759e-15,3.54516859958219e-07,-1.38636310448787e-15,2.10290410274957e-15,7.03128787171178e-16,-2.89683068570931e-16,-7.84973398804635e-14,-1.5873782911332e-16,-1.60090261567201e-15,1.82929381866892e-15,1.96312073497677e-15,-2.85950384581281e-15,-1.88129648491173e-15,4.38662020683778e-15,8.15807243673243e-15,6.57886595267042e-15,0.0928476690885151
"t97",-0.0931979035225481,-0.0481522218565216,-0.285457052066484,-0.0611259495719869,-0.0130556012949086,-0.0252136309320774,0.0127586082956633,-0.0215220255988059,0.00318584742437869,-0.000589798378907434,-0.00909944940791775,0.00983346829995775,-0.00718341838383549,-0.247367454872214,-0.0154427063750705,0.00378727825013091,0.00123879798814659,0.000101663435806565,0.00211364794090453,0.293590543938634,0.00115922448568045,-0.000741481839982606,-6.24757648420043e-05,4.74948737438673e-05,0.000243240417668698,-9.61303689233182e-06,-0.0005782857142432,0.000144840783860523,-1.96381631044428e-06,5.34768984637858e-05,-9.21373030958652e-06,0.000336984155100075,-4.73983390062463e-16,-0.00120747644674425,-0.000753424628085601,-0.000248245081262134,-0.00520280086393015,0.00127308307906387,-0.00057540526814677,-3.1654075241084e-06,-2.6515439473016e-15,-1.05648865535055e-05,1.89347184587794e-05,0.000194426008221904,-3.63365927865414e-07,-1.81985115018603e-06,-1.30699516265875e-06,1.48152572748417e-15,3.67901505946113e-08,4.15940951689407e-07,5.35870900216468e-05,-1.24073409863681e-05,5.80878725769823e-06,1.53560724714801e-07,1.21469459764046e-05,2.20312684510508e-05,0.0191543453846999,-2.59547419020933e-15,1.31426764296104e-06,8.41040557537384e-08,1.21615536091234e-05,1.76197499712498e-06,-4.17326742028987e-07,-2.35491462966704e-07,1.1437245577012e-05,-2.58066740316822e-05,-1.71559812159804e-06,2.33191514815125e-07,-2.18032015074632e-06,-2.20403664791987e-09,6.41044343982886e-06,-6.41306532890314e-07,-1.36599608499482e-15,-2.10500898164973e-05,0.000200713437563645,1.52791144690721e-14,-0.000200249274976085,-6.99397221935693e-12,0.495412467003082,3.12709235515456e-06,-8.33194383597802e-15,-1.52511281687774e-14,3.16033410902025e-09,3.95550089634455e-07,-2.58878392311508e-15,1.13138635335508e-08,1.19804907994819e-09,-2.72677084475846e-15,-5.10975264251893e-07,1.76881032417466e-15,-2.27441909471778e-14,4.25571818550581e-15,-3.35426131314875e-14,1.62122489849866e-08,-6.3403013152799e-16,-9.19666658578681e-15,-2.5844390152992e-15,1.55895641461942e-15,-5.77378276025914e-15,1.96960966034698e-14,2.27785311775771e-07,-1.44467621899794e-14,1.1802948678405e-13,1.09036746361257e-14,7.68685076246599e-13,0.707106781186547,-3.64468819639563e-13,4.42086585231065e-14,1.47814211404072e-15,-2.15285424675761e-14,1.37462292738635e-14,-9.78373528963681e-15,2.59249080562815e-15,1.11159672343643e-14,-3.3339357355774e-16,0.0928476690885259
"t98",-0.0931979035225482,-0.0481522218565217,-0.285457052066485,-0.0611259495719869,-0.0130556012949084,-0.0252136309320773,0.0127586082956637,-0.0215220255988067,0.00318584742437902,-0.000589798378906915,-0.00909944940791783,0.00983346829995825,-0.00718341838383561,-0.247367454872217,-0.01544270637507,0.00378727825013121,0.00123879798814741,0.000101663435807246,0.00211364794090522,0.293590543938636,0.00115922448568086,-0.000741481839983099,-6.2475764842093e-05,4.74948737435121e-05,0.00024324041766791,-9.61303689186138e-06,-0.00057828571424448,0.00014484078386072,-1.96381631105553e-06,5.34768984630716e-05,-9.21373031015492e-06,0.000336984155099598,2.04730718752509e-16,-0.0012074764467435,-0.000753424628085603,-0.000248245081262008,-0.0052028008639302,0.00127308307906474,-0.000575405268146107,-3.16540752497288e-06,-2.02032955800886e-15,-1.0564886553529e-05,1.89347184585591e-05,0.000194426008221679,-3.63365927690105e-07,-1.81985115022234e-06,-1.30699516186851e-06,-1.33691740861579e-15,3.67901504280198e-08,4.1594095320315e-07,5.35870900217277e-05,-1.24073409873459e-05,5.80878725957098e-06,1.53560724446927e-07,1.21469459784633e-05,2.20312684480966e-05,0.0191543453846928,-1.14800921352631e-15,1.31426764222237e-06,8.41040559862184e-08,1.21615536062212e-05,1.76197499895741e-06,-4.17326744579193e-07,-2.35491460783588e-07,1.14372455788375e-05,-2.58066740258289e-05,-1.71559812198185e-06,2.33191512411832e-07,-2.18032015116284e-06,-2.20403804457808e-09,6.41044343928167e-06,-6.41306534071203e-07,-2.64303500623385e-15,-2.10500898166738e-05,0.000200713437559123,1.54034455854842e-14,-0.000200249274956567,-6.99365046646373e-12,0.495412467003078,3.12709235796226e-06,5.59866619770975e-16,-4.8641923654166e-15,3.16033450286118e-09,3.95550085162131e-07,4.11201137940899e-15,1.13138613151883e-08,1.19805143656061e-09,8.42901419606698e-16,-5.10975269190135e-07,3.10396878654664e-15,-2.67320874973782e-14,-1.35887051232115e-15,1.27398092075737e-13,1.62122437588144e-08,8.70821202306712e-16,5.73489468838497e-15,-4.99420737499361e-15,-1.68142202662724e-15,6.23378065005208e-15,-2.37107043365252e-14,2.27785304180269e-07,1.33210912169833e-14,-1.09565725499284e-13,-1.2345743697071e-14,-7.7174119524117e-13,-0.707106781186548,3.69828679932958e-13,-4.53035765737773e-14,-2.39401582711702e-16,2.77407727098157e-14,-1.93639391668048e-14,4.67349613681489e-15,2.52853405745162e-15,1.37541181343397e-14,4.99658643538825e-15,0.0928476690885255
"t34",-0.0910439802556049,-0.0464288288151586,-0.269751197150366,-0.0574335824187655,-0.0120304544245814,-0.022932757695549,0.0104543506874394,-0.0152517901739431,0.00224226954832132,-0.000403265499846287,-0.006136497490477,0.00594389737104351,-0.00430412155532343,-0.126140326719657,-0.00540090088743556,0.00126246803566736,0.000340230792311079,1.47613732830095e-05,-0.00213549056019485,-0.407778197037051,-0.00468712513219142,0.00574274725297538,0.000526632663949445,-0.00213968747492958,0.00505476627488069,-6.34483531861201e-05,-0.00352189810537966,0.000735435792701912,-9.66533616152425e-06,0.000206073025988089,-2.10998118945328e-05,0.000691647271012177,-7.34307636919731e-16,-0.00214866883437416,-0.00122003391079691,-0.000327339039892807,-0.00574017299072366,0.0013210537302754,-0.00058005323162233,-3.16626928264402e-06,-2.33216491484639e-16,-9.81544892777047e-06,1.68791242317966e-05,0.000169126791098091,-3.05137281094455e-07,-1.46817061912807e-06,-8.67479338149611e-07,-2.0792410084447e-16,1.85348461070806e-08,-1.27057609896397e-07,-2.69664977072571e-05,8.45504181296218e-06,-8.64412411542914e-06,-4.62744206547167e-07,-4.31190290262027e-05,-0.000218686585743844,-0.849318395497644,5.92780639749161e-15,1.15846333517772e-05,6.59927249481138e-07,5.46779565640362e-05,7.88783613829131e-06,-1.82536350155341e-06,-8.91440710124475e-07,4.19529651874845e-05,-9.14131825209459e-05,-5.93118594165416e-06,7.80164100062098e-07,-7.07232643576669e-06,-6.66630303969858e-09,1.82047531871327e-05,-1.5900036932064e-06,4.92544119797177e-17,-4.80387683955721e-05,0.00045760291981673,-1.95666219115263e-15,-0.000333507664175138,-9.91121842168876e-14,0.00699897907740315,-3.13801565177045e-06,-1.04570694934083e-15,1.52305988773819e-15,4.02387617274084e-08,2.71765911527685e-06,-3.21623372652475e-15,7.10642432380913e-08,6.18944896825406e-09,-1.51788711908932e-15,-2.36315654650201e-06,4.22830203775986e-15,5.19856671602633e-16,-1.70745669832198e-16,-1.16573417585641e-15,5.79618264142308e-08,6.54137065961425e-16,-2.90083850928421e-16,-2.0838408076533e-16,5.22389651022316e-16,-4.79517528235823e-16,-5.32981649772678e-15,7.0152955215963e-07,-1.32566865909574e-15,-2.24964687291896e-16,7.00016439540432e-16,-3.75412910809627e-16,3.9552178706411e-15,-1.02740023164477e-15,-3.11380982362924e-16,6.16157891469577e-16,2.61452097336907e-15,-5.63311009700278e-15,-2.13401013496006e-15,2.58582701725077e-15,1.06034661213104e-14,5.5338142689315e-15,0.0928476690885231
"t68",-0.0915098930563908,-0.0467948055100642,-0.272993216431968,-0.0581896689329575,-0.0122347212963694,-0.0233790225846134,0.0108445906016238,-0.016125023122508,0.00237249129294114,-0.000428043750696282,-0.00652302968665683,0.00638424321589659,-0.00462645604154992,-0.137223706028717,-0.00598609757023721,0.00140167226616795,0.000379987589534096,1.66814256170123e-05,-0.0025601163448725,-0.493792700221517,-0.00586546781887121,0.00729189079120926,0.000669701683248878,-0.00276467117043469,0.00662715239146526,-8.5528618203791e-05,-0.00476685564838009,0.00100668925512241,-1.32604783198195e-05,0.000289252946810331,-3.28605943391163e-05,0.00112082327687839,3.44245179311266e-16,-0.00371975916664779,-0.00222802464368934,-0.000689459855060418,-0.0140155973261149,0.00340643658808729,-0.00153553616401599,-8.44165305518465e-06,3.46585748961628e-15,-2.8025202983692e-05,5.01122717063863e-05,0.000513966304453201,-9.59177257785717e-07,-4.79743652404784e-06,-3.4347437017007e-06,3.37820004163023e-16,9.67823906730367e-08,1.14929549702153e-06,0.000150750236215424,-3.55065338441804e-05,1.80554723202453e-05,5.57919911734156e-07,4.64783372835329e-05,0.000136979105735836,0.372304321979626,-2.47445745295904e-15,-1.50838012295828e-06,-6.63442867142919e-08,4.61531188596413e-06,6.79058173154582e-07,-1.73813883051165e-07,-1.36601843749185e-07,6.96258125741807e-06,-1.64543613520336e-05,-1.12508476143275e-06,1.58085309658476e-07,-1.51785952710897e-06,-1.6046650533117e-09,4.78076723128871e-06,-4.8172348890182e-07,4.51240000358127e-16,-1.54946690779955e-05,0.000147693158208407,-5.72258516240317e-16,-0.000122811200039721,-3.4640164120934e-14,0.00291057256702969,-1.33744251744446e-06,7.76917402546374e-15,4.45502165071028e-15,1.86511637461122e-08,1.29377586649766e-06,1.43142907921858e-14,3.4065087919062e-08,3.02753368741327e-09,-8.29169670032046e-14,-1.17460605415839e-06,3.17197552957699e-13,-0.70710678118655,3.53643560366715e-16,-5.90499871222505e-14,3.05696412182457e-08,-6.55830575686798e-17,7.03607623188555e-15,-1.16694391586137e-15,4.81156916167046e-15,4.78639867243157e-15,2.3120748241183e-14,3.9156970248153e-07,4.59928199112498e-16,-3.68683341675683e-15,-3.67032932489565e-17,-1.02447797060719e-16,-7.81562268965048e-16,2.5761247092386e-15,1.27815217275156e-15,-2.3924247460713e-15,-8.19054451190013e-16,-2.44532327167482e-15,1.01431826910043e-15,2.46407512594899e-15,8.08173510886528e-15,8.63606005637731e-15,0.0928476690885247
"t69",-0.0915098930563908,-0.0467948055100641,-0.272993216431968,-0.0581896689329579,-0.0122347212963696,-0.0233790225846134,0.0108445906016236,-0.0161250231225085,0.00237249129294095,-0.000428043750695917,-0.00652302968665671,0.00638424321589686,-0.00462645604155035,-0.137223706028716,-0.00598609757023691,0.00140167226616839,0.000379987589534313,1.66814256164812e-05,-0.00256011634487138,-0.49379270022152,-0.00586546781886989,0.00729189079120846,0.00066970168324877,-0.00276467117043378,0.00662715239146348,-8.55286182041691e-05,-0.00476685564837635,0.00100668925511941,-1.32604783200107e-05,0.000289252946809956,-3.28605943409489e-05,0.00112082327687757,-5.40651470155513e-17,-0.00371975916664714,-0.00222802464368945,-0.000689459855059951,-0.0140155973261157,0.00340643658808781,-0.00153553616401734,-8.44165305362832e-06,-3.88681507765463e-15,-2.80252029833386e-05,5.01122717070495e-05,0.000513966304454205,-9.59177256273647e-07,-4.79743652609317e-06,-3.43474370182507e-06,-1.26768141020155e-15,9.67823919620811e-08,1.14929549267178e-06,0.000150750236211962,-3.5506533842394e-05,1.80554723185243e-05,5.57919911296194e-07,4.64783372830999e-05,0.000136979105736262,0.37230432197963,-3.19017784371603e-15,-1.50838012668883e-06,-6.63442885781794e-08,4.61531188371126e-06,6.79058172878838e-07,-1.73813881108737e-07,-1.36601856448927e-07,6.96258124932233e-06,-1.64543613586419e-05,-1.1250847638694e-06,1.58085312690497e-07,-1.51785952121748e-06,-1.60466618734433e-09,4.78076723221411e-06,-4.81723500270632e-07,-4.8142129520333e-16,-1.54946690721633e-05,0.000147693158212524,2.07279878877508e-15,-0.000122811200026813,-4.68485917182488e-14,0.00291057256710125,-1.33744251415534e-06,-7.13117952899459e-15,-6.42011392753897e-15,1.86512017437197e-08,1.29377583787834e-06,-1.16925731706537e-14,3.4065154145754e-08,3.02762267493458e-09,8.30495972982215e-14,-1.17460570316699e-06,-3.19863400308191e-13,0.707106781186545,-2.02799192054818e-16,5.77177194927003e-14,3.05696315060841e-08,5.73656394210275e-16,-8.04605336754385e-15,1.12274133852394e-15,-5.22749071832883e-15,-7.01453562445185e-15,-1.88515620646342e-14,3.91569701229889e-07,-1.31286576849605e-15,3.64846597380109e-15,-8.14062559709106e-16,-2.34660822310072e-15,-4.36203152338117e-15,-1.78292703107175e-15,-1.03564016233172e-15,3.81430367933283e-15,2.27353558760767e-15,-3.44978259629706e-15,-5.26725259263011e-15,3.74454113105775e-15,1.12137592378417e-14,2.98446069877626e-15,0.0928476690885282
"t19",-0.0849059120940958,-0.0414668070306307,-0.223815043328886,-0.0465864279533665,-0.00897359173116366,-0.0160638728405515,0.00296377020458676,0.00726974478493864,-0.00116234536677279,0.000282758131882972,0.00485913834119897,-0.00953678191897232,0.00721875911990603,0.409098395846382,0.0493950845939364,-0.0128670733835213,-0.0052049766324014,-0.00068967162563008,0.00474817718153878,0.0545198622778013,-0.00915099187361395,0.0125018444111411,0.00115301770402038,-0.00473712451734086,0.0102093441944826,0.000278790425707123,0.505159658522272,0.00454426534307318,-5.49386680136324e-05,0.000869352667628904,-8.03856653070893e-05,0.00266620455690114,3.66711700691532e-16,-0.00854224247925391,-0.005001169814038,-0.00147558419827339,-0.0288905714644925,0.00693891470706685,-0.00311103045281806,-1.70785440058168e-05,-0.707106781186545,-5.59594445841432e-05,9.93655486601203e-05,0.00101503920403736,-1.8836700489126e-06,-9.36339002529932e-06,-6.52587510089318e-06,8.26507514787983e-15,1.78425339812834e-07,1.82712165595775e-06,0.000231531354279889,-5.28964710958593e-05,2.36009989613416e-05,5.85403620227315e-07,4.54586568596428e-05,6.8604574094117e-05,0.00716383826127059,1.19162350361208e-15,5.61765323107099e-06,3.50927200431251e-07,4.48196748202515e-05,6.48600846853963e-06,-1.52649824678029e-06,-8.24153782286195e-07,3.95915633892035e-05,-8.81967781623183e-05,-5.80859994300059e-06,7.79115810934837e-07,-7.18894636563161e-06,-7.03332109711386e-09,1.97909369187525e-05,-1.82119204274512e-06,1.1534259603737e-15,-5.63572323784933e-05,0.000536976643918296,-3.93832982118752e-16,-0.000412099359361099,-1.46692085709922e-14,0.00104321559715925,-4.21177930094675e-06,5.97506645202864e-16,-2.60393616089269e-16,5.53079597281769e-08,3.77714381825671e-06,2.80355390916568e-16,9.90575537023199e-08,8.70248367146196e-09,-9.37104179823433e-17,-3.34568435250774e-06,-2.88772925884203e-16,-5.36263527650953e-15,1.87286885580089e-16,-1.40165656858926e-15,8.42070710993037e-08,1.7013315541695e-16,-1.24854795234222e-16,-1.17301055161859e-16,3.41409831372557e-16,-1.99636194064599e-16,5.72720967508448e-16,1.04465425047307e-06,-2.9257013283773e-16,-5.98289813343814e-16,-3.20777406161989e-16,1.51559266556229e-16,-1.22539194687146e-15,-4.19266288550311e-16,-1.91743349990472e-16,1.55491243983569e-16,1.12201452127854e-15,-3.4916240954647e-15,-2.03674774750476e-15,2.83331450316767e-15,1.00142552692686e-14,4.7212304512251e-15,0.0928476690885249
"t20",-0.0849059120940959,-0.0414668070306308,-0.223815043328886,-0.0465864279533661,-0.00897359173116361,-0.0160638728405517,0.00296377020458693,0.00726974478493895,-0.00116234536677263,0.000282758131883255,0.0048591383411995,-0.00953678191897307,0.00721875911990627,0.409098395846381,0.0493950845939365,-0.0128670733835212,-0.00520497663240101,-0.000689671625629983,0.00474817718153926,0.0545198622778012,-0.00915099187361293,0.0125018444111421,0.00115301770401965,-0.00473712451734082,0.0102093441944832,0.000278790425707162,0.505159658522265,0.00454426534307178,-5.49386680133267e-05,0.000869352667628068,-8.03856653107293e-05,0.0026662045569046,-7.98477230058926e-16,-0.00854224247925037,-0.00500116981403926,-0.00147558419828115,-0.0288905714644936,0.00693891470708827,-0.00311103045279371,-1.70785439599669e-05,0.70710678118655,-5.59594444383686e-05,9.93655487113086e-05,0.00101503920403306,-1.88367004960304e-06,-9.36339009953385e-06,-6.52587509939214e-06,-8.88446321173783e-15,1.78425342809347e-07,1.82712165031738e-06,0.000231531354285614,-5.28964710989368e-05,2.36009989669611e-05,5.85403622261558e-07,4.54586568532591e-05,6.86045740967199e-05,0.00716383826127033,-1.99144883591939e-15,5.6176532288342e-06,3.50927199650049e-07,4.48196748220519e-05,6.48600846894477e-06,-1.52649824517407e-06,-8.24153785120412e-07,3.95915633906098e-05,-8.81967781662686e-05,-5.80859994433979e-06,7.79115811263231e-07,-7.18894636711682e-06,-7.03332254941004e-09,1.97909369191212e-05,-1.82119204204981e-06,-7.77566593760203e-16,-5.63572323779178e-05,0.000536976643918099,8.96982982033343e-16,-0.000412099359357035,-1.41840624626286e-14,0.00104321559716511,-4.21177929838871e-06,7.47786274339363e-16,-2.07951233844449e-16,5.53079588935274e-08,3.77714381632993e-06,-1.90684703918699e-16,9.90575535697214e-08,8.70248364219126e-09,-9.5244389735184e-16,-3.34568435194327e-06,2.86504688089638e-17,2.10361456409464e-15,-2.8241534512275e-16,-3.05311331771918e-15,8.42070705682744e-08,6.87293778254547e-16,-4.27997866076325e-16,-1.15475377314706e-16,-4.08531641408471e-16,-1.05823896660759e-15,2.10621752058253e-16,1.04465425175615e-06,-8.78128770516946e-16,2.17799411396072e-16,4.50409944568921e-16,-1.37113898919657e-15,-7.07522779183741e-16,4.93727320983974e-16,-2.41621015211754e-16,1.15494147283006e-15,1.569543053469e-15,-3.38372996695694e-15,-2.28275625063502e-15,2.71040054439366e-15,9.64209565432422e-15,5.8770082260012e-15,0.092847669088526
