,0,1,2,3,4,5,6,7,8,9,10
t1,7.5545692,1.7630886,6.966073,6.7806244,1.7754529,7.7878537,3.4512851,3.6869125,5.647658,4.999992,4.236869
t2,7.3875194,1.9040745,6.880541,6.8148518,1.8841879,7.9406176,3.5148964,3.689692,5.345593,5.160555,3.9362698
t3,7.4913564,1.7317413,7.0048203,6.741967,1.8517194,7.781998,3.511338,3.7403026,5.5657063,5.0341263,4.1622434
t4,7.419689,1.7887682,6.9449344,6.797223,1.7952745,7.8744683,3.4426484,3.6503608,5.481293,5.1014786,4.084237
t5,-6.160225,5.7474027,9.18411,2.0107327,3.4780183,9.351613,4.40033,3.1800177,1.0382594,6.563598,3.9502969
t6,6.295544,1.7449939,6.831093,6.022218,0.73799914,8.8223295,2.7562246,1.3493392,3.925468,5.540491,4.729028
t7,7.4467816,1.8150427,6.949312,6.7735133,1.8910756,7.853057,3.5312436,3.749152,5.4616027,5.098527,4.048278
t8,7.539486,1.4574082,7.214814,6.9467015,1.7283255,7.4634724,3.6397638,3.9568677,6.417996,4.906058,4.852359
t9,6.209098,1.8303971,6.9942174,5.911228,0.67371476,8.899813,2.6937487,1.2847013,4.0223093,5.634259,4.7452416
t10,7.2638617,2.048454,6.7474127,6.8954077,1.8962436,8.120243,3.531506,3.6343038,5.1371255,5.273951,3.7474036
t11,7.549663,1.6075447,7.056745,6.8104477,1.9035606,7.6714206,3.5559714,3.7941163,5.8843985,4.912022,4.47725
t12,7.7954783,5.696245,-0.62430435,6.0058527,7.92392,6.058379,8.161875,6.7542014,10.233587,2.3270268,5.966365
t13,16.62725,10.380702,8.87695,4.4327707,5.6408834,4.5756717,-0.81571263,2.4030871,5.8513675,4.368144,4.8222117
t14,16.631218,10.380874,8.896945,4.432239,5.614787,4.5369177,-0.8152797,2.3996327,5.787255,4.42116,4.8811264
t15,7.2264476,2.0892494,6.764604,6.8509064,1.8617202,8.185171,3.487111,3.6010172,5.059045,5.2728124,3.686059
t16,7.41153,1.7810087,7.0049505,6.7727323,1.9933339,7.801332,3.600766,3.8299172,5.4207234,5.1180544,4.008484
