"accepted_species","trait_BM_trend_scaled"
"t1",1
"t7",1
"t13",1
"t14",1
"t60",1
"t61",1
"t112",1
"t121",0
"t189",0
"t190",0
"t64",0
"t40",1
"t156",1
"t157",0
"t71",1
"t28",1
"t34",1
"t39",1
"t86",1
"t87",1
"t42",1
"t45",1
"t46",1
"t31",1
"t48",1
"t52",1
"t126",1
"t127",0
"t100",0
"t4",1
"t5",1
"t6",1
"t2",1
"t95",NA
"t172",0
"t184",0
"t185",0
"t111",1
"t109",1
"t116",0
"t170",0
"t236",0
"t238",0
"t239",0
"t193",0
"t268",0
"t269",0
"t213",0
"t163",1
"t119",1
"t124",0
"t125",0
"t181",0
"t182",0
"t240",0
"t241",0
"t235",0
"t222",0
"t203",0
"t281",0
"t282",0
"t110",1
"t173",1
"t247",0
"t248",0
"t231",0
"t232",0
"t219",0
"t220",0
"t56",1
"t65",1
"t66",NA
"t104",1
"t105",0
"t149",0
"t188",0
"t275",0
"t276",0
"t80",1
"t128",1
"t141",0
"t145",1
"t242",0
"t243",0
"t255",0
"t256",0
"t67",NA
"t138",0
"t177",0
"t178",0
"t150",0
"t72",1
"t153",0
"t154",0
"t198",0
"t199",0
"t191",0
"t158",0
"t115",0
"t101",1
"t108",1
"t277",0
"t278",0
"t221",0
"t114",1
"t266",0
"t267",0
"t257",0
"t252",0
"t253",0
"t254",0
"t211",0
"t212",0
"t258",0
"t259",0
"t160",1
"t57",1
"t58",1
"t88",1
"t142",1
"t143",0
"t171",0
"t264",0
"t265",0
"t99",0
"t77",1
"t78",1
"t30",1
"t15",1
"t11",1
"t17",1
"t18",1
"t19",1
"t59",1
"t214",0
"t223",0
"t224",0
"t225",0
"t226",0
"t148",0
"t132",1
"t174",0
"t209",0
"t210",0
"t70",NA
"t130",1
"t131",1
"t122",1
"t123",0
"t164",0
"t165",1
"t51",1
"t68",1
"t69",NA
"t47",1
"t35",1
"t12",1
"t98",1
"t244",0
"t245",0
"t183",0
"t249",0
"t250",0
"t117",0
"t144",0
"t179",0
"t180",0
"t91",1
"t49",1
"t50",1
"t41",1
"t32",1
"t25",1
"t24",1
"t215",0
"t279",0
"t280",0
"t237",0
"t159",0
"t146",0
"t147",1
"t192",0
"t200",0
"t201",0
"t94",1
"t118",0
"t195",0
"t260",0
"t261",0
"t246",0
"t37",1
"t27",1
"t20",1
"t10",1
"t22",1
"t23",1
"t139",1
"t140",1
"t166",0
"t167",0
"t102",1
"t202",0
"t207",0
"t262",0
"t263",0
"t155",0
"t16",1
"t26",1
"t44",1
"t73",1
"t227",0
"t228",0
"t168",0
"t89",1
"t29",1
"t43",1
"t134",0
"t135",0
"t137",0
"t216",0
"t217",0
"t218",0
"t175",0
"t176",0
"t169",0
"t97",1
"t76",0
"t36",1
"t54",1
"t55",1
"t9",1
"t21",1
"t84",1
"t85",1
"t53",1
"t92",1
"t93",1
"t90",1
"t63",1
"t96",NA
"t273",0
"t274",0
"t272",0
"t251",0
"t206",0
"t120",1
"t103",1
"t113",0
"t194",0
"t196",0
"t197",0
"t187",0
"t204",0
"t205",0
"t233",0
"t234",0
"t136",1
"t133",0
"t81",NA
"t82",NA
"t83",1
"t106",1
"t107",1
"t151",0
"t152",0
"t129",1
"t161",0
"t162",0
"t270",0
"t271",0
"t208",0
"t186",0
"t229",0
"t230",0
"t79",1
"t38",NA
"t74",1
"t75",1
"t62",1
"t33",1
"t8",1
"t3",NA
