,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
t10,-0.005742969,-0.052305717,1.6232735,7.1076407,7.050989,1.6724719,0.15878038,-0.2109917,0.0026430672,0.12092159,4.6083145,0.24360698,0.95989585,1.5323709,-0.053989127,0.45785248,-0.13199718,-0.3175147,-0.16213474,-0.026066141,2.2431839,1.791848,-0.014819561,3.159417,11.529739,-0.06670943,-0.38035032,4.92987,-0.214554,-0.0025196816,0.8065393,-0.0017044848,10.406285,0.016353047,-0.040090963,5.43284,-0.19685203,0.54803675
t12,-0.015054367,-0.11378969,3.1025937,10.633724,6.8779716,5.019085,0.22897632,-0.27109382,0.0038358222,0.1083343,5.4133706,2.0920436,0.00055865676,2.939301,-0.060264196,0.6062257,-0.20339866,-0.3809173,-0.2123762,-0.04109243,1.7030387,4.447341,-0.0799298,3.3701575,14.00163,-0.088812836,-0.5311667,6.4818096,-0.37350586,-0.004683743,0.6392995,-0.0026541364,14.080317,0.039213374,-0.09063609,6.3234887,-0.2652415,0.12705965
t13,-0.021818882,-0.14316191,3.8746057,12.29327,6.898123,7.110938,0.29081485,-0.31030637,0.0036894565,0.09330443,6.289388,3.5169523,0.006422256,3.7592115,-0.07326856,0.674095,-0.21719857,-0.4104096,-0.24511454,-0.04804698,1.7513386,6.471118,-0.09296371,3.455226,15.629613,-0.1137765,-0.65382785,7.1823726,-0.44289488,-0.0058464697,0.60402673,-0.0030969188,15.857626,0.07823143,-0.113674134,6.5677633,-0.29241136,0.0043001836
t7,-0.0061885635,-0.057412047,1.695119,7.308054,7.0153184,1.8963368,0.16470028,-0.2144681,0.002740875,0.118924834,4.680514,0.3925343,0.86160475,1.6567537,-0.053531636,0.46737826,-0.13859814,-0.32061774,-0.1645344,-0.0271343,2.1864467,1.9677674,-0.025172338,3.1856854,11.686123,-0.068800166,-0.38764822,4.995115,-0.22602905,-0.0028499712,0.7888722,-0.0017632258,10.63399,0.022843445,-0.04339849,5.4507513,-0.20251031,0.49397808
t8,-0.0054420107,-0.044325467,1.4413313,6.488291,7.133156,1.2390774,0.15276092,-0.20126735,0.002217264,0.11765638,4.6337237,-0.008663036,1.1922665,1.3628145,-0.053359903,0.43354034,-0.11359834,-0.30732563,-0.15262438,-0.023755578,2.4114823,1.5344486,-0.0068992022,3.1101222,11.138217,-0.062211744,-0.3593062,4.670334,-0.18142109,-0.002569612,0.84279364,-0.0015023939,9.671635,0.02369339,-0.03311663,5.196292,-0.18035296,0.63487655
t5,-0.011591819,-0.10490159,2.780308,9.99471,6.849274,4.493463,0.21559392,-0.2584413,0.0038659512,0.11226456,5.24942,1.7871562,0.00031269487,2.8080764,-0.057124153,0.5798067,-0.1932517,-0.37056485,-0.20145984,-0.037428845,1.6037526,3.9812233,-0.080792286,3.3097413,13.449836,-0.08379769,-0.49374282,6.1436896,-0.34884718,-0.0045944573,0.6436139,-0.0024726028,13.4279785,0.04728558,-0.088365465,6.1412125,-0.25413457,0.13071777
t3,-0.006669699,-0.01633074,0.9020958,4.205856,6.7597756,0.26488668,0.12327236,-0.15812355,0.0008334086,0.111012556,4.6379657,-0.097388975,1.9095052,0.7461046,-0.056755014,0.33804706,-0.061155386,-0.25871035,-0.118092805,-0.016699567,2.9527483,0.77278703,0.4209027,3.2901425,9.401317,-0.04629205,-0.3025711,3.9770777,-0.075052924,-0.002941049,0.89843893,-0.0013488658,6.9541497,0.039050896,-0.0021774098,4.2323833,-0.11123573,1.1351718
t4,-0.006636591,-0.03294936,1.1495626,5.4303017,6.8361726,0.82979655,0.13732721,-0.1747886,0.0015028493,0.10202185,4.6665554,-0.0480254,1.5172755,1.2008138,-0.053033844,0.3742829,-0.08265784,-0.28142047,-0.13350241,-0.019876353,2.722289,1.3059361,0.145676,3.159767,10.00827,-0.056053717,-0.32594812,4.128125,-0.1258308,-0.0024182824,0.8547521,-0.0014325572,8.134434,0.023263035,-0.013030658,4.649628,-0.1337847,1.007481
t2,-0.0074672443,-0.012462617,0.76416,3.7578058,6.770994,0.14303458,0.12053206,-0.14943783,0.0005361054,0.10861818,4.7567277,-0.120662406,2.124741,0.65012145,-0.058387592,0.32319632,-0.046358433,-0.25223508,-0.11482574,-0.01780085,3.0757143,0.61590683,0.56696665,3.3943374,9.108567,-0.040737025,-0.29620335,3.9105895,-0.055057418,-0.0035106163,0.9283121,-0.0014072399,6.4467654,0.048640683,0.031228973,4.1732097,-0.10588949,1.2242324
t15,-0.0062296637,-0.025825446,-0.00927645,-0.043633245,5.450364,-0.038984977,0.14812689,-0.0008497875,1.1583544,0.6601925,4.790589,-0.46527082,4.363771,-0.07449544,-0.068670705,0.15715048,2.8121028,-0.23149365,-0.05546813,-0.047850385,5.218202,0.52980876,2.730905,3.59452,5.40369,1.200009,0.23246132,3.2615955,4.6130457,-0.012422626,1.5556061,1.9153082,0.012444514,0.19859159,0.9330534,2.373408,-0.044361718,4.5022535
t16,-0.0062639215,-0.022891188,-0.0070101446,-0.036266454,5.428187,-0.04478348,0.141155,-0.008660636,1.044284,0.45311007,4.827278,-0.44465965,4.2589936,-0.06287033,-0.0676176,0.15672135,2.6307206,-0.22524656,-0.059824083,-0.04665729,5.039732,0.4784768,2.5380366,3.552214,5.435395,1.0272037,-0.0012978272,3.155002,4.385279,-0.011594637,1.4906318,1.6772121,0.009124408,0.18217827,0.8333253,2.476998,-0.045431305,4.173745
t26,-0.029230583,-0.08353605,-0.006608052,-0.15395956,4.0451813,2.7120295,0.25191933,4.1632276,1.8582585,4.304357,5.871626,-0.66954625,4.9946055,-0.23083985,-0.08802932,0.11814315,6.077657,-0.22528267,0.25402057,-0.08862086,7.918822,3.649294,4.908966,4.4955974,3.0459335,4.012814,3.119108,2.7390199,7.716483,-0.018176138,2.0873337,4.889635,0.057060022,0.4645297,2.0512288,-0.0044629034,1.8310946,9.043784
t39,-0.027487116,-0.0667543,0.5831801,-0.14562322,5.085652,2.5380752,0.20741476,1.4371879,0.7256015,3.1847153,8.635717,-0.45046064,4.0016828,-0.02591334,-0.07157449,0.13620806,3.4175346,-0.076401465,-0.023345085,-0.09096872,5.097122,5.1876755,3.0769212,2.697004,3.9165654,1.6757247,1.514878,0.6416781,5.545034,-0.012559264,1.5489442,2.7482085,0.025097728,0.42799878,0.6454612,0.3930146,1.1049427,5.931389
t41,-0.030119402,-0.069937505,0.5720456,-0.1540265,5.229184,2.6347857,0.2138966,1.7290041,0.80110526,3.333194,8.728259,-0.47965938,4.112234,-0.04431474,-0.07402313,0.1386841,3.6149988,-0.0762702,-0.01434837,-0.09360782,5.3976903,5.2847795,3.3794637,2.7047503,3.8894625,1.9644074,1.8767686,0.7562317,5.8605576,-0.013236775,1.6202615,3.006838,0.02854422,0.4533505,0.69338894,0.35505033,1.1190886,6.2620773
t42,-0.031052018,-0.06982336,0.5035926,-0.16156405,5.211151,2.5828202,0.21516669,1.9602976,0.8946911,3.4036264,8.567506,-0.49844685,4.164645,-0.06270759,-0.07559833,0.13612811,3.7990518,-0.0821527,-0.011022606,-0.0938749,5.60591,5.1414733,3.5392737,2.8010356,3.8695657,2.1403582,2.0577073,0.8657418,6.0675535,-0.013646875,1.6673871,3.1964388,0.031433612,0.45969567,0.7819408,0.30707777,1.1093838,6.4523787
t48,-0.03121007,-0.088176176,1.1141149,-0.071614236,6.224932,4.6186733,0.23139535,-0.02152391,0.58398336,3.141815,10.946507,-0.2534916,3.7683713,1.9710491,-0.06486164,0.22220786,1.8937458,-0.042324122,-0.07754606,-0.085251,4.025179,7.6760554,1.7850596,1.8992897,5.0047965,0.5136698,0.051919226,-0.031660702,3.4379478,-0.011480414,1.2705151,1.8807652,0.6106575,0.45852417,-0.009090042,0.51776993,0.7708672,5.048406
t66,-0.03969033,-0.13774695,2.1982203,-0.0047986405,7.456764,7.0589614,0.28010488,-0.06568621,4.45879e-07,3.5807533,13.1104555,-0.14737804,3.1981726,3.1424859,-0.06193841,0.32400975,1.1907843,-0.024763994,-0.1130703,-0.09190904,3.7572536,10.573401,1.279071,1.3945913,5.8929644,0.03506065,-0.0079958495,-0.06955626,1.9165721,-0.014078591,1.225951,2.0250015,2.7108746,0.5995856,-0.048899174,0.63127697,0.0025030058,5.109827
t67,-0.039200716,-0.12789443,1.878924,-0.05551984,7.5476384,6.302749,0.27667978,-0.044007774,0.20503664,3.655351,13.0092945,-0.23008163,3.7325807,2.7076652,-0.06720296,0.29386485,1.6580199,-0.022663774,-0.09751188,-0.09567447,4.147674,10.00064,1.7145302,1.2926521,5.51408,0.5136605,0.42613032,-0.06928538,3.0069232,-0.014142796,1.3318355,2.1061902,1.5677508,0.6000502,-0.03735132,0.74462485,0.009242265,5.435674
t72,-0.041819382,-0.14679219,2.32932,-0.010982684,7.847349,7.3127193,0.290735,-0.06880013,0.00015627942,3.78525,13.660096,-0.15820786,3.3058498,3.2520049,-0.063848615,0.33641738,1.242634,-0.02139215,-0.118063845,-0.09528394,3.8899853,11.055481,1.3460277,1.2890012,5.9807425,0.07868659,0.12149815,-0.079246536,2.046712,-0.014628498,1.265449,2.1378543,2.7301898,0.63624346,-0.052908026,0.67717123,-0.011225735,5.240393
t138,-0.04685929,-0.29484904,5.557618,4.3023596,8.858326,13.620728,0.40727475,-0.19079801,0.0008960672,3.7740953,16.614048,2.233122,0.2596414,5.955979,-0.060826477,0.55366164,-0.018593518,-0.088136114,-0.21232128,-0.11943526,1.9361508,16.701645,0.7521492,-0.00025143463,9.717396,-0.05767267,-0.2727744,0.41935754,-0.14036989,-0.018678462,0.9238047,1.8004745,9.026112,0.84959376,-0.20516606,1.2854103,-0.1204223,4.8092933
t144,-0.0468535,-0.30702582,5.828424,4.6109195,8.905255,14.050344,0.41968927,-0.19958346,0.0009157323,3.7738025,16.802101,2.4908102,0.11395546,6.1265454,-0.061759926,0.5701346,-0.024300646,-0.09992719,-0.22150151,-0.12193636,1.8031347,17.137215,0.6598702,-0.00041527665,10.003572,-0.06060187,-0.29713288,0.5960147,-0.155875,-0.01894659,0.9041793,1.7742372,9.500879,0.8621018,-0.21506238,1.3334984,-0.12832399,4.7846055
