,models,stat,p value,hochberg_adjusted_p_value
0,phylopars_phylnn_fill_means,-27.952594105292306,5.22796263036765e-96,2.3525831836654422e-94
1,phylnn_fill_means_linear_PEM,26.51598387127745,4.670660952627903e-90,2.0550908191562773e-88
2,phylnn_fill_means_xgb_eigenvecs,25.2129765190092,1.3976011918655182e-84,6.009685125021728e-83
3,phylnn_fill_means_xgb_autoencoded,25.100624028096505,4.176148986712209e-84,1.753982574419128e-82
4,phylnn_fill_means_xgb_PEM,22.210266012673106,9.921483108091177e-72,4.067808074317382e-70
5,phylnn_fill_means_xgb_umap,20.179682904996746,6.383924737658249e-63,2.5535698950632998e-61
6,phylopars_xgb_PEM,-8.810368629833766,3.8737304248137596e-17,1.5107548656773663e-15
7,xgb_umap_xgb_autoencoded,7.758261787338254,7.277702029912235e-14,2.765526771366649e-12
8,phylopars_xgb_umap,-7.151679842305081,4.124441348836586e-12,1.5260432990695368e-10
9,linear_PEM_xgb_PEM,-6.648244545726429,9.774606313672961e-11,3.518858272922266e-09
10,phylopars_linear_PEM,-6.041865930890343,3.4955137697934167e-09,1.223429819427696e-07
11,linear_PEM_xgb_umap,-5.727038418887514,2.01373132374412e-08,6.846686500730008e-07
12,xgb_PEM_xgb_autoencoded,5.614923484973858,3.68986640814866e-08,1.2176559146890577e-06
13,xgb_eigenvecs_xgb_umap,-5.054371773964769,6.590504756739994e-07,2.108961522156798e-05
14,phylnn_fill_means_linear_autoencoded,4.585311807370641,6.0753820363037095e-06,0.000188336843125415
15,phylopars_linear_eigenvecs,-4.534452752309584,7.64761855943644e-06,0.00022942855678309318
16,linear_eigenvecs_xgb_autoencoded,4.421351940759204,1.2662141985881504e-05,0.0003672021175905636
17,linear_eigenvecs_linear_PEM,4.306965146415501,2.0860875284063545e-05,0.0005841045079537793
18,linear_eigenvecs_xgb_eigenvecs,4.160877872737868,3.8851887146994664e-05,0.001049000952968856
19,phylopars_xgb_eigenvecs,-4.006929506837025,7.339624114894933e-05,0.0019083022698726828
20,xgb_eigenvecs_xgb_PEM,-3.8373659382827405,0.00014453457616674188,0.0036133644041685467
21,phylopars_linear_autoencoded,-3.7105736437634533,0.00023613171368605927,0.005667161128465423
22,linear_eigenvecs_xgb_PEM,3.6922620564911677,0.00025319441970731815,0.005823471653268317
23,linear_eigenvecs_xgb_umap,3.561041615047941,0.000413965225824442,0.009107234968137725
24,linear_autoencoded_xgb_autoencoded,3.5353498557130503,0.0004550115168135085,0.009555241853083679
25,linear_PEM_linear_autoencoded,-3.3738170987981264,0.0008138924620702344,0.01627784924140469
26,linear_autoencoded_xgb_eigenvecs,3.0989690685008693,0.00207951183332045,0.039510724833088554
27,phylopars_linear_umap,-3.03974809292551,0.002523766319584077,0.045427793752513386
28,linear_umap_xgb_autoencoded,2.884725307605554,0.004130007853342448,0.0702101335068216
29,linear_PEM_linear_umap,-2.847618885872534,0.004632499659713484,0.07411999455541575
30,linear_umap_xgb_eigenvecs,2.664167925129573,0.008030765459383717,0.12046148189075576
31,linear_autoencoded_xgb_PEM,2.5004200372274514,0.012804921931183808,0.1792689070365733
32,linear_umap_xgb_PEM,2.366371941445931,0.018440296376303764,0.23972385289194895
33,xgb_eigenvecs_xgb_autoencoded,2.3254699939535026,0.020547474950563183,0.2465696994067582
35,linear_umap_xgb_umap,2.1326683510756226,0.03356182782543082,0.33561827825430823
34,linear_autoencoded_xgb_umap,2.1610685485352965,0.03128441115368044,0.3441285226904849
44,linear_eigenvecs_linear_umap,0.6326703443755017,0.5273113383938817,0.5273113383938817
37,linear_PEM_xgb_eigenvecs,-1.7879100369654692,0.07454926454635402,0.5963941163708322
36,linear_eigenvecs_linear_autoencoded,1.8378163284282552,0.06683279168994165,0.6014951252094748
38,phylnn_fill_means_linear_umap,1.6353444376666828,0.10276546196476331,0.7193582337533432
43,linear_PEM_xgb_autoencoded,0.8290093245000427,0.40759478178398,0.81518956356796
42,phylnn_fill_means_linear_eigenvecs,0.9993052301447858,0.31825249433242786,0.9547574829972836
40,xgb_PEM_xgb_umap,-1.254241275522845,0.21048859591156838,1.0524429795578418
39,linear_umap_linear_autoencoded,1.3282695486025209,0.18484832492079764,1.109089949524786
41,phylopars_xgb_autoencoded,-1.0331582418265823,0.3021556538862384,1.2086226155449535
