,0,1,2,3,4,5,6,7,8,9,10,11,12,13
t1,11.588232,-0.1424355,5.0459676,5.8160915,5.854552,4.2085853,4.537458,3.854531,5.069747,5.9026556,6.4197927,5.5331993,6.0796814,3.90279
t2,11.516999,-0.22601698,5.0764203,5.883886,5.8705497,4.141036,4.4835076,3.9033465,5.102147,5.904014,6.4671073,5.532187,6.0993824,3.8648813
t4,11.336288,-0.48766902,5.17112,6.031757,5.8638377,3.9155664,4.461828,3.9889512,5.113341,5.8476944,6.5903273,5.629562,6.1893682,3.7343621
t5,11.351029,-0.3955317,5.135608,6.023097,5.865655,3.9938107,4.451239,3.9844558,5.1112947,5.8982964,6.5466385,5.5109344,6.1373024,3.7988086
t14,10.291607,-0.15622056,6.90769,6.337111,4.3685822,5.1919785,4.615816,5.169493,6.5846305,7.3621035,4.922754,2.138305,7.2086673,5.682134
t41,10.032057,-0.37748963,7.0720243,6.165498,4.4396086,5.1301727,4.864047,5.341626,6.6333385,7.367851,5.169096,2.2457087,7.3390737,5.9309835
t42,9.997817,-0.40737846,7.09021,6.126057,4.455226,5.1120377,4.8972936,5.362823,6.6320367,7.3686457,5.194757,2.2700694,7.356901,5.96031
t25,10.061332,-0.34836975,7.059421,6.2017536,4.4186797,5.144612,4.8335037,5.3274264,6.6400456,7.3682275,5.1403213,2.2044997,7.3281655,5.9149437
t11,10.077359,-0.2978111,7.0482464,6.2771783,4.5350995,5.061047,4.808592,5.201833,6.5342374,7.3145046,5.239623,2.3089895,7.270358,5.8267984
t65,9.94867,-0.31073135,7.0567403,6.1039357,4.7107253,4.9088006,4.8366117,5.135985,6.3762326,7.2810283,5.4291096,2.5224926,7.2930408,5.7577996
t73,9.784956,-0.5558818,7.091609,5.8631663,4.599456,5.0088162,5.0653505,5.414431,6.573783,7.3585043,5.288776,2.5869648,7.4538646,6.014244
t121,9.960447,-0.49063626,7.0597396,5.9471855,4.598247,5.1193204,4.963001,5.402869,6.5371814,7.406219,5.3133693,2.5577874,7.3528404,5.9189487
t122,9.777653,-0.46159485,7.1163855,5.8550286,4.6110573,4.921589,5.02187,5.3601265,6.5052643,7.289924,5.346802,2.5065053,7.4946647,6.00022
t107,9.976623,-0.45318264,7.0616465,6.0215216,4.681156,5.050743,4.9151196,5.266222,6.4603224,7.3912063,5.39552,2.5936365,7.27532,5.810033
t108,9.901683,-0.52317303,7.0758123,5.8972898,4.6898127,5.015012,4.944607,5.336344,6.4471054,7.381976,5.45417,2.6270454,7.322145,5.870492
t83,9.884817,-0.5589657,7.0864725,5.8494015,4.695464,5.0224953,5.00944,5.355727,6.466122,7.39001,5.422202,2.6541424,7.3361173,5.8921337
t71,9.905125,-0.44477078,7.174211,6.0747333,4.6811523,4.9997735,5.0180597,5.2832165,6.483891,7.37446,5.365963,2.5054016,7.3721476,5.9050193
t72,9.917301,-0.3920325,7.1230903,6.0771465,4.6841726,4.9523125,4.9392157,5.2203684,6.4416566,7.3249307,5.399715,2.5038137,7.3423896,5.8491154
t63,10.505528,0.02019106,6.972846,6.3131995,4.1797476,5.284666,4.453568,5.1954274,6.7981234,7.6823173,4.5297723,1.6455534,7.241406,5.6045294
t64,10.394667,-0.043267317,6.939816,6.41267,4.2366347,5.2515736,4.5223703,5.196068,6.6689935,7.47076,4.6782093,1.8458594,7.230486,5.700704
t89,10.564555,0.11167451,6.922869,6.4200997,4.102902,5.2909617,4.38019,5.1802564,6.7250056,7.6344995,4.402334,1.544621,7.2364016,5.64422
t90,10.604241,0.16279298,6.924601,6.3314214,4.1422286,5.267072,4.292663,5.2266564,6.627285,7.7220273,4.401777,1.5426306,7.134268,5.575477
t139,10.521188,0.11131071,6.922799,6.4999533,4.0179844,5.3445773,4.404958,5.2265406,6.712102,7.5720706,4.294409,1.4268243,7.2716417,5.685541
t140,10.52116,0.11358622,6.894622,6.538809,3.9784389,5.377618,4.4031262,5.2571144,6.6631446,7.538381,4.3020883,1.4268203,7.3427615,5.724559
t113,10.69578,0.27579835,6.985191,6.5374255,3.9541912,5.264967,4.2699633,5.207846,6.6430774,7.6678224,4.242504,1.377107,7.362111,5.710276
t116,10.493742,0.10404849,6.9560213,6.5515,3.9429524,5.354729,4.441611,5.2557573,6.728833,7.561509,4.2546744,1.3833414,7.3498135,5.769357
t117,10.579144,0.14759019,6.9788837,6.519642,4.0030026,5.2700195,4.3925767,5.1721554,6.759916,7.6234756,4.2856035,1.428048,7.3056912,5.712508
t27,10.320133,-0.09815028,6.855649,6.363906,4.180726,5.329055,4.56873,5.241727,6.641507,7.3940125,4.778702,1.9424907,7.3105397,5.773124
t93,10.368176,-0.0704653,7.033322,6.3458567,4.1015124,5.3135085,4.53967,5.267598,6.729813,7.5884743,4.5569696,1.6366862,7.2619395,5.6754737
t129,10.420987,-0.051717106,6.998085,6.3446784,4.172151,5.319834,4.4928856,5.238977,6.6810794,7.570343,4.5837345,1.6880481,7.218074,5.6535363
t130,10.427213,-0.023491275,7.0011787,6.375611,4.043739,5.3311276,4.513552,5.2398844,6.77314,7.602648,4.5153413,1.5968273,7.3230042,5.6809974
t3,11.26894,-0.4613306,5.2055364,6.1065984,5.858538,3.9706903,4.3797717,4.0651436,5.17034,5.890589,6.555071,5.5031524,6.144601,3.8091087
t6,11.67327,-0.3342091,5.041207,5.766831,5.7447567,4.1475554,4.564064,3.7361648,5.047254,5.966933,6.3486733,5.7485595,6.194309,3.932625
t39,11.876361,-0.03903411,4.7247143,5.691472,5.9207225,4.466521,4.3765454,3.4862509,5.2477374,5.954417,6.1868563,5.8758397,6.164677,4.0977445
t40,11.807637,-0.14358418,4.7562666,5.7278194,5.85216,4.388036,4.3621135,3.485717,5.230784,6.0216227,6.1430483,5.872494,6.1911387,4.122548
t37,11.615028,-0.3252647,4.947733,5.840463,5.775605,4.16942,4.4332113,3.690893,5.1850886,5.967946,6.2882338,5.8404536,6.1741,3.9699628
t38,11.747115,-0.21587943,4.8935175,5.7365375,5.7484746,4.2644024,4.4559927,3.5982232,5.1757383,6.0263743,6.186628,5.7942233,6.1844645,4.0668793
t36,11.879717,-0.024467744,4.8397818,5.649595,5.842256,4.4303646,4.4826183,3.5491245,5.230393,5.982454,6.158143,5.856105,6.163048,4.1199656
t43,11.736799,-0.19474298,4.877165,5.745514,5.752265,4.275674,4.4598966,3.637992,5.2063,6.0428023,6.1934757,5.794913,6.209244,4.062939
t44,11.819851,-0.09446038,4.7930913,5.7067404,5.747369,4.3825307,4.4340477,3.5892315,5.311935,6.111947,6.0758324,5.848495,6.2635765,4.1664677
t34,13.166642,4.5721054,6.95319,8.462654,-0.5662936,3.009951,2.6818914,6.9442425,3.749737,6.0422564,8.625452,1.0526147,6.024669,8.683976
t47,13.189364,4.5209656,6.9519105,8.439325,-0.5609828,2.9383335,2.700984,6.912181,3.6349845,6.1238375,8.532756,1.1101068,6.0572004,8.681051
t48,13.164617,4.5909085,6.9703918,8.449586,-0.5714759,3.0519783,2.6932542,7.006638,3.788835,6.0037446,8.665388,1.0639442,6.029179,8.648259
t24,13.116673,4.481445,6.8618746,8.404898,-0.46083596,3.0337312,2.6545494,6.969704,3.656455,6.1492753,8.562749,1.1183597,5.9679217,8.675199
t70,13.26163,4.5698204,6.8879848,8.461996,-0.56067795,3.0750325,2.5020516,6.875123,3.6862102,6.21381,8.521929,1.0198852,6.0230536,8.868723
t105,13.129541,4.464584,6.903079,8.36636,-0.4628547,3.0918474,2.5669677,6.936433,3.7845185,6.1774626,8.470127,0.9438356,6.0387063,8.828305
t106,13.147941,4.4807444,6.9075856,8.445985,-0.49865708,2.9744818,2.5738673,6.8393755,3.810905,6.1316347,8.49164,0.91840845,6.038309,8.846424
t119,13.131589,4.504593,6.830037,8.459094,-0.45785397,3.1593804,2.5323555,6.896525,3.827373,6.1237173,8.613556,0.9638322,5.9506955,8.828123
t120,13.190334,4.558868,6.7959113,8.527396,-0.5269434,3.1191587,2.4834096,6.8159733,3.8720896,6.064297,8.672591,0.91886073,5.9082227,8.872906
t85,13.148588,4.4882407,6.802585,8.456494,-0.48198456,3.077332,2.5302236,6.8010106,3.7586384,6.1660924,8.547245,0.9523469,5.9357243,8.849198
t86,13.171396,4.5491285,6.8157487,8.514547,-0.5343729,3.0947595,2.5381494,6.8119936,3.860672,6.0487986,8.658909,0.92636085,5.9229016,8.835792
t31,13.130593,4.5269756,6.8287477,8.441544,-0.45224017,3.118488,2.5644221,6.991116,3.7507954,6.1308737,8.645844,1.0844865,5.9264503,8.748701
t8,11.455452,-0.5124922,4.993041,5.939849,5.783261,4.0365586,4.44346,3.7689133,5.134367,5.927587,6.409982,5.811213,6.1754017,3.8831923
t12,11.300422,-0.65622765,5.1431546,6.029309,5.7583394,3.8327649,4.4699903,3.9670637,5.158616,5.8826246,6.5443225,5.803378,6.2672954,3.7318115
t13,11.4538,-0.50948817,5.0277495,5.8890715,5.800729,3.9886138,4.5217237,3.8268423,5.101705,5.912201,6.4588118,5.8386407,6.2406926,3.818345
t7,11.26354,-0.6369675,5.1847863,6.114963,5.8405404,3.8379617,4.387585,4.00326,5.1625576,5.826751,6.6008267,5.7321897,6.2275043,3.7123263
t87,11.544627,-0.61345977,4.355157,5.9992185,6.5812874,4.478481,3.900892,3.1516702,5.0036216,5.6878595,6.4374876,6.0810924,6.110241,3.8806953
t88,11.613036,-0.5570101,4.402571,5.920495,6.5450616,4.3818703,3.9314833,3.1740785,5.027371,5.702495,6.508796,6.0472965,6.120126,3.8038986
t67,11.353521,-0.74464095,4.4531455,6.206596,6.248475,4.339218,4.0349436,3.3079457,4.898635,5.68591,6.4531813,6.204353,5.9853597,3.9137876
t68,11.433573,-0.8005194,4.324949,6.121502,6.440321,4.264076,3.883026,3.1686199,4.9181848,5.625091,6.552199,6.190748,6.036534,3.8184972
t50,11.404313,-0.7659517,4.388343,6.131682,6.3616295,4.3934975,3.9255922,3.285456,4.8800087,5.689433,6.4549794,6.1968937,6.0779815,3.8896813
t49,11.354398,-0.69978446,4.3763576,6.177372,6.4502244,4.393045,3.9722369,3.2399116,4.828599,5.6347275,6.519664,6.180968,6.0162144,3.8170109
t60,11.357197,-0.8170094,4.2598,6.21232,6.503647,4.355649,3.8669024,3.1341116,4.9285603,5.596096,6.4817114,6.2020245,6.0123596,3.902665
t99,11.475738,-0.7762893,4.384929,6.079062,6.3833585,4.227386,3.9196413,3.1861837,4.9691057,5.6592813,6.5369,6.172682,6.034859,3.8240228
t114,11.43423,-0.8135589,4.291586,6.1389875,6.4683704,4.319282,3.8616362,3.1317012,4.9982853,5.619215,6.475583,6.1718297,6.047599,3.9077897
t115,11.409004,-0.8118681,4.307411,6.166231,6.442669,4.2568483,3.8804228,3.1312418,4.934823,5.6134505,6.5285535,6.221038,6.0118313,3.8654702
t29,11.402778,-0.64134693,4.856703,6.0322337,5.9737196,4.0522056,4.322604,3.6600974,5.054238,5.8104777,6.4877253,5.95648,6.1473403,3.8076615
t30,11.440326,-0.67310363,4.567837,6.068262,6.2144284,4.252835,4.1212354,3.3852339,4.9780173,5.735346,6.4653788,6.0824437,6.0712996,3.8650491
t74,11.504066,-0.606288,4.2541566,6.0734105,6.664641,4.5858707,3.9573042,3.0941863,5.0241795,5.6363573,6.4234304,6.086593,6.0448422,3.9284275
t77,11.513968,-0.64371604,4.2356634,6.0187364,6.705519,4.4687796,3.9060013,3.076047,4.962346,5.5968623,6.5343904,6.085909,6.093862,3.8127816
t78,11.53405,-0.5791021,4.2492886,6.0173335,6.7411056,4.533365,3.879562,3.062427,4.9823265,5.6097617,6.4700327,6.068475,6.133292,3.8960989
t16,11.306441,-0.7304146,5.0934577,6.085424,5.798954,3.865957,4.3703895,3.909549,5.143453,5.835701,6.547977,5.846564,6.1954894,3.7299504
t15,11.469221,-0.57818437,4.8141527,5.971112,5.978163,4.118655,4.333576,3.6067502,5.0676694,5.8532767,6.4327755,5.9286337,6.142491,3.8629339
t69,11.166502,3.0133522,-5.6877775,0.47982264,0.48094723,3.7877495,8.76338,5.4583535,-0.4053689,9.951268,5.424803,6.8438396,5.3960886,7.834753
t75,11.154975,3.041773,-5.7530866,0.42097166,0.54502285,3.7825024,8.769033,5.518472,-0.48364684,9.995814,5.3923745,6.875091,5.4243546,7.930907
t147,11.1925335,3.0779326,-5.828437,0.498218,0.39239505,3.92722,8.872201,5.400542,-0.5366185,10.058138,5.41344,6.946429,5.2686524,7.8793387
t148,11.176154,3.112448,-5.7320766,0.5416886,0.34572506,3.7328174,8.709115,5.3973317,-0.4715363,9.861431,5.2598777,6.7627106,5.470623,7.9970217
t141,11.280005,3.1572523,-5.8278065,0.32867947,0.42791596,3.8467438,8.720008,5.602142,-0.48134634,10.026153,5.293459,6.8680406,5.38702,7.8200374
t142,11.241339,3.1091478,-5.7432036,0.4279909,0.39503962,3.768309,8.703681,5.5094256,-0.42227244,9.926289,5.30425,6.795944,5.450106,7.8509135
t66,11.0468,2.878485,-5.4417386,0.6392463,0.41217044,3.6877942,8.702708,5.3367558,-0.19760016,9.721276,5.412009,6.6514034,5.405106,7.6919813
t51,11.206714,3.1027374,-5.7979555,0.47809577,0.354594,3.8091717,8.8384285,5.388647,-0.4960688,9.953833,5.3786926,6.819388,5.3733897,7.922579
t32,11.093937,2.9143438,-5.5589437,0.62493354,0.350833,3.6874063,8.7755785,5.2786217,-0.2999242,9.832693,5.459768,6.742026,5.412416,7.790246
t57,11.164702,2.9316807,-5.7674193,0.60397613,0.343096,3.7867165,8.857475,5.322137,-0.42557192,9.965179,5.5988026,6.9348593,5.4125257,7.835507
t58,11.134631,2.9134772,-5.7313843,0.63749886,0.370351,3.7706246,8.893726,5.289973,-0.41654447,9.932929,5.686344,6.91591,5.400863,7.8667994
t26,11.065663,2.8652017,-5.4237046,0.641979,0.40683264,3.677072,8.66927,5.3311763,-0.18798506,9.751513,5.4144964,6.653662,5.439909,7.682351
