"accepted_species","trait_BM_trend_scaled"
"t82",0.241020663629647
"t87",1.00418674673671e-05
"t88",-0.195474522959984
"t6",-0.30749920051069
"t47",0.768583747661861
"t48",0.332786834697673
"t25",0.499557527044169
"t26",0.664084544329987
"t60",-0.00557610532845229
"t74",0.096693281372836
"t75",0.124573771347289
"t44",-0.268723947473551
"t45",-0.556335633171835
"t50",0.711565229594476
"t51",0.635982900142707
"t97",1.17454719715458
"t98",1.11113797400033
"t31",1.11627238243742
"t95",-0.029875723745372
"t96",-0.0957092117859062
"t56",-0.568386055103907
"t57",-0.0735834501335357
"t99",-0.483683149748998
"t100",-0.486063172856854
"t66",-0.7291253660245
"t67",-0.386473275244971
"t52",-0.259671703415057
"t83",-0.648990192534819
"t84",-0.780650929917455
"t12",-0.269719961563787
"t33",-0.432975684011217
"t34",-0.746459833254009
"t18",0.453247928329836
"t49",-0.274314643395044
"t89",0.230868912710483
"t90",-0.153934910935324
"t15",0.103642627941495
"t7",0.439026668465783
"t85",NA
"t86",2.06544795209891
"t28",0.31815234684879
"t54",0.416196833407072
"t55",NA
"t19",0.789454599934818
"t11",1.86562291214889
"t68",0.935549402264648
"t69",0.291655091348364
"t30",-0.358631222049222
"t32",-0.292974223224873
"t23",-0.562886641647288
"t16",0.412581202809351
"t17",NA
"t29",2.12673619996145
"t78",1.45261829449272
"t79",NA
"t35",1.79648185031786
"t14",NA
"t62",-1.79182368428111
"t63",-1.92783038082139
"t61",-1.96330883965764
"t13",-1.17375983076342
"t4",NA
"t21",-0.647176686018472
"t91",-0.697714551730767
"t92",-1.02795693018975
"t10",-0.844532261713534
"t76",-0.955754713566269
"t77",NA
"t9",-0.193476552674705
"t22",-0.088221521384609
"t58",-0.683577919164758
"t59",-0.394715842546213
"t2",1.54212629237185
"t5",0.322862331905679
"t20",NA
"t46",-1.02149896825674
"t93",-0.711428188703727
"t94",NA
"t72",-1.15515513561914
"t73",-1.15388163608189
"t3",-0.610962279830864
"t1",-1.48042023995493
"t38",-1.03666716354124
"t39",-1.10806076378432
"t8",-0.0611903627543091
"t40",-1.15048877583307
"t41",-0.971832877824722
"t37",-0.587967606798686
"t42",-1.0552196070306
"t43",-0.378477969303936
"t70",-1.7310846241204
"t71",-1.47625196336171
"t24",2.45959600546081
"t36",1.99297191604486
"t53",1.84033759004558
"t80",1.62071045143084
"t81",NA
"t27",1.03725738757015
"t64",1.00043967541715
"t65",0.482998849774082
