,0,1,2,3,4,5,6,7,8,9,10,11,12,13
t1,-1.3482822,-0.5466599,4.298891,9.518785,-0.67104524,0.0026848924,-0.7466265,7.555862,0.033502966,0.14321789,6.284958,1.2370895,-0.073320016,11.146397
t2,-1.3795354,-0.54818445,4.136084,10.695138,-0.69982845,0.0026926189,-0.7791444,8.327576,0.029942004,0.15589531,5.6584764,1.3453889,-0.22704159,11.824089
t3,-1.317806,-0.47182402,3.5877614,11.510686,-0.7920107,0.0019275455,-0.7248833,8.537434,0.0083971545,0.15223138,4.2695117,1.4629202,-0.4352173,11.209008
t4,-1.2803489,-0.44360805,3.3237476,12.274668,-0.8861386,0.0017492569,-0.7280354,8.670415,0.077600814,0.15803605,3.5943995,1.5608249,-0.5612337,11.148713
t5,-0.82541096,-0.29577863,2.2693295,6.4225063,-0.5265994,0.0009334299,-0.43050534,5.4464846,0.010593738,0.009536609,3.183141,0.8803655,-0.18316625,6.9884796
t6,-0.9967671,-0.33778533,2.6457539,9.262527,-0.7128289,0.00091874093,-0.5277317,6.7615695,7.2734474e-05,0.08400035,2.6934948,1.2311655,-0.44213888,8.45837
t7,-1.6837317,-0.030675521,10.942023,-0.47399715,-4.701066,0.0040793074,3.2566957,1.979939,0.31520256,0.9481657,0.08427338,2.9769351,32.305542,-1.0733273
t8,-1.1416113,-0.77775806,8.784582,4.1251287,-0.99590534,0.005600989,-0.9601802,3.8023062,0.15585302,0.6870499,11.987425,1.0963025,8.6534195,8.884356
t9,-0.98153275,-0.88799447,10.638048,0.9830262,-1.238361,0.007431943,-1.0095906,1.1784455,0.23716412,1.0417087,14.663841,1.1002322,15.737493,6.77386
t10,-0.08404176,-0.011340186,-0.24869893,15.443649,-1.5147706,0.0005886933,-0.839867,5.489135,5.12125,0.4042052,-0.4773324,1.8149127,-1.6697406,5.521808
t11,-1.0764897,-0.9437982,10.856027,2.4179635,-1.1906289,0.007645913,-1.127539,2.3217678,0.23180176,1.0422674,14.855441,1.1176269,13.967641,8.377775
t12,-0.9082195,-0.8958486,10.78259,0.68055385,-1.2782619,0.0076385606,-1.0061482,0.79846865,0.25246644,1.105762,15.036538,1.142457,16.945765,6.3152914
t13,-0.043800488,0.03293851,-0.28241757,14.903559,-1.4838145,0.00060213864,-0.83105594,5.324406,5.0040336,0.38539645,-0.4668982,1.7438114,-1.611911,5.2348094
t14,-0.056390926,-0.0014639845,-0.28267044,15.343147,-1.5245082,0.0006119288,-0.8522813,5.4975424,5.123465,0.39440554,-0.47733024,1.7992824,-1.6547146,5.436371
t15,0.6510623,0.66582656,-0.33691815,11.552036,-1.2063942,0.00039351961,-0.6949067,4.017181,4.2187443,0.3137219,-0.3589324,1.3599925,-1.2610775,3.7135038
t16,3.0913637,0.38137633,-0.2177613,1.8048191,-0.26186684,3.260155,-0.10500312,-0.083285324,4.8234906,0.19695657,-0.24538524,0.34813386,-0.33554584,-0.4997788
t17,1.6069986,1.0943892,-0.39456856,9.185721,-1.043517,0.10522424,-0.6340303,3.2490616,3.9583745,0.295797,-0.30488738,1.0957778,-1.0285162,2.4963791
t18,-1.0085635,1.3878688,-0.14176208,4.744219,-1.5073217,3.0906587,3.668619,7.7263794,2.371795,8.515103,-0.75118893,1.1200182,-0.46063736,6.6791844
t19,0.009922548,0.5029216,-0.57775253,12.693548,-1.2000961,0.0014762733,-0.6363694,2.115878,5.489204,0.5923611,-0.76743907,1.2180403,-1.6001347,0.55728984
t20,-0.90820086,-1.040817,11.971991,-0.029645838,-1.7166873,0.009980937,-1.2181895,-0.026880369,0.3455942,1.5112563,17.544596,1.4121664,24.067856,4.083034
t21,-0.1678486,0.11836998,-0.65002835,14.83363,-1.3926098,0.002062174,-0.7277961,2.5132442,6.168458,0.6901575,-0.93466336,1.4103024,-1.8843162,0.7158475
t22,-1.1626318,-0.79799896,11.710194,-0.27292147,-3.2633755,0.010810432,-0.8897971,-0.117888615,0.44988897,1.8806794,13.618447,2.3019302,36.4823,-0.75012994
t23,1.3647053,1.1617208,-0.5941812,10.535248,-1.0403956,0.0006903742,-0.62661856,2.1477056,5.196331,0.4496457,-0.6130691,0.97155905,-1.292591,0.3588129
t24,1.7159706,0.6615722,-0.5457784,4.976334,-0.51093185,0.77564746,-0.34284896,-0.01570592,4.8435674,0.29538774,-0.45145303,0.2848876,-0.6908148,-0.50229484
t25,1.680945,0.6976366,-0.5589287,5.102578,-0.50618297,0.79286724,-0.32255638,-0.009062742,4.843269,0.26556396,-0.44966245,0.30294818,-0.6717572,-0.47771066
t26,1.3419703,1.157203,-0.5993877,10.618031,-1.0594475,0.00068148493,-0.6310904,2.173872,5.228932,0.4409873,-0.6167979,0.9881233,-1.2932855,0.4484603
t27,1.7916445,0.7857629,-0.56784976,5.0360494,-0.5707392,0.9397795,-0.33406588,0.00092900917,4.9387245,0.26645553,-0.43226364,0.31829527,-0.6707278,-0.46853188
t28,-0.16050413,-0.010842696,-0.73408115,7.5397253,-0.8233568,0.0012522592,-0.4153056,-0.053272545,4.597316,0.48123094,-0.7185218,0.4309334,-1.0995823,-0.6643506
t29,2.99283,2.1540427,-0.3737868,1.6580724,-0.4275777,0.47288877,-0.2064141,0.46890852,2.3327324,0.1529866,-0.14945865,0.23638709,-0.30920735,-0.17054689
t30,2.0311263,1.970732,-0.30732268,-0.026900895,-0.57032335,0.17921063,-0.09422355,-0.019735353,1.111764,0.01359687,-0.5874669,0.17267892,-0.012448908,-0.4369181
t31,-0.11937755,0.12357214,-0.65049905,11.737056,-1.1262655,0.0016382483,-0.56717473,1.299627,5.521508,0.6108279,-0.8273601,0.99831545,-1.5449054,-0.1773111
t32,4.947664,3.055703,-0.7450056,1.671536,-0.68720675,0.00029519864,-0.39206946,0.4737181,2.4295912,0.14206807,-0.4599403,0.27911788,-0.3332968,-0.49090165
