"accepted_species","trait_ARD"
"t1","0"
"t203","0"
"t204","0"
"t198","0"
"t165","1"
"t206","0"
"t207",NA
"t196","1"
"t197","1"
"t176","1"
"t91","1"
"t21","0"
"t34","0"
"t35","0"
"t18","0"
"t50","1"
"t69","1"
"t73","1"
"t141","1"
"t142","1"
"t77","1"
"t122","0"
"t219","0"
"t220","0"
"t193","0"
"t194",NA
"t182","0"
"t183","0"
"t180","0"
"t181",NA
"t2","0"
"t3","0"
"t13",NA
"t44","0"
"t115","1"
"t116","1"
"t121","1"
"t147","1"
"t148","1"
"t132","1"
"t126","1"
"t146","1"
"t195","1"
"t245","1"
"t246","1"
"t175","1"
"t107","1"
"t225","0"
"t226","0"
"t213","0"
"t239","0"
"t240","0"
"t214","0"
"t161","0"
"t143","0"
"t223","0"
"t224","0"
"t42","0"
"t24","0"
"t25","0"
"t16","0"
"t32","0"
"t33",NA
"t84","0"
"t233",NA
"t234","0"
"t210","0"
"t184","0"
"t221","0"
"t222","0"
"t227","0"
"t228","0"
"t216","0"
"t205","0"
"t159","0"
"t160","0"
"t235","0"
"t236","0"
"t149","1"
"t150","0"
"t72","0"
"t60","0"
"t54","0"
"t109","0"
"t128","0"
"t129","0"
"t57","0"
"t68","0"
"t99","0"
"t100",NA
"t38",NA
"t101","0"
"t137","0"
"t138","0"
"t58","0"
"t59","0"
"t102","1"
"t103","1"
"t79","0"
"t105","0"
"t157","0"
"t158","0"
"t229",NA
"t230","0"
"t201","0"
"t202","0"
"t114","0"
"t88","0"
"t47","0"
"t48","1"
"t22","0"
"t23","0"
"t243","1"
"t244","1"
"t187","1"
"t87","1"
"t78","1"
"t29","1"
"t30","1"
"t31","1"
"t217","0"
"t218","0"
"t247","1"
"t248","1"
"t106","1"
"t144",NA
"t145","0"
"t80","0"
"t55","0"
"t56","0"
"t71","0"
"t125","0"
"t169","0"
"t170","0"
"t168","0"
"t185","0"
"t186","0"
"t119","0"
"t118","0"
"t111","1"
"t208","0"
"t209","0"
"t188","1"
"t108","0"
"t61","1"
"t62","1"
"t17","1"
"t10","0"
"t19","0"
"t20",NA
"t51","0"
"t52","0"
"t53","0"
"t89","0"
"t151","0"
"t152","0"
"t127","1"
"t153","1"
"t154","1"
"t189",NA
"t190","1"
"t171","0"
"t172",NA
"t164","0"
"t123",NA
"t124","0"
"t139","1"
"t140","0"
"t199","0"
"t200","0"
"t112","0"
"t95","0"
"t96",NA
"t81","1"
"t49","0"
"t130",NA
"t131","1"
"t76","0"
"t179","1"
"t215",NA
"t241","1"
"t242","1"
"t231","1"
"t232","1"
"t163","0"
"t177","0"
"t237","0"
"t238","0"
"t178","0"
"t94","0"
"t135","0"
"t136","0"
"t65","0"
"t155","0"
"t156","0"
"t40","1"
"t41",NA
"t14","0"
"t5","0"
"t36","1"
"t37","1"
"t7","0"
"t8",NA
"t9","0"
"t12","0"
"t15","0"
"t162","0"
"t173","1"
"t174",NA
"t166","1"
"t167","0"
"t70","1"
"t85","0"
"t86","0"
"t92","1"
"t93",NA
"t90","1"
"t66","1"
"t46",NA
"t45","1"
"t27","0"
"t28","1"
"t43","0"
"t133","0"
"t134","1"
"t120","0"
"t104","0"
"t98","0"
"t97","0"
"t117","0"
"t191","0"
"t192","0"
"t211","0"
"t212",NA
"t113","0"
"t110","0"
"t26","0"
"t6","0"
"t11","0"
"t39","1"
"t63",NA
"t64","0"
"t67","0"
"t82","0"
"t83","0"
"t74","0"
"t75",NA
"t4","1"
