"accepted_species","trait_ARD"
"t16","0"
"t10","0"
"t11","0"
"t62","1"
"t96","1"
"t97","1"
"t69","1"
"t92","0"
"t93","0"
"t78","0"
"t3","0"
"t58","0"
"t59","0"
"t38","1"
"t39","1"
"t13","1"
"t27","1"
"t28","1"
"t18","1"
"t88","1"
"t89","1"
"t46","1"
"t65","1"
"t66",NA
"t83","1"
"t84","1"
"t19","1"
"t55","1"
"t49","1"
"t50","1"
"t40","1"
"t53","1"
"t54","1"
"t48","1"
"t74","1"
"t75","1"
"t64","1"
"t14","1"
"t15","1"
"t29","0"
"t30","0"
"t43","0"
"t44","0"
"t21","0"
"t17","0"
"t37","0"
"t9","0"
"t5","1"
"t24",NA
"t6","0"
"t60","1"
"t61","1"
"t81","1"
"t82","1"
"t85","1"
"t47","1"
"t1","1"
"t20",NA
"t63","1"
"t76","0"
"t77","0"
"t8","1"
"t94","1"
"t95","1"
"t67",NA
"t68","1"
"t36","0"
"t86",NA
"t87","1"
"t72","0"
"t73","0"
"t2","1"
"t41","0"
"t42","1"
"t34",NA
"t35","1"
"t22","0"
"t45","0"
"t70","0"
"t71","0"
"t23","0"
"t98",NA
"t99","0"
"t100","0"
"t33","0"
"t7","0"
"t56","0"
"t57","0"
"t25","0"
"t26",NA
"t90","0"
"t91","0"
"t4",NA
"t12","1"
"t79","1"
"t80","1"
"t31","1"
"t32",NA
"t51","1"
"t52","1"
