"","t23","t24","t22","t10","t59","t60","t67","t68","t14","t15","t36","t40","t61","t62","t96","t97","t8","t9","t7","t66","t88","t89","t6","t72","t73","t42","t43","t3","t86","t87","t17","t76","t77","t45","t46","t18","t2","t55","t56","t63","t64","t98","t99","t49","t12","t13","t33","t70","t71","t39","t34","t35","t21","t100","t101","t29","t31","t32","t4","t41","t57","t58","t30","t50","t51","t44","t28","t53","t54","t5","t27","t78","t79","t25","t26","t37","t38","t20","t90","t91","t47","t48","t1","t11","t84","t85","t16","t82","t83","t52","t80","t81","t94","t95","t69","t74","t75","t65","t92","t93","t19"
"t23",0,1.479529712,1.5136122698,2.0849122064,7.2714213791,7.2714213791,7.2714213791,7.2714213791,7.2714213791,7.2714213791,7.2714213792,7.27142137916,7.27142137926,7.27142137926,7.27142137873,7.27142137873,7.2714213787,7.2714213787,7.27142137913,7.27142137893,7.27142137893,7.27142137893,7.2714213793,7.271421379,7.271421379,7.271421379,6.94762117162,7.2714213794,7.2714213791,7.2714213791,7.2714213791,7.27142137952,7.27142137952,7.27142137912,7.27142137912,7.27142137912,7.27142137914,7.27142137883,7.27142137883,7.2714213791,7.2714213791,7.27142137907,7.27142137907,7.271421379,7.271421379,7.271421379,7.27142137934,7.27142137931,7.27142137931,7.27142137931,7.27142137904,7.27142137904,7.27142137904,7.2714213791,7.2714213791,7.27142137911,7.27142137905,7.27142137905,7.27142137933,7.27142137898,7.27142137898,7.27142137898,7.27142137898,7.27142137903,7.27142137903,7.27142137903,7.27142137894,7.27142137894,7.27142137894,7.27142137855,7.27142137905,7.27142137905,7.27142137905,7.27142137866,7.27142137866,7.27142137886,7.27142137886,7.27142137896,7.27142137894,7.27142137894,7.27142137856,7.27142137856,7.2714213786,7.8356727177,7.8356727177,7.8356727177,7.8356727177,7.8356727176,7.8356727176,7.8356727176,7.8356727177,7.8356727177,7.83567271768,7.83567271768,7.8356727179,7.835672717975,7.835672717975,7.8356727175,7.83567271754,7.83567271754,7.8356727176
"t24",1.479529712,0,1.5136122698,2.0849122064,7.2714213791,7.2714213791,7.2714213791,7.2714213791,7.2714213791,7.2714213791,7.2714213792,7.27142137916,7.27142137926,7.27142137926,7.27142137873,7.27142137873,7.2714213787,7.2714213787,7.27142137913,7.27142137893,7.27142137893,7.27142137893,7.2714213793,7.271421379,7.271421379,7.271421379,6.94762117162,7.2714213794,7.2714213791,7.2714213791,7.2714213791,7.27142137952,7.27142137952,7.27142137912,7.27142137912,7.27142137912,7.27142137914,7.27142137883,7.27142137883,7.2714213791,7.2714213791,7.27142137907,7.27142137907,7.271421379,7.271421379,7.271421379,7.27142137934,7.27142137931,7.27142137931,7.27142137931,7.27142137904,7.27142137904,7.27142137904,7.2714213791,7.2714213791,7.27142137911,7.27142137905,7.27142137905,7.27142137933,7.27142137898,7.27142137898,7.27142137898,7.27142137898,7.27142137903,7.27142137903,7.27142137903,7.27142137894,7.27142137894,7.27142137894,7.27142137855,7.27142137905,7.27142137905,7.27142137905,7.27142137866,7.27142137866,7.27142137886,7.27142137886,7.27142137896,7.27142137894,7.27142137894,7.27142137856,7.27142137856,7.2714213786,7.8356727177,7.8356727177,7.8356727177,7.8356727177,7.8356727176,7.8356727176,7.8356727176,7.8356727177,7.8356727177,7.83567271768,7.83567271768,7.8356727179,7.835672717975,7.835672717975,7.8356727175,7.83567271754,7.83567271754,7.8356727176
"t22",1.5136122698,1.5136122698,0,2.0849122064,7.2714213791,7.2714213791,7.2714213791,7.2714213791,7.2714213791,7.2714213791,7.2714213792,7.27142137916,7.27142137926,7.27142137926,7.27142137873,7.27142137873,7.2714213787,7.2714213787,7.27142137913,7.27142137893,7.27142137893,7.27142137893,7.2714213793,7.271421379,7.271421379,7.271421379,6.94762117162,7.2714213794,7.2714213791,7.2714213791,7.2714213791,7.27142137952,7.27142137952,7.27142137912,7.27142137912,7.27142137912,7.27142137914,7.27142137883,7.27142137883,7.2714213791,7.2714213791,7.27142137907,7.27142137907,7.271421379,7.271421379,7.271421379,7.27142137934,7.27142137931,7.27142137931,7.27142137931,7.27142137904,7.27142137904,7.27142137904,7.2714213791,7.2714213791,7.27142137911,7.27142137905,7.27142137905,7.27142137933,7.27142137898,7.27142137898,7.27142137898,7.27142137898,7.27142137903,7.27142137903,7.27142137903,7.27142137894,7.27142137894,7.27142137894,7.27142137855,7.27142137905,7.27142137905,7.27142137905,7.27142137866,7.27142137866,7.27142137886,7.27142137886,7.27142137896,7.27142137894,7.27142137894,7.27142137856,7.27142137856,7.2714213786,7.8356727177,7.8356727177,7.8356727177,7.8356727177,7.8356727176,7.8356727176,7.8356727176,7.8356727177,7.8356727177,7.83567271768,7.83567271768,7.8356727179,7.835672717975,7.835672717975,7.8356727175,7.83567271754,7.83567271754,7.8356727176
"t10",2.0849122064,2.0849122064,2.0849122064,0,7.2714213787,7.2714213787,7.2714213787,7.2714213787,7.2714213787,7.2714213787,7.2714213788,7.27142137876,7.27142137886,7.27142137886,7.27142137833,7.27142137833,7.2714213783,7.2714213783,7.27142137873,7.27142137853,7.27142137853,7.27142137853,7.2714213789,7.2714213786,7.2714213786,7.2714213786,6.94762117122,7.271421379,7.2714213787,7.2714213787,7.2714213787,7.27142137912,7.27142137912,7.27142137872,7.27142137872,7.27142137872,7.27142137874,7.27142137843,7.27142137843,7.2714213787,7.2714213787,7.27142137867,7.27142137867,7.2714213786,7.2714213786,7.2714213786,7.27142137894,7.27142137891,7.27142137891,7.27142137891,7.27142137864,7.27142137864,7.27142137864,7.2714213787,7.2714213787,7.27142137871,7.27142137865,7.27142137865,7.27142137893,7.27142137858,7.27142137858,7.27142137858,7.27142137858,7.27142137863,7.27142137863,7.27142137863,7.27142137854,7.27142137854,7.27142137854,7.27142137815,7.27142137865,7.27142137865,7.27142137865,7.27142137826,7.27142137826,7.27142137846,7.27142137846,7.27142137856,7.27142137854,7.27142137854,7.27142137816,7.27142137816,7.2714213782,7.8356727173,7.8356727173,7.8356727173,7.8356727173,7.8356727172,7.8356727172,7.8356727172,7.8356727173,7.8356727173,7.83567271728,7.83567271728,7.8356727175,7.835672717575,7.835672717575,7.8356727171,7.83567271714,7.83567271714,7.8356727172
"t59",7.2714213791,7.2714213791,7.2714213791,7.2714213787,0,0.449090079,2.4010482216,2.4010482216,2.6507135614,2.6507135614,4.0226560725,4.02265607246,4.02265607256,4.02265607256,4.02265607203,4.02265607203,4.022656072,4.022656072,6.36471885843,6.36471885823,6.36471885823,6.36471885823,6.3647188586,6.3647188583,6.3647188583,6.3647188583,6.04091865092,6.3647188587,6.3647188584,6.3647188584,6.3647188584,6.36471885882,6.36471885882,6.36471885842,6.36471885842,6.36471885842,6.36471885844,6.36471885813,6.36471885813,6.3647188584,6.3647188584,6.36471885837,6.36471885837,6.3647188583,6.3647188583,6.3647188583,6.36471885864,6.36471885861,6.36471885861,6.36471885861,6.36471885834,6.36471885834,6.36471885834,6.3647188584,6.3647188584,6.36471885841,6.36471885835,6.36471885835,6.36471885863,6.36471885828,6.36471885828,6.36471885828,6.36471885828,6.36471885833,6.36471885833,6.36471885833,6.36471885824,6.36471885824,6.36471885824,6.36471885785,6.36471885835,6.36471885835,6.36471885835,6.36471885796,6.36471885796,6.36471885816,6.36471885816,6.36471885826,6.36471885824,6.36471885824,6.36471885786,6.36471885786,6.3647188579,7.835672718,7.835672718,7.835672718,7.835672718,7.8356727179,7.8356727179,7.8356727179,7.835672718,7.835672718,7.83567271798,7.83567271798,7.8356727182,7.835672718275,7.835672718275,7.8356727178,7.83567271784,7.83567271784,7.8356727179
"t60",7.2714213791,7.2714213791,7.2714213791,7.2714213787,0.449090079,0,2.4010482216,2.4010482216,2.6507135614,2.6507135614,4.0226560725,4.02265607246,4.02265607256,4.02265607256,4.02265607203,4.02265607203,4.022656072,4.022656072,6.36471885843,6.36471885823,6.36471885823,6.36471885823,6.3647188586,6.3647188583,6.3647188583,6.3647188583,6.04091865092,6.3647188587,6.3647188584,6.3647188584,6.3647188584,6.36471885882,6.36471885882,6.36471885842,6.36471885842,6.36471885842,6.36471885844,6.36471885813,6.36471885813,6.3647188584,6.3647188584,6.36471885837,6.36471885837,6.3647188583,6.3647188583,6.3647188583,6.36471885864,6.36471885861,6.36471885861,6.36471885861,6.36471885834,6.36471885834,6.36471885834,6.3647188584,6.3647188584,6.36471885841,6.36471885835,6.36471885835,6.36471885863,6.36471885828,6.36471885828,6.36471885828,6.36471885828,6.36471885833,6.36471885833,6.36471885833,6.36471885824,6.36471885824,6.36471885824,6.36471885785,6.36471885835,6.36471885835,6.36471885835,6.36471885796,6.36471885796,6.36471885816,6.36471885816,6.36471885826,6.36471885824,6.36471885824,6.36471885786,6.36471885786,6.3647188579,7.835672718,7.835672718,7.835672718,7.835672718,7.8356727179,7.8356727179,7.8356727179,7.835672718,7.835672718,7.83567271798,7.83567271798,7.8356727182,7.835672718275,7.835672718275,7.8356727178,7.83567271784,7.83567271784,7.8356727179
"t67",7.2714213791,7.2714213791,7.2714213791,7.2714213787,2.4010482216,2.4010482216,0,0.407271218,2.6507135614,2.6507135614,4.0226560725,4.02265607246,4.02265607256,4.02265607256,4.02265607203,4.02265607203,4.022656072,4.022656072,6.36471885843,6.36471885823,6.36471885823,6.36471885823,6.3647188586,6.3647188583,6.3647188583,6.3647188583,6.04091865092,6.3647188587,6.3647188584,6.3647188584,6.3647188584,6.36471885882,6.36471885882,6.36471885842,6.36471885842,6.36471885842,6.36471885844,6.36471885813,6.36471885813,6.3647188584,6.3647188584,6.36471885837,6.36471885837,6.3647188583,6.3647188583,6.3647188583,6.36471885864,6.36471885861,6.36471885861,6.36471885861,6.36471885834,6.36471885834,6.36471885834,6.3647188584,6.3647188584,6.36471885841,6.36471885835,6.36471885835,6.36471885863,6.36471885828,6.36471885828,6.36471885828,6.36471885828,6.36471885833,6.36471885833,6.36471885833,6.36471885824,6.36471885824,6.36471885824,6.36471885785,6.36471885835,6.36471885835,6.36471885835,6.36471885796,6.36471885796,6.36471885816,6.36471885816,6.36471885826,6.36471885824,6.36471885824,6.36471885786,6.36471885786,6.3647188579,7.835672718,7.835672718,7.835672718,7.835672718,7.8356727179,7.8356727179,7.8356727179,7.835672718,7.835672718,7.83567271798,7.83567271798,7.8356727182,7.835672718275,7.835672718275,7.8356727178,7.83567271784,7.83567271784,7.8356727179
"t68",7.2714213791,7.2714213791,7.2714213791,7.2714213787,2.4010482216,2.4010482216,0.407271218,0,2.6507135614,2.6507135614,4.0226560725,4.02265607246,4.02265607256,4.02265607256,4.02265607203,4.02265607203,4.022656072,4.022656072,6.36471885843,6.36471885823,6.36471885823,6.36471885823,6.3647188586,6.3647188583,6.3647188583,6.3647188583,6.04091865092,6.3647188587,6.3647188584,6.3647188584,6.3647188584,6.36471885882,6.36471885882,6.36471885842,6.36471885842,6.36471885842,6.36471885844,6.36471885813,6.36471885813,6.3647188584,6.3647188584,6.36471885837,6.36471885837,6.3647188583,6.3647188583,6.3647188583,6.36471885864,6.36471885861,6.36471885861,6.36471885861,6.36471885834,6.36471885834,6.36471885834,6.3647188584,6.3647188584,6.36471885841,6.36471885835,6.36471885835,6.36471885863,6.36471885828,6.36471885828,6.36471885828,6.36471885828,6.36471885833,6.36471885833,6.36471885833,6.36471885824,6.36471885824,6.36471885824,6.36471885785,6.36471885835,6.36471885835,6.36471885835,6.36471885796,6.36471885796,6.36471885816,6.36471885816,6.36471885826,6.36471885824,6.36471885824,6.36471885786,6.36471885786,6.3647188579,7.835672718,7.835672718,7.835672718,7.835672718,7.8356727179,7.8356727179,7.8356727179,7.835672718,7.835672718,7.83567271798,7.83567271798,7.8356727182,7.835672718275,7.835672718275,7.8356727178,7.83567271784,7.83567271784,7.8356727179
"t14",7.2714213791,7.2714213791,7.2714213791,7.2714213787,2.6507135614,2.6507135614,2.6507135614,2.6507135614,0,1.9205146022,4.0226560725,4.02265607246,4.02265607256,4.02265607256,4.02265607203,4.02265607203,4.022656072,4.022656072,6.36471885843,6.36471885823,6.36471885823,6.36471885823,6.3647188586,6.3647188583,6.3647188583,6.3647188583,6.04091865092,6.3647188587,6.3647188584,6.3647188584,6.3647188584,6.36471885882,6.36471885882,6.36471885842,6.36471885842,6.36471885842,6.36471885844,6.36471885813,6.36471885813,6.3647188584,6.3647188584,6.36471885837,6.36471885837,6.3647188583,6.3647188583,6.3647188583,6.36471885864,6.36471885861,6.36471885861,6.36471885861,6.36471885834,6.36471885834,6.36471885834,6.3647188584,6.3647188584,6.36471885841,6.36471885835,6.36471885835,6.36471885863,6.36471885828,6.36471885828,6.36471885828,6.36471885828,6.36471885833,6.36471885833,6.36471885833,6.36471885824,6.36471885824,6.36471885824,6.36471885785,6.36471885835,6.36471885835,6.36471885835,6.36471885796,6.36471885796,6.36471885816,6.36471885816,6.36471885826,6.36471885824,6.36471885824,6.36471885786,6.36471885786,6.3647188579,7.835672718,7.835672718,7.835672718,7.835672718,7.8356727179,7.8356727179,7.8356727179,7.835672718,7.835672718,7.83567271798,7.83567271798,7.8356727182,7.835672718275,7.835672718275,7.8356727178,7.83567271784,7.83567271784,7.8356727179
"t15",7.2714213791,7.2714213791,7.2714213791,7.2714213787,2.6507135614,2.6507135614,2.6507135614,2.6507135614,1.9205146022,0,4.0226560725,4.02265607246,4.02265607256,4.02265607256,4.02265607203,4.02265607203,4.022656072,4.022656072,6.36471885843,6.36471885823,6.36471885823,6.36471885823,6.3647188586,6.3647188583,6.3647188583,6.3647188583,6.04091865092,6.3647188587,6.3647188584,6.3647188584,6.3647188584,6.36471885882,6.36471885882,6.36471885842,6.36471885842,6.36471885842,6.36471885844,6.36471885813,6.36471885813,6.3647188584,6.3647188584,6.36471885837,6.36471885837,6.3647188583,6.3647188583,6.3647188583,6.36471885864,6.36471885861,6.36471885861,6.36471885861,6.36471885834,6.36471885834,6.36471885834,6.3647188584,6.3647188584,6.36471885841,6.36471885835,6.36471885835,6.36471885863,6.36471885828,6.36471885828,6.36471885828,6.36471885828,6.36471885833,6.36471885833,6.36471885833,6.36471885824,6.36471885824,6.36471885824,6.36471885785,6.36471885835,6.36471885835,6.36471885835,6.36471885796,6.36471885796,6.36471885816,6.36471885816,6.36471885826,6.36471885824,6.36471885824,6.36471885786,6.36471885786,6.3647188579,7.835672718,7.835672718,7.835672718,7.835672718,7.8356727179,7.8356727179,7.8356727179,7.835672718,7.835672718,7.83567271798,7.83567271798,7.8356727182,7.835672718275,7.835672718275,7.8356727178,7.83567271784,7.83567271784,7.8356727179
