accepted_species,estimate
t8,-0.33472407
t39,-0.07526398
t86,-1.0780622
t110,-1.1391522
t173,-1.3648976
t184,-1.3648976
t292,-1.3648976
t256,-0.15138537
t236,-0.5571029
t277,1.6951548
t150,0.09705993
t268,1.8554146
t237,0.09391874
t354,-1.1317364
t291,-1.0869039
t185,-0.5969059
t245,-0.2484862
t50,0.7340863
t156,0.4739104
t250,0.55951655
t264,0.690864
t83,0.72767323
t311,0.24342945
t200,0.90995353
t82,0.36650246
t102,0.44393978
t265,-1.0057747
t105,1.1544862
t195,1.271363
t344,1.5849499
t188,-0.08287943
t127,-1.7053739
t197,0.024990063
t331,0.54496247
t145,-1.7748555
t1,-0.5682018
