,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
t1,0.029893825,-0.14743732,-0.024791654,0.9608954,-0.27306482,-1.304661,5.7628345,-0.93650645,-0.639609,-0.020304585,0.28549972,0.5760093,-0.28021845,9.066481,-0.025069723,-1.1262774,-0.09756526,3.4373708,-0.43428057,4.297956,-0.02322107,3.7555227,1.7325339,-0.059825253
t2,0.11522432,-0.18208107,-0.067622535,-0.036606185,-0.061188452,-2.7916281,10.307438,-1.732284,-1.1332603,-0.029378911,0.7841913,0.6942471,-0.85138583,14.890339,-0.052645583,-1.9357314,-0.06119892,5.94896,-0.65535444,12.078839,-0.2175692,12.116393,3.455834,-0.14978655
t3,0.060495768,-0.11684145,-0.039589193,-0.04057206,-0.01766943,-1.1803114,4.591311,-0.83568966,-0.5131388,-0.012051054,0.26312098,1.2954773,-0.3455713,6.770071,-0.027179299,-0.7814778,-0.058741797,2.9466305,-0.16864836,5.7125583,-0.103134274,6.3035784,2.4433641,-0.060863156
t4,0.084726214,-0.15863864,-0.04023009,-0.029178163,-0.04767493,-1.897644,7.3535557,-1.2657619,-0.7876887,-0.020268654,0.4817358,0.8519896,-0.5735581,10.462901,-0.038741793,-1.2886786,-0.060505904,4.2180285,-0.38325334,8.4345045,-0.1573187,8.898726,3.1791523,-0.09980146
t5,0.13612433,-0.12741597,-0.072071604,-0.11791857,1.0435768,-2.7202854,9.25827,-1.6055744,-1.0799093,-0.021370213,0.8633505,0.61073124,-0.8625972,12.427558,-0.05297026,-1.7008246,-0.014930542,5.2899313,-0.5099596,13.934548,-0.32961285,13.516949,4.0344467,-0.15620974
t6,0.12785779,-0.108945884,-0.06880212,-0.13231127,1.4557195,-2.3071885,7.631729,-1.3501649,-0.9081785,-0.015932776,0.76444244,0.74471056,-0.73732346,10.001954,-0.046054333,-1.3706112,-0.005895272,4.5177484,-0.38107023,12.676838,-0.32377324,12.202664,3.6121426,-0.13642143
t7,0.004438574,-0.0033334,1.7434438,3.440094,-0.7775896,-1.6401457,9.457477,-1.3217671,-1.0565045,-0.04804436,0.47233108,0.012515376,-0.013382698,13.97451,-0.028086923,-1.6443359,-0.15704963,2.349322,-0.8990072,0.7358053,3.3828166,0.2263793,0.41521555,-0.072318695
t8,0.0408574,-0.19666661,0.4329644,4.159986,-0.8611626,-3.1341357,14.535226,-2.1009507,-1.5519167,-0.06213168,0.80257463,0.009656189,-0.5424336,21.412048,-0.050917108,-2.7475832,-0.19235784,5.673983,-1.3643451,5.7304525,0.8765067,5.409186,2.3075833,-0.14075278
t9,0.15137583,-0.04458805,-0.06619348,-0.22577049,3.0796099,-2.211004,6.7823744,-1.2343901,-0.8387128,-0.0071135527,0.86121947,0.8879308,-0.71719176,7.4248075,-0.0456112,-1.049199,1.157509,3.6428633,-0.21198268,14.405566,-0.41839623,13.613676,3.968387,-0.1393495
t10,0.021299994,-0.15709846,-0.017408201,2.8915892,-0.86513454,-2.7412248,14.127073,-2.0000708,-1.4144965,-0.059493247,0.7425094,0.0061830734,-0.40197012,20.079664,-0.049176555,-2.377851,-0.20569713,4.507847,-1.3366922,4.0168166,3.9520204,3.6621528,2.3303285,-0.12023997
