,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
t1,-0.30656108,2.106915,7.670466,3.8539307,2.4581707,4.8391514,7.066759,5.036149,3.544525,7.561082,2.715424,3.0734873,5.971008,5.5793576,3.76333,5.7445087,7.6508446,4.702298
t2,-0.21657993,2.0435388,7.7248955,3.7702785,2.4153962,4.768632,7.1487794,4.930038,3.5706227,7.5200186,2.6402602,3.0925515,5.990736,5.6708345,3.757709,5.6749244,7.656577,4.788908
t3,-0.21294542,2.060431,7.7351713,3.7684877,2.4012187,4.754144,7.139079,4.9311213,3.5812497,7.5121183,2.6525578,3.1050184,5.9829283,5.6731424,3.766941,5.6596594,7.6719694,4.7776227
t4,-0.26051494,2.1160848,7.7173686,3.8101683,2.4041924,4.8293486,7.095743,5.007534,3.5430732,7.5616784,2.6972651,3.100321,5.983663,5.595228,3.7618089,5.7274714,7.66644,4.731222
t5,-0.21720573,2.16962,7.7231026,3.7907445,2.398735,4.768753,7.080578,4.906005,3.5267687,7.5674834,2.7364185,3.0897074,6.0060406,5.708134,3.751284,5.6612225,7.736803,4.7198195
t6,-0.2789748,2.1166072,7.6964626,3.8369005,2.4379735,4.73677,7.0465393,4.9928164,3.6296237,7.4718194,2.7452633,3.109166,5.926762,5.6637187,3.8139215,5.6387105,7.7177505,4.685999
t7,-0.17624766,2.2768106,7.7508554,3.76813,2.3786001,4.7391367,7.0685782,4.815416,3.508548,7.574078,2.780453,3.0840576,6.047055,5.8102875,3.7233882,5.623463,7.782611,4.7030983
t8,-0.15598254,1.9789786,7.732574,3.7212584,2.389063,4.6899657,7.1929364,4.9057956,3.588321,7.509375,2.5820258,3.1256828,5.9369974,5.6700068,3.8146796,5.6105776,7.7489047,4.842984
t9,-0.21606733,2.206276,7.7357745,3.7892408,2.3734307,4.7452226,7.0546074,4.9306417,3.5316048,7.567501,2.767429,3.1073575,5.9898024,5.6888294,3.770834,5.632376,7.7850103,4.693627
t10,-0.3203088,5.8170047,7.083607,4.2336373,1.941536,4.721614,4.5748515,4.56556,2.5905557,8.266922,4.7969837,2.861815,6.3060284,6.541266,3.640239,5.279728,8.935602,2.2662091
t11,-0.42779532,5.5106163,7.222257,4.29079,2.064438,4.6915627,4.7283297,4.622539,2.7111871,8.132917,4.7777867,2.8633513,6.218138,6.4930124,3.6694226,5.281583,8.929707,2.3920214
t12,-0.354834,5.777152,7.126216,4.237258,1.9758651,4.7447624,4.609954,4.563734,2.6059203,8.235654,4.773108,2.8429756,6.275759,6.545871,3.6653397,5.2928834,8.963419,2.3009114
t13,-0.18333107,6.1236253,6.936941,4.1613007,1.8414468,4.7083836,4.451318,4.554317,2.528205,8.3451805,4.78242,2.8315036,6.352272,6.5820417,3.6029086,5.296105,8.933836,2.1718917
t14,-0.020326344,6.447141,6.7528768,4.1007886,1.7838721,4.640681,4.3856106,4.595764,2.5221732,8.454014,4.7568583,2.7868135,6.4037843,6.641414,3.615497,5.284211,8.912735,2.1231418
t15,-0.027118001,6.5331054,6.7271214,4.0898056,1.7462542,4.666064,4.3223,4.575533,2.5075884,8.395198,4.765936,2.7901187,6.4202046,6.6324368,3.5371644,5.309093,8.919933,2.0871046
t16,0.09032034,6.5250297,6.798638,4.018315,1.7738596,4.64889,4.3670216,4.5664654,2.4601312,8.495256,4.6558633,2.703223,6.3226156,6.6646466,3.6803234,5.340292,8.981217,2.086553
t17,-0.020638773,6.496148,6.7948036,4.053413,1.7324871,4.7179413,4.303446,4.5210547,2.4537094,8.366532,4.7186937,2.7624755,6.3594794,6.6201143,3.5350919,5.354982,8.969024,2.0502653
