"","t1","t107","t128","t129","t91","t118","t119","t130","t131","t52","t83","t106","t114","t115","t27","t28","t32","t33","t19","t20","t15","t16","t26","t112","t113","t126","t127","t65","t66","t76","t124","t125","t70","t99","t100","t68","t47","t35","t36","t30","t31","t2","t3","t6","t7","t4","t5","t48","t49","t59","t60","t87","t88","t58","t64","t82","t136","t137","t34","t42","t71","t72","t12","t11","t17","t138","t139","t101","t108","t109","t50","t75","t122","t134","t135","t46","t61","t62","t55","t53","t54","t45","t84","t97","t98","t57","t56","t79","t80","t120","t121","t43","t44","t41","t14","t73","t74","t69","t116","t117","t94","t90","t92","t93","t132","t133","t89","t23","t24","t25","t104","t105","t51","t142","t143","t96","t102","t103","t37","t38","t13","t85","t86","t95","t140","t141","t123","t81","t67","t63","t21","t22","t9","t10","t29","t39","t40","t18","t110","t111","t77","t78","t8"
"t1",0,6.56639364461,6.56639364462,6.56639364462,6.56639364461,6.56639364471,6.56639364471,6.56639364465,6.56639364465,5.92473283897,6.56639364377,6.56639364377,6.56639364382,6.56639364382,6.56639364407,4.79865006977,5.00160852848,4.93875308807,4.88868778547,4.99486934397,4.23243736077,4.97730725157,4.50362684894,6.56639364559,6.56639364559,6.56639364562,6.56639364562,5.75109656127,6.56639364527,6.56639364527,6.5663936452,6.5663936452,6.56639364523,6.44735384113,6.56639364523,6.56639364527,5.48566575207,6.56639364517,6.35009203417,5.89218501277,5.25990334907,2.19311548587,5.20606608467,2.53811523767,3.10079853777,2.64291502817,2.41888178737,6.56639364417,6.56639364417,6.56639364407,6.56639364407,6.56639364407,6.56639364407,6.06840674777,6.56639364407,6.56639364397,6.56639364404,6.56639364404,6.56639364457,5.80556532067,6.56639364437,6.56639364437,3.990011263401,6.56639364407,4.88668540308,6.56639364454,6.56639364454,6.56639364438,6.56639364438,6.56639364438,6.56639364438,6.56639364421,6.56639364421,6.56639364423,6.56639364423,6.56639364431,6.56639364435,5.68262044601,6.56639364431,6.56639364421,6.56639364421,6.56639364481,6.56639364441,6.56639364441,6.56639364441,6.56639364461,5.90824213741,6.56639364431,6.56639364431,6.56639364421,6.56639364421,6.56639364451,5.29649552776,6.56639364488,4.18080688367,6.56639364436,6.56639364436,6.56639364437,6.56639364477,6.56639364477,6.56639364477,6.56639364471,6.56639364481,6.56639364481,6.56639364447,6.56639364447,6.49455692067,4.38271533576,4.78933899287,6.56639364427,6.56639364402,6.56639364402,6.40675729572,6.566393644104,6.566393644104,6.56639364367,6.56639364373,6.56639364373,6.56639364427,6.56639364427,5.48635455527,6.56639364417,6.56639364417,6.56639364412,6.56639364417,6.56639364417,6.56639364412,6.00984603027,6.56639364412,6.56639364417,4.35688409392,6.56639364417,6.5516207192,6.1678031652,8.1224938917,6.9922776941,8.1224938925,6.2777447376,8.1224938922,8.1224938922,8.12249389217,7.5132798288,4.8537558428
"t107",6.56639364461,0,0.46318967961,0.46318967961,0.7945605046,2.4925542067,2.4925542067,2.53494146092,2.53494146092,1.89328065524,4.97154727804,4.97154727804,4.97154727809,4.97154727809,4.97154727834,3.20380370404,3.40676216275,3.34390672234,11.13214458374,11.23832614224,10.47589415904,11.22076404984,10.74708364721,12.80985044386,12.80985044386,12.80985044389,12.80985044389,11.99455335954,12.80985044354,12.80985044354,12.80985044347,12.80985044347,12.8098504435,12.6908106394,12.8098504435,12.80985044354,11.72912255034,12.80985044344,12.59354883244,12.13564181104,11.50336014734,8.43657228414,11.44952288294,8.78157203594,9.34425533604,8.88637182644,8.66233858564,12.80985044244,12.80985044244,12.80985044234,12.80985044234,12.80985044234,12.80985044234,12.31186354604,12.80985044234,12.80985044224,12.80985044231,12.80985044231,12.80985044284,12.04902211894,12.80985044264,12.80985044264,10.233468061671,12.80985044234,11.13014220135,12.80985044281,12.80985044281,12.80985044265,12.80985044265,12.80985044265,12.80985044265,12.80985044248,12.80985044248,12.8098504425,12.8098504425,12.80985044258,12.80985044262,11.92607724428,12.80985044258,12.80985044248,12.80985044248,12.80985044308,12.80985044268,12.80985044268,12.80985044268,12.80985044288,12.15169893568,12.80985044258,12.80985044258,12.80985044248,12.80985044248,12.80985044278,11.53995232603,12.80985044315,10.42426368194,12.80985044263,12.80985044263,12.80985044264,12.80985044304,12.80985044304,12.80985044304,12.80985044298,12.80985044308,12.80985044308,12.80985044274,12.80985044274,12.73801371894,10.62617213403,11.03279579114,12.80985044254,12.80985044229,12.80985044229,12.65021409399,12.809850442374,12.809850442374,12.80985044194,12.809850442,12.809850442,12.80985044254,12.80985044254,11.72981135354,12.80985044244,12.80985044244,12.80985044239,12.80985044244,12.80985044244,12.80985044239,12.25330282854,12.80985044239,12.80985044244,10.60034089219,12.80985044244,12.95671778961,12.57290023561,14.52759096211,13.39737476451,14.52759096291,12.68284180801,14.52759096261,14.52759096261,14.52759096258,13.91837689921,11.25885291321
"t128",6.56639364462,0.46318967961,0,0.16631476922,0.79456050461,2.49255420671,2.49255420671,2.53494146093,2.53494146093,1.89328065525,4.97154727805,4.97154727805,4.9715472781,4.9715472781,4.97154727835,3.20380370405,3.40676216276,3.34390672235,11.13214458375,11.23832614225,10.47589415905,11.22076404985,10.74708364722,12.80985044387,12.80985044387,12.8098504439,12.8098504439,11.99455335955,12.80985044355,12.80985044355,12.80985044348,12.80985044348,12.80985044351,12.69081063941,12.80985044351,12.80985044355,11.72912255035,12.80985044345,12.59354883245,12.13564181105,11.50336014735,8.43657228415,11.44952288295,8.78157203595,9.34425533605,8.88637182645,8.66233858565,12.80985044245,12.80985044245,12.80985044235,12.80985044235,12.80985044235,12.80985044235,12.31186354605,12.80985044235,12.80985044225,12.80985044232,12.80985044232,12.80985044285,12.04902211895,12.80985044265,12.80985044265,10.233468061681,12.80985044235,11.13014220136,12.80985044282,12.80985044282,12.80985044266,12.80985044266,12.80985044266,12.80985044266,12.80985044249,12.80985044249,12.80985044251,12.80985044251,12.80985044259,12.80985044263,11.92607724429,12.80985044259,12.80985044249,12.80985044249,12.80985044309,12.80985044269,12.80985044269,12.80985044269,12.80985044289,12.15169893569,12.80985044259,12.80985044259,12.80985044249,12.80985044249,12.80985044279,11.53995232604,12.80985044316,10.42426368195,12.80985044264,12.80985044264,12.80985044265,12.80985044305,12.80985044305,12.80985044305,12.80985044299,12.80985044309,12.80985044309,12.80985044275,12.80985044275,12.73801371895,10.62617213404,11.03279579115,12.80985044255,12.8098504423,12.8098504423,12.650214094,12.809850442384,12.809850442384,12.80985044195,12.80985044201,12.80985044201,12.80985044255,12.80985044255,11.72981135355,12.80985044245,12.80985044245,12.8098504424,12.80985044245,12.80985044245,12.8098504424,12.25330282855,12.8098504424,12.80985044245,10.6003408922,12.80985044245,12.95671778962,12.57290023562,14.52759096212,13.39737476452,14.52759096292,12.68284180802,14.52759096262,14.52759096262,14.52759096259,13.91837689922,11.25885291322
"t129",6.56639364462,0.46318967961,0.16631476922,0,0.79456050461,2.49255420671,2.49255420671,2.53494146093,2.53494146093,1.89328065525,4.97154727805,4.97154727805,4.9715472781,4.9715472781,4.97154727835,3.20380370405,3.40676216276,3.34390672235,11.13214458375,11.23832614225,10.47589415905,11.22076404985,10.74708364722,12.80985044387,12.80985044387,12.8098504439,12.8098504439,11.99455335955,12.80985044355,12.80985044355,12.80985044348,12.80985044348,12.80985044351,12.69081063941,12.80985044351,12.80985044355,11.72912255035,12.80985044345,12.59354883245,12.13564181105,11.50336014735,8.43657228415,11.44952288295,8.78157203595,9.34425533605,8.88637182645,8.66233858565,12.80985044245,12.80985044245,12.80985044235,12.80985044235,12.80985044235,12.80985044235,12.31186354605,12.80985044235,12.80985044225,12.80985044232,12.80985044232,12.80985044285,12.04902211895,12.80985044265,12.80985044265,10.233468061681,12.80985044235,11.13014220136,12.80985044282,12.80985044282,12.80985044266,12.80985044266,12.80985044266,12.80985044266,12.80985044249,12.80985044249,12.80985044251,12.80985044251,12.80985044259,12.80985044263,11.92607724429,12.80985044259,12.80985044249,12.80985044249,12.80985044309,12.80985044269,12.80985044269,12.80985044269,12.80985044289,12.15169893569,12.80985044259,12.80985044259,12.80985044249,12.80985044249,12.80985044279,11.53995232604,12.80985044316,10.42426368195,12.80985044264,12.80985044264,12.80985044265,12.80985044305,12.80985044305,12.80985044305,12.80985044299,12.80985044309,12.80985044309,12.80985044275,12.80985044275,12.73801371895,10.62617213404,11.03279579115,12.80985044255,12.8098504423,12.8098504423,12.650214094,12.809850442384,12.809850442384,12.80985044195,12.80985044201,12.80985044201,12.80985044255,12.80985044255,11.72981135355,12.80985044245,12.80985044245,12.8098504424,12.80985044245,12.80985044245,12.8098504424,12.25330282855,12.8098504424,12.80985044245,10.6003408922,12.80985044245,12.95671778962,12.57290023562,14.52759096212,13.39737476452,14.52759096292,12.68284180802,14.52759096262,14.52759096262,14.52759096259,13.91837689922,11.25885291322
"t91",6.56639364461,0.7945605046,0.79456050461,0.79456050461,0,2.4925542067,2.4925542067,2.53494146092,2.53494146092,1.89328065524,4.97154727804,4.97154727804,4.97154727809,4.97154727809,4.97154727834,3.20380370404,3.40676216275,3.34390672234,11.13214458374,11.23832614224,10.47589415904,11.22076404984,10.74708364721,12.80985044386,12.80985044386,12.80985044389,12.80985044389,11.99455335954,12.80985044354,12.80985044354,12.80985044347,12.80985044347,12.8098504435,12.6908106394,12.8098504435,12.80985044354,11.72912255034,12.80985044344,12.59354883244,12.13564181104,11.50336014734,8.43657228414,11.44952288294,8.78157203594,9.34425533604,8.88637182644,8.66233858564,12.80985044244,12.80985044244,12.80985044234,12.80985044234,12.80985044234,12.80985044234,12.31186354604,12.80985044234,12.80985044224,12.80985044231,12.80985044231,12.80985044284,12.04902211894,12.80985044264,12.80985044264,10.233468061671,12.80985044234,11.13014220135,12.80985044281,12.80985044281,12.80985044265,12.80985044265,12.80985044265,12.80985044265,12.80985044248,12.80985044248,12.8098504425,12.8098504425,12.80985044258,12.80985044262,11.92607724428,12.80985044258,12.80985044248,12.80985044248,12.80985044308,12.80985044268,12.80985044268,12.80985044268,12.80985044288,12.15169893568,12.80985044258,12.80985044258,12.80985044248,12.80985044248,12.80985044278,11.53995232603,12.80985044315,10.42426368194,12.80985044263,12.80985044263,12.80985044264,12.80985044304,12.80985044304,12.80985044304,12.80985044298,12.80985044308,12.80985044308,12.80985044274,12.80985044274,12.73801371894,10.62617213403,11.03279579114,12.80985044254,12.80985044229,12.80985044229,12.65021409399,12.809850442374,12.809850442374,12.80985044194,12.809850442,12.809850442,12.80985044254,12.80985044254,11.72981135354,12.80985044244,12.80985044244,12.80985044239,12.80985044244,12.80985044244,12.80985044239,12.25330282854,12.80985044239,12.80985044244,10.60034089219,12.80985044244,12.95671778961,12.57290023561,14.52759096211,13.39737476451,14.52759096291,12.68284180801,14.52759096261,14.52759096261,14.52759096258,13.91837689921,11.25885291321
"t118",6.56639364471,2.4925542067,2.49255420671,2.49255420671,2.4925542067,0,0.2493258988,2.53494146102,2.53494146102,1.89328065534,4.97154727814,4.97154727814,4.97154727819,4.97154727819,4.97154727844,3.20380370414,3.40676216285,3.34390672244,11.13214458384,11.23832614234,10.47589415914,11.22076404994,10.74708364731,12.80985044396,12.80985044396,12.80985044399,12.80985044399,11.99455335964,12.80985044364,12.80985044364,12.80985044357,12.80985044357,12.8098504436,12.6908106395,12.8098504436,12.80985044364,11.72912255044,12.80985044354,12.59354883254,12.13564181114,11.50336014744,8.43657228424,11.44952288304,8.78157203604,9.34425533614,8.88637182654,8.66233858574,12.80985044254,12.80985044254,12.80985044244,12.80985044244,12.80985044244,12.80985044244,12.31186354614,12.80985044244,12.80985044234,12.80985044241,12.80985044241,12.80985044294,12.04902211904,12.80985044274,12.80985044274,10.233468061771,12.80985044244,11.13014220145,12.80985044291,12.80985044291,12.80985044275,12.80985044275,12.80985044275,12.80985044275,12.80985044258,12.80985044258,12.8098504426,12.8098504426,12.80985044268,12.80985044272,11.92607724438,12.80985044268,12.80985044258,12.80985044258,12.80985044318,12.80985044278,12.80985044278,12.80985044278,12.80985044298,12.15169893578,12.80985044268,12.80985044268,12.80985044258,12.80985044258,12.80985044288,11.53995232613,12.80985044325,10.42426368204,12.80985044273,12.80985044273,12.80985044274,12.80985044314,12.80985044314,12.80985044314,12.80985044308,12.80985044318,12.80985044318,12.80985044284,12.80985044284,12.73801371904,10.62617213413,11.03279579124,12.80985044264,12.80985044239,12.80985044239,12.65021409409,12.809850442474,12.809850442474,12.80985044204,12.8098504421,12.8098504421,12.80985044264,12.80985044264,11.72981135364,12.80985044254,12.80985044254,12.80985044249,12.80985044254,12.80985044254,12.80985044249,12.25330282864,12.80985044249,12.80985044254,10.60034089229,12.80985044254,12.95671778971,12.57290023571,14.52759096221,13.39737476461,14.52759096301,12.68284180811,14.52759096271,14.52759096271,14.52759096268,13.91837689931,11.25885291331
"t119",6.56639364471,2.4925542067,2.49255420671,2.49255420671,2.4925542067,0.2493258988,0,2.53494146102,2.53494146102,1.89328065534,4.97154727814,4.97154727814,4.97154727819,4.97154727819,4.97154727844,3.20380370414,3.40676216285,3.34390672244,11.13214458384,11.23832614234,10.47589415914,11.22076404994,10.74708364731,12.80985044396,12.80985044396,12.80985044399,12.80985044399,11.99455335964,12.80985044364,12.80985044364,12.80985044357,12.80985044357,12.8098504436,12.6908106395,12.8098504436,12.80985044364,11.72912255044,12.80985044354,12.59354883254,12.13564181114,11.50336014744,8.43657228424,11.44952288304,8.78157203604,9.34425533614,8.88637182654,8.66233858574,12.80985044254,12.80985044254,12.80985044244,12.80985044244,12.80985044244,12.80985044244,12.31186354614,12.80985044244,12.80985044234,12.80985044241,12.80985044241,12.80985044294,12.04902211904,12.80985044274,12.80985044274,10.233468061771,12.80985044244,11.13014220145,12.80985044291,12.80985044291,12.80985044275,12.80985044275,12.80985044275,12.80985044275,12.80985044258,12.80985044258,12.8098504426,12.8098504426,12.80985044268,12.80985044272,11.92607724438,12.80985044268,12.80985044258,12.80985044258,12.80985044318,12.80985044278,12.80985044278,12.80985044278,12.80985044298,12.15169893578,12.80985044268,12.80985044268,12.80985044258,12.80985044258,12.80985044288,11.53995232613,12.80985044325,10.42426368204,12.80985044273,12.80985044273,12.80985044274,12.80985044314,12.80985044314,12.80985044314,12.80985044308,12.80985044318,12.80985044318,12.80985044284,12.80985044284,12.73801371904,10.62617213413,11.03279579124,12.80985044264,12.80985044239,12.80985044239,12.65021409409,12.809850442474,12.809850442474,12.80985044204,12.8098504421,12.8098504421,12.80985044264,12.80985044264,11.72981135364,12.80985044254,12.80985044254,12.80985044249,12.80985044254,12.80985044254,12.80985044249,12.25330282864,12.80985044249,12.80985044254,10.60034089229,12.80985044254,12.95671778971,12.57290023571,14.52759096221,13.39737476461,14.52759096301,12.68284180811,14.52759096271,14.52759096271,14.52759096268,13.91837689931,11.25885291331
"t130",6.56639364465,2.53494146092,2.53494146093,2.53494146093,2.53494146092,2.53494146102,2.53494146102,0,0.16134274036,1.50519810988,4.97154727808,4.97154727808,4.97154727813,4.97154727813,4.97154727838,3.20380370408,3.40676216279,3.34390672238,11.13214458378,11.23832614228,10.47589415908,11.22076404988,10.74708364725,12.8098504439,12.8098504439,12.80985044393,12.80985044393,11.99455335958,12.80985044358,12.80985044358,12.80985044351,12.80985044351,12.80985044354,12.69081063944,12.80985044354,12.80985044358,11.72912255038,12.80985044348,12.59354883248,12.13564181108,11.50336014738,8.43657228418,11.44952288298,8.78157203598,9.34425533608,8.88637182648,8.66233858568,12.80985044248,12.80985044248,12.80985044238,12.80985044238,12.80985044238,12.80985044238,12.31186354608,12.80985044238,12.80985044228,12.80985044235,12.80985044235,12.80985044288,12.04902211898,12.80985044268,12.80985044268,10.233468061711,12.80985044238,11.13014220139,12.80985044285,12.80985044285,12.80985044269,12.80985044269,12.80985044269,12.80985044269,12.80985044252,12.80985044252,12.80985044254,12.80985044254,12.80985044262,12.80985044266,11.92607724432,12.80985044262,12.80985044252,12.80985044252,12.80985044312,12.80985044272,12.80985044272,12.80985044272,12.80985044292,12.15169893572,12.80985044262,12.80985044262,12.80985044252,12.80985044252,12.80985044282,11.53995232607,12.80985044319,10.42426368198,12.80985044267,12.80985044267,12.80985044268,12.80985044308,12.80985044308,12.80985044308,12.80985044302,12.80985044312,12.80985044312,12.80985044278,12.80985044278,12.73801371898,10.62617213407,11.03279579118,12.80985044258,12.80985044233,12.80985044233,12.65021409403,12.809850442414,12.809850442414,12.80985044198,12.80985044204,12.80985044204,12.80985044258,12.80985044258,11.72981135358,12.80985044248,12.80985044248,12.80985044243,12.80985044248,12.80985044248,12.80985044243,12.25330282858,12.80985044243,12.80985044248,10.60034089223,12.80985044248,12.95671778965,12.57290023565,14.52759096215,13.39737476455,14.52759096295,12.68284180805,14.52759096265,14.52759096265,14.52759096262,13.91837689925,11.25885291325
"t131",6.56639364465,2.53494146092,2.53494146093,2.53494146093,2.53494146092,2.53494146102,2.53494146102,0.16134274036,0,1.50519810988,4.97154727808,4.97154727808,4.97154727813,4.97154727813,4.97154727838,3.20380370408,3.40676216279,3.34390672238,11.13214458378,11.23832614228,10.47589415908,11.22076404988,10.74708364725,12.8098504439,12.8098504439,12.80985044393,12.80985044393,11.99455335958,12.80985044358,12.80985044358,12.80985044351,12.80985044351,12.80985044354,12.69081063944,12.80985044354,12.80985044358,11.72912255038,12.80985044348,12.59354883248,12.13564181108,11.50336014738,8.43657228418,11.44952288298,8.78157203598,9.34425533608,8.88637182648,8.66233858568,12.80985044248,12.80985044248,12.80985044238,12.80985044238,12.80985044238,12.80985044238,12.31186354608,12.80985044238,12.80985044228,12.80985044235,12.80985044235,12.80985044288,12.04902211898,12.80985044268,12.80985044268,10.233468061711,12.80985044238,11.13014220139,12.80985044285,12.80985044285,12.80985044269,12.80985044269,12.80985044269,12.80985044269,12.80985044252,12.80985044252,12.80985044254,12.80985044254,12.80985044262,12.80985044266,11.92607724432,12.80985044262,12.80985044252,12.80985044252,12.80985044312,12.80985044272,12.80985044272,12.80985044272,12.80985044292,12.15169893572,12.80985044262,12.80985044262,12.80985044252,12.80985044252,12.80985044282,11.53995232607,12.80985044319,10.42426368198,12.80985044267,12.80985044267,12.80985044268,12.80985044308,12.80985044308,12.80985044308,12.80985044302,12.80985044312,12.80985044312,12.80985044278,12.80985044278,12.73801371898,10.62617213407,11.03279579118,12.80985044258,12.80985044233,12.80985044233,12.65021409403,12.809850442414,12.809850442414,12.80985044198,12.80985044204,12.80985044204,12.80985044258,12.80985044258,11.72981135358,12.80985044248,12.80985044248,12.80985044243,12.80985044248,12.80985044248,12.80985044243,12.25330282858,12.80985044243,12.80985044248,10.60034089223,12.80985044248,12.95671778965,12.57290023565,14.52759096215,13.39737476455,14.52759096295,12.68284180805,14.52759096265,14.52759096265,14.52759096262,13.91837689925,11.25885291325
"t52",5.92473283897,1.89328065524,1.89328065525,1.89328065525,1.89328065524,1.89328065534,1.89328065534,1.50519810988,1.50519810988,0,4.3298864724,4.3298864724,4.32988647245,4.32988647245,4.3298864727,2.5621428984,2.76510135711,2.7022459167,10.4904837781,10.5966653366,9.8342333534,10.5791032442,10.10542284157,12.16818963822,12.16818963822,12.16818963825,12.16818963825,11.3528925539,12.1681896379,12.1681896379,12.16818963783,12.16818963783,12.16818963786,12.04914983376,12.16818963786,12.1681896379,11.0874617447,12.1681896378,11.9518880268,11.4939810054,10.8616993417,7.7949114785,10.8078620773,8.1399112303,8.7025945304,8.2447110208,8.02067778,12.1681896368,12.1681896368,12.1681896367,12.1681896367,12.1681896367,12.1681896367,11.6702027404,12.1681896367,12.1681896366,12.16818963667,12.16818963667,12.1681896372,11.4073613133,12.168189637,12.168189637,9.591807256031,12.1681896367,10.48848139571,12.16818963717,12.16818963717,12.16818963701,12.16818963701,12.16818963701,12.16818963701,12.16818963684,12.16818963684,12.16818963686,12.16818963686,12.16818963694,12.16818963698,11.28441643864,12.16818963694,12.16818963684,12.16818963684,12.16818963744,12.16818963704,12.16818963704,12.16818963704,12.16818963724,11.51003813004,12.16818963694,12.16818963694,12.16818963684,12.16818963684,12.16818963714,10.89829152039,12.16818963751,9.7826028763,12.16818963699,12.16818963699,12.168189637,12.1681896374,12.1681896374,12.1681896374,12.16818963734,12.16818963744,12.16818963744,12.1681896371,12.1681896371,12.0963529133,9.98451132839,10.3911349855,12.1681896369,12.16818963665,12.16818963665,12.00855328835,12.168189636734,12.168189636734,12.1681896363,12.16818963636,12.16818963636,12.1681896369,12.1681896369,11.0881505479,12.1681896368,12.1681896368,12.16818963675,12.1681896368,12.1681896368,12.16818963675,11.6116420229,12.16818963675,12.1681896368,9.95868008655,12.1681896368,12.31505698397,11.93123942997,13.88593015647,12.75571395887,13.88593015727,12.04118100237,13.88593015697,13.88593015697,13.88593015694,13.27671609357,10.61719210757
