"accepted_species","trait_ARD"
"t2","0"
"t3","0"
"t1","0"
"t25","1"
"t28","0"
"t29","0"
"t6","0"
"t7","1"
"t8","1"
"t23","1"
"t24","1"
"t18","1"
"t26","1"
"t27","1"
"t16","0"
"t21","1"
"t37","1"
"t61","1"
"t168","0"
"t169","0"
"t196","1"
"t197","1"
"t158","0"
"t159","1"
"t99","0"
"t100","0"
"t49","0"
"t178","0"
"t179","0"
"t117","0"
"t59","0"
"t54","1"
"t53","1"
"t124","1"
"t152","1"
"t153","1"
"t113","1"
"t114","1"
"t105","1"
"t184","1"
"t185","1"
"t97","1"
"t98","0"
"t166","0"
"t167","0"
"t56","1"
"t67","1"
"t68","1"
"t48","1"
"t140","0"
"t141","1"
"t65","0"
"t42","0"
"t32","1"
"t30","1"
"t22","1"
"t15","0"
"t14","1"
"t12","0"
"t36","1"
"t51","0"
"t125","0"
"t126","1"
"t101","0"
"t73","1"
"t79","1"
"t96","1"
"t144","0"
"t145","1"
"t156","1"
"t186","1"
"t187","1"
"t104","1"
"t182","0"
"t183","0"
"t103","1"
"t40","1"
"t43","0"
"t44","1"
"t33","0"
"t34","0"
"t62","1"
"t157","1"
"t162","1"
"t163","1"
"t143","1"
"t190","1"
"t191","1"
"t136","1"
"t134","0"
"t135","0"
"t106","0"
"t107","1"
"t91","1"
"t110","0"
"t111","0"
"t108","0"
"t131","0"
"t132","1"
"t57","0"
"t127","1"
"t128","1"
"t121","1"
"t109","0"
"t92","1"
"t74","0"
"t50","1"
"t63","1"
"t84","0"
"t85","0"
"t69","1"
"t55","1"
"t70","0"
"t71","1"
"t64","0"
"t35","1"
"t52","0"
"t66","1"
"t102","0"
"t149","1"
"t150","1"
"t120","1"
"t80","1"
"t129","0"
"t180","0"
"t181","0"
"t81","0"
"t82","1"
"t72","0"
"t39","1"
"t45","0"
"t46","1"
"t154","0"
"t155","0"
"t47","1"
"t60","0"
"t93","1"
"t94","0"
"t88","0"
"t78","1"
"t86","0"
"t87","0"
"t83","0"
"t160","0"
"t161","0"
"t147","0"
"t148","0"
"t176","0"
"t177","1"
"t133","0"
"t130","0"
"t89","1"
"t90","0"
"t58","0"
"t116","0"
"t137","1"
"t170","0"
"t171","0"
"t76","1"
"t77","0"
"t41","0"
"t38","1"
"t122","0"
"t123","1"
"t192","1"
"t193","1"
"t95","1"
"t164","1"
"t165","1"
"t119","1"
"t138","1"
"t139","0"
"t188","0"
"t189","0"
"t151","0"
"t194","0"
"t195","0"
"t75","1"
"t115","0"
"t142","1"
"t172","0"
"t173","0"
"t146","0"
"t118","1"
"t112","1"
"t174","1"
"t175","1"
"t31","0"
"t17","1"
"t10","1"
"t9","1"
"t13","1"
"t19","0"
"t20","0"
"t11","0"
"t4","1"
"t5","1"
