,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
t12,5.002685,-0.21303673,2.3446949,5.6497173,0.03943359,1.0496181,-0.10194379,1.0326446,-0.06798159,-0.006399087,0.10031778,0.4147125,4.631316,-0.13460824,0.076145895,7.226973,0.10913628,0.029512797,-0.8212403,4.1505146,6.949195,0.0023782128,-0.007766719,-0.022478187,1.8577957,4.269834,0.045852955,-0.19592647,-0.30150285,-0.6855929,-0.22673512,6.7086086,0.3275661,5.0306463,2.5179563
t13,4.581701,-0.18662688,4.5268397,3.573874,0.047268547,-0.22858864,-0.062400244,0.0879443,-0.03704518,-0.0071833148,0.07239604,0.25298694,5.545131,-0.40324005,0.1743262,5.595188,0.16830416,-0.0822706,-1.4101222,1.414144,8.2265215,0.23659308,-0.015238542,-0.0041629383,7.423418,4.602624,0.042593118,-0.11123232,-0.51020545,-1.0015143,-0.049291328,4.1366587,-0.047039762,4.517147,3.168718
t9,4.8642874,-0.18810514,3.4542968,3.8110347,0.044156663,-0.124197334,-0.064315714,0.542854,-0.051597033,-0.008511009,0.0627359,0.2571623,5.8144245,-0.2869383,0.14112832,6.0542107,0.14921106,-0.07983246,-1.1594809,1.9625905,7.7825317,0.12129412,-0.005951078,-0.012682536,5.3842134,4.40992,0.035864506,-0.14687337,-0.44245416,-0.88138455,-0.13643949,4.664602,0.0013970695,4.5593486,3.4483142
t10,4.492042,-0.17794351,4.553219,3.5520513,0.046334397,-0.23595728,-0.06224102,0.024676522,-0.03601007,-0.006313566,0.06984112,0.25422296,5.6242614,-0.40610287,0.17735232,5.5507007,0.16633643,-0.08566623,-1.4122883,1.3463079,8.324593,0.24438572,-0.014320724,-0.0030334622,7.515452,4.5440226,0.042568777,-0.110356495,-0.5099201,-1.0050755,-0.047432255,4.089867,-0.05362414,4.4762526,3.1336455
t7,4.443263,-0.17652163,4.867297,3.4951687,0.047526065,-0.25703946,-0.06418586,-0.0005632909,-0.031514037,-0.0055546514,0.06995543,0.2614936,5.4791117,-0.42529014,0.18582776,5.4178476,0.17564285,-0.07644081,-1.4812483,1.2407047,8.513204,0.2793735,-0.017722014,-0.00049508805,8.105197,4.4767637,0.04468388,-0.09924474,-0.5254007,-1.0448445,-0.021898497,3.9566135,-0.07065656,4.523362,3.0776503
t8,4.3995,-0.17554395,4.927099,3.4989479,0.047775816,-0.26435798,-0.06401478,-0.00066996913,-0.03064969,-0.0055154627,0.07000119,0.26214892,5.4973297,-0.42734736,0.18826093,5.38508,0.17756689,-0.070045784,-1.4949924,1.1982844,8.55678,0.28819844,-0.018169738,0.0015693279,8.239752,4.4803658,0.044027027,-0.09635167,-0.5299622,-1.055041,-0.016470289,3.9495914,-0.07613441,4.567027,3.1284413
t22,3.5634878,-0.16061026,6.399377,3.9392815,0.052377038,-0.27686974,-0.071554646,0.3080812,0.07896201,-0.0038904056,0.06793215,0.29612687,4.413251,-0.42818967,0.19249868,3.754366,0.1856075,-0.09696354,-1.6415603,0.96942675,8.419827,0.4100915,-0.042022135,0.8461322,9.8173895,3.1634676,0.032494713,-0.060191963,-0.5407725,-1.1389166,1.1816105,3.3288963,-0.1720929,3.9633856,2.515878
t24,3.8073525,-0.16459145,5.660924,3.7813973,0.04974393,-0.24799973,-0.0667792,0.41566414,-0.009390555,-0.0051119453,0.061960418,0.28468585,4.5529394,-0.4055173,0.17943473,4.062916,0.17448996,-0.099697925,-1.505665,1.1728727,8.002324,0.35803673,-0.03745989,0.43258855,8.895494,3.3062582,0.03136717,-0.07948331,-0.51396626,-1.0520443,0.73863894,3.5988393,-0.14477746,4.0347357,2.759206
t30,4.1588225,-0.16834104,2.5972884,5.0507727,0.037826933,0.62473273,-0.0846541,1.1874427,-0.040812954,-0.008403571,0.07537313,0.33326286,4.3838124,-0.093715034,0.07486853,6.3002872,0.11377284,-0.053916752,-0.85308385,3.3889184,6.3673825,0.09132979,-0.018262686,-0.018732037,3.3383884,3.4248052,0.027941223,-0.16631143,-0.32471284,-0.65987045,-0.13267368,5.884803,0.108074486,4.5284925,2.9966993
t31,3.994686,-0.16026166,4.429413,3.7321286,0.044887297,-0.15478608,-0.06451175,0.5702208,-0.022761958,-0.007275121,0.057819117,0.24682501,4.7732034,-0.3200297,0.14706089,4.651358,0.15708211,-0.097531185,-1.2289687,1.6148938,7.107114,0.26286831,-0.027392581,-0.0033991807,7.144498,3.4409282,0.02764754,-0.1100081,-0.47119352,-0.8963129,-0.008171235,4.369866,-0.07783066,4.1179094,3.1550019
