"accepted_species","trait_ARD"
"t9","1"
"t23","1"
"t24","0"
"t28","1"
"t56","1"
"t40","0"
"t67",NA
"t68","0"
"t7","0"
"t31",NA
"t32","0"
"t2",NA
"t21","0"
"t93","1"
"t94",NA
"t1","0"
"t27","0"
"t57","0"
"t58","1"
"t38","1"
"t22","1"
"t50","1"
"t87",NA
"t88","1"
"t16","1"
"t26","0"
"t51","1"
"t15","1"
"t11","0"
"t3","1"
"t66",NA
"t83",NA
"t84","0"
"t12",NA
"t33","1"
"t81",NA
"t82","1"
"t79","0"
"t80","0"
"t85","0"
"t86","0"
"t13","1"
"t42","0"
"t43",NA
"t99","0"
"t100","0"
"t14","0"
"t59","0"
"t97","0"
"t98","0"
"t34","1"
"t20","1"
"t10","1"
"t89","0"
"t90","0"
"t4","1"
"t77","1"
"t78","0"
"t60","0"
"t61","0"
"t44","1"
"t45","0"
"t73","0"
"t74","0"
"t41","0"
"t65","0"
"t5","1"
"t52","1"
"t53","1"
"t18","0"
"t69","1"
"t70","1"
"t71","1"
"t72","1"
"t39","1"
"t8","0"
"t30","0"
"t6","0"
"t48","0"
"t49","0"
"t37","0"
"t17","0"
"t46","1"
"t47","1"
"t25","1"
"t75","1"
"t76","1"
"t35","1"
"t36","0"
"t19","1"
"t63","0"
"t64","0"
"t29","1"
"t95","1"
"t96","1"
"t62","1"
"t91","0"
"t92","0"
"t54","1"
"t55","1"
