accepted_species,estimate
t21,-0.578154
t118,-0.03427433
t161,-0.03021677
t157,-0.032448605
t382,-0.03408879
t182,-0.032053456
t277,-0.031235911
t103,0.006673433
t95,0.13125148
t109,0.14784318
t123,0.14564893
t206,0.14874618
t384,0.14890279
t214,0.1487038
t205,0.15097475
t263,0.15146706
t156,0.15091501
t304,0.15515435
t173,0.15315029
t36,0.09056076
t37,0.18989669
t47,0.0669961
t61,0.059630368
t229,-0.090805106
t230,-0.090805106
t288,-0.09130243
t327,-0.091211066
t353,-0.09125436
t226,-0.09187493
t192,-0.08370866
t117,-0.08330098
t203,-0.07413779
t342,-0.07478203
t202,-0.07413779
t171,-0.06819805
t168,-0.066380806
t307,-0.06659979
t98,-0.07246644
