"accepted_species","trait_ARD"
"t2","1"
"t5","1"
"t9","0"
"t32","1"
"t43","1"
"t177","1"
"t315","1"
"t316","1"
"t321","0"
"t322","0"
"t265",NA
"t128","1"
"t149","1"
"t181","1"
"t182","1"
"t113","0"
"t114","1"
"t56","0"
"t57","1"
"t46",NA
"t141","1"
"t142","1"
"t112",NA
"t87","1"
"t88","0"
"t80","1"
"t54","0"
"t50","1"
"t34","1"
"t35","1"
"t12","1"
"t13","0"
"t107","1"
"t108","1"
"t58",NA
"t207","0"
"t208","0"
"t199","0"
"t211","0"
"t371",NA
"t372","1"
"t423","1"
"t424","1"
"t396","1"
"t342","0"
"t347","1"
"t348","0"
"t259","0"
"t216","0"
"t217","0"
"t110","0"
"t77","0"
"t81","1"
"t132","0"
"t133","0"
"t183","1"
"t368","1"
"t369","1"
"t360","0"
"t361","0"
"t230","1"
"t157",NA
"t158","1"
"t143","1"
"t388","0"
"t389","0"
"t370","1"
"t63","0"
"t62","0"
"t28","1"
"t97",NA
"t162",NA
"t164","0"
"t178","0"
"t179","0"
"t311","0"
"t336","0"
"t397","0"
"t398","0"
"t385","0"
"t436","0"
"t437","0"
"t273","0"
"t240","0"
"t198","0"
"t49","0"
"t39","0"
"t29","0"
"t4","0"
"t3","0"
"t17","0"
"t18",NA
"t44","0"
"t45","0"
"t19","0"
"t137","0"
"t138","1"
"t95",NA
"t36","0"
"t71","0"
"t72","0"
"t96","1"
"t184","1"
"t185","1"
"t232","1"
"t245","1"
"t246","1"
"t247","1"
"t339","0"
"t340","0"
"t377","1"
"t378","1"
"t262","1"
"t349","0"
"t461","0"
"t462","0"
"t308","0"
"t258","1"
"t186","1"
"t365","1"
"t366","1"
"t252","0"
"t383","0"
"t384","0"
"t251","0"
"t440","1"
"t441","0"
"t458","1"
"t459","1"
"t427",NA
"t428",NA
"t285","1"
"t286","1"
"t218","1"
"t193","1"
"t180","1"
"t229","1"
"t475","0"
"t476","0"
"t400","0"
"t401","0"
"t390","0"
"t409","0"
"t410","0"
"t399","0"
"t314","0"
"t432","0"
"t433","0"
"t305","0"
"t236","0"
"t323","1"
"t324","1"
"t337",NA
"t380",NA
"t431","1"
"t451","1"
"t452",NA
"t375","1"
"t473","0"
"t474","0"
"t419","1"
"t420","1"
"t317","1"
"t434","1"
"t435","1"
"t430","0"
"t261","1"
"t212",NA
"t134","0"
"t101","1"
"t122","1"
"t123",NA
"t119","1"
"t156","1"
"t284","1"
"t298","0"
"t477",NA
"t478","0"
"t460",NA
"t346","0"
"t325","1"
"t326","1"
"t296","1"
"t297","1"
"t376","1"
"t407","1"
"t408","1"
"t395","1"
"t413","0"
"t414","0"
"t350","1"
"t411","0"
"t412","0"
"t318","1"
"t202","1"
"t205","1"
"t206","1"
"t52","0"
"t53","0"
"t70","0"
"t90","1"
"t94","1"
"t253","1"
"t254","0"
"t241",NA
"t191","1"
"t288","1"
"t341","1"
"t467","1"
"t468","1"
"t446","1"
"t267","1"
"t281","1"
"t282","1"
"t204",NA
"t438","1"
"t439","1"
"t363","1"
"t364","1"
"t334","1"
"t335","1"
"t352","1"
"t353","1"
"t238","1"
"t209","1"
"t289","1"
"t402","1"
"t403","0"
"t332","1"
"t333","1"
"t203","1"
"t189","1"
"t111","1"
"t33","0"
"t11","0"
"t84","0"
"t85","0"
"t82","0"
"t83","0"
"t60",NA
"t61","0"
"t51","0"
"t40","1"
"t150","1"
"t151","1"
"t139","1"
"t65","1"
"t89",NA
"t275","1"
"t276","1"
"t213","1"
"t48","1"
"t37","1"
"t14","1"
"t25","1"
"t26",NA
"t16","1"
"t7",NA
"t8","0"
"t27","0"
"t91","0"
"t154","0"
"t155","0"
"t194","1"
"t195","1"
"t188","0"
"t115","1"
"t192","0"
"t406","0"
"t416","0"
"t417","0"
"t442","0"
"t443","0"
"t465","0"
"t466","0"
"t422","0"
"t391","0"
"t306","0"
"t145","1"
"t222","1"
"t223","1"
"t227",NA
"t228","0"
"t118",NA
"t102","0"
"t131","0"
"t173","1"
"t219","1"
"t299","1"
"t300","1"
"t404","1"
"t405","1"
"t351",NA
"t425","1"
"t426","1"
"t312","1"
"t313","1"
"t307","1"
"t303",NA
"t304","1"
"t161","1"
"t109","1"
"t92","1"
"t30","0"
"t20","0"
"t105","0"
"t106","0"
"t129","1"
"t130",NA
"t93","0"
"t78",NA
"t86","1"
"t163","1"
"t224","0"
"t225",NA
"t214","1"
"t210","1"
"t103","0"
"t104","0"
"t116","0"
"t117","1"
"t98","0"
"t233","0"
"t274","1"
"t290","1"
"t291","1"
"t152","1"
"t175","1"
"t176","0"
"t165","0"
"t166","0"
"t140","0"
"t125","0"
"t99","0"
"t144","0"
"t328","0"
"t329","1"
"t295","0"
"t271","0"
"t220",NA
"t153","0"
"t196","1"
