"accepted_species","trait_ARD"
"t12","1"
"t13","1"
"t84","0"
"t85","0"
"t59","0"
"t60","0"
"t86","0"
"t87","0"
"t26",NA
"t95","1"
"t96","1"
"t92","1"
"t1","1"
"t73","0"
"t88","0"
"t89","0"
"t56","0"
"t62","1"
"t63","1"
"t2","1"
"t11",NA
"t33","1"
"t40",NA
"t41","1"
"t31",NA
"t8","1"
"t14","1"
"t20","0"
"t21","0"
"t54","0"
"t55","0"
"t36","0"
"t82","0"
"t83","1"
"t17","0"
"t22","0"
"t93","0"
"t94","1"
"t97","1"
"t98","1"
"t66","0"
"t30","0"
"t78","1"
"t79","1"
"t57","1"
"t38","1"
"t45","0"
"t46","1"
"t25","0"
"t50",NA
"t51","0"
"t52","0"
"t49","0"
"t74","0"
"t75","0"
"t64","0"
"t65","0"
"t32","1"
"t67","0"
"t68","0"
"t61",NA
"t80","1"
"t81","1"
"t42","1"
"t43","1"
"t71","1"
"t72","1"
"t3","1"
"t4","0"
"t69","0"
"t70","0"
"t9","1"
"t6","0"
"t7",NA
"t16","0"
"t39",NA
"t99","1"
"t100","1"
"t53","0"
"t28","0"
"t29","0"
"t19","1"
"t23","0"
"t44","0"
"t47","1"
"t48","0"
"t15","0"
"t58","1"
"t90","1"
"t91","1"
"t37","0"
"t24","0"
"t76",NA
"t77","1"
"t5","0"
"t18","1"
"t27","1"
"t10","0"
"t34","0"
"t35",NA
