,0,1,2,3,4,5,6,7,8,9,10,11,12
t2,1.6836712,-0.759529,4.2999268,-0.10720946,2.2514176,7.6951747,9.422935,-0.5026978,3.1781006,0.023837999,10.255771,-0.9097735,5.4416947
t84,-0.020756567,-0.9154263,5.1907415,-0.5827227,1.4934071,-0.0030803315,11.443255,-0.45587167,7.9099092,0.029421322,-0.0016433299,-1.5437465,4.8286424
t85,-0.020532124,-0.9151959,5.1854978,-0.58402044,1.5357974,-0.0013223481,11.456238,-0.45517316,7.8713417,0.029339679,-0.0009250149,-1.53604,4.8371196
t49,-0.01914982,-0.9171944,4.991219,-0.57437104,1.7126689,0.06238378,11.369158,-0.4566456,7.9267735,0.030102052,0.1071039,-1.5174932,4.8071413
t50,-0.020397313,-0.91239923,4.995525,-0.5789954,1.6447716,-0.0029941574,11.352784,-0.42388374,7.933454,0.027541704,-0.00034006982,-1.5182779,4.89158
t71,-0.01971594,-0.9141782,5.0665503,-0.57807976,1.6465788,0.015600753,11.405442,-0.43827957,7.9093738,0.028976193,0.022598289,-1.5278504,4.7800016
t72,-0.0205195,-0.9153034,5.0650206,-0.58214384,1.6505938,0.030683583,11.451473,-0.4579817,7.849284,0.028946502,-0.0011766728,-1.5285776,4.85173
t9,-0.0070734634,-1.0362921,7.840103,-0.32533076,1.9651157,5.9677687,13.220834,-0.573822,5.324759,0.06233977,8.066461,-1.4726909,6.126716
t54,-0.0203159,-0.86195856,4.807513,-0.5820357,1.7340453,-0.022697546,10.847095,-0.45892727,7.4238205,0.024954295,-0.01495197,-1.4074998,4.6632953
t55,-0.019423367,-0.893569,5.1345654,-0.5613745,1.8020005,0.5775166,11.249965,-0.4881191,7.2155585,0.03209124,0.3307132,-1.4629134,4.7031355
t52,-0.015604417,-0.8862805,4.691533,-0.5485599,1.7472329,-0.064483225,10.716253,-0.35254192,7.8358192,0.032804184,-0.0016632006,-1.3783553,4.5797644
t53,-0.016310895,-0.89412194,4.7441177,-0.5509801,1.6967914,-0.06415629,10.784676,-0.3671219,7.9000664,0.03337144,-0.0023216214,-1.3963223,4.6188707
t20,-0.015478864,-0.88636166,4.827923,-0.5512271,1.820705,-0.023944305,10.85403,-0.3133783,7.660719,0.03053851,0.13391837,-1.3933796,4.5989666
t27,-0.013304676,-0.955058,5.656315,-0.47402415,2.0399232,2.0008264,11.658906,-0.46005517,6.8994784,0.047502592,2.5784485,-1.4568715,4.832412
