"","t2","t84","t85","t49","t50","t71","t72","t9","t54","t55","t52","t53","t20","t27","t33","t34","t112","t113","t95","t86","t87","t66","t79","t80","t88","t89","t51","t60","t73","t74","t29","t22","t23","t17","t76","t77","t7","t4","t30","t31","t24","t39","t81","t125","t126","t104","t35","t67","t68","t91","t92","t48","t127","t128","t28","t43","t44","t3","t1","t6","t8","t32","t46","t47","t56","t57","t36","t10","t13","t14","t123","t124","t99","t61","t102","t103","t40","t21","t16","t18","t19","t100","t101","t65","t133","t134","t131","t132","t63","t64","t45","t41","t42","t58","t115","t116","t96","t97","t90","t129","t130","t37","t38","t62","t93","t94","t12","t75","t121","t122","t11","t69","t70","t98","t105","t106","t59","t82","t119","t120","t114","t25","t26","t15","t117","t118","t83","t110","t111","t78","t107","t108","t109","t5"
"t2",0,5.91159802298,5.91159802298,5.91159802297,5.91159802297,5.91159802288,5.91159802288,3.41810976303,5.91159802293,5.57080274433,5.91159802235,5.91159802235,5.91159802215,5.04287176135,5.91159802275,4.99243359565,5.91159802278,5.91159802278,5.91159802278,5.91159802278,5.91159802278,5.91159802278,5.91159802277,5.91159802277,5.91159802273,5.91159802273,5.41330016618,5.91159802318,5.65389802328,5.72902911028,5.66964520608,5.91159802278,4.33076346333,4.31991233498,5.91159802308,5.91159802308,3.73523721668,2.03402868038,5.91159802358,5.16921045338,5.91159802236,5.91159802266,5.91159802266,5.91159802267,5.91159802267,5.91159802276,5.91159802286,5.75286283518,5.81350519398,5.91159802258,5.91159802258,5.91159802258,5.91159802266,5.91159802266,5.91159802378,5.91159802338,5.91159802338,2.5436363123,3.3909181868,4.7355467449,5.2119339914,7.8669095638,7.8669095635,7.8669095635,7.8669095635,7.8669095635,6.9731644758,5.81935107126,6.48399743066,5.95966784036,7.86690956318,7.86690956318,7.8669095631,7.8669095632,7.8669095632,7.8669095632,7.8669095631,7.8669095626,6.0201670291,6.2862194532,6.69440699099,7.86690956309,7.86690956309,7.86690956309,7.8669095630417,7.8669095630417,7.866909562973,7.866909562973,7.86690956301,7.442079228,7.86690956299,7.86690956296,7.86690956296,7.86690956296,7.86690956296,7.86690956296,7.86690956302,7.86690956302,7.86690956304,7.866909562761,7.866909562761,7.78010143579,7.34182855119,7.8669095627,7.8669095628,7.64132975987,6.6440430299,7.8669095634,7.86690956344,7.86690956344,6.0360804389,7.8669095636,7.8669095636,7.8669095636,7.86690956364,7.86690956364,7.8669095636,7.8669095624,7.8669095624,7.8669095624,7.8669095624,7.8669095631,7.8669095631,7.8669095625,7.86690956311,7.86690956311,7.86690956311,7.86690956311,7.86690956311,7.8669095631,7.8669095631,7.866909563088,7.866909563088,4.2640376286
"t84",5.91159802298,0,0.6087487186,1.46152940239,1.46152940239,1.8321460645,1.8321460645,3.10458296065,5.59807122055,5.25727594195,5.59807121997,5.59807121997,5.59807121977,4.72934495897,5.59807122037,4.67890679327,5.8772561524,5.8772561524,5.8772561524,5.8772561524,5.8772561524,5.8772561524,5.87725615239,5.87725615239,5.87725615235,5.87725615235,5.3789582958,8.0881676128,7.8304676129,7.9055986999,7.8462147957,8.0881676124,6.50733305295,6.4964819246,8.0881676127,8.0881676127,5.9118068063,4.6643254832,8.5418948264,7.7995072562,8.54189482518,8.54189482548,8.54189482548,8.54189482549,8.54189482549,8.54189482558,8.54189482568,8.383159638,8.4438019968,8.5418948254,8.5418948254,8.5418948254,8.54189482548,8.54189482548,8.5418948266,8.5418948262,8.5418948262,5.22382479088,7.05119712978,8.39582568788,8.87221293438,11.52718850678,11.52718850648,11.52718850648,11.52718850648,11.52718850648,10.63344341878,9.47963001424,10.14427637364,9.61994678334,11.52718850616,11.52718850616,11.52718850608,11.52718850618,11.52718850618,11.52718850618,11.52718850608,11.52718850558,9.68044597208,9.94649839618,10.35468593397,11.52718850607,11.52718850607,11.52718850607,11.5271885060217,11.5271885060217,11.527188505953,11.527188505953,11.52718850599,11.10235817098,11.52718850597,11.52718850594,11.52718850594,11.52718850594,11.52718850594,11.52718850594,11.527188506,11.527188506,11.52718850602,11.527188505741,11.527188505741,11.44038037877,11.00210749417,11.52718850568,11.52718850578,11.30160870285,10.30432197288,11.52718850638,11.52718850642,11.52718850642,9.69635938188,11.52718850658,11.52718850658,11.52718850658,11.52718850662,11.52718850662,11.52718850658,11.52718850538,11.52718850538,11.52718850538,11.52718850538,11.52718850608,11.52718850608,11.52718850548,11.52718850609,11.52718850609,11.52718850609,11.52718850609,11.52718850609,11.52718850608,11.52718850608,11.527188506068,11.527188506068,7.92431657158
"t85",5.91159802298,0.6087487186,0,1.46152940239,1.46152940239,1.8321460645,1.8321460645,3.10458296065,5.59807122055,5.25727594195,5.59807121997,5.59807121997,5.59807121977,4.72934495897,5.59807122037,4.67890679327,5.8772561524,5.8772561524,5.8772561524,5.8772561524,5.8772561524,5.8772561524,5.87725615239,5.87725615239,5.87725615235,5.87725615235,5.3789582958,8.0881676128,7.8304676129,7.9055986999,7.8462147957,8.0881676124,6.50733305295,6.4964819246,8.0881676127,8.0881676127,5.9118068063,4.6643254832,8.5418948264,7.7995072562,8.54189482518,8.54189482548,8.54189482548,8.54189482549,8.54189482549,8.54189482558,8.54189482568,8.383159638,8.4438019968,8.5418948254,8.5418948254,8.5418948254,8.54189482548,8.54189482548,8.5418948266,8.5418948262,8.5418948262,5.22382479088,7.05119712978,8.39582568788,8.87221293438,11.52718850678,11.52718850648,11.52718850648,11.52718850648,11.52718850648,10.63344341878,9.47963001424,10.14427637364,9.61994678334,11.52718850616,11.52718850616,11.52718850608,11.52718850618,11.52718850618,11.52718850618,11.52718850608,11.52718850558,9.68044597208,9.94649839618,10.35468593397,11.52718850607,11.52718850607,11.52718850607,11.5271885060217,11.5271885060217,11.527188505953,11.527188505953,11.52718850599,11.10235817098,11.52718850597,11.52718850594,11.52718850594,11.52718850594,11.52718850594,11.52718850594,11.527188506,11.527188506,11.52718850602,11.527188505741,11.527188505741,11.44038037877,11.00210749417,11.52718850568,11.52718850578,11.30160870285,10.30432197288,11.52718850638,11.52718850642,11.52718850642,9.69635938188,11.52718850658,11.52718850658,11.52718850658,11.52718850662,11.52718850662,11.52718850658,11.52718850538,11.52718850538,11.52718850538,11.52718850538,11.52718850608,11.52718850608,11.52718850548,11.52718850609,11.52718850609,11.52718850609,11.52718850609,11.52718850609,11.52718850608,11.52718850608,11.527188506068,11.527188506068,7.92431657158
"t49",5.91159802297,1.46152940239,1.46152940239,0,1.4390932256,1.83214606449,1.83214606449,3.10458296064,5.59807122054,5.25727594194,5.59807121996,5.59807121996,5.59807121976,4.72934495896,5.59807122036,4.67890679326,5.87725615239,5.87725615239,5.87725615239,5.87725615239,5.87725615239,5.87725615239,5.87725615238,5.87725615238,5.87725615234,5.87725615234,5.37895829579,8.08816761279,7.83046761289,7.90559869989,7.84621479569,8.08816761239,6.50733305294,6.49648192459,8.08816761269,8.08816761269,5.91180680629,4.66432548319,8.54189482639,7.79950725619,8.54189482517,8.54189482547,8.54189482547,8.54189482548,8.54189482548,8.54189482557,8.54189482567,8.38315963799,8.44380199679,8.54189482539,8.54189482539,8.54189482539,8.54189482547,8.54189482547,8.54189482659,8.54189482619,8.54189482619,5.22382479087,7.05119712977,8.39582568787,8.87221293437,11.52718850677,11.52718850647,11.52718850647,11.52718850647,11.52718850647,10.63344341877,9.47963001423,10.14427637363,9.61994678333,11.52718850615,11.52718850615,11.52718850607,11.52718850617,11.52718850617,11.52718850617,11.52718850607,11.52718850557,9.68044597207,9.94649839617,10.35468593396,11.52718850606,11.52718850606,11.52718850606,11.5271885060117,11.5271885060117,11.527188505943,11.527188505943,11.52718850598,11.10235817097,11.52718850596,11.52718850593,11.52718850593,11.52718850593,11.52718850593,11.52718850593,11.52718850599,11.52718850599,11.52718850601,11.527188505731,11.527188505731,11.44038037876,11.00210749416,11.52718850567,11.52718850577,11.30160870284,10.30432197287,11.52718850637,11.52718850641,11.52718850641,9.69635938187,11.52718850657,11.52718850657,11.52718850657,11.52718850661,11.52718850661,11.52718850657,11.52718850537,11.52718850537,11.52718850537,11.52718850537,11.52718850607,11.52718850607,11.52718850547,11.52718850608,11.52718850608,11.52718850608,11.52718850608,11.52718850608,11.52718850607,11.52718850607,11.527188506058,11.527188506058,7.92431657157
"t50",5.91159802297,1.46152940239,1.46152940239,1.4390932256,0,1.83214606449,1.83214606449,3.10458296064,5.59807122054,5.25727594194,5.59807121996,5.59807121996,5.59807121976,4.72934495896,5.59807122036,4.67890679326,5.87725615239,5.87725615239,5.87725615239,5.87725615239,5.87725615239,5.87725615239,5.87725615238,5.87725615238,5.87725615234,5.87725615234,5.37895829579,8.08816761279,7.83046761289,7.90559869989,7.84621479569,8.08816761239,6.50733305294,6.49648192459,8.08816761269,8.08816761269,5.91180680629,4.66432548319,8.54189482639,7.79950725619,8.54189482517,8.54189482547,8.54189482547,8.54189482548,8.54189482548,8.54189482557,8.54189482567,8.38315963799,8.44380199679,8.54189482539,8.54189482539,8.54189482539,8.54189482547,8.54189482547,8.54189482659,8.54189482619,8.54189482619,5.22382479087,7.05119712977,8.39582568787,8.87221293437,11.52718850677,11.52718850647,11.52718850647,11.52718850647,11.52718850647,10.63344341877,9.47963001423,10.14427637363,9.61994678333,11.52718850615,11.52718850615,11.52718850607,11.52718850617,11.52718850617,11.52718850617,11.52718850607,11.52718850557,9.68044597207,9.94649839617,10.35468593396,11.52718850606,11.52718850606,11.52718850606,11.5271885060117,11.5271885060117,11.527188505943,11.527188505943,11.52718850598,11.10235817097,11.52718850596,11.52718850593,11.52718850593,11.52718850593,11.52718850593,11.52718850593,11.52718850599,11.52718850599,11.52718850601,11.527188505731,11.527188505731,11.44038037876,11.00210749416,11.52718850567,11.52718850577,11.30160870284,10.30432197287,11.52718850637,11.52718850641,11.52718850641,9.69635938187,11.52718850657,11.52718850657,11.52718850657,11.52718850661,11.52718850661,11.52718850657,11.52718850537,11.52718850537,11.52718850537,11.52718850537,11.52718850607,11.52718850607,11.52718850547,11.52718850608,11.52718850608,11.52718850608,11.52718850608,11.52718850608,11.52718850607,11.52718850607,11.527188506058,11.527188506058,7.92431657157
"t71",5.91159802288,1.8321460645,1.8321460645,1.83214606449,1.83214606449,0,0.8425028468,3.10458296055,5.59807122045,5.25727594185,5.59807121987,5.59807121987,5.59807121967,4.72934495887,5.59807122027,4.67890679317,5.8772561523,5.8772561523,5.8772561523,5.8772561523,5.8772561523,5.8772561523,5.87725615229,5.87725615229,5.87725615225,5.87725615225,5.3789582957,8.0881676127,7.8304676128,7.9055986998,7.8462147956,8.0881676123,6.50733305285,6.4964819245,8.0881676126,8.0881676126,5.9118068062,4.6643254831,8.5418948263,7.7995072561,8.54189482508,8.54189482538,8.54189482538,8.54189482539,8.54189482539,8.54189482548,8.54189482558,8.3831596379,8.4438019967,8.5418948253,8.5418948253,8.5418948253,8.54189482538,8.54189482538,8.5418948265,8.5418948261,8.5418948261,5.22382479078,7.05119712968,8.39582568778,8.87221293428,11.52718850668,11.52718850638,11.52718850638,11.52718850638,11.52718850638,10.63344341868,9.47963001414,10.14427637354,9.61994678324,11.52718850606,11.52718850606,11.52718850598,11.52718850608,11.52718850608,11.52718850608,11.52718850598,11.52718850548,9.68044597198,9.94649839608,10.35468593387,11.52718850597,11.52718850597,11.52718850597,11.5271885059217,11.5271885059217,11.527188505853,11.527188505853,11.52718850589,11.10235817088,11.52718850587,11.52718850584,11.52718850584,11.52718850584,11.52718850584,11.52718850584,11.5271885059,11.5271885059,11.52718850592,11.527188505641,11.527188505641,11.44038037867,11.00210749407,11.52718850558,11.52718850568,11.30160870275,10.30432197278,11.52718850628,11.52718850632,11.52718850632,9.69635938178,11.52718850648,11.52718850648,11.52718850648,11.52718850652,11.52718850652,11.52718850648,11.52718850528,11.52718850528,11.52718850528,11.52718850528,11.52718850598,11.52718850598,11.52718850538,11.52718850599,11.52718850599,11.52718850599,11.52718850599,11.52718850599,11.52718850598,11.52718850598,11.527188505968,11.527188505968,7.92431657148
"t72",5.91159802288,1.8321460645,1.8321460645,1.83214606449,1.83214606449,0.8425028468,0,3.10458296055,5.59807122045,5.25727594185,5.59807121987,5.59807121987,5.59807121967,4.72934495887,5.59807122027,4.67890679317,5.8772561523,5.8772561523,5.8772561523,5.8772561523,5.8772561523,5.8772561523,5.87725615229,5.87725615229,5.87725615225,5.87725615225,5.3789582957,8.0881676127,7.8304676128,7.9055986998,7.8462147956,8.0881676123,6.50733305285,6.4964819245,8.0881676126,8.0881676126,5.9118068062,4.6643254831,8.5418948263,7.7995072561,8.54189482508,8.54189482538,8.54189482538,8.54189482539,8.54189482539,8.54189482548,8.54189482558,8.3831596379,8.4438019967,8.5418948253,8.5418948253,8.5418948253,8.54189482538,8.54189482538,8.5418948265,8.5418948261,8.5418948261,5.22382479078,7.05119712968,8.39582568778,8.87221293428,11.52718850668,11.52718850638,11.52718850638,11.52718850638,11.52718850638,10.63344341868,9.47963001414,10.14427637354,9.61994678324,11.52718850606,11.52718850606,11.52718850598,11.52718850608,11.52718850608,11.52718850608,11.52718850598,11.52718850548,9.68044597198,9.94649839608,10.35468593387,11.52718850597,11.52718850597,11.52718850597,11.5271885059217,11.5271885059217,11.527188505853,11.527188505853,11.52718850589,11.10235817088,11.52718850587,11.52718850584,11.52718850584,11.52718850584,11.52718850584,11.52718850584,11.5271885059,11.5271885059,11.52718850592,11.527188505641,11.527188505641,11.44038037867,11.00210749407,11.52718850558,11.52718850568,11.30160870275,10.30432197278,11.52718850628,11.52718850632,11.52718850632,9.69635938178,11.52718850648,11.52718850648,11.52718850648,11.52718850652,11.52718850652,11.52718850648,11.52718850528,11.52718850528,11.52718850528,11.52718850528,11.52718850598,11.52718850598,11.52718850538,11.52718850599,11.52718850599,11.52718850599,11.52718850599,11.52718850599,11.52718850598,11.52718850598,11.527188505968,11.527188505968,7.92431657148
"t9",3.41810976303,3.10458296065,3.10458296065,3.10458296064,3.10458296064,3.10458296055,3.10458296055,0,2.8123355627,2.4715402841,2.92553322228,2.92553322228,2.92553322208,2.05680696128,2.92553322268,2.00636879558,3.38376789245,3.38376789245,3.38376789245,3.38376789245,3.38376789245,3.38376789245,3.38376789244,3.38376789244,3.3837678924,3.3837678924,2.88547003585,5.59467935285,5.33697935295,5.41211043995,5.35272653575,5.59467935245,4.013844793,4.00299366465,5.59467935275,5.59467935275,3.41831854635,2.17083722325,6.04840656645,5.30601899625,6.04840656523,6.04840656553,6.04840656553,6.04840656554,6.04840656554,6.04840656563,6.04840656573,5.88967137805,5.95031373685,6.04840656545,6.04840656545,6.04840656545,6.04840656553,6.04840656553,6.04840656665,6.04840656625,6.04840656625,2.73033653093,4.55770886983,5.90233742793,6.37872467443,9.03370024683,9.03370024653,9.03370024653,9.03370024653,9.03370024653,8.13995515883,6.98614175429,7.65078811369,7.12645852339,9.03370024621,9.03370024621,9.03370024613,9.03370024623,9.03370024623,9.03370024623,9.03370024613,9.03370024563,7.18695771213,7.45301013623,7.86119767402,9.03370024612,9.03370024612,9.03370024612,9.0337002460717,9.0337002460717,9.033700246003,9.033700246003,9.03370024604,8.60886991103,9.03370024602,9.03370024599,9.03370024599,9.03370024599,9.03370024599,9.03370024599,9.03370024605,9.03370024605,9.03370024607,9.033700245791,9.033700245791,8.94689211882,8.50861923422,9.03370024573,9.03370024583,8.8081204429,7.81083371293,9.03370024643,9.03370024647,9.03370024647,7.20287112193,9.03370024663,9.03370024663,9.03370024663,9.03370024667,9.03370024667,9.03370024663,9.03370024543,9.03370024543,9.03370024543,9.03370024543,9.03370024613,9.03370024613,9.03370024553,9.03370024614,9.03370024614,9.03370024614,9.03370024614,9.03370024614,9.03370024613,9.03370024613,9.033700246118,9.033700246118,5.43082831163
"t54",5.91159802293,5.59807122055,5.59807122055,5.59807122054,5.59807122054,5.59807122045,5.59807122045,2.8123355627,0,0.859301646,5.41902148218,5.41902148218,5.41902148198,4.55029522118,5.41902148258,4.49985705548,5.87725615235,5.87725615235,5.87725615235,5.87725615235,5.87725615235,5.87725615235,5.87725615234,5.87725615234,5.8772561523,5.8772561523,5.37895829575,8.08816761275,7.83046761285,7.90559869985,7.84621479565,8.08816761235,6.5073330529,6.49648192455,8.08816761265,8.08816761265,5.91180680625,4.66432548315,8.54189482635,7.79950725615,8.54189482513,8.54189482543,8.54189482543,8.54189482544,8.54189482544,8.54189482553,8.54189482563,8.38315963795,8.44380199675,8.54189482535,8.54189482535,8.54189482535,8.54189482543,8.54189482543,8.54189482655,8.54189482615,8.54189482615,5.22382479083,7.05119712973,8.39582568783,8.87221293433,11.52718850673,11.52718850643,11.52718850643,11.52718850643,11.52718850643,10.63344341873,9.47963001419,10.14427637359,9.61994678329,11.52718850611,11.52718850611,11.52718850603,11.52718850613,11.52718850613,11.52718850613,11.52718850603,11.52718850553,9.68044597203,9.94649839613,10.35468593392,11.52718850602,11.52718850602,11.52718850602,11.5271885059717,11.5271885059717,11.527188505903,11.527188505903,11.52718850594,11.10235817093,11.52718850592,11.52718850589,11.52718850589,11.52718850589,11.52718850589,11.52718850589,11.52718850595,11.52718850595,11.52718850597,11.527188505691,11.527188505691,11.44038037872,11.00210749412,11.52718850563,11.52718850573,11.3016087028,10.30432197283,11.52718850633,11.52718850637,11.52718850637,9.69635938183,11.52718850653,11.52718850653,11.52718850653,11.52718850657,11.52718850657,11.52718850653,11.52718850533,11.52718850533,11.52718850533,11.52718850533,11.52718850603,11.52718850603,11.52718850543,11.52718850604,11.52718850604,11.52718850604,11.52718850604,11.52718850604,11.52718850603,11.52718850603,11.527188506018,11.527188506018,7.92431657153
"t55",5.57080274433,5.25727594195,5.25727594195,5.25727594194,5.25727594194,5.25727594185,5.25727594185,2.4715402841,0.859301646,0,5.07822620358,5.07822620358,5.07822620338,4.20949994258,5.07822620398,4.15906177688,5.53646087375,5.53646087375,5.53646087375,5.53646087375,5.53646087375,5.53646087375,5.53646087374,5.53646087374,5.5364608737,5.5364608737,5.03816301715,7.74737233415,7.48967233425,7.56480342125,7.50541951705,7.74737233375,6.1665377743,6.15568664595,7.74737233405,7.74737233405,5.57101152765,4.32353020455,8.20109954775,7.45871197755,8.20109954653,8.20109954683,8.20109954683,8.20109954684,8.20109954684,8.20109954693,8.20109954703,8.04236435935,8.10300671815,8.20109954675,8.20109954675,8.20109954675,8.20109954683,8.20109954683,8.20109954795,8.20109954755,8.20109954755,4.88302951223,6.71040185113,8.05503040923,8.53141765573,11.18639322813,11.18639322783,11.18639322783,11.18639322783,11.18639322783,10.29264814013,9.13883473559,9.80348109499,9.27915150469,11.18639322751,11.18639322751,11.18639322743,11.18639322753,11.18639322753,11.18639322753,11.18639322743,11.18639322693,9.33965069343,9.60570311753,10.01389065532,11.18639322742,11.18639322742,11.18639322742,11.1863932273717,11.1863932273717,11.186393227303,11.186393227303,11.18639322734,10.76156289233,11.18639322732,11.18639322729,11.18639322729,11.18639322729,11.18639322729,11.18639322729,11.18639322735,11.18639322735,11.18639322737,11.186393227091,11.186393227091,11.09958510012,10.66131221552,11.18639322703,11.18639322713,10.9608134242,9.96352669423,11.18639322773,11.18639322777,11.18639322777,9.35556410323,11.18639322793,11.18639322793,11.18639322793,11.18639322797,11.18639322797,11.18639322793,11.18639322673,11.18639322673,11.18639322673,11.18639322673,11.18639322743,11.18639322743,11.18639322683,11.18639322744,11.18639322744,11.18639322744,11.18639322744,11.18639322744,11.18639322743,11.18639322743,11.186393227418,11.186393227418,7.58352129293
