"","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","t12","t13","t14","t15","t16","t17","t18","t19","t20","t21","t22","t23","t24","t25","t26","t27","t28","t29","t30","t31","t32","t33","t34","t35","t36","t37","t38","t39","t40","t41","t42","t43","t44","t45","t46","t47","t48","t49","t50","t51","t52","t53","t54","t55","t56","t57","t58","t59","t60","t61","t62","t63","t64","t65","t66","t67","t68","t69","t70","t71","t72","t73","t74","t75","t76","t77","t78","t79","t80","t81","t82","t83","t84","t85","t86","t87","t88","t89","t90","t91","t92","t93","t94","t95","t96","t97","t98","t99","t100","t101","t102","t103","t104","t105","t106","t107","t108","t109","t110","t111","t112","t113","t114","t115","t116","t117","t118","t119"
"t1",0,2.15360809066459,3.20492682158547,3.97858879734577,4.32996870529342,3.55206743443396,3.63862850407696,4.91144174184068,6.22806355090571,3.46133500082647,2.99457917869536,6.22806355090571,6.22806355090571,4.51087435142036,6.22806355090571,4.79231792480165,6.22806355090571,6.22806355090571,5.76234706621265,6.22806355090571,6.22806355090571,6.22806355090571,6.22806355090571,6.22806355090571,6.22806355090571,6.22806355090571,6.22806355090571,6.22806355090571,4.88247950156157,6.22806355090571,6.22806355090571,6.22806355090571,6.22806355090571,6.22806355090571,5.76329806923227,6.22806355090571,5.34350767943972,6.22806355090571,6.22806355090571,6.22806355090571,6.22806355090571,6.22806355090571,6.22806355090571,6.22806355090571,6.22806355090571,6.22806355090571,6.22806355090571,6.22806355090571,5.58968694431313,6.04448630436113,6.22806355090571,6.22806355090571,4.3903999509986,6.22806355090571,6.07254986649651,6.22806355090571,5.81355235215534,6.22806355090571,6.22806355090571,6.22806355090571,6.22806355090571,6.22806355090571,6.22806355090571,6.22806355090571,6.22806355090571,6.22806355090571,6.22806355090571,6.22806355090571,6.22806355090571,6.22806355090571,6.22806355090571,6.22806355090571,6.22806355090571,6.22806355090571,6.22806355090571,6.22806355090571,4.3903999509986,4.3903999509986,6.22806355090571,6.22806355090571,6.04448630436113,6.04448630436113,6.22806355090571,6.22806355090571,6.22806355090571,6.22806355090571,6.22806355090571,6.22806355090571,6.22806355090571,6.22806355090571,6.22806355090571,6.22806355090571,6.22806355090571,6.22806355090571,6.22806355090571,6.22806355090571,6.22806355090571,6.22806355090571,6.22806355090571,6.22806355090571,6.22806355090571,6.22806355090571,6.22806355090571,6.22806355090571,6.04448630436113,6.04448630436113,6.22806355090571,6.22806355090571,6.22806355090571,6.22806355090571,6.22806355090571,6.22806355090571,6.22806355090571,6.22806355090571,6.22806355090571,6.22806355090571,6.22806355090571,6.22806355090571,6.22806355090571
"t2",2.15360809066459,0,4.98752294565924,5.76118492141954,6.11256482936719,5.33466355850772,5.42122462815073,6.69403786591445,8.01065967497948,4.9483655111561,4.481609689025,8.01065967497948,8.01065967497948,6.29347047549413,8.01065967497948,6.57491404887542,8.01065967497948,8.01065967497948,7.54494319028642,8.01065967497948,8.01065967497948,8.01065967497948,8.01065967497948,8.01065967497948,8.01065967497948,8.01065967497948,8.01065967497948,8.01065967497948,6.66507562563534,8.01065967497948,8.01065967497948,8.01065967497948,8.01065967497948,8.01065967497948,7.54589419330604,8.01065967497948,7.12610380351349,8.01065967497948,8.01065967497948,8.01065967497948,8.01065967497948,8.01065967497948,8.01065967497948,8.01065967497948,8.01065967497948,8.01065967497948,8.01065967497948,8.01065967497948,7.3722830683869,7.8270824284349,8.01065967497948,8.01065967497948,5.87743046132823,8.01065967497948,7.85514599057028,8.01065967497948,7.59614847622911,8.01065967497948,8.01065967497948,8.01065967497948,8.01065967497948,8.01065967497948,8.01065967497948,8.01065967497948,8.01065967497948,8.01065967497948,8.01065967497948,8.01065967497948,8.01065967497948,8.01065967497948,8.01065967497948,8.01065967497948,8.01065967497948,8.01065967497948,8.01065967497948,8.01065967497948,5.87743046132823,5.87743046132823,8.01065967497948,8.01065967497948,7.8270824284349,7.8270824284349,8.01065967497948,8.01065967497948,8.01065967497948,8.01065967497948,8.01065967497948,8.01065967497948,8.01065967497948,8.01065967497948,8.01065967497948,8.01065967497948,8.01065967497948,8.01065967497948,8.01065967497948,8.01065967497948,8.01065967497948,8.01065967497948,8.01065967497948,8.01065967497948,8.01065967497948,8.01065967497948,8.01065967497948,8.01065967497948,7.8270824284349,7.8270824284349,8.01065967497948,8.01065967497948,8.01065967497948,8.01065967497948,8.01065967497948,8.01065967497948,8.01065967497948,8.01065967497948,8.01065967497948,8.01065967497948,8.01065967497948,8.01065967497948,8.01065967497948
"t3",3.20492682158547,4.98752294565924,0,2.76111840903138,5.50979720692554,4.73189593606607,4.81845700570908,2.69824720658344,7.40789205253783,6.29524985582112,5.82849403369002,7.40789205253783,7.40789205253783,5.69070285305248,7.40789205253783,5.97214642643377,7.40789205253783,7.40789205253783,6.94217556784477,7.40789205253783,7.40789205253783,7.40789205253783,7.40789205253783,7.40789205253783,7.40789205253783,7.40789205253783,7.40789205253783,7.40789205253783,6.06230800319369,7.40789205253783,7.40789205253783,7.40789205253783,7.40789205253783,7.40789205253783,6.94312657086439,7.40789205253783,6.52333618107183,7.40789205253783,7.40789205253783,7.40789205253783,7.40789205253783,7.40789205253783,7.40789205253783,7.40789205253783,7.40789205253783,7.40789205253783,7.40789205253783,7.40789205253783,4.37221655599874,4.82701591604674,7.40789205253783,7.40789205253783,7.22431480599325,7.40789205253783,7.25237836812863,7.40789205253783,6.99338085378746,7.40789205253783,7.40789205253783,7.40789205253783,7.40789205253783,7.40789205253783,7.40789205253783,7.40789205253783,7.40789205253783,7.40789205253783,7.40789205253783,7.40789205253783,7.40789205253783,7.40789205253783,7.40789205253783,7.40789205253783,7.40789205253783,7.40789205253783,7.40789205253783,7.40789205253783,7.22431480599325,7.22431480599325,7.40789205253783,7.40789205253783,3.83129176910389,3.83129176910389,7.40789205253783,7.40789205253783,7.40789205253783,7.40789205253783,7.40789205253783,7.40789205253783,7.40789205253783,7.40789205253783,7.40789205253783,7.40789205253783,7.40789205253783,7.40789205253783,7.40789205253783,7.40789205253783,7.40789205253783,7.40789205253783,7.40789205253783,7.40789205253783,7.40789205253783,7.40789205253783,7.40789205253783,7.40789205253783,4.82701591604674,4.82701591604674,7.40789205253783,7.40789205253783,7.40789205253783,7.40789205253783,7.40789205253783,7.40789205253783,7.40789205253783,7.40789205253783,7.40789205253783,7.40789205253783,7.40789205253783,7.40789205253783,7.40789205253783
"t4",3.97858879734577,5.76118492141954,2.76111840903138,0,6.28345918268584,5.50555791182637,5.59211898146938,4.46763332928659,8.18155402829813,7.06891183158142,6.60215600945032,8.18155402829813,8.18155402829813,6.46436482881278,8.18155402829813,6.74580840219407,8.18155402829813,8.18155402829813,7.71583754360507,8.18155402829813,8.18155402829813,8.18155402829813,8.18155402829813,8.18155402829813,8.18155402829813,8.18155402829813,8.18155402829813,8.18155402829813,6.83596997895399,8.18155402829813,8.18155402829813,8.18155402829813,8.18155402829813,8.18155402829813,7.71678854662469,8.18155402829813,7.29699815683213,8.18155402829813,8.18155402829813,8.18155402829813,8.18155402829813,8.18155402829813,8.18155402829813,8.18155402829813,8.18155402829813,8.18155402829813,8.18155402829813,8.18155402829813,3.73612074393356,4.19092010398156,8.18155402829813,8.18155402829813,7.99797678175355,8.18155402829813,8.02604034388893,8.18155402829813,7.76704282954776,8.18155402829813,8.18155402829813,8.18155402829813,8.18155402829813,8.18155402829813,8.18155402829813,8.18155402829813,8.18155402829813,8.18155402829813,8.18155402829813,8.18155402829813,8.18155402829813,8.18155402829813,8.18155402829813,8.18155402829813,8.18155402829813,8.18155402829813,8.18155402829813,8.18155402829813,7.99797678175355,7.99797678175355,8.18155402829813,8.18155402829813,5.60067789180704,5.60067789180704,8.18155402829813,8.18155402829813,8.18155402829813,8.18155402829813,8.18155402829813,8.18155402829813,8.18155402829813,8.18155402829813,8.18155402829813,8.18155402829813,8.18155402829813,8.18155402829813,8.18155402829813,8.18155402829813,8.18155402829813,8.18155402829813,8.18155402829813,8.18155402829813,8.18155402829813,8.18155402829813,8.18155402829813,8.18155402829813,4.19092010398155,4.19092010398155,8.18155402829813,8.18155402829813,8.18155402829813,8.18155402829813,8.18155402829813,8.18155402829813,8.18155402829813,8.18155402829813,8.18155402829813,8.18155402829813,8.18155402829813,8.18155402829813,8.18155402829813
"t5",4.32996870529342,6.11256482936719,5.50979720692554,6.28345918268584,0,2.90714650963243,2.99370757927543,7.21631212718075,5.58314262610419,7.42029173952907,6.95353591739797,4.30467665886045,5.58314262610418,2.5874874593751,4.30467665886045,2.8689310327564,4.30467665886045,5.98203008446806,5.11742614141113,4.30467665886045,5.98203008446806,5.98203008446806,5.58314262610418,5.98203008446806,4.30467665886045,5.58314262610418,5.58314262610418,4.30467665886045,2.95909260951632,4.30467665886045,5.58314262610418,5.58314262610418,4.30467665886045,4.30467665886045,5.51726460279462,5.98203008446806,4.69858675463819,5.58314262610418,5.98203008446806,5.58314262610418,5.58314262610418,5.98203008446806,5.98203008446806,4.30467665886045,5.98203008446806,4.30467665886045,4.30467665886045,5.58314262610418,7.8945573296532,8.3493566897012,5.58314262610418,5.58314262610418,8.3493566897012,4.30467665886045,5.42762894169499,5.58314262610418,5.56751888571769,5.58314262610418,5.58314262610418,5.58314262610418,5.98203008446806,5.58314262610418,5.58314262610418,5.58314262610418,4.30467665886045,4.30467665886045,5.58314262610418,5.98203008446806,5.58314262610418,5.58314262610418,4.30467665886045,4.30467665886045,5.58314262610418,5.58314262610418,5.58314262610418,5.58314262610418,8.3493566897012,8.3493566897012,5.98203008446806,5.98203008446806,8.3493566897012,8.3493566897012,4.30467665886045,4.30467665886045,5.98203008446806,5.98203008446806,5.58314262610418,5.58314262610418,5.98203008446806,5.58314262610418,4.30467665886045,4.30467665886045,4.30467665886045,4.30467665886045,5.98203008446806,5.98203008446806,5.98203008446806,5.58314262610418,5.58314262610418,5.58314262610418,5.58314262610418,5.58314262610418,4.30467665886045,4.30467665886045,8.3493566897012,8.3493566897012,5.98203008446806,5.98203008446806,4.30467665886045,4.30467665886045,4.30467665886045,4.30467665886045,4.30467665886045,5.98203008446806,5.98203008446806,5.98203008446806,5.98203008446806,5.98203008446806,5.98203008446806
"t6",3.55206743443396,5.33466355850772,4.73189593606607,5.50555791182637,2.90714650963243,0,0.801741854350604,6.43841085632128,4.31404004741777,6.6423904686696,6.1756346465385,4.80524135524471,3.39117690117936,3.08805215575936,4.80524135524471,3.36949572914066,4.80524135524471,5.20412881360859,3.84832356272471,4.80524135524471,5.20412881360859,5.20412881360859,4.31404004741777,5.20412881360859,4.80524135524471,3.39117690117936,3.39117690117936,4.80524135524471,3.45965730590057,4.80524135524471,4.31404004741777,4.31404004741777,4.80524135524471,4.80524135524471,4.73936333193515,5.20412881360859,3.42948417595177,4.31404004741777,5.20412881360859,4.31404004741777,4.31404004741777,5.20412881360859,5.20412881360859,4.80524135524471,5.20412881360859,4.80524135524471,4.80524135524471,4.31404004741777,7.11665605879373,7.57145541884173,4.31404004741777,4.31404004741777,7.57145541884173,4.80524135524471,4.15852636300857,4.31404004741777,4.78961761485822,3.39117690117936,4.31404004741777,4.31404004741777,5.20412881360859,4.31404004741777,3.39117690117936,3.39117690117936,4.80524135524471,4.80524135524471,4.31404004741777,5.20412881360859,4.31404004741777,4.31404004741777,4.80524135524471,4.80524135524471,4.31404004741777,4.31404004741777,4.31404004741777,4.31404004741777,7.57145541884173,7.57145541884173,5.20412881360859,5.20412881360859,7.57145541884173,7.57145541884173,4.80524135524471,4.80524135524471,5.20412881360859,5.20412881360859,4.31404004741777,4.31404004741777,5.20412881360859,4.31404004741777,4.80524135524471,4.80524135524471,4.80524135524471,4.80524135524471,5.20412881360859,5.20412881360859,5.20412881360859,4.31404004741777,4.31404004741777,4.31404004741777,4.31404004741777,4.31404004741777,4.80524135524471,4.80524135524471,7.57145541884173,7.57145541884173,5.20412881360859,5.20412881360859,4.80524135524471,4.80524135524471,4.80524135524471,4.80524135524471,4.80524135524471,5.20412881360859,5.20412881360859,5.20412881360859,5.20412881360859,5.20412881360859,5.20412881360859
"t7",3.63862850407696,5.42122462815073,4.81845700570908,5.59211898146938,2.99370757927543,0.801741854350604,0,6.52497192596428,4.40060111706077,6.7289515383126,6.2621957161815,4.89180242488772,3.22774112506384,3.17461322540237,4.89180242488772,3.45605679878366,4.89180242488772,5.29068988325159,3.93488463236771,4.89180242488772,5.29068988325159,5.29068988325159,4.40060111706077,5.2906898832516,4.89180242488772,3.22774112506385,3.22774112506385,4.89180242488772,3.54621837554358,4.89180242488772,4.40060111706077,4.40060111706077,4.89180242488772,4.89180242488772,4.82592440157815,5.29068988325159,3.51604524559477,4.40060111706077,5.2906898832516,4.40060111706077,4.40060111706077,5.29068988325159,5.29068988325159,4.89180242488772,5.2906898832516,4.89180242488772,4.89180242488772,4.40060111706077,7.20321712843674,7.65801648848473,4.40060111706077,4.40060111706077,7.65801648848473,4.89180242488772,4.24508743265157,4.40060111706077,4.87617868450122,3.22774112506385,4.40060111706077,4.40060111706077,5.2906898832516,4.40060111706077,3.22774112506385,3.22774112506385,4.89180242488772,4.89180242488772,4.40060111706077,5.29068988325159,4.40060111706077,4.40060111706077,4.89180242488772,4.89180242488772,4.40060111706077,4.40060111706077,4.40060111706077,4.40060111706077,7.65801648848473,7.65801648848473,5.29068988325159,5.29068988325159,7.65801648848473,7.65801648848473,4.89180242488772,4.89180242488772,5.2906898832516,5.2906898832516,4.40060111706077,4.40060111706077,5.29068988325159,4.40060111706077,4.89180242488772,4.89180242488772,4.89180242488772,4.89180242488772,5.29068988325159,5.29068988325159,5.29068988325159,4.40060111706077,4.40060111706077,4.40060111706077,4.40060111706077,4.40060111706077,4.89180242488772,4.89180242488772,7.65801648848473,7.65801648848473,5.29068988325159,5.29068988325159,4.89180242488772,4.89180242488772,4.89180242488772,4.89180242488772,4.89180242488772,5.29068988325159,5.29068988325159,5.29068988325159,5.29068988325159,5.2906898832516,5.2906898832516
"t8",4.91144174184068,6.69403786591445,2.69824720658344,4.46763332928659,7.21631212718075,6.43841085632128,6.52497192596428,0,9.11440697279304,8.00176477607633,7.53500895394523,9.11440697279304,9.11440697279304,7.39721777330769,9.11440697279304,7.67866134668898,9.11440697279304,9.11440697279304,8.64869048809998,9.11440697279304,9.11440697279304,9.11440697279304,9.11440697279304,9.11440697279304,9.11440697279304,9.11440697279304,9.11440697279304,9.11440697279304,7.7688229234489,9.11440697279304,9.11440697279304,9.11440697279304,9.11440697279304,9.11440697279304,8.6496414911196,9.11440697279304,8.22985110132704,9.11440697279304,9.11440697279304,9.11440697279304,9.11440697279304,9.11440697279304,9.11440697279304,9.11440697279304,9.11440697279304,9.11440697279304,9.11440697279304,9.11440697279304,6.07873147625395,6.53353083630195,9.11440697279304,9.11440697279304,8.93082972624846,9.11440697279304,8.95889328838384,9.11440697279304,8.69989577404267,9.11440697279304,9.11440697279304,9.11440697279304,9.11440697279304,9.11440697279304,9.11440697279304,9.11440697279304,9.11440697279304,9.11440697279304,9.11440697279304,9.11440697279304,9.11440697279304,9.11440697279304,9.11440697279304,9.11440697279304,9.11440697279304,9.11440697279304,9.11440697279304,9.11440697279304,8.93082972624846,8.93082972624846,9.11440697279304,9.11440697279304,4.4106935439918,4.4106935439918,9.11440697279304,9.11440697279304,9.11440697279304,9.11440697279304,9.11440697279304,9.11440697279304,9.11440697279304,9.11440697279304,9.11440697279304,9.11440697279304,9.11440697279304,9.11440697279304,9.11440697279304,9.11440697279304,9.11440697279304,9.11440697279304,9.11440697279304,9.11440697279304,9.11440697279304,9.11440697279304,9.11440697279304,9.11440697279304,6.53353083630195,6.53353083630195,9.11440697279304,9.11440697279304,9.11440697279304,9.11440697279304,9.11440697279304,9.11440697279304,9.11440697279304,9.11440697279304,9.11440697279304,9.11440697279304,9.11440697279304,9.11440697279304,9.11440697279304
"t9",6.22806355090571,8.01065967497948,7.40789205253783,8.18155402829813,5.58314262610419,4.31404004741777,4.40060111706077,9.11440697279304,0,9.31838658514136,8.85163076301026,7.48123747171647,6.99003616388952,5.76404827223112,7.48123747171647,6.04549184561241,7.48123747171647,7.88012493008035,6.10716020626683,7.48123747171647,7.88012493008035,7.88012493008035,5.42924889383211,7.88012493008035,7.48123747171647,6.99003616388952,6.99003616388952,7.48123747171647,6.13565342237233,7.48123747171647,5.42924889383211,5.42924889383211,7.48123747171647,7.48123747171647,7.41535944840691,7.88012493008035,4.54469302236612,5.42924889383211,7.88012493008035,5.42924889383211,5.42924889383211,7.88012493008035,7.88012493008035,7.48123747171647,7.88012493008035,7.48123747171647,7.48123747171647,5.42924889383211,9.79265217526549,10.2474515353135,5.42924889383211,5.42924889383211,10.2474515353135,7.48123747171647,5.27373520942292,5.42924889383211,7.46561373132998,6.99003616388952,5.42924889383211,5.42924889383211,7.88012493008035,6.57287669095989,6.99003616388952,6.99003616388952,7.48123747171647,7.48123747171647,6.57287669095988,7.88012493008035,5.42924889383211,5.42924889383211,7.48123747171647,7.48123747171647,5.42924889383211,5.42924889383211,5.42924889383211,5.42924889383211,10.2474515353135,10.2474515353135,7.88012493008035,7.88012493008035,10.2474515353135,10.2474515353135,7.48123747171647,7.48123747171647,7.88012493008035,7.88012493008035,6.57287669095989,6.57287669095989,7.88012493008035,5.42924889383211,7.48123747171647,7.48123747171647,7.48123747171647,7.48123747171647,7.88012493008035,7.88012493008035,7.88012493008035,5.42924889383211,5.42924889383212,5.42924889383212,5.42924889383211,5.42924889383211,7.48123747171647,7.48123747171647,10.2474515353135,10.2474515353135,7.88012493008035,7.88012493008035,7.48123747171647,7.48123747171647,7.48123747171647,7.48123747171647,7.48123747171647,7.88012493008035,7.88012493008035,7.88012493008035,7.88012493008035,7.88012493008035,7.88012493008035
"t10",3.46133500082647,4.9483655111561,6.29524985582112,7.06891183158142,7.42029173952907,6.6423904686696,6.7289515383126,8.00176477607633,9.31838658514136,0,2.38997934273832,9.31838658514136,9.31838658514136,7.60119738565601,9.31838658514136,7.8826409590373,9.31838658514136,9.31838658514136,8.8526701004483,9.31838658514136,9.31838658514136,9.31838658514136,9.31838658514136,9.31838658514136,9.31838658514136,9.31838658514136,9.31838658514136,9.31838658514136,7.97280253579722,9.31838658514136,9.31838658514136,9.31838658514136,9.31838658514136,9.31838658514136,8.85362110346792,9.31838658514136,8.43383071367536,9.31838658514136,9.31838658514136,9.31838658514136,9.31838658514136,9.31838658514136,9.31838658514136,9.31838658514136,9.31838658514136,9.31838658514136,9.31838658514136,9.31838658514136,8.68000997854878,9.13480933859678,9.31838658514136,9.31838658514136,3.78580011504155,9.31838658514136,9.16287290073216,9.31838658514136,8.90387538639099,9.31838658514136,9.31838658514136,9.31838658514136,9.31838658514136,9.31838658514136,9.31838658514136,9.31838658514136,9.31838658514136,9.31838658514136,9.31838658514136,9.31838658514136,9.31838658514136,9.31838658514136,9.31838658514136,9.31838658514136,9.31838658514136,9.31838658514136,9.31838658514136,9.31838658514136,3.78580011504155,3.78580011504155,9.31838658514136,9.31838658514136,9.13480933859678,9.13480933859678,9.31838658514136,9.31838658514136,9.31838658514136,9.31838658514136,9.31838658514136,9.31838658514136,9.31838658514136,9.31838658514136,9.31838658514136,9.31838658514136,9.31838658514136,9.31838658514136,9.31838658514136,9.31838658514136,9.31838658514136,9.31838658514136,9.31838658514136,9.31838658514136,9.31838658514136,9.31838658514136,9.31838658514136,9.31838658514136,9.13480933859678,9.13480933859678,9.31838658514136,9.31838658514136,9.31838658514136,9.31838658514136,9.31838658514136,9.31838658514136,9.31838658514136,9.31838658514136,9.31838658514136,9.31838658514136,9.31838658514136,9.31838658514136,9.31838658514136
