,0,1,2,3,4,5,6,7,8,9,10
t1,8.313553,-0.08261028,5.373304,5.3548803,6.996275,6.6354017,3.4923031,7.9871697,2.4515095,6.1485806,7.542774
t2,7.9756846,0.36482716,5.2457557,5.2257905,7.0017962,6.7915998,3.5021043,8.172281,2.422549,6.5207624,7.643092
t3,8.1681795,0.2271568,5.3110666,5.2888207,7.062043,6.7055407,3.4812052,8.135287,2.4130096,6.3741426,7.61511
t4,8.105499,0.4390695,5.349924,5.323031,7.1581116,6.766018,3.5108085,8.324008,2.302685,6.5478764,7.603665
t5,9.693212,-2.4055731,6.1261773,6.072046,6.7229896,6.0016904,3.6700833,6.9313364,2.479454,4.737158,6.888298
t6,9.710679,-2.2942457,6.0986457,6.156824,6.6666,5.9113874,3.7086582,6.9366736,2.4799469,4.708757,6.894058
t7,9.698875,-2.243919,6.030671,6.1433864,6.6343484,5.9268427,3.6823807,7.003746,2.4839802,4.7560034,6.9661264
t8,8.085604,0.5206593,5.341301,5.3276906,7.166984,6.776618,3.4862769,8.39614,2.2773674,6.67627,7.6726136
t9,9.703266,6.214651,4.7782216,6.958657,6.149781,5.1963983,5.4913087,3.2227354,1.8107508,4.0589857,4.9990396
t10,7.6893296,0.7169606,5.3092093,5.2362514,7.062051,6.8831296,3.598467,8.252806,2.2785857,6.582544,7.438284
t11,7.8910728,0.51259124,5.2586584,5.2147455,7.0613303,6.84873,3.5456252,8.247683,2.360934,6.5568385,7.598167
t12,10.082179,-3.3559842,6.177224,6.2513676,6.5156837,5.857039,3.4986212,7.166499,3.3889909,3.5750701,7.2888684
t13,9.166485,6.2541385,4.522896,6.79751,6.28714,5.5558453,5.34882,3.7346134,2.2373455,4.680941,4.8444247
t14,9.757566,-2.4880185,6.100456,6.1379123,6.6497693,5.9288945,3.6532738,6.9890156,2.5772972,4.6140537,6.9580417
t15,10.1513605,-3.371025,6.1174283,6.301035,6.437423,5.772747,3.5037315,7.130519,3.4830928,3.5092936,7.386655
t16,9.841992,-2.7309523,6.1500916,6.1211095,6.664991,5.950805,3.625483,6.9524384,2.6696236,4.537375,6.9635496
t17,10.078101,-3.3288093,6.2212825,6.2020683,6.572242,5.901058,3.4982324,7.101843,3.3293822,3.6470194,7.2381973
t18,0.80545276,3.448592,1.6002274,-0.55628204,3.7176,2.0466957,5.245298,5.083572,5.8761206,7.0566154,8.148662
t19,9.413241,5.6828346,4.943909,6.5449243,6.3822103,5.4110956,5.295414,4.1308255,2.5133617,4.1431665,4.5780206
t20,9.831972,-2.5474353,5.661265,6.395978,6.0739584,5.4781055,3.3312309,8.003846,3.6977556,2.8576696,7.887601
t21,1.1510441,4.2784395,2.2536647,-0.59676117,3.5990894,1.3648478,5.9840975,5.0631695,6.5200953,7.392447,7.683822
t22,1.1996347,4.1754003,2.226051,-0.5000524,3.4741352,1.3841885,5.906301,5.2563787,6.4470925,7.445698,7.736744
t23,9.675105,6.4010935,4.7713485,7.1815877,6.047603,5.2223606,5.4087844,2.3865085,1.010872,3.8732982,4.941377
t24,1.4383845,4.336081,1.7623777,-0.24087735,4.0530376,0.9691941,5.7150936,4.556626,6.108754,7.9415483,7.8656855
t25,10.127966,-3.6304827,6.2687387,6.232233,6.5163817,5.891363,3.6136873,7.0286126,3.2121143,3.7580202,7.137176
t26,9.07515,6.2056417,4.343977,6.967684,6.257931,5.673145,5.3596067,3.755016,2.293835,4.827205,4.898319
t27,9.149606,6.1630898,4.4217386,6.8052363,6.3320622,5.6684585,5.2832155,3.632121,2.196383,4.7265306,4.9524817
t28,10.080401,-3.5238678,6.2839384,6.1613083,6.562448,5.8535585,3.6487944,7.008172,3.0969796,3.8628013,7.0772767
t29,9.959399,-2.897657,6.1466503,6.2188463,6.6121097,5.8601513,3.6724055,6.847467,2.6474926,4.536408,6.943054
