"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111","c112","c113","c114","c115","c116","c117","c118"
"t4",-0.0550383061838563,0.10046329621735,-0.181654533533784,0.0700745880824597,-0.136678672371974,0.00671423138702864,-0.0011032462298817,0.000321457491379683,-0.000985468751494425,0.000625986138281113,-0.00144107308806449,0.00136324855806043,-0.0259620900161546,0.000357618349784631,-0.00126697501269138,-2.74164926256531e-05,0.00101961428413912,0.0029593439744758,-0.00412082191636983,0.00347122333322852,-0.0027026892181484,-0.0122297619067253,0.0156204083412841,-0.115554649122903,-0.00404461039960431,0.117733558732671,-0.000206978939533164,0.267864920668927,-0.000343692990202702,0.00405536037924458,0.00674059537540993,-0.00267074823691627,-1.23932580981563e-05,-3.57192563005646e-05,-1.94462220410631e-05,0.000259184925574334,-4.93846045146019e-05,8.78889418098336e-06,-0.00163159369682051,-0.000291463154066409,-0.000191889573730013,0.00967929143503113,0.00185367373520816,0.84504011069603,0.0102665482913707,-7.63568152543953e-16,-0.00149006743697955,0.0549311729364734,-0.00195998379306418,-0.000210045048720909,-4.96469106284282e-16,-0.000429023362992132,-7.29292358495423e-05,0.00134181412042992,-0.000848108590404793,-0.0078695709447126,-0.0335415925495347,0.00442473777981896,0.000151708233577824,0.0252972810563266,0.000744632129523099,0.318037938814187,0.000175210170209542,0.00369585830095549,-6.17558288553063e-16,-0.00118609985639488,-0.000124802377457311,0.000295422761539246,3.64228607843502e-06,-9.1383379116353e-05,1.23071500559411e-15,0.000169491163768378,-0.00043822384509783,0.0248623268547047,-0.000181162334553564,-1.86706765431296e-16,3.04679579079882e-07,4.41696990422322e-16,3.80521274302645e-16,4.03371786184398e-06,-9.046728178518e-06,-4.65548913068389e-16,-5.54619459012622e-06,-3.98656622791705e-05,0.0267019932142061,-6.78137581338764e-07,0.000102984887152736,-5.27522919510053e-17,-3.8568073139668e-16,1.80039486943358e-16,2.00942725959254e-06,6.77981457331932e-16,8.09866153179488e-16,3.6454648631323e-06,1.01093378881819e-16,-0.000233707483216936,2.19274934797773e-16,-5.5468602213703e-06,-3.53266715247699e-17,8.25821132512995e-05,-3.03204725288986e-16,-2.28196103483822e-06,-1.99879263773403e-05,-4.74801859399947e-16,-3.45362771530719e-16,4.63420416324874e-16,-2.97620051996141e-07,-3.69999408419912e-16,-3.82730997524168e-16,-7.80454144502264e-16,4.16430699077083e-15,-1.29712964925105e-07,3.15619429076847e-16,2.77525774258732e-16,-2.75480313501278e-15,-6.32008539410439e-16,2.2151249271273e-16,-1.73789867326291e-15
"t105",-0.0654897177528652,0.120640763930613,-0.228270632846928,0.119337381900742,-0.237898114428352,0.0129116608572908,-0.00227290113649498,0.000718975601083605,-0.00269627594090528,0.00264431500414513,-0.00915440954308321,0.00925855801699121,-0.310878555449237,-0.00118685450671815,0.00274108729159145,5.8705094003399e-05,-0.00214553745382992,-0.0052030309120428,0.00421038118606899,-0.00352941565117023,0.00272598253579907,0.0111600476497641,-0.0140123892984481,0.10037786254512,0.00351353654523275,-0.486694663856009,-0.00432429301714516,0.0284054892967677,-9.82517066936194e-06,-0.000128864854075732,-0.000572493903908627,0.000229332708805011,1.0728109742893e-06,3.20661600456165e-06,1.75756724847404e-06,-2.35833986174492e-05,4.58752570932022e-06,-8.19769289906663e-07,0.000151069925698429,2.6675721061151e-05,1.73648334458978e-05,-0.000871256979119703,-0.000165636339674244,-0.0636997763368216,-0.00074717083334603,-2.36182341938475e-16,9.2281150552489e-05,-0.0030516219301491,0.000107589924956548,8.6831682449744e-06,2.53511823733595e-16,1.47517903905494e-05,2.28399820857952e-06,-4.07284259686827e-05,2.36932465195482e-05,0.000198182805890776,0.000723453021414008,-8.17898126988206e-05,-2.56127961780145e-06,-0.000251387341931369,-4.71751662314943e-06,0.00143462187298952,1.09525866924169e-06,2.61452530980098e-05,-8.1635326856275e-17,-1.74131793113394e-05,-2.77820225653075e-06,7.86623799910306e-06,1.03602813067972e-07,-2.61621329861718e-06,-3.65768544914089e-16,5.27972827089086e-06,-1.43338780897551e-05,0.000922372121833761,-7.11894897715098e-06,1.34977965362438e-16,1.52056336220911e-08,-1.6872838775837e-16,-4.03066542147318e-16,2.22911407304405e-07,-5.6031699057539e-07,-8.25485069013684e-16,-4.91738700112834e-07,-5.90274554994124e-06,0.0234677863708064,-1.58292300585631e-08,3.56194476944471e-06,9.93004846697933e-16,-2.4774061109371e-16,2.32565547751551e-16,1.16418864059183e-07,2.98397197165626e-16,2.43761301907756e-15,2.22200172024461e-07,-6.0883803122098e-16,-1.48733905422737e-05,-7.79972732693061e-16,-3.7478733872143e-07,2.66084124000224e-15,5.67657534354948e-06,3.41944002038456e-15,-1.83566168564534e-07,-1.63356621000448e-06,-9.90458911593397e-16,1.27830768156621e-15,3.4326992306867e-15,-2.7131561956353e-08,1.38819695901378e-15,-1.85378906754087e-14,-3.71150282034557e-14,-0.707106781186549,-1.27298462254559e-08,-6.68076312409034e-14,2.18011886468044e-14,-8.68400979623624e-15,-1.19835068328372e-15,-2.08394215496353e-15,-9.32960217932262e-15
"t106",-0.0654897177528657,0.120640763930613,-0.228270632846929,0.119337381900742,-0.237898114428352,0.012911660857291,-0.00227290113649495,0.000718975601083644,-0.00269627594090509,0.0026443150041451,-0.00915440954308324,0.00925855801699109,-0.310878555449238,-0.00118685450671812,0.00274108729159149,5.87050940032039e-05,-0.0021455374538299,-0.00520303091204303,0.00421038118606886,-0.00352941565117028,0.00272598253579905,0.0111600476497649,-0.0140123892984484,0.100377862545122,0.00351353654523277,-0.486694663856014,-0.00432429301714542,0.0284054892967677,-9.82517066885353e-06,-0.000128864854075708,-0.000572493903908204,0.00022933270880473,1.07281097383194e-06,3.20661600468606e-06,1.75756724800088e-06,-2.35833986175401e-05,4.58752570931353e-06,-8.19769290134581e-07,0.000151069925696427,2.66757210612956e-05,1.73648334458073e-05,-0.000871256979119862,-0.000165636339673746,-0.0636997763368295,-0.000747170833346443,-8.73049703316151e-17,9.22811505523013e-05,-0.00305162193014773,0.000107589924955571,8.68316824397657e-06,3.3854028539666e-16,1.4751790390032e-05,2.28399820943362e-06,-4.07284259676795e-05,2.36932465194753e-05,0.000198182805894018,0.00072345302141368,-8.17898127006889e-05,-2.56127961768597e-06,-0.000251387341927104,-4.71751662550209e-06,0.00143462187299653,1.09525866736795e-06,2.61452530969788e-05,8.41886307467411e-16,-1.74131793123893e-05,-2.77820225863576e-06,7.86623799803029e-06,1.03602811665516e-07,-2.61621329830848e-06,8.03399808764654e-16,5.27972826927807e-06,-1.43338780912372e-05,0.000922372121829799,-7.11894897868299e-06,-1.23806929937089e-15,1.52056315123185e-08,-4.72618314609516e-16,5.74408016924728e-16,2.22911408630327e-07,-5.6031698752977e-07,-1.15494565765487e-16,-4.91738700750426e-07,-5.90274554887973e-06,0.0234677863707917,-1.5829230046252e-08,3.56194476657762e-06,-8.27915571548695e-16,-2.6096391919967e-16,-3.24156544119411e-16,1.16418853965706e-07,6.45017777671071e-16,-1.28535078383047e-15,2.22200173972666e-07,1.65195024214232e-16,-1.48733905419099e-05,2.68494800753871e-16,-3.74787341456663e-07,-2.67076836548111e-15,5.67657534281326e-06,-4.36700129416129e-15,-1.83566165827581e-07,-1.63356620688505e-06,-1.59449046046415e-17,-1.96317008930242e-15,-3.818165933265e-15,-2.71315618483734e-08,-1.60913737055253e-15,1.83568935116077e-14,3.56333237895551e-14,0.707106781186547,-1.27285807156368e-08,6.74222520607944e-14,-2.09452772810832e-14,2.90481831954593e-15,1.23970873464058e-16,2.46484589109568e-15,5.35662944757125e-15
"t49",-0.0639605586250946,0.117684869109574,-0.221399724904506,0.111804481128435,-0.222383739725354,0.0119518590497925,-0.00209053019830494,0.00065652184589704,-0.00242294573750102,0.00231264906330593,-0.00786327906322871,0.00793374302966132,-0.262317129781146,-0.000892686525689955,0.00193203900689146,4.12883128700192e-05,-0.00150336268716049,-0.00348121091201369,0.00194468442998895,-0.00161678239863025,0.00123117502731075,0.00377757468834048,-0.00429163065781922,0.017936855249108,0.000455122338388662,0.434563334645697,0.00475095134054088,-0.179600234118733,0.000191576639648293,-0.00183496707993298,-0.00208456118254764,0.000813881415743342,3.7329208204355e-06,1.00717711267322e-05,5.39546119051983e-06,-7.06118632569666e-05,1.22977524805148e-05,-2.05868103025097e-06,0.000345517545084463,5.80385617126845e-05,3.65341882053443e-05,-0.00180888176843723,-0.000338282858805776,-0.106489608412073,-0.00121773630241389,2.80788095677897e-16,0.000137172722581397,-0.00432291035702998,0.0001516747160232,1.11065065888034e-05,-2.00675528144513e-16,1.79357211458089e-05,2.71350705573345e-06,-4.80304602301325e-05,2.74185048852617e-05,0.000224312377087242,0.000794290620993689,-8.73699464411475e-05,-2.69566838349566e-06,-0.000246521093361015,-4.43680848855435e-06,0.00114974192861708,8.49567783678511e-07,1.99508853069401e-05,-9.2541588436567e-16,-1.09862164192987e-05,-1.27654231986183e-06,2.6210604128238e-06,2.8230980338568e-08,-6.95951268325017e-07,-6.22330804651529e-16,9.02809421409188e-07,-1.51161374751448e-06,-0.000105673780342181,1.77589056945191e-06,1.82604971706943e-15,-1.96926394198988e-08,-2.31256220094743e-15,-1.29211587298795e-15,-4.94846447241256e-07,2.15522242388777e-06,1.25291940225534e-14,5.58578906715488e-06,0.000119682606851228,-0.748805435766973,-9.20821598603303e-07,0.000102637042955689,-2.45753869327821e-15,4.02320146475471e-15,-3.72167187055054e-15,7.82000767953662e-07,-4.82178310093208e-15,-1.293763219824e-15,1.256228451158e-06,4.55176537245086e-15,-7.31782944812888e-05,1.06279267983819e-14,-1.5475978298227e-06,-3.70128373012319e-16,2.23864049053655e-05,9.36387828169382e-15,-5.18096983727341e-07,-4.49119567667221e-06,-7.66340747539324e-16,8.22727095509938e-16,4.14234111863963e-16,-6.39905847999981e-08,2.79820188693992e-16,-3.90959987888954e-15,-5.03867948572766e-16,-6.77236045021345e-15,-2.76584080028629e-08,1.84179529088101e-15,-3.24468584973216e-16,-1.77475719698832e-15,1.79223912810194e-15,1.53451714090989e-15,-3.94542483004375e-15
"t50",-0.0645556899664525,0.118832491802578,-0.224036122545854,0.114498725698947,-0.227907765812212,0.0122869458671189,-0.00215339096718072,0.000677740874449556,-0.00251291185681547,0.002416168022793,-0.00825246585284499,0.00833125104295623,-0.276464123568244,-0.000962023126180969,0.00210227003932027,4.4939363671099e-05,-0.00163712211648607,-0.00381296391238122,0.00219291787273239,-0.00182392584151432,0.00138989553914866,0.00431188256778104,-0.00491202366838858,0.0207231115657104,0.000527452078122455,0.520796211468615,0.00571255685260047,-0.221160823390005,0.000237511042450769,-0.00229782998509819,-0.00268008186195477,0.00104770126125907,4.81017705026722e-06,1.30549914026213e-05,7.00404309553788e-06,-9.18212943491804e-05,1.61337718121772e-05,-2.71818963178566e-06,0.000461343030064438,7.80559042704982e-05,4.94028804370411e-05,-0.00245167114087105,-0.000459858123358917,-0.152365680535228,-0.00175834644372944,4.09691053483615e-16,0.000206178606426694,-0.0066688880473444,0.000234649253197954,1.83434620665505e-05,-6.90131714023056e-17,3.08488065871662e-05,4.76082332340591e-06,-8.48220094743548e-05,4.92535149418662e-05,0.000411356816883282,0.00150005852043845,-0.00016958608529013,-5.31236552741903e-06,-0.000523592387908463,-9.86620419217706e-06,0.00306730253740846,2.35379929635835e-06,5.63352462165622e-05,4.73219451153236e-16,-3.86797140027304e-05,-6.4534785640182e-06,1.891800957558e-05,2.53409034116215e-07,-6.4107471775635e-06,7.90699717101728e-16,1.32851933943649e-05,-3.67322948406331e-05,0.00251104995605063,-2.00944658784171e-05,-1.22186351517889e-15,5.51753086935165e-08,2.08007796337868e-15,1.63873256288165e-15,9.71561605733862e-07,-3.16792752298805e-06,-1.09401552439068e-14,-5.74135635368381e-06,-0.000111182955640893,0.661321240927812,6.9971389670228e-07,-7.34402846213476e-05,2.14433354082751e-15,-3.14203470530007e-15,3.4030737925527e-15,-3.35363037943712e-07,4.12279105457005e-15,7.36597801404501e-16,-4.51379597874748e-07,-3.63110554866907e-15,2.15282858313078e-05,-7.26771288475258e-15,3.076268627521e-07,5.712182818751e-16,-3.82847021940836e-06,-8.12402439985504e-15,-3.61449205790768e-08,-4.12155436098263e-07,-1.86376233666854e-16,-1.22871289996373e-15,-6.73090378073689e-16,-1.47103318652401e-08,-9.20048166522665e-16,3.1036813034556e-15,-5.02623904828265e-16,7.7715611723761e-15,-8.58056028005505e-09,-1.37527272093656e-15,1.03334042917953e-15,-3.408665678289e-15,-2.88744487196255e-15,-1.17352537627184e-15,-1.88762967183184e-16
"t3",-0.0521957355338173,0.0949701547794087,-0.168895632656957,0.0557717352476025,-0.107124166642786,0.004853315247989,-0.000744479175069684,0.000196158305113326,-0.000404591745250191,-0.000198512404146291,0.00235073909296002,-0.00263630000650209,0.157160364266483,-0.00012718089357996,-0.000681946195622793,-1.50779499647519e-05,0.00058016693093151,0.00214126091364247,-0.00378327398075095,0.00318928081670291,-0.00248617215262419,-0.0113859923099281,0.0145645928968723,-0.107978648524319,-0.00377870400429464,0.0703828546681765,-0.000691465678197167,0.311395758643512,-0.000416244023683628,0.00545441184819926,0.0316344462383746,-0.0159803519741694,-9.68437689600297e-05,0.000236567223276013,8.16345157325697e-05,-0.000743481701837527,4.21996923161241e-05,-3.92147654252819e-06,0.000214751212806423,8.89258092239541e-06,-3.97954052584815e-06,0.000367506458716962,0.000105955939019018,0.120161580323924,0.00139446948501321,2.801686668152e-17,-0.000117941335740319,0.00144101550390144,-3.90538949756418e-05,3.13838347017585e-05,4.26956323088255e-16,0.000117457628413252,2.47708363337666e-05,-0.000485791894402307,0.000357916109159068,0.00391865835814272,0.0205356086462426,-0.00321107941635547,-0.000120090181683313,-0.0291103077264657,-0.0010444176160813,-0.866444253602099,-0.000540682241316076,-0.0121318328324802,5.00777895113797e-16,0.00795313684737969,0.0044794668967626,0.00969695618490481,6.91655277938468e-05,-0.00166604495666375,-1.69489601250267e-15,0.00202606586959695,-0.00436218676161212,0.172677048109696,-0.00110620842963975,3.39954457779723e-15,1.26029257723249e-06,-2.57327693606486e-15,3.11949732019944e-16,1.49486440257464e-05,-3.07541744463537e-05,5.8639063891963e-16,-1.67877881056783e-05,-0.000110342976615861,0.0105075577756064,-2.0656863142996e-06,0.00030662597997844,8.746067880436e-16,6.35676754596507e-16,-7.33663845512822e-16,5.39075494402307e-06,-7.37035436478911e-16,2.31434929336818e-15,9.5423227284336e-06,1.64167260017651e-17,-0.000597426722474306,1.2999850618313e-15,-1.3675207571193e-05,-5.57349817289636e-16,0.000201386469941705,-1.9801319237073e-16,-5.01662015830547e-06,-4.34860939630819e-05,-7.09653941647969e-16,3.30903958754807e-16,-1.4566998377573e-15,-6.03954377628445e-07,-2.79340248287989e-16,1.1673824724919e-15,-8.64711955157251e-16,6.7168492989822e-15,-2.51805478220134e-07,9.53720524187353e-17,3.94338491773588e-16,-3.03808730527739e-15,-1.97351238581636e-16,7.4930215526056e-16,-3.15326629928118e-15
"t8",-0.0554969358836285,0.101293632524411,-0.182935668394153,0.0665887943824924,-0.128751590380828,0.00600887255921636,-0.000940293708270233,0.000253554807648185,-0.00055194888337701,-0.000299892576837815,0.00383848120187978,-0.00435278889924758,0.280212219597149,-0.00139292669195295,0.00141562810603584,2.95130465958714e-05,-0.00102928627666279,-0.00127845584391369,-0.00252805444155735,0.00215643126094409,-0.00171372569957338,-0.00993388742205537,0.0133034646321828,-0.113169502398062,-0.0041248727324827,0.112792665427925,-0.00114941990933969,0.684165940540835,-0.000998042467276755,0.0150390115923013,0.138918116001206,-0.0721320474327947,-0.000447118433181953,0.00125988009764913,0.000452252312933527,-0.00431765176775725,0.000325233338692712,-3.94317682658364e-05,0.00455430900766866,0.000641485562979003,0.000360562552215611,-0.0170817041317834,-0.00302562041879259,-0.459590495100723,-0.00463437248769159,-1.35523984494314e-16,0.000250332165452156,-0.00248712810539218,6.60736601922593e-05,-3.66519615465305e-05,8.60737948024709e-17,-0.000115538646191642,-2.26408198136852e-05,0.000433967676268978,-0.000302015751169929,-0.00310017959764461,-0.0149350265407322,0.00217387270283338,7.83288018505694e-05,0.0161392279185717,0.000531556060597997,0.337410512520969,0.000201304497629477,0.00442086912477855,-3.2662793225578e-17,-0.00235572010951261,-0.00105758338947346,-0.0019840745842629,-1.32889368690773e-05,0.000318024446731634,9.06625346880324e-16,-0.000352989833348615,0.000716568966745464,-0.0237660040399356,0.000138385790421439,-7.95527602935966e-16,-9.20041010841115e-08,1.61231895888615e-15,5.00817244860242e-16,-7.96443352799202e-07,1.11128794592376e-06,2.20245183917312e-16,2.46164221239033e-07,9.60671484086336e-07,-6.05719460764682e-05,-5.774239486667e-09,1.87897872958266e-06,-3.46064373822669e-16,-2.75772290741508e-16,3.93035321659044e-16,1.71177123147697e-07,1.05500132040329e-15,1.9933906694459e-16,3.74922023734968e-07,-1.64319460730394e-16,-2.80424234929769e-05,-6.28211058011351e-16,-8.1137795854352e-07,2.12214405573204e-17,1.27350118634687e-05,-5.78815267501016e-16,-5.23838724721216e-07,-4.73978090867343e-06,-4.4209422561622e-16,-5.4567777983416e-16,2.35779389652439e-16,-8.57430189355197e-08,-1.04468327502516e-16,-7.73981035921011e-16,-8.37550559961382e-16,-3.38618022510673e-15,-4.16382963674341e-08,3.88882381493731e-16,2.71624121171755e-16,-1.86058800646582e-15,-3.0477273263446e-16,-1.17172507340399e-16,-1.01887795047964e-15
"t81",-0.0598756627482785,0.109709666775206,-0.201933242189538,0.082734678897364,-0.161235886489379,0.0077925991186033,-0.00124796012993699,0.000345554610921051,-0.000798733461154263,-0.000482582118455455,0.0066511018910101,-0.00761845257494233,0.524016484074323,-0.00475059138786336,0.00793333392455067,0.000168793284006513,-0.00610178785946801,-0.0133111902987809,0.0080771268627475,-0.00674957149026933,0.00518570409355786,0.019508846820801,-0.0239453469686287,0.156696739806166,0.00528871159570239,-0.0750221379787914,0.000724575076955546,-0.302229448932439,0.000401464842955893,-0.00528754924309715,-0.0347296287459561,0.0177477567659711,0.000108612036536609,-0.000283895879494274,-9.99821196079182e-05,0.000933832361570245,-6.27946144709665e-05,7.00783323904e-06,-0.000698398825526076,-8.92325125467752e-05,-4.65246204639194e-05,0.00213414453101112,0.000362397772500535,0.0227617407752539,0.000184479946514813,3.35357728563191e-16,-1.00078201770973e-06,-3.63420749956381e-05,1.08765730416638e-06,-1.90231012710404e-06,3.81200811517227e-16,-7.92366989998865e-06,-1.71327120422687e-06,3.37940719875501e-05,-2.5165020156569e-05,-0.000277254048666639,-0.00145310359859582,0.000225805419930245,8.4001861650443e-06,0.00196118419727567,6.84185102855938e-05,0.0504791277277977,3.0770685861145e-05,0.000682508922515849,-4.12351069848994e-16,-0.000396243922297745,-0.000191899998398974,-0.000374653069668602,-2.54938449961745e-06,6.11072746443087e-05,1.40475151934774e-15,-6.92773147267221e-05,0.000142426498958908,-0.00488707051545308,2.89166383425879e-05,-1.9432645688181e-15,-2.05566763550573e-08,-5.55156951946075e-15,-8.46261548273257e-16,-1.82549009507199e-07,2.60443360583767e-07,2.03601681012965e-15,5.93275815786241e-08,2.33337880951508e-07,-1.47690214991553e-05,-1.42376887580871e-09,4.65332285368284e-07,-3.69927579964594e-15,7.02310516380721e-15,4.08241386557041e-15,4.38442938196296e-08,3.31607956017984e-15,-1.0311049931445e-13,9.69895336698126e-08,-1.85373660900604e-14,-7.32803330713494e-06,-0.707106781186547,-2.15536775085117e-07,-3.3455790703702e-16,3.40053179182401e-06,-5.0831171177448e-15,-1.47772625848091e-07,-1.34529693558316e-06,2.09997933745392e-16,-1.89680299908387e-15,-2.83931357722611e-15,-2.54416489565536e-08,8.20865246311203e-16,1.38027388439652e-15,3.57249827156642e-16,4.71844785465692e-16,-1.27531227680077e-08,1.57458586325972e-15,4.10677228314884e-16,-1.18561383585549e-15,-1.94526075945895e-16,3.6944970874528e-16,6.35796001288518e-16
"t82",-0.0598756627482784,0.109709666775206,-0.201933242189538,0.0827346788973642,-0.161235886489379,0.00779259911860334,-0.0012479601299367,0.000345554610921227,-0.000798733461154448,-0.000482582118455445,0.00665110189100986,-0.00761845257494229,0.524016484074325,-0.00475059138786361,0.00793333392455087,0.000168793284006422,-0.00610178785946799,-0.0133111902987814,0.00807712686274757,-0.00674957149026933,0.00518570409355846,0.0195088468208007,-0.0239453469686288,0.156696739806165,0.00528871159570206,-0.0750221379787928,0.000724575076955675,-0.302229448932438,0.000401464842957819,-0.00528754924309727,-0.0347296287459548,0.0177477567659701,0.000108612036537243,-0.000283895879494225,-9.9982119608954e-05,0.000933832361570872,-6.27946144712635e-05,7.0078332386159e-06,-0.000698398825527056,-8.92325125463056e-05,-4.65246204641934e-05,0.00213414453101336,0.000362397772500693,0.022761740775253,0.000184479946515181,-1.93795938191101e-16,-1.00078201855316e-06,-3.63420749985334e-05,1.08765730252026e-06,-1.90231012657574e-06,-3.85387799269653e-16,-7.92366990167471e-06,-1.71327120519085e-06,3.37940719894012e-05,-2.51650201570152e-05,-0.000277254048666339,-0.00145310359859413,0.000225805419931026,8.40018616405098e-06,0.00196118419727477,6.84185102900859e-05,0.0504791277277996,3.07706858605641e-05,0.000682508922517145,2.74127758498734e-16,-0.000396243922302642,-0.000191899998403228,-0.000374653069669003,-2.54938449811167e-06,6.1107274643114e-05,-9.73416686423816e-16,-6.92773147322089e-05,0.000142426498967049,-0.00488707051545468,2.8916638341549e-05,1.72339910207867e-15,-2.05566716203302e-08,5.15104106731861e-15,9.25534437661724e-16,-1.82549009987407e-07,2.60443358755155e-07,-2.42867845139137e-15,5.93275858402921e-08,2.33337868537878e-07,-1.47690214811974e-05,-1.42376592276572e-09,4.65332286095351e-07,3.74245024618373e-15,-7.11317129152591e-15,-4.16396526623096e-15,4.38442545958372e-08,-3.23729931087077e-15,1.03331493063604e-13,9.69895306809299e-08,1.87111099954903e-14,-7.32803391427149e-06,0.707106781186548,-2.15536772611425e-07,4.69364299461463e-16,3.40053190057209e-06,5.19630793433141e-15,-1.47772626381575e-07,-1.34529693675088e-06,-1.25672707580659e-15,1.48433637609246e-15,2.80647555286439e-15,-2.54416527857692e-08,-1.30219358823424e-15,-1.7438243928041e-15,-1.52949146161555e-15,-8.32667268468867e-16,-1.27531213163471e-08,-1.00817508310895e-15,4.18517221584541e-16,-4.43055155314491e-15,-1.1057426153036e-15,-9.3596013176859e-17,-4.46190700402392e-15
"t1",-0.0428227271684401,0.0769009715915928,-0.127369389069001,-0.0157140919866479,0.0964837083598813,0.00492171485101966,-0.000436104544963711,6.06099015635861e-05,0.000173763993928256,-0.000520297152851972,0.00178661139294873,-0.00173017554091816,0.0179642370321238,0.00285647889028384,-0.00646313038902073,-0.000138568877737809,0.00507435145581833,0.0126850289781127,-0.0124038437006761,0.0104229081664279,-0.00808282629247758,-0.0350530824648613,0.0445712543743744,-0.331859538931539,-0.0117477438943601,-0.0367336368624641,0.00907080139014855,-0.0333006842571609,-9.54531608459292e-06,-2.86717390002202e-05,-0.110284651097531,0.0717188858946583,0.000548650616187804,0.00877652084805819,0.00126276672605434,-0.00724000297045812,0.000181979828676302,-1.4408746866527e-05,0.000899642658511767,8.41223316201043e-05,3.31303790479147e-05,-0.00132152727654122,-0.000181975603049582,0.0117941939974014,-3.9170910568494e-05,-9.79625416202348e-16,0.000169073242740849,-0.0108021229850768,0.000403567444239342,8.80984333160036e-05,-1.04533577833598e-15,0.000233472471360999,4.38794010896358e-05,-0.000831903303329194,0.000565020504433221,0.00566016190926094,0.0264620973542244,-0.00375437455136665,-0.000133539152236709,-0.0656362206828041,-0.000607758614991224,-0.116192108823408,-2.12963927072612e-05,9.32495452841081e-05,-2.59226791930219e-17,-0.00422998280635466,-0.00586257529296034,-0.0190839393650825,-0.000160210866999127,0.00392325210947381,-6.32628478205541e-15,-0.00598033511832647,0.0188242170945525,-0.896637495837599,0.00727143129955183,-1.35899219812736e-14,-6.77238880372095e-05,4.9242508050861e-17,-3.72668560643389e-15,0.000700866968959647,-0.000584530723529824,-2.93156649212536e-15,-0.00019010279865333,-0.0011201583387835,0.00432844712649685,-1.82234914723063e-05,0.00259305846957497,-3.39209798651138e-15,9.02067592543081e-16,-1.88019226348775e-15,3.5289474331345e-05,-1.01516620532707e-15,-1.14406354184951e-14,5.88436555247262e-05,4.1511064274626e-16,-0.00348523831025441,-2.32823973359257e-15,-7.3590467900438e-05,1.31402581288377e-15,0.00105864994328568,-2.2163078267296e-16,-2.1521559550175e-05,-0.000183097297680338,5.91599727615655e-16,-1.62336388722903e-15,-8.59984075888688e-16,-2.25785835341148e-06,-1.98389729718144e-16,-3.02041934793548e-16,7.49163103376679e-17,-8.74300631892311e-16,-8.77032162861374e-07,2.13532387703203e-16,-1.37140683938867e-17,-2.44686100710835e-15,-2.69682666363876e-16,-1.11563864545484e-15,-3.27612648383943e-15
