,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
t1,-2.8693857,4.2124825,5.648519,3.6653433,11.984922,2.7699814,1.0568959,6.5994945,8.5843525,6.845588,3.9609659,4.0465612,7.284929,5.3204103,6.082272,5.1783485,4.894777,6.3158026,5.411047,5.0854597,8.419076,4.5344324,5.787656,3.1144602,5.010603,3.4428449,5.281391,4.307077,3.9044383,1.788006,4.5286527,4.3215404,5.285599,4.1575956,2.8469617,6.0783772
t2,-2.910951,4.2451515,5.624476,3.7113504,11.948402,2.7578876,1.0228366,6.570297,8.5877075,6.863946,3.9588172,4.010138,7.2625475,5.34475,6.008579,5.1488924,4.8976607,6.2855372,5.441519,5.0664997,8.449217,4.5531034,5.7618933,3.0847442,5.0752177,3.418639,5.255633,4.3600483,3.9095862,1.7514298,4.557488,4.2875166,5.3159494,4.1193156,2.8201003,6.121349
t11,-2.928441,4.25028,5.6515326,3.9227102,11.596275,2.7916667,1.0227382,6.405808,8.398495,6.9873004,4.0007873,4.0459013,7.282173,5.2966533,5.8698077,5.1410117,4.9412427,6.2018976,5.587091,4.7579403,8.42237,4.5569043,5.6808653,3.0134501,5.236679,3.4294965,5.198938,4.780291,3.8702207,1.6195716,4.627592,4.27032,5.333128,3.9414878,2.593952,6.1580925
t15,-2.9079297,4.216309,5.622462,3.8190284,11.741023,2.7374842,1.025324,6.459788,8.528129,6.95841,3.9686832,4.0360327,7.272552,5.3341355,6.0009055,5.170914,4.934169,6.251671,5.493056,4.9082923,8.444549,4.543573,5.744809,3.0207996,5.0949807,3.414855,5.2285604,4.5377784,3.9229524,1.7300779,4.590233,4.3109927,5.3279366,4.0201645,2.7388787,6.122746
t16,-2.924241,4.264159,5.682998,4.0057473,11.527456,2.811192,1.0274862,6.3602166,8.311807,7.0136,4.0212483,4.029788,7.343737,5.274181,5.7932663,5.112889,4.9654007,6.1877575,5.6482453,4.641779,8.409767,4.5722394,5.6696897,3.0265505,5.296997,3.4294834,5.1958685,4.9219413,3.8274608,1.5570546,4.632889,4.2713966,5.3242807,3.8686752,2.4699655,6.1663766
t17,-2.911547,4.265131,5.677984,3.9579108,11.517696,2.8193853,1.0070194,6.3797526,8.340015,7.0178623,4.0196543,4.0596156,7.3129907,5.2666073,5.845222,5.1670527,4.952015,6.1934295,5.641485,4.6552672,8.407778,4.5680556,5.6598845,3.000703,5.294585,3.4572086,5.1972303,4.9038224,3.8361213,1.5595181,4.6340246,4.2728868,5.3081946,3.9083939,2.4940226,6.1524687
t20,-2.9186285,4.263595,5.660782,3.8986747,11.611579,2.8086445,1.0107042,6.4167686,8.400709,6.989354,4.004267,4.050041,7.282405,5.2895555,5.8829937,5.1685104,4.9349737,6.2073493,5.5878468,4.757951,8.425562,4.5609155,5.681444,3.0051804,5.244517,3.4478264,5.2016892,4.7673345,3.8560524,1.6079732,4.6257606,4.27316,5.3120947,3.9585438,2.5885782,6.1505284
t21,-2.9065142,4.1853685,5.5930567,3.7268143,11.908621,2.6956499,1.0442812,6.5324655,8.615893,6.886083,3.943408,4.0108905,7.268996,5.3701158,6.0503573,5.129863,4.9137974,6.2983246,5.4107003,5.044459,8.456613,4.5461497,5.7983036,3.0624218,5.0108347,3.3814952,5.2703395,4.3463125,3.9696026,1.81698,4.5486917,4.3234353,5.3570104,4.0809793,2.8577306,6.105527
t13,-2.8625038,4.190366,5.71119,3.9979122,11.412082,2.8388424,1.0602247,6.3422713,8.27651,7.0487623,4.0239997,4.107221,7.3076725,5.2390766,5.8738313,5.194201,4.9625483,6.1993923,5.625431,4.5712814,8.375338,4.536208,5.677022,2.966011,5.2553315,3.5154057,5.2114406,4.99003,3.841771,1.5914209,4.6199074,4.2971163,5.281099,3.8762155,2.430016,6.1057286
t55,-2.834441,4.194974,5.668783,3.6381586,11.982929,2.7946763,1.0770953,6.6165204,8.566317,6.839147,3.9628396,4.084873,7.314837,5.285142,6.134184,5.216039,4.9055486,6.338212,5.394938,5.0765357,8.385178,4.5101404,5.8048205,3.1398063,4.978752,3.4687397,5.2912827,4.304474,3.8820016,1.802907,4.509182,4.3523636,5.2596807,4.185611,2.8534696,6.043418
