,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
t1,16.789003,-0.1152197,26.96349,44.06131,2.8040516,0.13663965,6.7158794,0.075505026,-0.8065522,0.0032491356,0.11276295,-0.4957651,-0.8216782,24.79848,0.7273317
t2,18.483774,-0.14978623,30.048306,49.84322,2.695119,0.15438302,7.1891246,0.10890801,-0.90465003,0.03951057,0.12990743,-0.5853003,-0.9428189,27.488861,0.8318748
t3,19.137226,-0.16120313,31.282946,52.152397,2.5499985,0.16244076,7.5392637,0.1373999,-0.946112,0.0693713,0.13731228,-0.60884285,-0.9779375,28.626616,0.8822195
t4,16.912575,-0.11570931,26.588835,43.833897,2.8042798,0.13586149,6.6476507,0.07770424,-0.7994821,0.020025097,0.11535962,-0.4725488,-0.7387801,24.675264,0.74783796
t5,5.8225327,7.5917673,0.19295457,-0.38825628,4.604245,2.8420384,3.265966,4.228517,1.6572616,0.06358236,1.8948891,-0.18912773,5.2340336,0.30166307,0.6100668
t6,19.333797,-0.1522653,32.52073,53.315563,2.6718543,0.15986833,7.545568,0.1452691,-1.0031744,0.036736466,0.13324937,-0.66296524,-1.1669738,29.450851,0.8378755
t7,4.803293,14.2437315,9.160903,-1.5289372,6.625316,0.061008852,9.333289,4.310816,3.0566058,1.2711564,0.0065572932,2.4777331,10.169191,0.373718,2.6188703
t8,1.3975011,4.603164,0.27002507,1.2967632,1.7180264,4.0465603,0.15754242,0.068414405,-0.008057869,3.7854164,0.566029,-0.23250286,0.24318151,0.13533807,0.11700271
t9,9.241937,5.967484,0.3226611,-0.59607327,2.7304153,0.007010159,2.443731,1.19241,0.16270405,6.3029437,3.7825146,-0.08184392,2.319561,0.11702245,0.06756037
t10,2.0693886,10.110404,7.200013,-0.9774343,3.662948,0.13744296,8.057687,2.3436077,1.0925248,0.5891824,0.013747854,4.68066,5.4963694,0.21064065,1.4976695
t11,9.848662,6.174456,0.34900287,-0.56284773,2.7212079,0.085656136,2.343605,1.428201,0.200975,6.973216,3.904136,-0.084922016,1.8939824,0.1364581,0.080202766
t12,12.055711,10.858133,0.13634846,-1.0947194,5.3157926,0.008526384,5.41284,2.5519555,1.2007153,7.418438,4.31681,-0.031393405,5.6840177,0.22885503,0.011421244
t13,2.4149451,9.191855,6.592652,-0.9670997,3.8868592,0.052260544,5.9640408,2.932062,2.1684165,0.49541137,0.0016402302,2.1815686,6.3384023,0.2606345,1.9739654
t14,1.2318941,8.365525,6.2870784,-0.78715146,2.5196455,0.15926136,7.4721007,1.8967499,0.6216964,0.26998463,0.015897218,5.3867855,4.0975494,0.15184234,1.0815026
t15,1.1176076,8.012055,6.207276,-0.7556192,2.490907,0.15830149,7.260691,2.0167725,0.69634104,0.18093231,0.0159159,5.348446,4.073914,0.1515223,1.0578395
t16,5.7902603,3.8480928,0.11481018,2.6960347,2.5976896,4.843836,-0.00072908297,2.796886,1.1896203,0.01730175,1.2998636,-0.47806287,0.60893273,0.3471601,0.121462174
t17,3.6151028,9.376003,0.2509978,-0.19156873,4.3352532,5.3271537,2.5994008,1.099362,0.7514542,4.251408,1.3714178,-0.28358898,4.6051016,0.24053863,0.08944268
t18,11.575412,9.956332,0.17655258,-0.9982378,4.86525,0.0057645845,4.8361793,2.3320472,1.037291,7.333273,4.2798977,-0.045724127,5.042608,0.2113934,0.023347627
t19,9.683282,4.908876,0.36328787,-0.42315498,1.5981616,0.014629559,1.5751473,1.1242713,-0.009825905,7.28715,3.8668954,-0.09325262,0.56698054,0.10966916,0.08510484
t20,11.732,9.31684,0.23155554,-0.92602354,4.4227047,0.014253739,4.360452,2.0462248,0.6948592,7.594089,4.367732,-0.044823986,4.2829037,0.19250722,0.043336958
t21,1.6276515,7.7294126,6.4892597,-0.7938498,3.1094823,0.05761967,4.8884344,2.8225112,2.0555696,0.015455584,0.008332729,1.7441382,5.888774,0.23261546,1.971613
t22,-0.14574754,0.996024,4.055239,-0.13454217,-0.13757068,0.057636645,0.12774237,2.6995802,2.8525167,0.049894433,0.00021539886,0.26961857,2.3935084,0.11358374,1.9489502
t23,3.0708258,7.626401,0.24988072,-0.09603408,3.3170707,4.515606,1.7546601,0.7504165,0.42581305,3.895526,1.1050756,-0.23752937,3.243045,0.19385195,0.09757547
t24,1.2024609,6.5722003,6.0913997,-0.67669386,2.711395,0.06330167,4.10886,2.6907868,1.9942956,0.031138666,0.008622169,1.5406041,5.223432,0.21501708,1.9589382
t25,1.4339422,9.436185,7.0348387,-0.87284815,2.9358182,0.18043019,8.559211,2.166564,0.6469113,0.29806915,0.018657712,6.0919833,4.790799,0.16721782,1.1152623
t26,2.2864733,7.29312,0.31548333,0.09960686,3.2291303,5.1076536,1.2310282,0.60406744,0.4527243,4.203686,1.180315,-0.27506208,2.5470066,0.20083022,0.112044945
t27,-0.18713012,1.3637466,5.505098,-0.2113727,-0.18716095,0.07153551,-0.0045427955,3.958595,4.001169,0.05974227,0.027523715,0.17808187,3.4052832,0.16806126,2.484125
t28,3.7400632,9.29933,0.24323276,-0.21869831,4.439647,5.151193,2.6090782,1.2277133,0.8260576,4.029894,1.38027,-0.2751515,4.7309346,0.24331203,0.08127963
t29,4.06952,9.833134,0.22113855,-0.2777567,4.724222,5.111884,2.9882758,1.3401282,0.86967534,4.0892434,1.4104567,-0.27130622,5.1492734,0.252701,0.0760753
t30,-0.00032164686,5.3532767,4.9364624,-0.48599547,1.2592924,0.20388056,6.4240575,1.3832911,0.021281984,0.023046294,0.019310568,6.411701,1.9134429,0.07860312,0.5031972
t31,26.936049,-0.2882936,48.95564,81.31123,1.9792548,0.23501119,10.181444,0.30042708,-1.5381528,0.12766124,0.19445074,-1.1751726,-2.096273,42.90992,1.2076137
t32,24.355145,-0.23637493,43.282623,71.46426,2.3168805,0.21059558,9.195806,0.25097945,-1.3639259,0.086492665,0.170819,-0.99279857,-1.7893331,38.298477,1.077881
t33,-0.2034848,1.2851158,5.723444,-0.20714281,-0.19637682,0.076828614,-0.009887162,4.163422,4.2280602,0.06873641,0.092460886,0.08382993,3.6153975,0.1790811,2.6404114
t34,1.094043,7.921934,9.230425,-0.90643644,3.1094477,0.074680015,4.0312266,5.187302,4.011021,0.040103972,0.012157701,1.2782116,7.547598,0.32983807,2.8421295
t35,0.87292004,4.987358,4.6009083,-0.57542187,1.9217328,0.052094433,3.2027216,2.1782396,1.515309,0.024934776,0.0053765955,1.9779124,3.6608198,0.16986044,1.3975755
t36,0.8804897,5.3440075,0.16356188,2.602585,2.2011542,4.510874,0.15933491,0.036832698,-0.06730983,4.4737654,0.061565306,-0.30771223,-0.11177203,0.13351142,0.12502263
t37,9.262448,1.3170997,0.40270835,0.50727916,-0.030203003,0.09616915,-0.056099437,0.132265,-0.20033203,7.659623,3.8956702,-0.19663277,-0.68690425,0.033956565,0.1587071
t38,1.7908889,7.938438,6.048936,-0.83366996,3.2190235,0.04769382,5.0362787,2.6882412,1.9961287,0.29902607,0.0027601474,2.046733,5.473001,0.23587644,1.8083546
t39,8.8547125,-0.043195445,0.014354195,17.675737,-0.23711625,8.457553,-0.12243527,0.22070192,-0.13104838,0.076664135,0.017281726,-0.6907828,-1.1051035,0.041443564,0.4509009
t40,8.90335,-0.04134044,0.0036887126,17.616089,-0.19457641,8.526177,-0.117197715,0.26265937,-0.14155574,0.07106968,0.026439602,-0.7067111,-1.1327689,0.035839833,0.4626102
t41,26.098618,-0.26869962,47.10822,77.98362,2.1073952,0.22866218,9.777731,0.29135567,-1.4780365,0.119705066,0.18546848,-1.1108496,-1.9873314,41.39989,1.1671795
t42,26.620966,-0.27812016,47.995197,79.76764,2.335294,0.22536786,9.840339,0.32394186,-1.5227515,0.120833986,0.19062217,-1.1521134,-2.063583,42.258255,1.1952055
t43,9.244295,-0.03245029,0.0065879757,18.054737,-0.17032605,8.895066,-0.13973232,0.26706952,-0.15267007,0.068330765,0.02044178,-0.73642635,-1.1461641,0.05327302,0.47232714
t44,10.353036,3.8153965,0.447495,-0.3528611,0.9551434,0.059306454,0.6970721,0.686187,-0.096417926,7.894222,4.2327847,-0.12917621,-0.17088178,0.08347273,0.12999465
t45,-0.101631455,2.9741094,2.9760406,-0.20490828,-0.056459744,0.19153887,5.5457063,0.77195084,0.12517934,0.009883976,0.014777896,6.1623125,0.5050579,0.043399885,0.053122755
t46,-0.10841534,2.8751554,2.9441342,-0.19744988,-0.0754192,0.190027,5.5166526,0.8503219,0.17896247,0.0074707526,0.014872438,6.174628,0.53790283,0.058041625,0.0011083655
t47,-0.14692076,1.9440364,6.1985064,-0.30602923,-0.06664236,0.0721734,0.11582585,4.449085,4.2035723,0.07102564,0.002609144,0.10772914,4.2201977,0.20272124,2.5667896
t48,8.994596,1.4275389,0.431003,0.55678713,-0.10237639,0.0902158,-0.069742404,0.01800453,-0.23084165,7.886396,4.0153766,-0.21907017,-0.63858694,0.06062122,0.189241
t49,11.459411,4.797055,0.47604054,-0.38290015,0.8165384,0.025789414,1.0798225,1.1453316,-0.032756835,8.902435,4.605174,-0.11936793,-0.051426075,0.1040415,0.114317216
t50,-0.19021627,1.3641279,5.778345,-0.21432722,-0.20712443,0.07528732,-0.008763227,4.1518817,4.1655354,0.06657502,0.00322932,0.06724276,3.6486855,0.17362352,2.5576231
t51,7.588114,0.85305446,0.21171437,9.734321,1.0638195,8.11937,-0.11090438,0.72068226,0.10301851,0.044790216,0.0004903228,-0.6857003,-0.6685218,0.2772798,0.28786093
