accepted_species,estimate
t92,0.33133394
t99,-0.35608038
t103,-0.24960725
t131,-0.24960725
t62,0.21473217
t229,-0.5361253
t230,-0.5361253
t108,0.20430522
t166,-0.38032576
t336,-0.043959074
t263,-0.043959074
t210,-0.040232398
t315,-0.20758091
t274,0.36100152
t297,0.36100152
t260,0.00051696354
t163,0.35196954
t161,0.35196954
t94,-0.21000163
t239,0.4027285
t307,-0.122111954
t151,0.01065058
t119,-0.34712356
t214,0.052058194
t42,0.1546884
t47,0.008033785
t272,0.07577951
t158,-0.040005036
t159,-0.040005036
t189,-0.23106158
t135,-0.010928728
t164,0.035931855
t101,-0.44297284
t26,0.27793178
