,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
t1,0.5737045,0.66604024,4.6223817,1.4784015,4.9956627,5.9765344,4.910608,6.000614,3.3615022,7.9190397,5.012048,6.604289,4.8189583,5.5505004,7.1341033,4.5257897,4.288763,6.4504128
t2,0.531333,0.5602575,4.692218,1.42411,4.9089003,5.9935827,4.91055,6.0159774,3.4355464,7.985421,4.9809523,6.663047,4.7884283,5.5925317,7.0379286,4.5696054,4.2946744,6.5757895
t3,0.70292234,0.93148154,4.432467,1.6226887,5.276182,5.9430823,4.9566708,5.9908843,3.1771173,7.7785473,5.1200476,6.4326386,4.9174857,5.431518,7.391679,4.377816,4.285802,6.140844
t4,0.5493278,0.60775733,4.6691656,1.4441584,4.950453,5.987107,4.9148154,6.014029,3.4068115,7.959735,4.992034,6.639377,4.804991,5.572865,7.0817995,4.5527368,4.2951946,6.521385
t5,0.68606937,0.9342202,4.438304,1.6217409,5.2468405,5.9359207,4.924084,5.9696665,3.179419,7.7696214,5.103546,6.4529185,4.8980803,5.4488435,7.3843474,4.401247,4.27393,6.150624
t6,0.7306474,0.98432904,4.48744,1.5939478,5.3417573,5.912711,4.9303675,5.953055,3.1916184,7.7663713,5.0748653,6.4593573,4.907629,5.4556813,7.485972,4.4156733,4.282777,6.0779376
t7,0.750173,1.0147337,4.3946023,1.6513293,5.330699,5.902807,4.891175,5.9172096,3.1378562,7.6971474,5.107548,6.4018235,4.8900714,5.4339542,7.484861,4.3733554,4.2645464,6.033162
t8,0.6961859,0.93812424,4.373205,1.7136561,5.2460294,5.883503,4.9495053,6.024759,3.0832412,7.776986,5.094314,6.4246807,4.8282433,5.4966607,7.361109,4.3741684,4.21097,6.1104527
t9,0.64973533,0.8303515,4.3632364,1.6484605,5.1033273,5.8757515,4.875785,5.887934,3.1961334,7.792501,5.0799375,6.4898934,4.8095493,5.558368,7.284741,4.446778,4.2047224,6.224304
t10,0.75957304,0.9264353,4.318085,1.7288322,5.302759,5.8536334,4.9737344,5.9879546,3.0925071,7.769379,5.1303434,6.3722043,4.823579,5.502876,7.3718834,4.319222,4.2166047,6.091752
t11,0.63193274,1.0710428,4.1539936,1.7729225,5.0567336,5.947315,4.7608013,5.8377385,2.9922786,7.593859,5.1382027,6.4347367,4.8907666,5.419383,7.327393,4.41414,4.172811,6.089384
t12,0.69658697,1.0316044,4.102094,1.8231602,5.109616,5.8891864,4.81618,5.88636,2.9739287,7.636037,5.1471806,6.387839,4.841483,5.4653125,7.345963,4.370537,4.1482034,6.054686
t13,0.69917285,1.0723603,4.2489996,1.7404101,5.1849074,5.9206734,4.811252,5.8458333,3.0350366,7.61972,5.1483283,6.4076242,4.882127,5.40591,7.4131002,4.376529,4.2096667,6.0196133
t14,0.44838503,0.42810005,4.785295,1.3550146,4.758892,6.0062222,4.9065537,6.0428686,3.5309484,8.0762825,4.9238214,6.7526555,4.7436266,5.6623697,6.905502,4.643622,4.288249,6.752822
t15,0.6933441,0.97961485,4.413129,1.6054466,5.2489934,5.941371,4.8564043,5.863135,3.183437,7.6950946,5.095987,6.4619493,4.9211664,5.4322953,7.4342375,4.428653,4.2760615,6.1114345
t16,0.4127178,0.36053157,4.843351,1.354666,4.6852846,6.0318885,4.943516,6.0909896,3.5905206,8.137454,4.88417,6.802981,4.7552195,5.6928983,6.837152,4.7015457,4.30636,6.8318396
t17,-2.2047622,9.260526,4.8810344,2.859086,6.5698833,6.6464987,4.6491756,6.093947,-0.2399927,7.7639475,6.2718797,8.555324,5.769632,7.10298,7.7470007,4.38087,3.0109239,7.2414513
t18,-1.9745772,9.40182,4.9864664,2.9302309,6.7632074,6.823021,4.671347,5.962974,-0.26850086,7.3497663,6.223399,8.571311,5.8369384,6.9520864,7.61834,4.276316,2.9283595,7.1856217
t19,-2.2292519,9.25184,4.967117,2.8025186,6.6431065,6.621931,4.7131386,6.1028004,-0.23568137,7.760668,6.2699757,8.517659,5.760286,7.0393977,7.757913,4.351078,3.0659733,7.2577825
t20,-2.2352848,9.23711,4.92607,2.8212976,6.6251554,6.6320543,4.693961,6.1046286,-0.2585969,7.7843237,6.294976,8.516607,5.746008,7.0805297,7.773686,4.386859,3.0467355,7.2702003
t21,0.8670673,1.0168641,3.3074677,2.297311,5.0263743,5.5623074,4.7933755,5.9750495,2.6327477,7.648108,5.1379514,6.264902,4.5420976,5.790227,7.3689923,4.3324246,3.7964582,5.809033
t22,0.7663475,0.9852918,3.451657,2.2246957,4.956027,5.608169,4.716866,5.8318343,2.6057622,7.6106963,5.139131,6.3317313,4.4897256,5.793581,7.410938,4.381898,3.7443507,5.9097495
t23,-1.9883819,9.375362,5.0569897,2.891086,6.832288,6.7573547,4.7907577,5.9356794,-0.26191115,7.283959,6.1939173,8.498715,5.771028,6.873427,7.658047,4.185975,2.967546,7.2589965
t24,-2.148711,9.277272,4.932988,2.864783,6.69772,6.7207274,4.695788,6.0304613,-0.27207994,7.6480136,6.2895203,8.513785,5.766246,7.036254,7.7252297,4.3669553,3.0012941,7.2525263
t25,0.21875402,0.0735408,4.985383,1.0302323,4.439977,6.045136,4.8292594,6.022362,3.801229,8.300245,4.7829423,7.0108557,4.5659437,5.8472333,6.5696845,4.812703,4.2488604,7.2869706
t26,0.8002158,0.99852407,3.3702974,2.3144612,4.9294467,5.611706,4.7479987,5.8852415,2.6285503,7.6591415,5.0667715,6.3158417,4.531971,5.8114076,7.3306336,4.4209437,3.76846,5.916483
t27,-1.6928668,11.240081,5.0547767,3.8005564,4.6438384,4.9176497,3.695746,7.877661,0.4802267,7.823267,5.0756965,9.256446,6.7115602,7.4876013,7.591452,3.2939079,3.2595491,7.339647
