"accepted_species","trait_ARD"
"t1","0"
"t7","1"
"t45","1"
"t46",NA
"t39","0"
"t49","1"
"t157","1"
"t190","1"
"t191","0"
"t165","1"
"t170",NA
"t206",NA
"t207","1"
"t211","1"
"t212","1"
"t70","1"
"t87","0"
"t114","1"
"t115","1"
"t80","1"
"t187",NA
"t188","1"
"t94",NA
"t219","0"
"t220","0"
"t126","0"
"t122","1"
"t9","0"
"t6","1"
"t14","0"
"t15","1"
"t53","1"
"t54","0"
"t11","0"
"t18","1"
"t19","0"
"t16",NA
"t17","0"
"t91","0"
"t92","0"
"t58",NA
"t20","1"
"t116","1"
"t117",NA
"t63","1"
"t64","1"
"t50","1"
"t51","1"
"t90","0"
"t183","1"
"t184","1"
"t125","0"
"t102","1"
"t103","0"
"t127","0"
"t153","0"
"t210","0"
"t213","0"
"t214","0"
"t67","0"
"t10","1"
"t12","1"
"t13",NA
"t29","1"
"t35","1"
"t98","1"
"t151","1"
"t152","1"
"t128","1"
"t198","1"
"t199","1"
"t189","0"
"t217","0"
"t218","0"
"t175","0"
"t202","0"
"t203","0"
"t40","1"
"t41","0"
"t34","1"
"t31",NA
"t26","1"
"t25","0"
"t111","0"
"t112","0"
"t106","1"
"t215","1"
"t216",NA
"t118","0"
"t73",NA
"t139","0"
"t140","1"
"t134","0"
"t155","1"
"t156","1"
"t88","1"
"t166","1"
"t167","1"
"t154","0"
"t89","1"
"t168","1"
"t169","1"
"t200","1"
"t201",NA
"t186","1"
"t185","1"
"t176","1"
"t196","1"
"t197","1"
"t181","1"
"t208","1"
"t209","1"
"t162","1"
"t131","1"
"t158","0"
"t159","1"
"t96","1"
"t97","0"
"t60","0"
"t38","1"
"t47","1"
"t77","1"
"t78","1"
"t36","0"
"t21","0"
"t62","1"
"t163","0"
"t164","1"
"t32","0"
"t33","0"
"t37","1"
"t107","0"
"t147","1"
"t148","1"
"t108","1"
"t141","0"
"t142","0"
"t85","1"
"t121","1"
"t160","1"
"t161","1"
"t52","1"
"t149","0"
"t150",NA
"t74",NA
"t75",NA
"t59","1"
"t182","0"
"t194",NA
"t195","0"
"t204","0"
"t205","0"
"t120","0"
"t76","0"
"t71","1"
"t61","0"
"t57","1"
"t30","1"
"t69",NA
"t177","1"
"t178","0"
"t119","1"
"t101","0"
"t83","1"
"t48","1"
"t65","1"
"t66","1"
"t42","1"
"t56","1"
"t79","0"
"t105","1"
"t173","1"
"t174","0"
"t72","1"
"t123","1"
"t124","0"
"t137","0"
"t138","0"
"t86","1"
"t109","0"
"t110","1"
"t143","0"
"t144","0"
"t179","0"
"t180","1"
"t113","0"
"t81","1"
"t44","1"
"t27","1"
"t8",NA
"t28","1"
"t129","1"
"t130","0"
"t95","0"
"t99","1"
"t100",NA
"t84","0"
"t5","0"
"t4","1"
"t55","0"
"t82","1"
"t135","1"
"t136","0"
"t93","1"
"t132","1"
"t133","1"
"t104","0"
"t192","1"
"t193","1"
"t68","1"
"t171","0"
"t172",NA
"t145","1"
"t146","1"
"t43","1"
"t22","0"
"t23",NA
"t24","0"
"t3","1"
"t2","1"
